Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp
11,5242.38,2856.50,20.00,0,26,0.15,NLOS,114.44,-5.51,-88.72,-1.25,40.31,0,20,-91.28,33,-97.62,27,-99.21,28,-104.10,34,-107.54
12,5253.58,2856.50,20.00,0,33,0.16,NLOS,113.83,-0.59,-93.02,-3.14,40.31,1,34,-98.86,27,-99.83,26,-104.20,21,-105.31,20,-106.22
13,5264.78,2856.50,20.00,0,33,0.16,NLOS,113.44,-0.59,-92.63,-2.73,40.31,0,34,-98.77,27,-100.04,26,-104.38,20,-106.40,40,-111.42
14,5275.97,2856.50,20.00,0,33,0.17,NLOS,113.05,-0.59,-92.24,-2.31,40.31,0,34,-98.67,27,-100.25,26,-104.56,39,-105.51,20,-106.59
15,5287.17,2856.50,20.00,0,27,0.15,NLOS,114.00,-5.26,-88.51,-2.54,40.31,1,26,-91.27,33,-91.79,20,-101.20,34,-105.32,39,-113.51
16,5298.37,2856.50,20.00,0,27,0.15,NLOS,114.21,-5.26,-88.73,-2.81,40.31,0,33,-91.38,26,-91.46,20,-101.38,34,-105.23,39,-113.37
17,5308.00,2858.07,20.00,1,27,0.15,NLOS,114.36,-5.26,-88.88,-3.00,40.31,0,33,-91.02,26,-91.67,20,-101.54,34,-105.13,39,-113.26
18,5308.00,2869.27,20.00,1,26,0.13,NLOS,115.85,-8.44,-87.19,4.42,40.31,1,27,-98.18,33,-101.15,20,-101.22,40,-114.94,34,-115.06
19,5308.00,2880.47,20.00,1,26,0.13,NLOS,116.13,-8.44,-87.47,4.05,40.31,0,27,-97.89,33,-101.19,20,-101.23,34,-114.88,40,-114.89
20,5308.00,2891.66,20.00,1,26,0.12,NLOS,116.41,-8.44,-87.75,3.69,40.31,0,27,-97.58,20,-101.24,33,-101.24,28,-105.61,34,-114.70
21,5308.00,2902.86,20.00,1,26,0.12,NLOS,116.69,-4.21,-92.26,-0.33,40.31,0,27,-96.78,33,-101.26,34,-105.24,40,-108.39,20,-110.84
22,5308.00,2914.06,20.00,1,26,0.12,NLOS,116.96,-4.21,-92.53,-0.72,40.31,0,27,-96.48,33,-101.33,34,-105.06,40,-108.34,20,-110.85
23,5308.00,2925.26,20.00,1,26,0.11,NLOS,117.23,-4.21,-92.80,-1.11,40.31,0,27,-96.17,33,-101.41,34,-104.87,40,-108.30,20,-110.87
24,5308.00,2936.46,20.00,1,33,0.17,NLOS,112.28,-1.52,-90.54,-5.41,40.31,1,27,-91.54,26,-94.80,20,-99.35,28,-108.21,40,-108.47
25,5308.00,2947.66,20.00,1,33,0.17,NLOS,112.38,-1.52,-90.64,-5.57,40.31,0,27,-91.24,26,-95.07,20,-99.37,28,-108.06,40,-108.43
26,5308.00,2958.85,20.00,1,33,0.17,NLOS,112.49,-1.52,-90.74,-5.75,40.31,0,27,-90.93,26,-95.33,20,-99.39,28,-107.91,40,-108.39
27,5308.00,2970.05,20.00,1,33,0.17,NLOS,112.60,-4.42,-87.97,-1.56,40.31,0,26,-88.18,27,-94.21,34,-100.73,20,-103.73,28,-110.25
28,5308.00,2981.25,20.00,1,33,0.17,NLOS,112.73,-4.42,-88.09,-1.58,40.31,0,26,-88.44,27,-93.90,34,-100.54,20,-103.75,28,-110.09
29,5308.00,2992.45,20.00,1,33,0.17,NLOS,112.86,-4.42,-88.23,-1.62,40.31,0,26,-88.69,27,-93.59,34,-100.35,20,-103.78,28,-109.94
30,5308.00,3003.65,20.00,1,27,0.20,NLOS,110.40,-3.46,-86.72,2.99,40.31,1,26,-95.43,34,-97.11,20,-102.07,33,-102.87,40,-103.98
31,5308.00,3014.85,20.00,1,27,0.20,NLOS,110.09,-3.46,-86.41,3.32,40.31,0,26,-95.67,34,-96.91,20,-102.10,33,-103.02,40,-103.95
32,5308.00,3026.04,20.00,1,27,0.20,NLOS,109.79,-3.46,-86.11,3.63,40.31,0,26,-95.92,34,-96.71,20,-102.13,33,-103.17,40,-103.91
33,5308.00,3037.24,20.00,1,27,0.21,NLOS,109.49,3.00,-92.27,-9.18,40.31,0,33,-91.67,26,-96.07,20,-104.47,40,-105.70,34,-110.50
34,5308.00,3048.44,20.00,1,27,0.21,NLOS,109.20,3.00,-91.98,-8.87,40.31,0,33,-91.83,26,-96.31,20,-104.50,40,-105.67,34,-110.30
35,5308.00,3053.36,20.00,3,27,0.21,NLOS,109.07,3.00,-91.85,-8.74,40.31,0,33,-91.91,26,-96.41,20,-104.52,40,-105.66,34,-110.22
36,5308.00,3042.16,20.00,3,27,0.21,NLOS,109.36,1.75,-90.89,0.15,40.31,0,33,-98.15,34,-99.15,26,-100.48,40,-104.36,28,-112.68
37,5308.00,3030.97,20.00,3,27,0.20,NLOS,109.66,1.75,-91.19,-0.15,40.31,0,33,-97.99,34,-99.35,26,-100.24,40,-104.39,20,-112.73
38,5308.00,3019.77,20.00,3,27,0.20,NLOS,109.96,1.75,-91.49,-0.46,40.31,0,33,-97.84,34,-99.54,26,-100.00,40,-104.42,20,-112.70
39,5308.00,3008.57,20.00,3,33,0.17,NLOS,113.06,-9.69,-83.16,2.05,40.31,1,27,-95.26,26,-99.32,20,-99.64,34,-105.43,40,-105.85
40,5308.00,2997.37,20.00,3,33,0.17,NLOS,112.92,-9.69,-83.01,2.24,40.31,0,27,-95.56,26,-99.07,20,-99.61,34,-105.62,40,-105.88
41,5308.00,2986.17,20.00,3,33,0.17,NLOS,112.78,-9.69,-82.88,2.42,40.31,0,27,-95.87,26,-98.82,20,-99.59,34,-105.82,40,-105.92
42,5308.00,2974.97,20.00,3,27,0.19,NLOS,111.18,-2.68,-88.29,0.53,40.31,1,26,-91.72,33,-97.52,34,-103.40,28,-107.64,20,-109.39
43,5308.00,2963.78,20.00,3,27,0.18,NLOS,111.49,-2.68,-88.59,0.09,40.31,0,26,-91.46,33,-97.40,34,-103.59,28,-107.79,20,-109.37
44,5308.00,2952.58,20.00,3,27,0.18,NLOS,111.80,-2.68,-88.90,-0.36,40.31,0,26,-91.20,33,-97.29,34,-103.77,28,-107.94,20,-109.35
45,5308.00,2941.38,20.00,3,27,0.18,NLOS,112.11,-1.35,-90.54,-2.29,40.31,0,33,-93.34,34,-102.74,28,-105.28,26,-105.77,20,-106.60
46,5308.00,2930.18,20.00,3,27,0.17,NLOS,112.42,-1.35,-90.85,-2.61,40.31,0,33,-93.24,34,-102.92,28,-105.42,26,-105.50,20,-106.58
47,5308.00,2918.98,20.00,3,27,0.17,NLOS,112.72,-1.35,-91.15,-2.92,40.31,0,33,-93.16,34,-103.11,26,-105.23,28,-105.57,20,-106.57
48,5308.00,2907.78,20.00,3,33,0.18,NLOS,112.07,-9.87,-81.98,-1.62,40.31,1,26,-83.11,27,-85.92,34,-104.25,20,-106.04,28,-108.90
49,5308.00,2896.59,20.00,3,33,0.18,NLOS,112.01,-9.87,-81.92,-1.62,40.31,0,26,-82.83,27,-86.23,34,-104.44,20,-106.03,28,-109.05
50,5308.00,2885.39,20.00,3,33,0.18,NLOS,111.95,-9.87,-81.86,-1.65,40.31,0,26,-82.55,27,-86.53,34,-104.62,20,-106.02,28,-109.19
51,5308.00,2874.19,20.00,3,33,0.18,NLOS,111.91,-6.61,-85.08,2.68,40.31,0,27,-90.07,26,-102.89,20,-104.29,34,-111.49,40,-114.96
52,5308.00,2862.99,20.00,3,33,0.18,NLOS,111.88,-6.61,-85.05,2.89,40.31,0,27,-90.37,26,-102.61,20,-104.28,34,-111.67,40,-115.01
53,5308.00,2851.79,20.00,3,33,0.18,NLOS,111.86,-6.61,-85.03,3.09,40.31,0,27,-90.67,26,-102.32,20,-104.28,34,-111.85,40,-115.06
54,5308.00,2840.59,20.00,3,33,0.18,NLOS,111.85,-7.21,-84.42,3.59,40.31,0,26,-92.71,27,-95.87,20,-100.16,40,-109.36,34,-111.11
55,5308.00,2829.40,20.00,3,33,0.18,NLOS,111.85,-7.21,-84.42,3.54,40.31,0,26,-92.42,27,-96.17,20,-100.16,40,-109.41,34,-111.28
56,5308.00,2818.20,20.00,3,33,0.18,NLOS,111.86,-7.21,-84.43,3.48,40.31,0,26,-92.13,27,-96.45,20,-100.16,40,-109.46,34,-111.46
57,5308.00,2807.00,20.00,3,27,0.13,NLOS,115.69,-5.08,-90.39,-2.11,40.31,1,26,-97.04,33,-99.12,20,-103.64,34,-107.94,40,-110.28
58,5308.00,2795.80,20.00,3,27,0.13,NLOS,115.97,-5.08,-90.67,-2.40,40.31,0,26,-96.74,33,-99.15,20,-103.64,34,-108.11,40,-110.33
59,5308.00,2784.60,20.00,3,27,0.13,NLOS,116.25,-5.08,-90.95,-2.70,40.31,0,26,-96.44,33,-99.19,20,-103.65,34,-108.28,40,-110.39
60,5308.00,2773.40,20.00,3,26,0.16,NLOS,113.33,-4.18,-88.93,2.21,40.31,1,40,-100.41,34,-103.60,27,-103.71,33,-103.72,39,-109.63
61,5308.00,2762.21,20.00,3,26,0.17,NLOS,113.03,-4.18,-88.63,2.57,40.31,0,40,-100.46,34,-103.77,33,-103.79,27,-103.99,39,-109.58
62,5308.00,2751.01,20.00,3,26,0.17,NLOS,112.73,-4.18,-88.32,2.93,40.31,0,40,-100.52,33,-103.86,34,-103.93,27,-104.26,39,-109.54
63,5308.00,2739.81,20.00,3,26,0.17,NLOS,112.42,-2.01,-90.19,-1.36,40.31,0,27,-97.67,33,-98.42,20,-104.94,34,-107.56,40,-109.70
64,5308.00,2728.61,20.00,3,26,0.18,NLOS,112.11,-2.01,-89.89,-0.98,40.31,0,27,-97.93,33,-98.51,20,-104.95,34,-107.72,40,-109.76
65,5308.00,2717.41,20.00,3,26,0.18,NLOS,111.80,-2.01,-89.58,-0.60,40.31,0,27,-98.20,33,-98.61,20,-104.97,34,-107.89,40,-109.82
66,5308.00,2706.22,20.00,3,33,0.17,NLOS,112.54,-2.28,-90.04,-4.03,40.31,1,27,-94.30,26,-97.09,20,-100.25,40,-106.37,34,-107.31
67,5308.00,2695.02,20.00,3,33,0.17,NLOS,112.66,-2.28,-90.16,-4.11,40.31,0,27,-94.56,26,-96.78,20,-100.27,40,-106.43,34,-107.47
68,5308.00,2683.82,20.00,3,33,0.17,NLOS,112.78,-2.28,-90.29,-4.21,40.31,0,27,-94.82,26,-96.48,20,-100.30,40,-106.49,34,-107.62
69,5308.00,2672.62,20.00,3,33,0.17,NLOS,112.92,-3.27,-89.43,-0.09,40.31,0,27,-93.64,26,-97.39,34,-102.23,40,-105.10,20,-107.49
70,5308.00,2661.42,20.00,3,33,0.17,NLOS,113.06,-3.27,-89.57,-0.17,40.31,0,27,-93.89,26,-97.08,34,-102.39,40,-105.17,20,-107.52
71,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
72,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
73,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
74,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
75,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
76,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
77,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
78,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
79,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
80,5308.00,2656.50,20.00,1,33,0.16,NLOS,113.13,-3.27,-89.64,-0.21,0.00,0,27,-94.00,26,-96.95,34,-102.46,40,-105.20,20,-107.54
81,5308.00,2662.10,20.00,1,33,0.17,NLOS,113.05,-3.27,-89.56,-0.17,20.16,0,27,-93.88,26,-97.10,34,-102.38,40,-105.16,20,-107.52
82,5308.00,2673.30,20.00,1,26,0.19,NLOS,110.59,-9.33,-81.04,4.83,40.31,1,33,-88.64,27,-92.92,20,-98.80,40,-106.88,34,-107.94
83,5308.00,2684.50,20.00,1,26,0.19,NLOS,110.90,-9.33,-81.34,4.39,40.31,0,33,-88.51,27,-92.66,20,-98.78,40,-106.82,34,-107.79
84,5308.00,2695.69,20.00,1,26,0.19,NLOS,111.20,-9.33,-81.65,3.95,40.31,0,33,-88.38,27,-92.41,20,-98.75,40,-106.75,34,-107.63
85,5308.00,2706.89,20.00,1,26,0.18,NLOS,111.51,-4.02,-87.27,1.61,40.31,0,27,-92.04,33,-105.20,34,-108.34,39,-108.70,20,-111.20
86,5308.00,2718.09,20.00,1,26,0.18,NLOS,111.82,-4.02,-87.58,1.15,40.31,0,27,-91.78,33,-105.09,34,-108.18,39,-108.73,20,-111.18
87,5308.00,2729.29,20.00,1,26,0.18,NLOS,112.13,-4.02,-87.89,0.69,40.31,0,27,-91.52,33,-104.99,34,-108.01,39,-108.77,20,-111.16
88,5308.00,2740.49,20.00,1,26,0.17,NLOS,112.44,-4.61,-87.61,-0.52,40.31,0,27,-88.77,33,-99.81,34,-104.44,39,-109.35,20,-112.95
89,5308.00,2751.69,20.00,1,26,0.17,NLOS,112.74,-4.61,-87.92,-1.03,40.31,0,27,-88.50,33,-99.73,34,-104.28,39,-109.40,20,-112.93
90,5308.00,2762.88,20.00,1,26,0.17,NLOS,113.05,-4.61,-88.22,-1.54,40.31,0,27,-88.23,33,-99.66,34,-104.12,39,-109.44,20,-112.92
91,5308.00,2774.08,20.00,1,33,0.18,NLOS,112.00,-6.02,-85.77,1.51,40.31,1,26,-90.60,27,-95.29,40,-101.81,20,-103.64,39,-105.87
92,5308.00,2785.28,20.00,1,33,0.18,NLOS,111.95,-6.02,-85.72,1.64,40.31,0,26,-90.90,27,-95.02,40,-101.75,20,-103.63,39,-105.92
93,5308.00,2796.48,20.00,1,33,0.18,NLOS,111.91,-6.02,-85.67,1.75,40.31,0,26,-91.20,27,-94.74,40,-101.70,20,-103.62,39,-105.97
94,5308.00,2807.68,20.00,1,33,0.18,NLOS,111.88,-6.32,-85.34,4.61,40.31,0,26,-94.85,27,-104.24,34,-104.35,40,-106.07,39,-106.75
95,5308.00,2818.88,20.00,1,33,0.18,NLOS,111.86,-6.32,-85.32,4.68,40.31,0,26,-95.15,27,-103.96,34,-104.17,40,-106.02,39,-106.80
96,5308.00,2830.07,20.00,1,33,0.18,NLOS,111.85,-6.32,-85.31,4.74,40.31,0,26,-95.44,27,-103.67,34,-104.00,40,-105.96,39,-106.85
97,5308.00,2841.27,20.00,1,33,0.18,NLOS,111.85,2.41,-94.04,-6.11,40.31,0,26,-95.02,20,-97.77,27,-98.80,40,-108.56,39,-108.76
98,5308.00,2852.47,20.00,1,33,0.18,NLOS,111.86,2.41,-94.05,-6.11,40.31,0,26,-95.31,20,-97.77,27,-98.51,40,-108.51,39,-108.81
99,5300.83,2856.50,20.00,2,33,0.18,NLOS,112.14,2.41,-94.33,-6.44,40.31,0,26,-95.28,20,-97.66,27,-98.26,40,-108.58,39,-108.92
100,5289.63,2856.50,20.00,2,33,0.17,NLOS,112.55,-8.09,-84.25,5.38,40.31,0,27,-92.69,34,-100.46,26,-101.85,40,-104.29,39,-107.62
101,5278.44,2856.50,20.00,2,33,0.17,NLOS,112.96,-8.09,-84.66,4.87,40.31,0,27,-92.47,34,-100.55,26,-101.66,40,-104.43,39,-107.76
102,5267.24,2856.50,20.00,2,33,0.16,NLOS,113.36,-8.09,-85.05,4.37,40.31,0,27,-92.26,34,-100.65,26,-101.48,40,-104.57,28,-111.91
103,5256.04,2856.50,20.00,2,33,0.16,NLOS,113.75,-12.40,-81.13,6.47,40.31,0,20,-92.43,26,-96.13,27,-96.77,40,-102.40,34,-103.54
104,5244.84,2856.50,20.00,2,33,0.15,NLOS,114.13,-12.40,-81.51,5.98,40.31,0,20,-92.24,26,-95.95,27,-96.56,34,-103.63,21,-106.82
105,5233.64,2856.50,20.00,2,33,0.15,NLOS,114.50,-12.40,-81.88,5.49,40.31,0,20,-92.05,26,-95.78,27,-96.36,34,-103.73,21,-106.71
106,5222.44,2856.50,20.00,2,26,0.15,NLOS,114.14,-3.20,-90.73,-3.51,40.31,1,27,-99.93,20,-100.25,34,-104.31,33,-104.64,28,-106.35
107,5211.25,2856.50,20.00,2,26,0.15,NLOS,113.98,-3.20,-90.57,-3.36,40.31,0,27,-99.74,20,-100.05,34,-104.41,33,-105.00,28,-106.33
108,5200.05,2856.50,20.00,2,26,0.16,NLOS,113.82,-3.20,-90.41,-3.22,40.31,0,27,-99.56,20,-99.85,34,-104.51,33,-105.35,28,-106.31
109,5188.85,2856.50,20.00,2,27,0.17,NLOS,112.25,4.57,-96.60,-6.25,40.31,1,33,-97.49,20,-98.50,26,-100.51,34,-108.23,21,-111.28
110,5177.65,2856.50,20.00,2,27,0.18,NLOS,112.08,4.57,-96.43,-6.06,40.31,0,33,-97.82,20,-98.30,26,-100.37,34,-108.34,21,-111.17
111,5166.45,2856.50,20.00,2,27,0.18,NLOS,111.92,4.57,-96.27,-5.89,40.31,0,20,-98.09,33,-98.15,26,-100.23,34,-108.44,21,-111.06
112,5155.25,2856.50,20.00,2,27,0.18,NLOS,111.76,2.64,-94.18,-5.17,40.31,0,26,-91.69,33,-101.31,20,-101.37,28,-112.44,34,-114.07
113,5144.06,2856.50,20.00,2,27,0.18,NLOS,111.61,2.64,-94.03,-5.08,40.31,0,26,-91.57,20,-101.15,33,-101.62,28,-112.42,34,-114.17
114,5132.86,2856.50,20.00,2,27,0.18,NLOS,111.47,2.64,-93.90,-5.00,40.31,0,26,-91.45,20,-100.94,33,-101.93,28,-112.41,34,-114.28
115,5121.66,2856.50,20.00,2,27,0.19,NLOS,111.34,0.12,-91.24,-4.69,40.31,0,26,-94.79,33,-95.44,21,-97.89,20,-100.26,34,-101.54
116,5110.46,2856.50,20.00,2,27,0.19,NLOS,111.22,0.12,-91.12,-4.57,40.31,0,26,-94.69,33,-95.74,21,-97.77,20,-100.05,34,-101.65
117,5099.26,2856.50,20.00,2,27,0.19,NLOS,111.11,0.12,-91.01,-4.46,40.31,0,26,-94.60,33,-96.04,21,-97.66,20,-99.82,34,-101.76
118,5088.06,2856.50,20.00,2,26,0.17,NLOS,112.63,-7.21,-85.21,5.12,40.31,1,27,-98.14,33,-100.44,34,-101.94,28,-104.17,20,-106.10
119,5076.87,2856.50,20.00,2,26,0.17,NLOS,112.56,-7.21,-85.13,5.21,40.31,0,27,-98.05,33,-100.72,34,-102.04,28,-104.16,20,-105.87
120,5065.67,2856.50,20.00,2,26,0.17,NLOS,112.50,-7.21,-85.07,5.28,40.31,0,27,-97.97,33,-101.00,34,-102.15,28,-104.15,20,-105.64
121,5054.47,2856.50,20.00,2,27,0.19,NLOS,110.78,4.82,-95.38,-8.23,40.31,1,26,-99.35,33,-100.33,20,-109.28,21,-111.75,34,-111.98
122,5043.27,2856.50,20.00,2,27,0.19,NLOS,110.72,4.82,-95.32,-8.17,40.31,0,26,-99.31,33,-100.60,20,-109.04,21,-111.64,34,-112.10
123,5032.07,2856.50,20.00,2,27,0.19,NLOS,110.68,4.82,-95.28,-8.13,40.31,0,26,-99.27,33,-100.87,20,-108.80,21,-111.53,34,-112.21
124,5020.87,2856.50,20.00,2,26,0.17,NLOS,112.34,-2.82,-89.30,-0.46,40.31,1,20,-96.54,33,-99.33,34,-99.71,27,-99.97,21,-108.13
125,5009.68,2856.50,20.00,2,26,0.17,NLOS,112.32,-2.82,-89.29,-0.46,40.31,0,20,-96.29,33,-99.59,34,-99.82,27,-99.96,21,-108.02
126,4998.48,2856.50,20.00,2,26,0.17,NLOS,112.32,-2.82,-89.29,-0.48,40.31,0,20,-96.04,33,-99.85,34,-99.93,27,-99.95,21,-107.91
127,4987.28,2856.50,20.00,2,27,0.19,NLOS,110.64,-8.17,-82.25,3.67,40.31,1,26,-87.32,20,-96.63,21,-105.58,33,-113.83,34,-114.19
128,4976.08,2856.50,20.00,2,27,0.19,NLOS,110.66,-8.17,-82.27,3.64,40.31,0,26,-87.34,20,-96.37,21,-105.47,33,-114.08,34,-114.30
129,4964.88,2856.50,20.00,2,27,0.19,NLOS,110.69,-8.17,-82.30,3.60,40.31,0,26,-87.36,20,-96.11,21,-105.35,33,-114.33,34,-114.41
130,4953.68,2856.50,20.00,2,27,0.19,NLOS,110.74,-1.07,-89.45,-1.20,40.31,0,26,-90.89,33,-98.15,20,-98.18,28,-108.57,21,-111.71
131,4942.49,2856.50,20.00,2,27,0.19,NLOS,110.79,-1.07,-89.51,-1.24,40.31,0,26,-90.94,20,-97.91,33,-98.38,28,-108.58,21,-111.59
132,4931.29,2856.50,20.00,2,27,0.19,NLOS,110.86,-1.07,-89.58,-1.29,40.31,0,26,-91.00,20,-97.63,33,-98.62,28,-108.58,21,-111.48
133,4920.09,2856.50,20.00,2,26,0.17,NLOS,112.58,-8.34,-84.02,-0.61,40.31,1,27,-87.77,21,-94.96,20,-101.49,33,-102.10,28,-102.25
134,4908.89,2856.50,20.00,2,26,0.17,NLOS,112.66,-8.34,-84.10,-0.67,40.31,0,27,-87.86,21,-94.85,20,-101.21,28,-102.26,33,-102.32
135,4897.69,2856.50,20.00,2,26,0.17,NLOS,112.74,-8.34,-84.18,-0.73,40.31,0,27,-87.97,21,-94.74,20,-100.92,28,-102.27,33,-102.55
136,4886.50,2856.50,20.00,2,26,0.17,NLOS,112.83,-1.28,-91.34,-4.03,40.31,0,27,-88.88,20,-104.28,33,-109.13,21,-111.03,28,-115.79
137,4875.30,2856.50,20.00,2,26,0.17,NLOS,112.94,-1.28,-91.44,-4.06,40.31,0,27,-89.01,20,-103.98,33,-109.34,21,-110.93,28,-115.80
138,4864.10,2856.50,20.00,2,26,0.17,NLOS,113.05,-1.28,-91.55,-4.09,40.31,0,27,-89.14,20,-103.67,33,-109.56,21,-110.82,28,-115.82
139,4852.90,2856.50,20.00,2,20,0.12,NLOS,117.12,-10.46,-86.45,2.15,40.31,1,21,-90.39,27,-99.30,26,-100.26,34,-105.09,33,-111.78
140,4841.70,2856.50,20.00,2,20,0.12,NLOS,116.81,-10.46,-86.13,2.42,40.31,0,21,-90.28,27,-99.45,26,-100.39,34,-105.21,33,-111.99
141,4830.50,2856.50,20.00,2,20,0.12,NLOS,116.48,-10.46,-85.81,2.70,40.31,0,21,-90.18,27,-99.61,26,-100.52,34,-105.32,28,-112.12
142,4819.31,2856.50,20.00,2,20,0.13,NLOS,116.15,-4.51,-91.43,-5.10,40.31,0,26,-90.49,27,-96.74,28,-104.17,33,-108.48,34,-108.59
143,4808.11,2856.50,20.00,2,20,0.13,NLOS,115.82,-4.51,-91.09,-4.69,40.31,0,26,-90.64,27,-96.92,28,-104.20,33,-108.68,34,-108.70
144,4796.91,2856.50,20.00,2,20,0.14,NLOS,115.47,-4.51,-90.75,-4.28,40.31,0,26,-90.79,27,-97.10,28,-104.22,34,-108.81,33,-108.88
145,4785.71,2856.50,20.00,2,27,0.17,NLOS,112.67,-3.03,-89.42,-0.14,40.31,1,20,-92.92,26,-99.62,34,-102.54,33,-103.17,28,-108.64
146,4774.51,2856.50,20.00,2,27,0.17,NLOS,112.86,-3.03,-89.61,-0.47,40.31,0,20,-92.56,26,-99.78,34,-102.65,33,-103.37,28,-108.66
147,4763.31,2856.50,20.00,2,27,0.17,NLOS,113.05,-3.03,-89.81,-0.81,40.31,0,20,-92.20,26,-99.95,34,-102.76,33,-103.56,28,-108.69
148,4752.12,2856.50,20.00,2,27,0.16,NLOS,113.26,-2.22,-90.82,-8.43,40.31,0,26,-88.10,20,-89.45,21,-104.09,34,-106.36,33,-107.40
149,4740.92,2856.50,20.00,2,27,0.16,NLOS,113.46,-2.22,-91.03,-8.67,40.31,0,26,-88.28,20,-89.07,21,-103.99,14,-106.68,33,-107.59
150,4729.72,2856.50,20.00,2,27,0.16,NLOS,113.67,-2.22,-91.24,-8.92,40.31,0,26,-88.46,20,-88.68,21,-103.89,14,-106.54,33,-107.77
151,4718.52,2856.50,20.00,2,27,0.16,NLOS,113.89,-2.89,-90.78,-3.33,40.31,0,20,-92.29,26,-97.23,14,-105.91,33,-106.23,13,-107.39
152,4707.32,2856.50,20.00,2,27,0.15,NLOS,114.10,-2.89,-91.00,-3.67,40.31,0,20,-91.88,26,-97.42,14,-105.77,33,-106.41,13,-107.25
