Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp
0,4691.29,5130.00,3.00,0,38,0.03,NLOS,125.31,-6.44,-98.65,-1.49,58.64,0,46,-100.48,29,-108.05,37,-115.39,55,-115.55,47,-121.90
1,4707.58,5130.00,3.00,0,38,0.03,NLOS,125.73,-6.44,-99.08,-2.27,58.64,0,46,-99.71,55,-115.31,37,-115.63,54,-116.17,47,-121.77
2,4723.87,5130.00,3.00,0,46,0.07,NLOS,115.80,-1.36,-94.22,2.04,58.64,1,38,-106.11,47,-108.42,55,-119.70,37,-120.52,45,-121.78
3,4740.15,5130.00,3.00,0,46,0.07,NLOS,114.97,-1.36,-93.39,2.93,58.64,0,38,-106.53,47,-108.30,55,-119.45,37,-120.76,45,-121.71
4,4756.44,5130.00,3.00,0,46,0.08,NLOS,114.11,-3.76,-90.13,8.76,58.64,0,38,-107.71,47,-112.67,54,-113.96,55,-114.83,37,-116.77
5,4772.73,5130.00,3.00,0,46,0.08,NLOS,113.22,-3.76,-89.24,9.71,58.64,0,38,-108.11,47,-112.56,54,-113.74,55,-114.57,37,-117.01
6,4789.02,5130.00,3.00,0,46,0.09,NLOS,112.29,-1.42,-90.65,5.47,58.64,0,38,-99.45,37,-110.98,55,-113.31,47,-114.60,45,-118.19
7,4805.31,5130.00,3.00,0,46,0.10,NLOS,111.33,-1.42,-89.69,6.62,58.64,0,38,-99.84,37,-111.22,55,-113.04,47,-114.50,45,-118.14
8,4821.60,5130.00,3.00,0,46,0.11,NLOS,110.34,-3.57,-86.56,12.58,58.64,0,55,-104.27,37,-113.24,38,-113.52,47,-116.32,45,-116.66
9,4837.88,5130.00,3.00,0,46,0.12,NLOS,109.33,-3.57,-85.54,13.54,58.64,0,55,-104.00,37,-113.49,38,-113.89,47,-116.24,45,-116.61
10,4854.17,5130.00,3.00,0,46,0.13,NLOS,108.29,-1.83,-86.24,10.35,58.64,0,47,-101.92,45,-107.57,55,-107.82,37,-113.04,38,-116.29
11,4870.46,5130.00,3.00,0,46,0.15,NLOS,107.25,-1.83,-85.20,11.37,58.64,0,47,-101.85,45,-107.53,55,-107.54,37,-113.29,38,-116.65
12,4863.25,5130.00,3.00,2,46,0.14,NLOS,107.71,-1.83,-85.66,10.92,58.64,0,47,-101.88,45,-107.55,55,-107.66,37,-113.18,38,-116.49
13,4846.96,5130.00,3.00,2,46,0.13,NLOS,108.75,6.10,-94.64,2.67,58.64,0,38,-104.59,47,-109.51,55,-110.27,37,-112.06,54,-117.70
14,4830.67,5130.00,3.00,2,46,0.12,NLOS,109.78,6.10,-95.66,1.57,58.64,0,38,-104.22,47,-109.59,55,-110.54,37,-111.81,54,-117.92
15,4814.39,5130.00,3.00,2,46,0.10,NLOS,110.78,-0.10,-90.46,8.45,58.64,0,38,-107.67,47,-108.16,55,-117.05,54,-118.68,45,-118.81
16,4798.10,5130.00,3.00,2,46,0.10,NLOS,111.76,-0.10,-91.44,7.42,58.64,0,38,-107.29,47,-108.25,55,-117.31,45,-118.87,54,-118.90
17,4781.81,5130.00,3.00,2,46,0.09,NLOS,112.70,-2.98,-89.50,7.29,58.64,0,47,-99.80,38,-105.05,37,-109.77,55,-112.38,54,-118.02
18,4765.52,5130.00,3.00,2,46,0.08,NLOS,113.62,-2.98,-90.42,6.36,58.64,0,47,-99.91,38,-104.66,37,-109.52,55,-112.64,54,-118.23
19,4749.23,5130.00,3.00,2,46,0.07,NLOS,114.50,-3.00,-91.28,4.45,58.64,0,37,-99.00,38,-106.11,47,-113.70,45,-114.51,55,-120.16
20,4732.94,5130.00,3.00,2,46,0.07,NLOS,115.34,-3.00,-92.12,3.44,58.64,0,37,-98.76,38,-105.70,47,-113.81,45,-114.58,55,-120.41
21,4716.66,5130.00,3.00,2,46,0.06,NLOS,116.16,7.02,-102.96,-1.81,58.64,0,38,-107.21,37,-111.95,47,-112.07,54,-117.14,55,-118.10
22,4700.37,5130.00,3.00,2,46,0.06,NLOS,116.95,7.02,-103.75,-2.71,58.64,0,38,-106.79,37,-111.71,47,-112.20,54,-117.35,55,-118.34
23,4684.08,5130.00,3.00,2,46,0.06,NLOS,117.71,10.21,-107.70,-9.61,58.64,0,38,-106.05,47,-108.09,29,-116.59,37,-117.22,45,-119.82
24,4675.00,5122.79,3.00,3,46,0.06,NLOS,117.99,10.21,-107.98,-9.92,58.64,0,38,-105.95,47,-108.30,29,-116.45,37,-116.95,45,-119.76
25,4675.00,5106.50,3.00,3,47,0.02,NLOS,132.66,-15.96,-96.48,-3.60,58.64,1,38,-97.87,46,-100.37,45,-108.01,37,-111.47,29,-114.95
26,4675.00,5090.21,3.00,3,47,0.02,NLOS,132.97,-15.96,-96.79,-3.89,58.64,0,38,-98.18,46,-100.13,45,-107.75,37,-111.16,29,-114.93
27,4675.00,5073.92,3.00,3,46,0.06,NLOS,117.29,-4.59,-92.48,6.61,58.64,1,38,-110.44,47,-111.34,37,-114.37,55,-115.85,29,-118.17
28,4675.00,5057.64,3.00,3,46,0.06,NLOS,117.13,-4.59,-92.31,6.76,58.64,0,38,-110.76,47,-111.64,37,-114.05,55,-115.93,29,-118.15
29,4675.00,5041.35,3.00,3,46,0.06,NLOS,117.00,9.64,-106.42,-9.56,58.64,0,38,-107.03,45,-107.30,37,-107.84,54,-112.38,47,-116.05
30,4675.00,5025.06,3.00,3,46,0.06,NLOS,116.91,9.64,-106.33,-9.54,58.64,0,45,-107.03,38,-107.35,37,-107.52,54,-112.29,47,-116.34
31,4675.00,5008.77,3.00,3,46,0.06,NLOS,116.87,-5.35,-91.30,8.23,58.64,0,38,-106.22,37,-109.76,45,-112.18,47,-115.07,54,-117.10
32,4675.00,4992.48,3.00,3,46,0.06,NLOS,116.87,-5.35,-91.30,8.24,58.64,0,38,-106.54,37,-109.43,45,-111.90,47,-115.35,54,-117.01
33,4675.00,4976.19,3.00,3,46,0.06,NLOS,116.91,-3.30,-93.39,-0.94,58.64,0,37,-101.87,45,-109.39,54,-111.23,47,-112.16,38,-113.98
34,4675.00,4959.91,3.00,3,46,0.06,NLOS,116.99,-3.30,-93.48,-1.12,58.64,0,37,-101.55,45,-109.11,54,-111.15,47,-112.43,38,-114.30
35,4675.00,4943.62,3.00,3,45,0.02,NLOS,133.59,-6.52,-106.85,-8.08,58.64,1,37,-107.18,46,-110.55,38,-111.25,47,-112.61,54,-124.12
36,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
37,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
38,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
39,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
40,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
41,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
42,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
43,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
44,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
45,4675.00,4930.00,3.00,2,45,0.02,NLOS,133.34,-6.52,-106.61,-7.88,0.00,0,37,-106.91,46,-110.68,38,-111.52,47,-112.83,54,-124.06
46,4666.86,4930.00,3.00,2,45,0.02,NLOS,133.40,-6.52,-106.67,-7.96,29.32,0,37,-106.73,46,-111.08,38,-111.39,47,-112.88,54,-124.17
47,4650.57,4930.00,3.00,2,37,0.03,NLOS,125.47,-4.18,-101.08,-5.62,58.64,1,46,-101.10,38,-112.67,54,-121.13,47,-124.69,29,-124.72
48,4634.28,4930.00,3.00,2,37,0.03,NLOS,125.10,-4.18,-100.70,-5.08,58.64,0,46,-101.84,38,-112.41,54,-121.35,29,-124.48,47,-124.79
49,4617.99,4930.00,3.00,2,45,0.02,NLOS,133.79,-11.77,-101.81,-4.48,58.64,1,47,-106.12,37,-106.87,46,-110.96,38,-118.41,29,-118.68
50,4601.70,4930.00,3.00,2,45,0.02,NLOS,133.93,-11.77,-101.95,-4.63,58.64,0,47,-106.22,37,-106.49,46,-111.64,38,-118.15,29,-118.43
51,4585.41,4930.00,3.00,2,46,0.04,NLOS,121.22,-6.35,-94.65,1.96,58.64,1,38,-101.66,37,-102.31,45,-107.66,29,-109.48,47,-113.45
52,4569.13,4930.00,3.00,2,46,0.04,NLOS,121.85,-6.35,-95.28,1.14,58.64,0,38,-101.41,37,-101.93,45,-107.81,29,-109.22,47,-113.56
53,4552.84,4930.00,3.00,2,37,0.04,NLOS,123.20,-3.00,-99.99,-5.58,58.64,1,46,-103.67,45,-109.07,38,-109.49,29,-111.84,47,-115.30
54,4536.55,4930.00,3.00,2,37,0.04,NLOS,122.83,-3.00,-99.62,-5.17,58.64,0,46,-104.26,45,-109.22,38,-109.25,29,-111.57,47,-115.42
55,4520.26,4930.00,3.00,2,47,0.02,NLOS,136.76,-12.72,-103.82,-6.04,58.64,1,46,-106.39,38,-106.81,45,-114.57,37,-117.62,29,-117.83
56,4503.97,4930.00,3.00,2,47,0.02,NLOS,136.88,-12.72,-103.95,-6.13,58.64,0,38,-106.59,46,-106.94,45,-114.72,37,-117.26,29,-117.55
57,4487.68,4930.00,3.00,2,37,0.04,NLOS,121.75,-0.23,-101.30,-8.17,58.64,1,38,-102.18,46,-104.33,47,-110.65,29,-111.77,36,-113.25
58,4475.00,4933.61,3.00,1,37,0.04,NLOS,121.60,-0.23,-101.15,-8.03,58.64,0,38,-101.91,46,-104.73,47,-110.70,29,-111.54,36,-113.27
59,4475.00,4949.89,3.00,1,37,0.04,NLOS,122.15,0.62,-102.54,-5.94,58.64,0,29,-100.54,46,-104.02,38,-111.79,36,-114.22,47,-115.90
60,4475.00,4966.18,3.00,1,37,0.04,NLOS,122.68,0.62,-103.07,-6.47,58.64,0,29,-100.52,46,-103.98,38,-111.32,47,-115.67,28,-118.49
61,4475.00,4982.47,3.00,1,37,0.04,NLOS,123.19,2.12,-105.10,-5.15,58.64,0,46,-103.99,29,-111.70,38,-114.71,47,-117.90,45,-119.36
62,4475.00,4998.76,3.00,1,37,0.04,NLOS,123.70,2.12,-105.61,-5.67,58.64,0,46,-103.98,29,-111.70,38,-114.21,47,-117.67,45,-119.60
63,4475.00,5015.05,3.00,1,38,0.04,NLOS,123.27,-8.48,-94.57,1.09,58.64,1,37,-100.74,46,-105.24,29,-112.65,45,-116.38,30,-118.94
64,4475.00,5031.34,3.00,1,38,0.04,NLOS,122.76,-8.48,-94.06,1.79,58.64,0,37,-101.23,46,-105.26,29,-112.66,45,-116.61,30,-118.80
65,4475.00,5047.62,3.00,1,46,0.03,NLOS,125.05,-10.43,-94.40,0.49,58.64,1,37,-104.67,29,-110.94,38,-111.62,47,-115.39,45,-117.80
66,4475.00,5063.91,3.00,1,46,0.03,NLOS,125.10,-10.43,-94.46,0.53,58.64,0,37,-105.14,29,-110.95,38,-111.08,47,-115.15,45,-118.03
67,4475.00,5080.20,3.00,1,46,0.03,NLOS,125.17,-5.22,-99.74,-2.91,58.64,0,38,-100.78,37,-116.01,47,-116.27,39,-119.84,45,-122.45
68,4475.00,5096.49,3.00,1,46,0.03,NLOS,125.26,-5.22,-99.82,-3.19,58.64,0,38,-100.22,47,-116.03,37,-116.46,39,-119.62,45,-122.67
