Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
0,3947.50,5254.37,3.00,1,14,0.05,NLOS,118.18,5.41,-103.37,-75.59,-0.38,24.74,0,8,-105.61,13,-107.72,25,-112.21,18,-113.25,3,-113.64,24,-116.06
1,3947.50,5261.25,3.00,1,14,0.06,NLOS,118.01,5.41,-103.20,-75.42,-0.11,24.74,0,8,-105.72,13,-107.86,25,-112.20,18,-113.30,3,-113.62,24,-116.08
2,3947.50,5268.12,3.00,1,14,0.06,NLOS,117.85,5.41,-103.04,-75.26,0.15,24.74,0,8,-105.84,13,-108.00,25,-112.19,18,-113.36,3,-113.61,15,-116.03
3,3947.50,5274.99,3.00,1,14,0.06,NLOS,117.69,5.41,-102.88,-75.10,0.41,24.74,0,8,-105.95,13,-108.14,25,-112.19,18,-113.41,3,-113.60,15,-115.92
4,3947.50,5281.86,3.00,1,14,0.06,NLOS,117.53,-1.28,-96.03,-68.25,-0.95,24.74,0,8,-96.05,7,-106.55,9,-106.61,19,-108.09,15,-109.20,13,-110.09
5,3947.50,5288.74,3.00,1,14,0.06,NLOS,117.38,-1.28,-95.88,-68.10,-0.71,24.74,0,8,-96.17,9,-106.48,7,-106.64,19,-108.12,15,-109.09,13,-110.23
6,3947.50,5295.61,3.00,1,14,0.06,NLOS,117.24,-1.28,-95.74,-67.95,-0.48,24.74,0,8,-96.29,9,-106.36,7,-106.73,19,-108.15,15,-108.99,13,-110.36
7,3947.50,5302.48,3.00,1,14,0.06,NLOS,117.09,-1.28,-95.59,-67.81,-0.25,24.74,0,8,-96.41,9,-106.23,7,-106.82,19,-108.17,15,-108.88,13,-110.50
8,3947.50,5309.35,3.00,1,14,0.06,NLOS,116.96,-0.91,-95.83,-68.05,6.86,24.74,0,8,-105.02,2,-108.68,19,-110.47,9,-112.10,13,-112.64,7,-113.42
9,3947.50,5316.23,3.00,1,14,0.06,NLOS,116.83,-0.91,-95.70,-67.92,7.06,24.74,0,8,-105.14,2,-108.73,19,-110.50,9,-111.97,13,-112.77,7,-113.50
