Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp
24,2656.00,8274.00,67.00,2,24,0.97,LOS,87.29,-2.05,-65.02,7.48,49.68,0,23,-79.78,16,-81.70,33,-82.22,32,-83.09,7,-85.72
25,2663.80,8274.00,67.00,0,24,0.97,LOS,87.19,-2.05,-64.92,7.57,49.68,0,23,-79.77,16,-81.81,33,-82.13,32,-83.04,7,-85.78
26,2677.60,8274.00,67.00,0,24,0.97,LOS,87.04,-3.31,-63.51,6.98,49.68,0,32,-76.30,16,-78.90,33,-81.04,23,-81.85,7,-86.67
27,2691.40,8274.00,67.00,0,24,0.97,LOS,86.90,-3.31,-63.38,7.09,49.68,0,32,-76.21,16,-79.08,33,-80.89,23,-81.84,7,-86.76
28,2705.20,8274.00,67.00,0,24,0.97,LOS,86.80,3.88,-70.46,-1.14,49.68,0,33,-75.11,16,-75.71,23,-75.83,32,-83.23,7,-84.64
29,2719.00,8274.00,67.00,0,24,0.97,LOS,86.72,3.88,-70.38,-1.07,49.68,0,33,-74.95,23,-75.83,16,-75.88,32,-83.13,7,-84.73
30,2732.80,8274.00,67.00,0,24,0.98,LOS,86.66,0.98,-67.42,2.29,49.68,0,33,-75.08,7,-77.48,23,-78.20,16,-78.85,32,-81.98
31,2746.60,8274.00,67.00,0,24,0.98,LOS,86.64,0.98,-67.40,2.28,49.68,0,33,-74.92,7,-77.56,23,-78.20,16,-79.01,32,-81.88
32,2760.40,8274.00,67.00,0,24,0.98,LOS,86.65,0.71,-67.14,3.83,49.68,0,23,-78.17,33,-78.95,16,-79.55,32,-80.12,41,-85.40
33,2774.20,8274.00,67.00,0,24,0.98,LOS,86.69,0.71,-67.18,3.78,49.68,0,23,-78.18,33,-78.78,16,-79.71,32,-80.02,41,-85.31
34,2788.00,8274.00,67.00,0,24,0.97,LOS,86.75,-4.11,-62.42,8.55,49.68,0,33,-77.07,23,-79.89,16,-80.95,32,-81.24,41,-84.08
35,2801.80,8274.00,67.00,0,24,0.97,LOS,86.85,-4.11,-62.52,8.41,49.68,0,33,-76.90,23,-79.90,16,-81.11,32,-81.15,41,-83.99
36,2815.60,8274.00,67.00,0,24,0.97,LOS,86.97,4.69,-71.44,-1.91,49.68,0,16,-75.43,33,-75.85,32,-78.79,23,-79.94,41,-85.30
37,2829.40,8274.00,67.00,0,24,0.97,LOS,87.11,4.69,-71.58,-2.08,49.68,0,16,-75.58,33,-75.67,32,-78.69,23,-79.95,41,-85.21
38,2843.20,8274.00,67.00,0,24,0.97,LOS,87.28,-4.69,-62.37,7.83,49.68,0,23,-74.54,32,-78.93,16,-80.93,33,-81.72,41,-81.99
39,2857.00,8274.00,67.00,0,24,0.97,LOS,87.47,-4.69,-62.56,7.63,49.68,0,23,-74.55,32,-78.83,16,-81.08,33,-81.54,41,-81.89
40,2870.80,8274.00,67.00,0,24,0.97,LOS,87.67,-2.61,-64.84,5.93,49.68,0,16,-76.07,33,-80.33,32,-80.58,23,-81.10,41,-84.72
41,2884.60,8274.00,67.00,0,24,0.97,LOS,87.89,-2.61,-65.06,5.72,49.68,0,16,-76.21,33,-80.13,32,-80.48,23,-81.11,41,-84.63
42,2898.40,8274.00,67.00,0,24,0.97,LOS,88.12,2.44,-70.34,0.57,49.68,0,33,-77.57,23,-78.57,32,-80.49,16,-81.70,41,-83.04
43,2912.20,8274.00,67.00,0,24,0.96,LOS,88.36,2.44,-70.58,0.29,49.68,0,33,-77.37,23,-78.59,32,-80.40,16,-81.84,41,-82.95
44,2926.00,8274.00,67.00,0,24,0.96,LOS,88.61,-1.96,-66.43,2.58,49.68,0,33,-75.19,32,-75.68,16,-77.80,23,-80.72,41,-83.88
45,2939.80,8274.00,67.00,0,24,0.96,LOS,88.86,-1.96,-66.69,2.27,49.68,0,33,-74.98,32,-75.58,16,-77.94,23,-80.74,41,-83.78
46,2953.60,8274.00,67.00,0,24,0.96,LOS,89.13,-8.95,-59.96,10.51,49.68,0,32,-77.26,33,-78.15,16,-79.76,23,-79.90,41,-80.67
47,2967.40,8274.00,67.00,0,24,0.96,LOS,89.39,-8.95,-60.23,10.19,49.68,0,32,-77.16,33,-77.93,16,-79.89,23,-79.92,41,-80.57
48,2981.20,8274.00,67.00,0,24,0.95,LOS,89.66,2.00,-71.43,-2.98,49.68,0,33,-70.65,41,-79.35,32,-80.36,23,-81.87,16,-82.03
49,2995.00,8274.00,67.00,0,24,0.95,LOS,89.92,2.00,-71.70,-3.39,49.68,0,33,-70.43,41,-79.25,32,-80.27,23,-81.89,16,-82.16
50,3008.80,8274.00,67.00,0,24,0.95,LOS,90.19,-0.48,-69.49,-1.81,49.68,0,33,-69.71,32,-78.29,16,-80.88,41,-81.14,23,-82.39
51,3022.60,8274.00,67.00,0,24,0.95,LOS,90.46,-0.48,-69.76,-2.23,49.68,0,33,-69.47,32,-78.20,16,-81.00,41,-81.04,23,-82.42
52,3036.40,8274.00,67.00,0,33,0.92,LOS,93.45,-0.14,-73.10,-4.03,49.68,1,23,-73.20,24,-76.27,32,-77.82,16,-82.99,41,-83.09
53,3050.20,8274.00,67.00,0,33,0.92,LOS,93.21,-0.14,-72.85,-3.74,49.68,0,23,-73.23,24,-76.54,32,-77.73,41,-82.98,16,-83.11
54,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
55,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
56,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
57,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
58,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
59,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
60,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
61,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
62,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
63,3053.00,8274.00,67.00,2,33,0.92,LOS,93.16,-0.14,-72.80,-3.68,0.00,0,23,-73.24,24,-76.59,32,-77.71,41,-82.96,16,-83.14
64,3046.10,8274.00,67.00,2,33,0.92,LOS,93.28,-0.14,-72.92,-3.83,24.84,0,23,-73.22,24,-76.46,32,-77.75,41,-83.02,16,-83.08
65,3032.30,8274.00,67.00,2,33,0.92,LOS,93.52,-0.88,-72.42,-2.66,49.68,0,24,-75.10,41,-76.47,23,-79.40,32,-81.87,16,-82.21
66,3018.50,8274.00,67.00,2,33,0.91,LOS,93.76,-0.88,-72.66,-2.96,49.68,0,24,-74.83,41,-76.58,23,-79.37,32,-81.96,16,-82.09
67,3004.70,8274.00,67.00,2,24,0.95,LOS,90.11,-0.20,-69.69,0.35,49.68,1,33,-75.72,41,-79.38,16,-79.92,32,-80.01,23,-83.40
68,2990.90,8274.00,67.00,2,24,0.95,LOS,89.84,-0.20,-69.43,0.69,49.68,0,33,-75.95,41,-79.49,16,-79.79,32,-80.11,23,-83.38
69,2977.10,8274.00,67.00,2,24,0.95,LOS,89.58,0.07,-69.43,-1.01,49.68,0,33,-70.13,32,-80.61,23,-81.54,16,-83.09,41,-85.22
70,2963.30,8274.00,67.00,2,24,0.96,LOS,89.31,0.07,-69.16,-0.60,49.68,0,33,-70.35,32,-80.71,23,-81.52,16,-82.96,41,-85.32
71,2949.50,8274.00,67.00,2,24,0.96,LOS,89.05,-1.38,-67.45,1.42,49.68,0,33,-72.70,16,-75.29,32,-79.89,41,-81.53,23,-84.43
72,2935.70,8274.00,67.00,2,24,0.96,LOS,88.79,-1.38,-67.19,1.75,49.68,0,33,-72.91,16,-75.15,32,-79.99,41,-81.63,23,-84.41
73,2921.90,8274.00,67.00,2,24,0.96,LOS,88.53,1.62,-69.94,-1.25,49.68,0,33,-71.56,23,-79.24,16,-80.42,32,-82.15,41,-83.29
74,2908.10,8274.00,67.00,2,24,0.96,LOS,88.29,1.62,-69.69,-0.90,49.68,0,33,-71.76,23,-79.22,16,-80.28,32,-82.24,41,-83.38
75,2894.30,8274.00,67.00,2,24,0.97,LOS,88.05,3.27,-71.10,-1.77,49.68,0,33,-75.15,16,-77.05,32,-79.77,41,-81.29,23,-81.42
76,2880.50,8274.00,67.00,2,24,0.97,LOS,87.82,3.27,-70.87,-1.50,49.68,0,33,-75.35,16,-76.91,32,-79.86,41,-81.39,23,-81.40
77,2866.70,8274.00,67.00,2,24,0.97,LOS,87.61,-0.68,-66.71,1.48,49.68,0,16,-74.98,32,-75.16,33,-76.95,23,-78.25,41,-83.44
78,2852.90,8274.00,67.00,2,24,0.97,LOS,87.41,-0.68,-66.51,1.70,49.68,0,16,-74.84,32,-75.26,33,-77.13,23,-78.24,41,-83.53
79,2839.10,8274.00,67.00,2,24,0.97,LOS,87.23,0.49,-67.50,3.20,49.68,0,23,-76.37,32,-79.80,33,-80.55,16,-80.95,41,-86.83
80,2825.30,8274.00,67.00,2,24,0.97,LOS,87.07,0.49,-67.34,3.37,49.68,0,23,-76.36,32,-79.89,33,-80.73,16,-80.80,41,-86.92
81,2811.50,8274.00,67.00,2,24,0.97,LOS,86.93,2.54,-69.25,0.93,49.68,0,33,-75.09,16,-78.60,41,-80.26,32,-81.10,23,-82.72
82,2797.70,8274.00,67.00,2,24,0.97,LOS,86.82,2.54,-69.14,1.09,49.68,0,33,-75.26,16,-78.44,41,-80.34,32,-81.20,23,-82.71
83,2783.90,8274.00,67.00,2,24,0.97,LOS,86.73,-0.92,-65.59,4.12,49.68,0,16,-76.29,32,-76.55,33,-76.79,23,-80.89,41,-84.55
84,2770.10,8274.00,67.00,2,24,0.98,LOS,86.67,-0.92,-65.53,4.20,49.68,0,16,-76.13,32,-76.65,33,-76.96,23,-80.89,41,-84.64
85,2756.30,8274.00,67.00,2,24,0.98,LOS,86.64,1.92,-68.35,1.77,49.68,0,16,-76.33,32,-76.91,33,-78.59,23,-80.62,41,-84.84
86,2742.50,8274.00,67.00,2,24,0.98,LOS,86.65,1.92,-68.35,1.78,49.68,0,16,-76.16,32,-77.01,33,-78.75,23,-80.62,7,-84.91
87,2728.70,8274.00,67.00,2,24,0.98,LOS,86.68,-0.55,-65.91,5.41,49.68,0,33,-79.31,32,-81.39,7,-83.28,16,-84.49,23,-88.18
88,2714.90,8274.00,67.00,2,24,0.97,LOS,86.74,-0.55,-65.97,5.39,49.68,0,33,-79.47,32,-81.49,7,-83.19,16,-84.32,23,-88.19
89,2701.10,8274.00,67.00,2,24,0.97,LOS,86.83,-0.59,-66.02,3.95,49.68,0,32,-75.37,33,-76.87,16,-78.85,7,-81.62,23,-86.75
90,2687.30,8274.00,67.00,2,24,0.97,LOS,86.94,-0.59,-66.13,3.87,49.68,0,32,-75.47,33,-77.02,16,-78.68,7,-81.54,23,-86.75
91,2673.50,8274.00,67.00,2,24,0.97,LOS,87.08,2.26,-69.13,0.56,49.68,0,16,-72.62,33,-78.18,23,-79.79,32,-84.36,7,-86.05
92,2659.70,8274.00,67.00,2,24,0.97,LOS,87.24,2.26,-69.29,0.33,49.68,0,16,-72.44,33,-78.33,23,-79.80,32,-84.46,7,-85.96
93,2645.90,8274.00,67.00,2,24,0.97,LOS,87.43,2.60,-69.81,1.22,49.68,0,33,-77.89,32,-78.28,16,-79.54,7,-79.92,23,-86.52
94,2632.10,8274.00,67.00,2,24,0.97,LOS,87.63,2.60,-70.01,1.04,49.68,0,33,-78.03,32,-78.38,16,-79.35,7,-79.83,23,-86.54
95,2618.30,8274.00,67.00,2,24,0.97,LOS,87.84,-3.19,-64.44,5.28,49.68,0,16,-72.58,33,-78.24,23,-82.34,7,-85.69,32,-85.84
96,2604.50,8274.00,67.00,2,24,0.97,LOS,88.07,-3.19,-64.67,4.98,49.68,0,16,-72.39,33,-78.38,23,-82.35,7,-85.60,32,-85.93
97,2590.70,8274.00,67.00,2,24,0.96,LOS,88.31,-1.11,-66.98,1.05,49.68,0,16,-72.23,32,-74.16,33,-78.53,23,-79.01,7,-86.06
98,2576.90,8274.00,67.00,2,24,0.96,LOS,88.56,-1.11,-67.23,0.76,49.68,0,16,-72.02,32,-74.26,33,-78.66,23,-79.02,7,-85.96
99,2563.10,8274.00,67.00,2,24,0.96,LOS,88.81,-3.54,-65.05,4.86,49.68,0,23,-75.89,16,-77.22,7,-78.87,33,-80.37,32,-82.96
100,2549.30,8274.00,67.00,2,24,0.96,LOS,89.07,-3.54,-65.31,4.57,49.68,0,23,-75.91,16,-77.01,7,-78.78,33,-80.50,32,-83.05
101,2535.50,8274.00,67.00,2,24,0.96,LOS,89.33,-3.54,-65.57,5.12,49.68,0,16,-74.20,33,-78.71,23,-83.29,7,-85.20,32,-86.70
102,2521.70,8274.00,67.00,2,24,0.95,LOS,89.60,-3.54,-65.84,4.79,49.68,0,16,-73.98,33,-78.84,23,-83.32,7,-85.10,32,-86.79
103,2507.90,8274.00,67.00,2,24,0.95,LOS,89.87,3.87,-73.52,-5.48,49.68,0,16,-73.78,33,-75.02,32,-75.20,7,-76.78,23,-82.00
104,2494.10,8274.00,67.00,2,24,0.95,LOS,90.13,3.87,-73.79,-5.78,49.68,0,16,-73.55,33,-75.15,32,-75.29,7,-76.68,23,-82.02
105,2480.30,8274.00,67.00,2,24,0.95,LOS,90.40,-2.61,-67.58,-0.20,49.68,0,16,-69.76,23,-78.22,32,-79.48,7,-80.63,33,-81.34
106,2466.50,8274.00,67.00,2,24,0.94,LOS,90.67,-2.61,-67.84,-0.60,49.68,0,16,-69.52,23,-78.25,32,-79.57,7,-80.53,33,-81.46
107,2452.70,8274.00,67.00,2,24,0.94,LOS,90.93,1.98,-72.69,-3.90,49.68,0,16,-71.34,33,-79.55,23,-81.83,32,-82.09,7,-83.33
108,2438.90,8274.00,67.00,2,24,0.94,LOS,91.19,1.98,-72.96,-4.28,49.68,0,16,-71.09,33,-79.67,23,-81.86,32,-82.18,7,-83.22
109,2425.10,8274.00,67.00,2,16,0.92,LOS,92.76,-2.83,-69.70,0.65,49.68,1,24,-74.92,33,-77.39,7,-80.54,23,-83.54,32,-84.50
110,2411.30,8274.00,67.00,2,16,0.93,LOS,92.50,-2.83,-69.45,1.02,49.68,0,24,-75.17,33,-77.51,7,-80.43,23,-83.57,32,-84.59
111,2397.50,8274.00,67.00,2,24,0.93,LOS,91.96,3.61,-75.35,-2.60,49.68,1,16,-79.84,7,-81.53,33,-82.80,23,-83.22,32,-86.21
112,2383.70,8274.00,67.00,2,24,0.93,LOS,92.21,3.61,-75.60,-2.89,49.68,0,16,-79.57,7,-81.41,33,-82.91,23,-83.26,32,-86.30
113,2369.90,8274.00,67.00,2,24,0.93,LOS,92.46,-0.73,-71.50,-1.75,49.68,0,16,-71.99,23,-80.56,7,-82.79,33,-83.84,32,-85.74
114,2356.10,8274.00,67.00,2,24,0.92,LOS,92.70,-0.73,-71.75,-2.15,49.68,0,16,-71.71,23,-80.60,7,-82.68,33,-83.96,32,-85.83
115,2342.30,8274.00,67.00,2,24,0.92,LOS,92.94,-1.72,-71.00,0.68,49.68,0,16,-77.79,7,-79.32,23,-81.69,33,-82.36,32,-83.24
116,2328.50,8274.00,67.00,2,24,0.92,LOS,93.17,-1.72,-71.23,0.38,49.68,0,16,-77.50,7,-79.21,23,-81.73,33,-82.47,32,-83.33
117,2314.70,8274.00,67.00,2,24,0.92,LOS,93.40,4.66,-77.85,-6.51,49.68,0,16,-76.51,7,-79.49,32,-79.71,33,-81.45,23,-84.43
118,2300.90,8274.00,67.00,2,24,0.91,LOS,93.63,4.66,-78.08,-6.82,49.68,0,16,-76.20,7,-79.37,32,-79.79,33,-81.56,23,-84.47
119,2287.10,8274.00,67.00,2,24,0.91,LOS,93.85,-6.71,-66.92,1.76,49.68,0,16,-71.53,23,-76.27,33,-77.94,7,-82.27,32,-85.65
120,2273.30,8274.00,67.00,2,24,0.91,LOS,94.07,-6.71,-67.14,1.39,49.68,0,16,-71.21,23,-76.31,33,-78.04,7,-82.14,32,-85.73
121,2259.50,8274.00,67.00,2,16,0.96,LOS,89.26,-2.18,-66.87,2.41,49.68,1,24,-72.21,23,-77.22,33,-79.38,7,-82.29,32,-85.20
122,2260.30,8274.00,67.00,0,16,0.96,LOS,89.28,-2.18,-66.89,2.39,49.68,0,24,-72.20,23,-77.22,33,-79.37,7,-82.29,32,-85.19
123,2274.10,8274.00,67.00,0,16,0.95,LOS,89.61,-2.18,-67.21,1.94,49.68,0,24,-71.98,23,-77.18,33,-79.27,7,-82.42,32,-85.11
124,2287.90,8274.00,67.00,0,16,0.95,LOS,89.92,1.55,-71.25,-0.99,49.68,0,7,-75.45,24,-78.35,33,-79.49,32,-79.66,23,-81.50
125,2301.70,8274.00,67.00,0,16,0.95,LOS,90.23,1.55,-71.56,-1.33,49.68,0,7,-75.57,24,-78.13,33,-79.38,32,-79.57,23,-81.46
126,2315.50,8274.00,67.00,0,16,0.95,LOS,90.54,-2.86,-67.46,2.71,49.68,0,24,-73.07,33,-77.43,23,-81.59,7,-83.87,32,-88.91
127,2329.30,8274.00,67.00,0,16,0.94,LOS,90.84,-2.86,-67.76,2.27,49.68,0,24,-72.84,33,-77.32,23,-81.55,7,-83.99,32,-88.83
128,2343.10,8274.00,67.00,0,24,0.92,LOS,92.92,-0.75,-71.96,-1.63,49.68,1,32,-76.27,16,-77.72,7,-78.19,23,-80.25,33,-82.65
129,2356.90,8274.00,67.00,0,24,0.92,LOS,92.68,-0.75,-71.72,-1.36,49.68,0,32,-76.18,16,-78.01,7,-78.30,23,-80.22,33,-82.54
130,2370.70,8274.00,67.00,0,24,0.93,LOS,92.44,0.63,-72.85,-3.60,49.68,0,33,-73.97,16,-74.93,7,-82.09,23,-82.29,32,-82.86
131,2384.50,8274.00,67.00,0,24,0.93,LOS,92.20,0.63,-72.61,-3.33,49.68,0,33,-73.86,16,-75.20,7,-82.20,23,-82.26,32,-82.77
132,2398.30,8274.00,67.00,0,24,0.93,LOS,91.95,2.15,-73.88,-6.24,49.68,0,33,-71.93,16,-73.57,32,-77.01,7,-78.16,23,-82.06
133,2412.10,8274.00,67.00,0,24,0.94,LOS,91.69,2.15,-73.62,-5.97,49.68,0,33,-71.81,16,-73.83,32,-76.93,7,-78.26,23,-82.03
134,2425.90,8274.00,67.00,0,24,0.94,LOS,91.44,2.44,-73.66,-3.70,49.68,0,16,-73.81,23,-77.60,32,-81.30,7,-82.00,33,-82.83
135,2439.70,8274.00,67.00,0,24,0.94,LOS,91.18,2.44,-73.40,-3.36,49.68,0,16,-74.06,23,-77.57,32,-81.21,7,-82.10,33,-82.71
136,2453.00,8273.50,67.00,3,24,0.94,LOS,90.92,1.54,-72.23,-2.54,49.68,0,16,-73.82,33,-78.69,23,-79.68,7,-83.01,32,-84.99
137,2453.00,8259.70,67.00,3,24,0.94,LOS,90.70,1.54,-72.02,-2.31,49.68,0,16,-73.93,33,-78.71,23,-79.57,7,-82.99,32,-84.93
138,2453.00,8245.90,67.00,3,24,0.95,LOS,90.49,3.52,-73.79,-3.35,49.68,0,16,-73.80,7,-80.68,23,-81.55,33,-82.73,32,-83.81
139,2453.00,8232.10,67.00,3,24,0.95,LOS,90.29,3.52,-73.59,-3.12,49.68,0,16,-73.91,7,-80.66,23,-81.44,33,-82.76,32,-83.75
140,2453.00,8218.30,67.00,3,24,0.95,LOS,90.09,-3.48,-66.39,2.44,49.68,0,16,-72.50,7,-77.82,33,-78.56,23,-78.68,32,-84.90
141,2453.00,8204.50,67.00,3,24,0.95,LOS,89.89,-3.48,-66.20,2.67,49.68,0,16,-72.62,7,-77.80,23,-78.56,33,-78.58,32,-84.84
142,2453.00,8190.70,67.00,3,24,0.95,LOS,89.71,0.37,-69.85,1.12,49.68,0,16,-77.63,33,-78.25,32,-79.37,7,-84.49,23,-87.28
143,2453.00,8176.90,67.00,3,24,0.95,LOS,89.53,0.37,-69.68,1.31,49.68,0,16,-77.76,33,-78.28,32,-79.32,7,-84.48,23,-87.16
144,2453.00,8163.10,67.00,3,24,0.96,LOS,89.36,0.15,-69.29,-0.31,49.68,0,16,-74.38,33,-75.24,23,-76.95,32,-80.42,7,-81.76
145,2453.00,8149.30,67.00,3,24,0.96,LOS,89.21,0.15,-69.14,-0.14,49.68,0,16,-74.51,33,-75.27,23,-76.83,32,-80.36,7,-81.75
146,2453.00,8135.50,67.00,3,24,0.96,LOS,89.06,-1.95,-66.90,4.91,49.68,0,16,-77.83,33,-79.69,7,-80.53,32,-81.57,23,-84.05
147,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
148,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
149,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
150,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
151,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
152,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
153,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
154,2453.00,8126.00,67.00,0,24,0.96,LOS,88.97,-1.95,-66.81,5.01,0.00,0,16,-77.92,33,-79.71,7,-80.52,32,-81.54,23,-83.97
