Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp
0,4010.00,3940.51,3.00,3,23,0.06,NLOS,117.58,-2.18,-95.18,4.68,41.37,0,18,-101.02,29,-110.10,17,-111.73,24,-112.21,22,-119.53
1,4010.00,3929.02,3.00,3,23,0.06,NLOS,117.18,-2.18,-94.77,5.19,41.37,0,18,-101.15,29,-110.14,17,-111.55,24,-112.47,22,-119.36
2,4010.00,3917.52,3.00,3,23,0.06,NLOS,116.77,-2.18,-94.37,5.70,41.37,0,18,-101.29,29,-110.18,17,-111.36,24,-112.74,22,-119.19
3,4010.00,3906.03,3.00,3,23,0.06,NLOS,116.37,-1.02,-95.14,9.06,41.37,0,29,-106.57,24,-111.66,18,-111.96,28,-118.61,22,-120.33
4,4010.00,3894.54,3.00,3,23,0.07,NLOS,115.97,-1.02,-94.74,9.54,41.37,0,29,-106.62,24,-111.92,18,-112.11,28,-118.52,22,-120.16
5,4010.00,3883.05,3.00,3,23,0.07,NLOS,115.58,-1.02,-94.35,10.02,41.37,0,29,-106.66,24,-112.17,18,-112.26,28,-118.43,22,-119.98
6,4010.00,3871.55,3.00,3,23,0.07,NLOS,115.20,-4.03,-90.95,10.70,41.37,0,18,-104.14,17,-106.63,29,-114.45,28,-116.69,22,-117.25
7,4010.00,3860.06,3.00,3,23,0.07,NLOS,114.82,-4.03,-90.57,11.10,41.37,0,18,-104.30,17,-106.44,29,-114.50,28,-116.60,22,-117.07
8,4010.00,3848.57,3.00,3,23,0.07,NLOS,114.45,-4.03,-90.20,11.49,41.37,0,18,-104.46,17,-106.25,29,-114.55,28,-116.51,22,-116.89
9,4010.00,3837.08,3.00,3,23,0.08,NLOS,114.10,4.16,-98.04,1.72,41.37,0,24,-102.53,22,-105.57,18,-107.24,17,-117.88,29,-121.20
10,4010.00,3825.58,3.00,3,23,0.08,NLOS,113.76,4.16,-97.70,2.16,41.37,0,24,-102.77,22,-105.39,18,-107.41,17,-117.69,29,-121.26
11,4010.00,3814.09,3.00,3,23,0.08,NLOS,113.44,4.16,-97.38,2.58,41.37,0,24,-103.00,22,-105.20,18,-107.58,17,-117.50,29,-121.32
12,4010.00,3802.60,3.00,3,23,0.08,NLOS,113.14,-1.87,-91.05,10.43,41.37,0,18,-104.32,22,-108.66,17,-109.08,29,-111.74,24,-119.50
13,4010.00,3791.11,3.00,3,23,0.09,NLOS,112.86,-1.87,-90.77,10.73,41.37,0,18,-104.50,22,-108.47,17,-108.88,29,-111.80,24,-119.74
14,4010.00,3779.61,3.00,3,23,0.09,NLOS,112.61,-1.87,-90.52,11.01,41.37,0,18,-104.68,22,-108.28,17,-108.69,29,-111.86,24,-119.96
15,4010.00,3768.12,3.00,3,23,0.09,NLOS,112.38,1.22,-93.39,3.77,41.37,0,17,-101.46,24,-102.03,18,-103.28,29,-112.37,22,-112.97
16,4010.00,3756.63,3.00,3,23,0.09,NLOS,112.19,1.22,-93.20,4.00,41.37,0,17,-101.26,24,-102.25,18,-103.46,29,-112.43,22,-112.78
17,4010.00,3758.86,3.00,1,23,0.09,NLOS,112.23,1.22,-93.23,3.96,41.37,0,17,-101.30,24,-102.21,18,-103.43,29,-112.42,22,-112.81
18,4010.00,3770.36,3.00,1,23,0.09,NLOS,112.43,1.73,-93.94,7.77,41.37,0,17,-104.10,29,-109.11,18,-111.08,24,-113.43,28,-114.97
19,4010.00,3781.85,3.00,1,23,0.09,NLOS,112.66,1.73,-94.17,7.61,41.37,0,17,-104.29,29,-109.05,18,-110.90,24,-113.21,28,-115.05
20,4010.00,3793.34,3.00,1,23,0.09,NLOS,112.91,1.73,-94.42,7.41,41.37,0,17,-104.48,29,-108.99,18,-110.72,24,-112.98,28,-115.14
21,4010.00,3804.83,3.00,1,23,0.08,NLOS,113.20,1.26,-94.24,11.60,41.37,0,17,-107.98,18,-111.86,29,-117.00,28,-122.65,22,-122.90
22,4010.00,3816.33,3.00,1,23,0.08,NLOS,113.50,1.26,-94.55,11.37,41.37,0,17,-108.17,18,-111.69,29,-116.94,28,-122.73,22,-123.09
23,4010.00,3827.82,3.00,1,23,0.08,NLOS,113.83,1.26,-94.87,11.10,41.37,0,17,-108.36,18,-111.52,29,-116.89,28,-122.82,22,-123.28
24,4010.00,3839.31,3.00,1,23,0.08,NLOS,114.17,-4.30,-89.65,11.05,41.37,0,18,-104.38,22,-106.56,24,-109.55,17,-110.31,29,-113.25
25,4010.00,3850.80,3.00,1,23,0.07,NLOS,114.52,-4.30,-90.01,10.65,41.37,0,18,-104.21,22,-106.74,24,-109.31,17,-110.50,29,-113.20
26,4010.00,3862.30,3.00,1,23,0.07,NLOS,114.89,-4.30,-90.38,10.24,41.37,0,18,-104.05,22,-106.92,24,-109.06,17,-110.69,29,-113.15
27,4010.00,3873.79,3.00,1,18,0.03,NLOS,126.45,-9.03,-97.20,8.07,41.37,1,23,-109.20,17,-109.35,28,-110.33,22,-116.65,29,-118.58
28,4010.00,3885.28,3.00,1,18,0.03,NLOS,126.30,-9.03,-97.05,8.42,41.37,0,17,-109.54,23,-109.59,28,-110.41,22,-116.83,29,-118.53
29,4010.00,3896.77,3.00,1,18,0.03,NLOS,126.15,-9.03,-96.90,8.76,41.37,0,17,-109.72,23,-109.98,28,-110.50,22,-117.01,29,-118.48
30,4010.00,3908.27,3.00,1,23,0.06,NLOS,116.45,-6.90,-89.33,12.88,41.37,1,18,-104.37,24,-109.07,17,-111.72,28,-116.75,22,-117.88
31,4010.00,3919.76,3.00,1,23,0.06,NLOS,116.85,-6.90,-89.73,12.36,41.37,0,18,-104.23,24,-108.81,17,-111.90,28,-116.84,22,-118.05
32,4010.00,3931.25,3.00,1,23,0.06,NLOS,117.26,-6.90,-90.14,11.85,41.37,0,18,-104.10,24,-108.54,17,-112.09,19,-117.08,22,-118.22
33,4010.00,3942.74,3.00,1,23,0.06,NLOS,117.66,4.32,-101.76,5.62,41.37,0,18,-111.86,24,-112.30,29,-115.55,19,-116.93,22,-118.17
34,4010.00,3954.23,3.00,1,23,0.06,NLOS,118.06,4.32,-102.16,5.10,41.37,0,18,-111.74,24,-112.03,29,-115.51,19,-116.78,22,-118.34
35,4010.00,3965.73,3.00,1,23,0.05,NLOS,118.47,4.32,-102.57,4.58,41.37,0,18,-111.62,24,-111.75,19,-114.23,29,-115.48,22,-118.51
36,4010.00,3977.22,3.00,1,23,0.05,NLOS,118.87,-8.99,-89.66,10.31,41.37,0,18,-101.15,17,-107.75,24,-113.27,19,-114.08,22,-118.36
37,4010.00,3988.71,3.00,1,23,0.05,NLOS,119.27,-8.99,-90.06,9.85,41.37,0,18,-101.05,17,-107.93,24,-112.99,19,-113.92,22,-118.53
38,4010.00,4000.20,3.00,1,23,0.05,NLOS,119.67,-8.99,-90.45,9.39,41.37,0,18,-100.95,17,-108.11,24,-112.70,22,-118.69,19,-120.50
39,4010.00,4011.70,3.00,1,23,0.05,NLOS,120.06,1.48,-101.32,1.93,41.37,0,24,-105.69,18,-108.25,29,-114.69,19,-120.34,22,-122.08
40,4010.00,4023.19,3.00,1,23,0.05,NLOS,120.45,1.48,-101.71,1.35,41.37,0,24,-105.39,18,-108.16,29,-114.67,19,-120.19,22,-122.24
41,4010.00,4034.68,3.00,1,23,0.05,NLOS,120.84,1.48,-102.10,0.76,41.37,0,24,-105.09,18,-108.09,19,-114.55,29,-114.65,22,-122.40
42,4010.00,4046.17,3.00,1,23,0.04,NLOS,121.22,9.37,-110.37,-2.57,41.37,0,18,-112.09,29,-112.56,19,-114.39,17,-115.53,24,-120.00
43,4010.00,4057.67,3.00,1,23,0.04,NLOS,121.60,9.37,-110.75,-2.95,41.37,0,18,-112.03,29,-112.55,19,-114.23,17,-115.70,24,-119.69
44,4010.00,4069.16,3.00,1,23,0.04,NLOS,121.97,9.37,-111.12,-3.34,41.37,0,18,-111.98,29,-112.53,17,-115.88,24,-119.38,22,-121.25
45,4010.00,4080.65,3.00,1,18,0.04,NLOS,124.58,-9.24,-95.13,8.70,41.37,1,24,-106.11,23,-108.79,29,-118.98,17,-119.59,22,-119.78
46,4010.00,4092.14,3.00,1,18,0.04,NLOS,124.55,-9.24,-95.09,8.66,41.37,0,24,-105.79,23,-109.15,29,-118.97,17,-119.76,22,-119.93
47,4010.00,4103.64,3.00,1,18,0.04,NLOS,124.52,-9.24,-95.06,6.64,41.37,0,24,-105.46,19,-106.04,23,-109.51,29,-118.96,17,-119.93
48,4010.00,4115.13,3.00,1,24,0.04,NLOS,124.54,-7.32,-97.00,3.03,41.37,1,23,-102.54,19,-105.87,18,-108.15,17,-114.06,22,-114.70
49,4010.00,4126.62,3.00,1,24,0.04,NLOS,124.20,-7.32,-96.67,3.51,41.37,0,23,-102.89,19,-105.70,18,-108.14,17,-114.23,28,-116.50
50,4010.00,4138.11,3.00,1,24,0.04,NLOS,123.86,-7.32,-96.32,5.19,41.37,0,23,-103.24,18,-108.13,19,-112.59,17,-114.40,29,-119.41
51,4010.00,4149.61,3.00,1,24,0.04,NLOS,123.51,-8.88,-94.42,-0.25,41.37,0,18,-94.56,23,-107.06,19,-112.42,17,-113.15,30,-113.98
52,4010.00,4161.10,3.00,1,24,0.04,NLOS,123.16,-8.88,-94.07,0.13,41.37,0,18,-94.57,23,-107.39,19,-112.26,17,-113.31,29,-116.63
53,4010.00,4172.59,3.00,1,24,0.04,NLOS,122.80,-8.88,-93.71,0.53,41.37,0,18,-94.60,23,-107.72,19,-112.72,17,-113.48,29,-116.64
54,4010.00,4184.08,3.00,1,23,0.03,NLOS,125.44,-17.88,-87.34,11.65,41.37,1,24,-99.68,17,-110.53,19,-112.55,18,-113.54,25,-115.56
55,4010.00,4195.58,3.00,1,23,0.03,NLOS,125.76,-17.88,-87.66,11.03,41.37,0,24,-99.31,17,-110.69,19,-112.37,18,-113.58,25,-115.41
56,4010.00,4207.07,3.00,1,23,0.03,NLOS,126.08,-17.88,-87.97,10.40,41.37,0,24,-98.94,19,-110.13,17,-110.85,18,-113.63,25,-115.26
57,4010.00,4218.56,3.00,1,18,0.04,NLOS,124.72,-10.11,-94.39,6.41,41.37,1,24,-103.99,29,-105.49,17,-106.55,19,-109.95,23,-111.08
58,4010.00,4230.05,3.00,1,18,0.03,NLOS,124.78,-10.11,-94.46,6.21,41.37,0,24,-103.61,29,-105.50,17,-106.71,19,-109.78,23,-111.39
59,4010.00,4241.55,3.00,1,18,0.03,NLOS,124.86,-10.11,-94.53,6.06,41.37,0,24,-103.22,29,-105.52,17,-106.87,19,-110.32,23,-111.70
