Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
0,4600.00,2411.45,13.00,1,30,0.03,NLOS,120.19,-5.75,-94.22,-66.44,0.86,41.23,0,38,-95.77,46,-105.26,23,-106.93,31,-107.06,47,-109.64,39,-110.59
1,4600.00,2422.90,13.00,1,30,0.03,NLOS,120.46,-5.75,-94.49,-66.71,0.59,41.23,0,38,-95.79,46,-105.20,31,-106.79,23,-106.93,47,-109.56,39,-110.40
2,4600.00,2434.36,13.00,1,30,0.03,NLOS,120.73,-5.75,-94.76,-66.97,0.33,41.23,0,38,-95.82,46,-105.15,31,-106.51,23,-106.94,47,-109.48,39,-110.21
3,4600.00,2445.81,13.00,1,38,0.05,NLOS,114.46,-2.63,-91.61,-63.83,1.15,41.23,1,45,-95.40,31,-96.93,24,-102.25,30,-105.86,46,-112.36,32,-113.24
4,4600.00,2457.26,13.00,1,38,0.05,NLOS,114.52,-2.63,-91.67,-63.89,1.02,41.23,0,45,-95.46,31,-96.66,24,-102.17,30,-106.12,46,-112.31,32,-113.10
5,4600.00,2468.71,13.00,1,38,0.05,NLOS,114.59,-2.63,-91.75,-63.96,0.88,41.23,0,45,-95.52,31,-96.38,24,-102.08,30,-106.38,46,-112.26,32,-112.95
6,4600.00,2480.17,13.00,1,31,0.04,NLOS,118.09,0.55,-98.41,-70.63,0.94,41.23,1,38,-103.50,32,-105.43,30,-107.07,39,-108.29,33,-111.30,23,-111.94
7,4600.00,2491.62,13.00,1,31,0.04,NLOS,117.81,0.55,-98.13,-70.35,1.23,41.23,0,38,-103.60,32,-105.28,30,-107.33,39,-108.09,33,-111.21,23,-111.95
8,4600.00,2503.07,13.00,1,31,0.04,NLOS,117.53,0.55,-97.86,-70.08,1.52,41.23,0,38,-103.71,32,-105.13,30,-107.58,39,-107.90,33,-111.12,23,-111.97
9,4600.00,2514.52,13.00,1,31,0.04,NLOS,117.25,3.42,-100.46,-72.68,-1.66,41.23,0,38,-101.87,45,-102.85,46,-102.88,39,-104.43,53,-108.76,23,-109.86
