Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
24,6807.00,3452.27,22.50,3,39,0.31,NLOS,106.77,-3.32,-53.45,2.60,23.58,0,40,-66.67,45,-68.30,34,-68.66,44,-74.05,46,-77.57
25,6807.00,3445.72,22.50,3,39,0.32,NLOS,106.61,-3.32,-53.30,2.78,23.58,0,40,-66.80,45,-68.40,34,-68.69,44,-73.93,46,-77.66
26,6807.00,3439.17,22.50,3,39,0.32,NLOS,106.46,-3.32,-53.14,2.95,23.58,0,40,-66.94,45,-68.51,34,-68.71,44,-73.81,46,-77.74
27,6807.00,3432.63,22.50,3,39,0.32,NLOS,106.30,-3.32,-52.99,3.12,23.58,0,40,-67.07,45,-68.62,34,-68.74,44,-73.69,50,-78.92
28,6807.00,3426.08,22.50,3,39,0.32,NLOS,106.16,3.67,-59.82,-4.48,23.58,0,40,-62.52,34,-65.36,45,-67.92,44,-68.15,50,-77.25
29,6807.00,3419.53,22.50,3,39,0.33,NLOS,106.01,3.67,-59.68,-4.31,23.58,0,40,-62.65,34,-65.38,44,-68.03,45,-68.03,50,-77.24
30,6803.98,3416.00,22.50,2,39,0.33,NLOS,105.80,3.67,-59.47,-4.09,23.58,0,40,-62.70,34,-65.35,44,-68.01,45,-68.18,50,-77.27
31,6797.43,3416.00,22.50,2,39,0.33,NLOS,105.50,3.67,-59.17,-3.81,23.58,0,40,-62.64,34,-65.25,44,-68.10,45,-68.35,50,-77.36
32,6790.88,3416.00,22.50,2,39,0.34,NLOS,105.20,3.67,-58.87,-3.53,23.58,0,40,-62.59,34,-65.15,44,-68.19,45,-68.53,50,-77.46
33,6784.33,3416.00,22.50,2,39,0.34,NLOS,104.89,11.25,-66.14,-12.01,23.58,0,34,-66.16,40,-66.17,44,-69.32,45,-69.59,50,-71.54
34,6777.78,3416.00,22.50,2,39,0.34,NLOS,104.58,11.25,-65.83,-11.71,23.58,0,34,-66.06,40,-66.11,44,-69.42,45,-69.76,50,-71.63
35,6771.23,3416.00,22.50,2,39,0.35,NLOS,104.27,11.25,-65.52,-11.41,23.58,0,34,-65.96,40,-66.06,44,-69.51,45,-69.93,50,-71.72
36,6764.68,3416.00,22.50,2,39,0.35,NLOS,103.95,11.25,-65.20,-11.10,23.58,0,34,-65.85,40,-66.01,44,-69.61,45,-70.10,50,-71.81
37,6758.13,3416.00,22.50,2,39,0.36,NLOS,103.63,-4.44,-49.19,0.86,23.58,0,45,-63.38,44,-65.85,40,-67.61,50,-79.22,34,-79.40
38,6751.58,3416.00,22.50,2,39,0.36,NLOS,103.30,-4.44,-48.86,1.17,23.58,0,45,-63.55,44,-65.95,40,-67.56,34,-79.30,46,-79.99
39,6745.04,3416.00,22.50,2,39,0.37,NLOS,102.97,-4.44,-48.53,1.49,23.58,0,45,-63.72,44,-66.04,40,-67.51,34,-79.19,46,-80.03
40,6738.49,3416.00,22.50,2,39,0.37,NLOS,102.64,-4.44,-48.20,1.81,23.58,0,45,-63.88,44,-66.14,40,-67.46,34,-79.09,46,-80.06
41,6731.94,3416.00,22.50,2,39,0.37,NLOS,102.30,-2.11,-50.19,3.43,23.58,0,45,-68.24,34,-73.12,33,-73.30,44,-75.42,40,-83.38
42,6725.39,3416.00,22.50,2,39,0.38,NLOS,101.96,-2.11,-49.85,3.76,23.58,0,45,-68.41,34,-73.02,33,-73.21,44,-75.51,40,-83.33
43,6718.84,3416.00,22.50,2,39,0.38,NLOS,101.61,-2.11,-49.50,4.10,23.58,0,45,-68.57,34,-72.91,33,-73.13,44,-75.61,40,-83.29
44,6712.29,3416.00,22.50,2,39,0.39,NLOS,101.26,-2.11,-49.15,4.44,23.58,0,45,-68.73,34,-72.81,33,-73.04,44,-75.70,40,-83.25
45,6705.74,3416.00,22.50,2,39,0.39,NLOS,100.91,-3.73,-47.18,8.75,23.58,0,33,-65.63,44,-68.40,40,-73.44,45,-75.56,34,-77.07
46,6699.19,3416.00,22.50,2,39,0.40,NLOS,100.55,-3.73,-46.82,9.09,23.58,0,33,-65.54,44,-68.49,40,-73.40,45,-75.72,34,-76.96
47,6692.64,3416.00,22.50,2,39,0.40,NLOS,100.19,-3.73,-46.46,9.44,23.58,0,33,-65.46,44,-68.59,40,-73.36,45,-75.88,34,-76.85
48,6686.09,3416.00,22.50,2,39,0.41,NLOS,99.82,-3.73,-46.10,9.79,23.58,0,33,-65.37,44,-68.68,40,-73.32,45,-76.04,34,-76.74
49,6679.54,3416.00,22.50,2,39,0.41,NLOS,99.46,1.18,-50.63,5.08,23.58,0,45,-64.99,40,-66.51,34,-66.72,44,-68.58,46,-72.75
50,6673.00,3416.00,22.50,2,39,0.41,NLOS,99.09,1.18,-50.26,5.45,23.58,0,45,-65.15,40,-66.47,34,-66.61,44,-68.68,46,-72.79
51,6666.45,3416.00,22.50,2,39,0.42,NLOS,98.72,1.18,-49.89,5.82,23.58,0,45,-65.30,40,-66.44,34,-66.50,44,-68.77,46,-72.82
52,6659.90,3416.00,22.50,2,39,0.42,NLOS,98.34,1.18,-49.52,6.19,23.58,0,45,-65.46,34,-66.39,40,-66.41,44,-68.87,46,-72.86
53,6653.35,3416.00,22.50,2,39,0.43,NLOS,97.97,5.07,-53.04,0.91,23.58,0,45,-61.37,44,-69.11,33,-69.21,40,-72.31,46,-81.10
54,6646.80,3416.00,22.50,2,39,0.43,NLOS,97.59,5.07,-52.66,1.30,23.58,0,45,-61.53,33,-69.13,44,-69.21,40,-72.28,46,-81.14
55,6640.25,3416.00,22.50,2,39,0.44,NLOS,97.22,5.07,-52.29,1.68,23.58,0,45,-61.68,33,-69.04,44,-69.30,40,-72.25,46,-81.18
56,6633.70,3416.00,22.50,2,39,0.44,NLOS,96.84,5.07,-51.91,2.07,23.58,0,45,-61.83,33,-68.95,44,-69.40,40,-72.22,46,-81.22
57,6627.15,3416.00,22.50,2,39,0.45,NLOS,96.47,0.54,-47.01,5.94,23.58,0,45,-66.35,34,-71.08,33,-71.36,40,-76.76,44,-80.66
58,6620.60,3416.00,22.50,2,39,0.45,NLOS,96.10,0.54,-46.64,6.30,23.58,0,45,-66.50,34,-70.96,33,-71.27,40,-76.73,44,-80.76
59,6614.05,3416.00,22.50,2,39,0.45,NLOS,95.74,0.54,-46.28,6.66,23.58,0,45,-66.65,34,-70.85,33,-71.18,40,-76.70,44,-80.85
60,6607.50,3416.00,22.50,2,39,0.46,NLOS,95.38,0.54,-45.92,7.01,23.58,0,45,-66.79,34,-70.73,33,-71.09,40,-76.68,44,-80.95
61,6607.00,3409.96,22.50,3,39,0.46,NLOS,94.89,7.77,-52.67,3.23,23.58,0,40,-62.46,33,-74.42,44,-74.90,46,-77.82,45,-80.62
62,6607.00,3403.41,22.50,3,39,0.47,NLOS,94.39,7.77,-52.16,3.77,23.58,0,40,-62.61,33,-74.36,44,-74.82,46,-77.89,45,-80.69
63,6607.00,3396.86,22.50,3,39,0.47,NLOS,93.88,7.77,-51.65,4.31,23.58,0,40,-62.76,33,-74.30,44,-74.73,46,-77.96,45,-80.75
64,6607.00,3390.31,22.50,3,39,0.48,NLOS,93.37,7.77,-51.14,4.85,23.58,0,40,-62.90,33,-74.24,44,-74.65,46,-78.04,45,-80.82
65,6607.00,3383.76,22.50,3,39,0.48,NLOS,92.85,-4.17,-38.68,16.67,23.58,0,34,-59.66,44,-65.61,45,-73.42,33,-75.36,40,-75.83
66,6607.00,3377.21,22.50,3,39,0.49,NLOS,92.33,-4.17,-38.16,17.19,23.58,0,34,-59.70,44,-65.52,45,-73.49,33,-75.30,40,-75.97
67,6607.00,3370.66,22.50,3,39,0.49,NLOS,91.81,-4.17,-37.64,17.72,23.58,0,34,-59.75,44,-65.44,45,-73.56,33,-75.24,40,-76.12
68,6607.00,3364.11,22.50,3,39,0.50,NLOS,91.30,-4.17,-37.12,18.25,23.58,0,34,-59.79,44,-65.35,45,-73.63,33,-75.19,40,-76.26
69,6607.00,3357.56,22.50,3,39,0.50,NLOS,90.78,-3.73,-37.05,20.76,23.58,0,44,-64.62,40,-72.35,46,-74.39,33,-76.04,45,-76.09
70,6607.00,3351.01,22.50,3,39,0.51,NLOS,90.27,-3.73,-36.54,21.26,23.58,0,44,-64.53,40,-72.49,46,-74.46,33,-75.98,45,-76.16
71,6607.00,3344.46,22.50,3,39,0.51,NLOS,89.78,-3.73,-36.05,21.74,23.58,0,44,-64.45,40,-72.63,46,-74.53,33,-75.92,45,-76.23
72,6607.00,3337.92,22.50,3,39,0.52,NLOS,89.29,-3.73,-35.56,22.22,23.58,0,44,-64.37,40,-72.76,46,-74.60,33,-75.87,45,-76.31
73,6607.00,3331.37,22.50,3,39,0.52,NLOS,88.83,-6.87,-31.96,21.64,23.58,0,44,-60.79,45,-61.50,40,-69.35,46,-72.82,33,-72.92
74,6607.00,3324.82,22.50,3,39,0.52,NLOS,88.38,-6.87,-31.51,22.08,23.58,0,44,-60.71,45,-61.57,40,-69.49,33,-72.86,34,-80.16
75,6607.00,3318.27,22.50,3,39,0.53,NLOS,87.97,-6.87,-31.10,22.50,23.58,0,44,-60.62,45,-61.65,40,-69.62,33,-72.80,34,-80.21
76,6607.00,3311.72,22.50,3,39,0.53,NLOS,87.59,-6.87,-30.72,22.88,23.58,0,44,-60.54,45,-61.72,40,-69.76,33,-72.75,34,-80.26
77,6607.00,3305.17,22.50,3,39,0.53,NLOS,87.24,6.14,-43.39,10.87,23.58,0,45,-62.69,33,-64.49,50,-68.62,34,-75.79,44,-76.24
78,6607.00,3298.62,22.50,3,39,0.54,NLOS,86.94,6.14,-43.09,11.18,23.58,0,45,-62.76,33,-64.44,50,-68.62,34,-75.84,44,-76.16
79,6607.00,3292.07,22.50,3,39,0.54,NLOS,86.69,6.14,-42.84,11.44,23.58,0,45,-62.84,33,-64.39,50,-68.61,34,-75.89,44,-76.08
80,6607.00,3285.52,22.50,3,39,0.54,NLOS,86.50,6.14,-42.64,11.64,23.58,0,45,-62.92,33,-64.33,50,-68.61,34,-75.94,44,-76.00
81,6607.00,3278.97,22.50,3,39,0.54,NLOS,86.36,-1.93,-34.44,19.03,23.58,0,40,-61.92,45,-68.57,33,-71.90,34,-81.25,50,-83.12
82,6607.00,3272.42,22.50,3,39,0.54,NLOS,86.29,-1.93,-34.36,19.14,23.58,0,40,-62.05,45,-68.65,33,-71.85,34,-81.31,50,-83.12
83,6607.00,3265.88,22.50,3,39,0.54,NLOS,86.28,-1.93,-34.35,19.18,23.58,0,40,-62.17,45,-68.73,33,-71.80,34,-81.36,50,-83.12
84,6607.00,3259.33,22.50,3,39,0.54,NLOS,86.33,-1.93,-34.40,19.15,23.58,0,40,-62.30,45,-68.81,33,-71.75,34,-81.41,50,-83.12
85,6607.00,3252.78,22.50,3,39,0.54,NLOS,86.44,1.89,-38.33,15.33,23.58,0,44,-65.10,40,-69.54,34,-70.30,45,-77.09,33,-80.14
86,6607.00,3246.23,22.50,3,39,0.54,NLOS,86.62,1.89,-38.51,15.15,23.58,0,44,-65.02,40,-69.66,34,-70.35,45,-77.17,33,-80.09
87,6607.00,3239.68,22.50,3,39,0.54,NLOS,86.85,1.89,-38.74,14.92,23.58,0,44,-64.95,40,-69.78,34,-70.41,45,-77.25,33,-80.04
88,6607.00,3233.13,22.50,3,39,0.54,NLOS,87.13,1.89,-39.02,14.63,23.58,0,44,-64.87,40,-69.91,34,-70.46,45,-77.33,33,-79.99
89,6607.00,3226.58,22.50,3,39,0.53,NLOS,87.46,9.62,-47.08,8.69,23.58,0,44,-61.82,34,-68.71,40,-76.35,50,-76.43,45,-81.59
90,6607.00,3220.03,22.50,3,39,0.53,NLOS,87.82,9.62,-47.45,8.31,23.58,0,44,-61.74,34,-68.76,50,-76.44,40,-76.48,45,-81.67
91,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
92,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
93,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
94,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
95,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
96,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
97,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
98,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
99,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
100,6607.00,3216.00,22.50,2,39,0.53,NLOS,88.07,9.62,-47.69,8.06,0.00,0,44,-61.69,34,-68.80,50,-76.44,40,-76.55,45,-81.72
101,6603.73,3216.00,22.50,2,39,0.53,NLOS,87.64,9.62,-47.27,8.49,11.79,0,44,-61.76,34,-68.75,50,-76.48,40,-76.54,45,-81.77
102,6597.18,3216.00,22.50,2,39,0.54,NLOS,86.77,9.62,-46.40,9.38,23.58,0,44,-61.88,34,-68.65,40,-76.53,50,-76.56,45,-81.88
103,6590.63,3216.00,22.50,2,39,0.55,NLOS,85.87,-7.35,-28.51,26.83,23.58,0,33,-62.64,44,-64.05,45,-75.15,40,-75.59,50,-80.57
104,6584.08,3216.00,22.50,2,39,0.56,NLOS,84.93,-7.35,-27.57,27.75,23.58,0,33,-62.53,44,-64.18,45,-75.26,40,-75.58,50,-80.65
105,6577.53,3216.00,22.50,2,39,0.57,NLOS,83.95,-7.35,-26.60,28.70,23.58,0,33,-62.42,44,-64.30,45,-75.36,40,-75.57,50,-80.73
106,6570.98,3216.00,22.50,2,39,0.58,NLOS,82.95,-7.35,-25.60,29.69,23.58,0,33,-62.31,44,-64.43,45,-75.47,40,-75.56,50,-80.81
107,6564.43,3216.00,22.50,2,39,0.59,NLOS,81.92,-7.43,-24.49,23.30,23.58,0,45,-70.10,34,-70.38,40,-73.80,33,-75.12,44,-78.84
108,6557.88,3216.00,22.50,2,39,0.60,NLOS,80.86,-7.43,-23.44,24.33,23.58,0,45,-70.20,34,-70.28,40,-73.79,33,-75.00,44,-78.96
109,6551.33,3216.00,22.50,2,39,0.62,NLOS,79.80,-7.43,-22.37,25.37,23.58,0,34,-70.17,45,-70.31,40,-73.78,33,-74.89,44,-79.09
110,6544.78,3216.00,22.50,2,39,0.63,NLOS,78.73,-7.43,-21.30,26.41,23.58,0,34,-70.07,45,-70.42,40,-73.77,33,-74.78,44,-79.21
111,6538.23,3216.00,22.50,2,39,0.65,NLOS,77.69,-5.46,-22.23,31.45,23.58,0,34,-71.07,44,-72.73,33,-74.77,40,-76.13,45,-78.83
112,6531.69,3216.00,22.50,2,39,0.66,NLOS,76.70,-5.46,-21.24,32.43,23.58,0,34,-70.96,44,-72.85,33,-74.65,40,-76.13,45,-78.94
113,6525.14,3216.00,22.50,2,39,0.68,NLOS,75.81,-5.46,-20.34,33.31,23.58,0,34,-70.86,44,-72.97,33,-74.54,40,-76.12,45,-79.04
114,6518.59,3216.00,22.50,2,39,0.69,NLOS,75.05,-5.46,-19.58,34.06,23.58,0,34,-70.76,44,-73.09,33,-74.42,40,-76.12,45,-79.15
115,6512.04,3216.00,22.50,2,39,0.70,NLOS,74.47,-3.99,-20.48,35.60,23.58,0,44,-61.98,45,-67.38,50,-70.96,33,-72.74,34,-77.09
116,6505.49,3216.00,22.50,2,39,0.70,NLOS,74.12,-3.99,-20.13,35.97,23.58,0,44,-62.10,45,-67.49,50,-71.03,33,-72.63,34,-76.99
117,6498.94,3216.00,22.50,2,39,0.71,NLOS,74.03,-3.99,-20.04,36.09,23.58,0,44,-62.22,45,-67.59,28,-72.41,33,-72.51,34,-76.89
118,6492.39,3216.00,22.50,2,39,0.70,NLOS,74.20,-3.99,-20.22,35.93,23.58,0,44,-62.33,45,-67.69,28,-72.34,33,-72.39,34,-76.78
119,6485.84,3216.00,22.50,2,39,0.70,NLOS,74.63,-6.95,-17.69,31.89,23.58,0,28,-63.27,33,-67.90,34,-73.38,40,-74.05,45,-77.34
120,6479.29,3216.00,22.50,2,39,0.68,NLOS,75.27,-6.95,-18.33,31.22,23.58,0,28,-63.19,33,-67.78,34,-73.27,40,-74.06,45,-77.44
121,6472.74,3216.00,22.50,2,39,0.67,NLOS,76.08,-6.95,-19.14,30.38,23.58,0,28,-63.12,33,-67.66,34,-73.16,40,-74.06,45,-77.55
122,6466.19,3216.00,22.50,2,39,0.66,NLOS,77.02,-6.95,-20.07,29.42,23.58,0,28,-63.04,33,-67.54,34,-73.06,40,-74.06,45,-77.65
123,6459.65,3216.00,22.50,2,39,0.64,NLOS,78.02,17.33,-45.35,3.95,23.58,0,45,-66.10,33,-68.30,44,-72.82,34,-78.07,40,-78.55
124,6453.10,3216.00,22.50,2,39,0.63,NLOS,79.08,17.33,-46.40,2.87,23.58,0,45,-66.20,33,-68.18,44,-72.93,34,-77.97,40,-78.55
125,6446.55,3216.00,22.50,2,39,0.61,NLOS,80.14,17.33,-47.47,1.78,23.58,0,45,-66.30,33,-68.05,44,-73.04,34,-77.86,40,-78.56
126,6440.00,3216.00,22.50,2,39,0.60,NLOS,81.21,17.33,-48.53,0.70,23.58,0,45,-66.40,33,-67.93,44,-73.16,34,-77.75,40,-78.57
127,6433.45,3216.00,22.50,2,39,0.59,NLOS,82.25,-0.79,-31.47,22.04,23.58,0,33,-69.22,44,-69.25,34,-70.02,45,-72.65,28,-83.97
128,6426.90,3216.00,22.50,2,39,0.57,NLOS,83.28,-0.79,-32.49,20.99,23.58,0,33,-69.10,44,-69.36,34,-69.91,45,-72.76,28,-83.89
129,6420.35,3216.00,22.50,2,39,0.56,NLOS,84.27,-0.79,-33.49,19.97,23.58,0,33,-68.97,44,-69.47,34,-69.80,45,-72.86,28,-83.81
130,6413.80,3216.00,22.50,2,39,0.55,NLOS,85.23,-0.79,-34.45,18.99,23.58,0,33,-68.85,44,-69.59,34,-69.69,45,-72.96,28,-83.73
131,6407.25,3216.00,22.50,2,39,0.54,NLOS,86.16,-2.04,-34.13,14.92,23.58,0,33,-59.81,34,-65.20,45,-67.48,44,-69.83,40,-76.54
132,6413.30,3216.00,22.50,0,39,0.55,NLOS,85.31,-2.04,-33.27,15.81,23.58,0,33,-59.93,34,-65.30,45,-67.39,44,-69.73,40,-76.52
133,6419.85,3216.00,22.50,0,39,0.56,NLOS,84.35,-2.04,-32.31,16.81,23.58,0,33,-60.05,34,-65.41,45,-67.29,44,-69.62,40,-76.51
134,6426.39,3216.00,22.50,0,39,0.57,NLOS,83.36,-2.04,-31.32,17.83,23.58,0,33,-60.18,34,-65.51,45,-67.19,44,-69.51,40,-76.50
135,6432.94,3216.00,22.50,0,39,0.58,NLOS,82.33,1.75,-34.09,22.40,23.58,0,34,-65.35,40,-66.78,33,-72.81,45,-74.05,28,-74.06
136,6439.49,3216.00,22.50,0,39,0.60,NLOS,81.29,1.75,-33.04,23.47,23.58,0,34,-65.46,40,-66.77,33,-72.94,45,-73.95,28,-74.14
137,6446.04,3216.00,22.50,0,39,0.61,NLOS,80.23,1.75,-31.98,24.56,23.58,0,34,-65.57,40,-66.76,33,-73.06,45,-73.85,28,-74.21
138,6452.59,3216.00,22.50,0,39,0.63,NLOS,79.16,1.75,-30.91,25.65,23.58,0,34,-65.68,40,-66.75,33,-73.18,45,-73.75,28,-74.29
139,6459.14,3216.00,22.50,0,39,0.64,NLOS,78.10,-0.35,-27.75,23.46,23.58,0,34,-60.48,40,-65.87,44,-69.59,33,-78.37,28,-80.38
140,6465.69,3216.00,22.50,0,39,0.66,NLOS,77.09,-0.35,-26.74,24.51,23.58,0,34,-60.59,40,-65.86,44,-69.48,33,-78.49,28,-80.46
141,6472.24,3216.00,22.50,0,39,0.67,NLOS,76.15,-0.35,-25.80,25.48,23.58,0,34,-60.70,40,-65.86,44,-69.36,33,-78.61,28,-80.53
142,6478.79,3216.00,22.50,0,39,0.68,NLOS,75.33,-0.35,-24.98,26.33,23.58,0,34,-60.80,40,-65.85,44,-69.25,33,-78.73,28,-80.61
143,6485.34,3216.00,22.50,0,39,0.69,NLOS,74.67,-0.17,-24.50,30.17,23.58,0,44,-68.15,45,-69.73,40,-71.12,34,-71.81,33,-72.67
144,6491.89,3216.00,22.50,0,39,0.70,NLOS,74.23,-0.17,-24.06,30.62,23.58,0,44,-68.03,45,-69.63,40,-71.12,34,-71.92,33,-72.79
145,6498.44,3216.00,22.50,0,39,0.71,NLOS,74.03,-0.17,-23.86,30.83,23.58,0,44,-67.91,45,-69.53,40,-71.12,34,-72.02,33,-72.90
146,6504.98,3216.00,22.50,0,39,0.70,NLOS,74.10,-0.17,-23.93,30.76,23.58,0,44,-67.80,45,-69.42,40,-71.12,34,-72.13,33,-73.02
147,6511.53,3216.00,22.50,0,39,0.70,NLOS,74.43,-7.91,-16.53,38.40,23.58,0,45,-66.52,34,-69.87,33,-70.51,44,-72.12,40,-82.06
148,6518.08,3216.00,22.50,0,39,0.69,NLOS,74.99,-7.91,-17.09,37.85,23.58,0,45,-66.41,34,-69.98,33,-70.62,44,-72.00,40,-82.06
149,6524.63,3216.00,22.50,0,39,0.68,NLOS,75.74,-7.91,-17.84,37.12,23.58,0,45,-66.31,34,-70.08,33,-70.74,44,-71.88,40,-82.07
150,6531.18,3216.00,22.50,0,39,0.66,NLOS,76.63,-7.91,-18.72,36.24,23.58,0,45,-66.20,34,-70.18,33,-70.85,44,-71.76,40,-82.07
151,6537.73,3216.00,22.50,0,39,0.65,NLOS,77.61,-0.00,-27.61,27.51,23.58,0,40,-63.79,33,-66.60,45,-67.73,44,-71.03,34,-81.62
152,6544.28,3216.00,22.50,0,39,0.63,NLOS,78.65,-0.00,-28.65,26.48,23.58,0,40,-63.80,33,-66.72,45,-67.63,44,-70.91,34,-81.72
153,6550.83,3216.00,22.50,0,39,0.62,NLOS,79.71,-0.00,-29.71,25.43,23.58,0,40,-63.80,33,-66.83,45,-67.52,44,-70.79,34,-81.83
