Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
158,2786.19,3100.00,1.50,0,13,0.08,LOS,87.46,0.47,-67.71,-39.93,32.38,56.75,0,19,-101.52,8,-110.84,20,-111.80,14,-112.06,6,-114.46,7,-116.24,3357.39,5100.00,1.50,2,22,0.16,NLOS,107.29,-4.06,-83.01,-55.23,18.53,52.93,0,14,-97.76,23,-105.24,15,-109.08,21,-109.26,16,-109.98,27,-112.55,3806.65,2700.00,1.50,2,19,0.04,NLOS,122.41,-4.33,-97.86,-70.08,5.55,55.68,0,26,-106.28,20,-107.13,21,-117.15,33,-119.62,13,-120.41,32,-120.71,7668.53,3900.00,1.50,0,60,0.05,NLOS,121.52,1.91,-103.22,-75.43,-1.59,25.75,0,59,-104.58,53,-107.81,54,-111.11,67,-112.33,66,-115.50,45,-116.79,3508.91,2900.00,1.50,2,19,0.04,NLOS,124.99,-13.09,-91.69,-63.91,12.56,38.58,0,14,-106.87,20,-109.70,21,-114.46,13,-115.14,26,-116.52,28,-120.22
159,2800.00,3098.05,1.50,3,13,0.08,LOS,87.47,2.91,-70.16,-42.38,25.35,56.75,0,14,-95.83,20,-110.14,8,-114.06,6,-114.28,7,-116.97,26,-118.15,3342.68,5100.00,1.50,2,22,0.14,NLOS,108.42,-4.06,-84.15,-56.37,17.36,52.93,0,14,-97.70,23,-105.30,15,-108.85,21,-109.30,16,-109.66,27,-112.63,3800.00,2691.18,1.50,3,19,0.04,NLOS,121.97,-4.32,-97.43,-69.65,3.53,55.68,0,13,-101.37,33,-115.52,26,-116.97,20,-117.05,27,-117.35,14,-121.29,7675.68,3900.00,1.50,0,60,0.05,NLOS,121.27,-0.20,-100.85,-73.07,1.05,25.75,0,59,-104.76,54,-109.98,53,-110.87,52,-111.37,66,-111.86,61,-112.71,3498.20,2900.00,1.50,2,19,0.04,NLOS,124.99,-13.09,-91.69,-63.90,12.49,38.58,0,14,-106.75,20,-109.70,21,-114.46,13,-114.90,26,-116.76,28,-120.26
160,2800.00,3082.28,1.50,3,13,0.09,LOS,86.91,2.91,-69.60,-41.81,26.31,56.75,0,14,-96.26,20,-110.24,6,-114.12,8,-114.22,7,-117.04,26,-118.12,3327.98,5100.00,1.50,2,22,0.13,NLOS,109.52,0.33,-89.63,-61.84,15.19,52.93,0,14,-101.35,15,-107.09,21,-111.23,16,-116.33,23,-116.55,10,-118.99,3800.00,2675.72,1.50,3,19,0.05,NLOS,121.54,-4.32,-97.00,-69.22,4.02,55.68,0,13,-101.40,33,-115.61,26,-117.15,20,-117.40,27,-117.56,14,-121.41,7682.83,3900.00,1.50,0,60,0.05,NLOS,121.03,-0.20,-100.61,-72.83,1.28,25.75,0,59,-104.68,54,-110.06,53,-111.10,52,-111.41,66,-111.75,61,-112.68,3487.48,2900.00,1.50,2,20,0.05,NLOS,119.88,-2.51,-97.15,-69.37,5.82,38.58,1,19,-104.34,27,-111.91,14,-113.18,7,-116.03,6,-118.08,21,-118.53
161,2800.00,3066.52,1.50,3,13,0.10,LOS,86.31,2.55,-68.64,-40.86,35.18,56.75,0,14,-104.93,7,-113.25,6,-115.76,0,-116.13,33,-116.86,20,-121.25,3313.28,5100.00,1.50,2,22,0.12,NLOS,110.56,0.33,-90.67,-62.89,14.00,52.93,0,14,-101.29,15,-106.85,21,-111.27,16,-116.01,23,-116.62,10,-118.85,3800.00,2660.25,1.50,3,20,0.03,NLOS,130.21,-8.77,-101.22,-73.44,3.02,55.68,1,19,-105.68,26,-112.94,13,-114.55,15,-115.61,39,-119.40,28,-119.50,7689.99,3900.00,1.50,0,60,0.05,NLOS,120.78,-0.20,-100.36,-72.58,1.52,25.75,0,59,-104.60,54,-110.15,53,-111.33,52,-111.45,66,-111.64,61,-112.66,3476.77,2900.00,1.50,2,20,0.05,NLOS,119.90,-2.51,-97.18,-69.39,5.81,38.58,0,19,-104.36,27,-112.02,14,-113.06,7,-115.91,6,-117.97,21,-118.53
162,2800.00,3050.76,1.50,3,13,0.11,LOS,85.67,2.55,-68.01,-40.22,36.14,56.75,0,14,-105.34,7,-113.33,6,-115.59,0,-116.10,33,-116.87,20,-121.35,3298.57,5100.00,1.50,2,14,0.01,LOS,115.98,-6.88,-88.89,-61.11,13.87,52.93,1,22,-92.19,21,-103.36,23,-112.00,15,-113.83,24,-114.70,2,-117.93,3800.00,2644.78,1.50,3,20,0.03,NLOS,130.55,-8.77,-101.56,-73.78,2.40,55.68,0,19,-105.25,26,-113.15,13,-114.59,15,-115.72,39,-119.41,28,-119.63,7697.14,3900.00,1.50,0,60,0.05,NLOS,120.53,-0.20,-100.11,-72.33,1.75,25.75,0,59,-104.53,54,-110.23,52,-111.49,66,-111.53,53,-111.55,61,-112.63,3466.05,2900.00,1.50,2,20,0.05,NLOS,119.94,-2.51,-97.21,-69.43,5.80,38.58,0,19,-104.38,27,-112.13,14,-112.95,7,-115.80,6,-117.86,21,-118.54
163,2800.00,3035.00,1.50,3,13,0.12,LOS,85.00,-4.53,-60.25,-32.47,45.90,56.75,0,20,-110.60,14,-113.36,19,-113.95,7,-114.66,22,-115.25,6,-115.52,3283.87,5100.00,1.50,2,14,0.01,LOS,115.92,-6.88,-88.83,-61.04,13.95,52.93,0,22,-93.15,21,-103.41,23,-112.08,15,-113.60,24,-114.72,2,-117.81,3800.00,2629.31,1.50,3,19,0.05,NLOS,120.25,-1.66,-98.38,-70.60,2.80,55.68,1,26,-103.45,27,-109.24,20,-109.29,13,-112.42,32,-112.99,33,-114.79,7704.29,3900.00,1.50,0,60,0.05,NLOS,120.28,0.18,-100.24,-72.46,-0.54,25.75,0,53,-102.53,59,-104.87,61,-110.31,54,-112.64,65,-116.91,66,-117.17,3455.33,2900.00,1.50,2,20,0.05,NLOS,119.99,5.26,-105.03,-77.25,-3.13,38.58,0,19,-106.28,13,-108.36,26,-108.93,14,-112.48,27,-112.64,34,-116.79
164,2800.00,3019.23,1.50,3,13,0.14,LOS,84.27,-4.53,-59.53,-31.74,46.70,56.75,0,20,-110.72,14,-113.75,19,-113.76,7,-114.75,6,-115.35,22,-115.37,3269.16,5100.00,1.50,2,22,0.09,NLOS,113.45,-15.53,-77.70,-49.92,24.05,52.93,1,14,-92.38,28,-104.66,16,-106.84,23,-111.41,3,-115.14,21,-116.29,3800.00,2613.85,1.50,3,19,0.05,NLOS,119.84,-1.66,-97.96,-70.18,3.44,55.68,0,26,-103.67,27,-109.45,20,-109.62,13,-112.47,32,-112.95,33,-114.88,7711.45,3900.00,1.50,0,60,0.05,NLOS,120.03,0.18,-99.98,-72.20,-0.20,25.75,0,53,-102.75,59,-104.80,61,-110.28,54,-112.73,65,-116.85,66,-117.06,3444.62,2900.00,1.50,2,20,0.05,NLOS,120.06,5.26,-105.09,-77.31,-3.20,38.58,0,19,-106.31,13,-108.10,26,-109.15,14,-112.36,27,-112.75,34,-116.86
165,2800.00,3003.47,1.50,3,13,0.16,LOS,83.50,2.68,-65.95,-38.17,35.44,56.75,0,20,-103.73,14,-106.86,19,-112.58,8,-118.02,7,-118.31,39,-118.66,3254.46,5100.00,1.50,2,22,0.08,NLOS,114.34,-15.53,-78.58,-50.80,23.16,52.93,0,14,-92.32,28,-104.85,16,-106.50,23,-111.50,3,-115.02,21,-116.35,3800.00,2598.38,1.50,3,19,0.05,NLOS,119.43,6.94,-106.15,-78.37,-3.10,55.68,0,26,-106.14,13,-106.88,33,-114.68,32,-116.40,27,-116.95,20,-118.11,7718.60,3900.00,1.50,0,60,0.05,NLOS,119.77,0.18,-99.73,-71.95,0.14,25.75,0,53,-102.97,59,-104.73,61,-110.26,54,-112.81,65,-116.79,66,-116.95,3433.90,2900.00,1.50,2,20,0.05,NLOS,120.13,5.26,-105.17,-77.39,-3.29,38.58,0,19,-106.36,13,-107.84,26,-109.38,14,-112.25,27,-112.87,21,-116.91
166,2800.00,2987.71,1.50,3,13,0.18,LOS,82.66,2.68,-65.11,-37.33,36.45,56.75,0,20,-103.86,14,-107.23,19,-112.39,8,-118.18,7,-118.41,39,-118.66,3239.76,5100.00,1.50,2,14,0.01,LOS,115.75,-6.53,-89.00,-61.22,18.05,52.93,1,22,-96.68,15,-108.70,13,-112.85,23,-115.52,28,-115.85,16,-117.57,3800.00,2582.91,1.50,3,19,0.06,NLOS,119.04,6.94,-105.76,-77.98,-2.55,55.68,0,26,-106.38,13,-106.94,33,-114.77,32,-116.37,27,-117.15,20,-118.44,7725.75,3900.00,1.50,0,60,0.05,NLOS,119.52,0.18,-99.48,-71.70,0.47,25.75,0,53,-103.19,59,-104.66,61,-110.23,54,-112.90,65,-116.74,66,-116.84,3423.19,2900.00,1.50,2,20,0.05,NLOS,120.23,-0.12,-99.88,-72.10,4.49,38.58,0,19,-107.40,26,-109.11,15,-112.99,13,-114.97,27,-117.33,34,-121.43
167,2800.00,2971.94,1.50,3,13,0.21,LOS,81.75,1.63,-63.16,-35.38,38.47,56.75,0,6,-102.50,7,-114.33,20,-114.47,14,-114.63,26,-117.81,19,-120.37,3225.05,5100.00,1.50,2,14,0.01,LOS,115.69,-6.53,-88.94,-61.16,17.94,52.93,0,22,-97.49,15,-108.47,13,-112.82,23,-115.62,28,-116.05,16,-117.22,3800.00,2567.44,1.50,3,19,0.06,NLOS,118.66,-16.14,-82.30,-54.52,21.13,55.68,0,26,-106.16,27,-109.30,13,-113.44,20,-114.12,40,-119.32,34,-119.88,7732.91,3900.00,1.50,0,53,0.03,NLOS,125.79,-5.51,-100.06,-72.28,2.88,25.75,1,60,-104.18,61,-111.38,59,-113.92,58,-115.07,54,-115.13,47,-115.36,3412.47,2900.00,1.50,2,20,0.05,NLOS,120.33,-0.12,-99.99,-72.21,4.47,38.58,0,19,-107.46,26,-109.33,15,-112.95,13,-114.70,27,-117.44,34,-121.50
168,2800.00,2956.18,1.50,3,13,0.24,LOS,80.76,1.63,-62.17,-34.39,39.36,56.75,0,6,-102.34,7,-114.44,20,-114.61,14,-114.99,26,-117.80,19,-120.19,3210.35,5100.00,1.50,2,14,0.01,LOS,115.64,-2.08,-93.34,-65.56,18.54,52.93,0,22,-103.62,16,-111.38,23,-112.71,21,-114.80,9,-115.66,15,-119.21,3800.00,2551.97,1.50,3,19,0.06,NLOS,118.30,-16.14,-81.94,-54.16,21.71,55.68,0,26,-106.41,27,-109.50,13,-113.50,20,-114.44,40,-119.38,34,-119.99,7740.06,3900.00,1.50,0,53,0.03,NLOS,126.01,-5.51,-100.28,-72.50,2.48,25.75,0,60,-103.92,61,-111.35,59,-113.86,58,-115.06,54,-115.21,47,-115.45,3401.75,2900.00,1.50,2,20,0.05,NLOS,120.45,-0.12,-100.11,-72.32,4.43,38.58,0,19,-107.52,26,-109.54,15,-112.91,13,-114.43,27,-117.56,34,-121.57
169,2800.00,2940.42,1.50,3,13,0.29,LOS,79.69,3.98,-63.45,-35.66,40.47,56.75,0,20,-107.15,26,-109.74,19,-110.71,8,-114.00,14,-114.23,6,-114.81,3195.65,5100.00,1.50,2,14,0.01,LOS,115.58,-2.08,-93.29,-65.50,18.57,52.93,0,22,-104.38,16,-111.02,23,-112.82,21,-114.88,9,-115.45,15,-118.98,3800.00,2536.51,1.50,3,19,0.06,NLOS,117.97,-4.62,-93.13,-65.35,11.69,55.68,0,26,-106.79,14,-111.18,20,-117.60,13,-120.70,27,-120.91,8,-121.13,7747.21,3900.00,1.50,0,53,0.03,NLOS,126.22,-5.51,-100.49,-72.71,2.08,25.75,0,60,-103.67,61,-111.33,59,-113.79,58,-115.04,54,-115.30,47,-115.54,3408.96,2900.00,1.50,0,26,0.02,NLOS,133.92,-13.87,-99.83,-72.05,2.22,38.58,1,13,-100.42,19,-104.59,20,-108.46,14,-108.47,27,-110.57,33,-114.56
170,2800.00,2924.66,1.50,3,13,0.34,LOS,78.52,3.98,-62.28,-34.50,41.70,56.75,0,20,-107.29,26,-109.73,19,-110.52,8,-114.15,14,-114.58,6,-114.66,3180.94,5100.00,1.50,2,14,0.01,LOS,115.53,1.84,-97.15,-69.37,8.13,52.93,0,22,-94.24,16,-107.63,8,-108.52,10,-108.82,15,-109.52,7,-114.84,3800.00,2521.04,1.50,3,19,0.06,NLOS,117.65,-4.62,-92.82,-65.03,12.23,55.68,0,26,-107.06,14,-111.31,20,-117.90,13,-120.77,27,-121.10,8,-121.20,7754.37,3900.00,1.50,0,53,0.03,NLOS,126.43,-5.51,-100.70,-72.92,1.68,25.75,0,60,-103.41,61,-111.30,59,-113.72,58,-115.03,54,-115.39,47,-115.64,3419.68,2900.00,1.50,0,26,0.02,NLOS,133.70,-13.87,-99.62,-71.83,2.35,38.58,0,13,-100.69,19,-104.53,20,-108.35,14,-108.58,27,-110.46,33,-114.45
171,2800.00,2908.89,1.50,3,13,0.40,LOS,77.26,3.49,-60.53,-32.74,47.87,56.75,0,19,-112.28,20,-115.00,7,-116.01,21,-118.56,8,-118.93,1,-120.68,3166.24,5100.00,1.50,2,14,0.01,LOS,115.48,1.84,-97.10,-69.32,8.03,52.93,0,22,-94.94,16,-107.27,8,-108.39,10,-108.67,15,-109.29,7,-114.78,3800.00,2505.57,1.50,3,19,0.06,NLOS,117.37,-5.63,-91.52,-63.74,8.72,55.68,0,26,-100.70,20,-113.58,27,-116.34,13,-118.80,32,-119.03,0,-119.66,7761.52,3900.00,1.50,0,53,0.03,NLOS,126.63,-12.25,-94.16,-66.38,3.90,25.75,0,60,-98.94,66,-103.11,59,-108.03,54,-109.56,67,-116.67,58,-117.80,3430.39,2900.00,1.50,0,26,0.02,NLOS,133.48,-13.87,-99.40,-71.62,2.50,38.58,0,13,-100.95,19,-104.48,20,-108.25,14,-108.69,27,-110.34,33,-114.34
172,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3151.53,5100.00,1.50,2,22,0.05,NLOS,119.62,-7.26,-92.14,-64.36,6.24,52.93,1,16,-99.11,14,-99.34,21,-110.71,15,-111.02,23,-113.11,8,-114.27,3809.90,2500.00,1.50,0,19,0.06,NLOS,117.77,-5.63,-91.92,-64.14,8.21,55.68,0,26,-100.56,20,-113.76,27,-116.36,32,-118.88,13,-118.97,0,-119.73,7768.67,3900.00,1.50,0,53,0.03,NLOS,126.84,-12.25,-94.37,-66.59,3.49,25.75,0,60,-98.68,66,-102.99,59,-107.97,54,-109.65,67,-116.58,58,-117.79,3441.11,2900.00,1.50,0,19,0.04,NLOS,125.11,-3.74,-101.15,-73.36,0.23,38.58,1,20,-105.52,26,-107.39,13,-108.26,27,-112.26,14,-113.23,7,-117.13
173,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3136.83,5100.00,1.50,2,22,0.05,NLOS,120.26,-7.26,-92.79,-65.01,5.28,52.93,0,16,-98.74,14,-99.29,21,-110.79,15,-110.80,23,-113.23,8,-114.14,3825.36,2500.00,1.50,0,19,0.06,NLOS,118.52,-6.37,-91.93,-64.15,11.66,55.68,0,26,-103.99,32,-112.38,14,-117.86,13,-121.62,33,-122.13,8,-122.95,7775.82,3900.00,1.50,0,53,0.03,NLOS,127.04,-12.25,-94.57,-66.79,3.07,25.75,0,60,-98.42,66,-102.87,59,-107.91,54,-109.74,67,-116.50,58,-117.78,3451.82,2900.00,1.50,0,19,0.04,NLOS,125.07,-3.74,-101.11,-73.33,0.23,38.58,0,20,-105.45,26,-107.17,13,-108.52,27,-112.14,14,-113.34,7,-117.24
174,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3122.13,5100.00,1.50,2,14,0.01,LOS,115.34,2.45,-97.57,-69.79,9.41,52.93,1,22,-102.61,16,-105.53,15,-110.31,13,-112.69,23,-113.54,21,-113.90,3840.83,2500.00,1.50,0,19,0.05,NLOS,119.24,-6.37,-92.65,-64.87,10.60,55.68,0,26,-103.61,32,-112.16,14,-117.97,13,-121.84,33,-121.98,8,-123.02,7782.98,3900.00,1.50,0,53,0.03,NLOS,127.24,-12.25,-94.77,-66.99,2.65,25.75,0,60,-98.17,66,-102.75,59,-107.85,54,-109.82,67,-116.41,58,-117.77,3462.54,2900.00,1.50,0,19,0.04,NLOS,125.04,-3.74,-101.08,-73.29,0.22,38.58,0,20,-105.40,26,-106.94,13,-108.77,27,-112.03,14,-113.46,7,-117.36
175,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3107.42,5100.00,1.50,2,14,0.01,LOS,115.29,2.45,-97.53,-69.74,9.36,52.93,0,22,-103.21,16,-105.16,15,-110.09,13,-112.67,23,-113.67,21,-113.99,3856.30,2500.00,1.50,0,26,0.04,NLOS,125.62,-6.14,-99.26,-71.48,5.89,55.68,1,19,-105.92,34,-113.12,13,-115.62,27,-117.51,39,-117.60,33,-118.69,7790.13,3900.00,1.50,0,60,0.06,NLOS,117.20,3.28,-100.26,-72.48,-1.40,25.75,1,54,-100.92,59,-106.04,53,-107.10,52,-112.38,47,-116.01,66,-116.56,3473.26,2900.00,1.50,0,19,0.04,NLOS,125.01,-6.15,-98.64,-70.86,-0.38,38.58,0,20,-98.83,26,-112.54,27,-112.72,13,-112.72,14,-120.21,28,-120.54
176,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3092.72,5100.00,1.50,2,14,0.01,LOS,115.25,-10.63,-84.40,-56.62,15.55,52.93,0,22,-98.69,15,-100.12,16,-102.38,8,-117.02,23,-117.38,29,-117.44,3871.77,2500.00,1.50,0,26,0.04,NLOS,125.23,-6.14,-98.87,-71.09,6.82,55.68,0,19,-106.59,34,-113.04,13,-115.84,27,-117.45,39,-117.47,33,-118.53,7797.28,3900.00,1.50,0,60,0.07,NLOS,116.95,3.28,-100.01,-72.22,-1.08,25.75,0,54,-101.01,59,-105.99,53,-107.30,52,-112.43,47,-116.10,66,-116.44,3483.97,2900.00,1.50,0,19,0.04,NLOS,125.00,-6.15,-98.63,-70.84,-0.40,38.58,0,20,-98.80,26,-112.31,27,-112.60,13,-112.96,14,-120.32,28,-120.50
177,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3078.02,5100.00,1.50,2,14,0.01,LOS,115.21,-10.63,-84.36,-56.58,15.38,52.93,0,22,-99.26,15,-99.91,16,-102.01,8,-116.89,23,-117.52,29,-117.64,3887.24,2500.00,1.50,0,19,0.05,NLOS,121.26,1.67,-102.71,-74.92,8.09,55.68,1,32,-109.89,20,-113.31,34,-117.37,13,-118.51,26,-119.24,39,-123.30,7795.56,3900.00,1.50,2,60,0.06,NLOS,117.01,3.28,-100.07,-72.29,-1.16,25.75,0,54,-100.99,59,-106.00,53,-107.25,52,-112.42,47,-116.08,66,-116.47,3494.69,2900.00,1.50,0,19,0.04,NLOS,124.99,-6.15,-98.62,-70.84,-0.41,38.58,0,20,-98.79,26,-112.07,27,-112.49,13,-113.21,14,-120.43,28,-120.46
178,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3063.31,5100.00,1.50,2,14,0.01,LOS,115.17,-3.41,-91.54,-63.76,17.16,52.93,0,22,-100.89,15,-109.86,9,-111.42,16,-112.34,24,-113.01,30,-114.17,3902.70,2500.00,1.50,0,19,0.04,NLOS,121.88,1.67,-103.33,-75.55,7.52,55.68,0,32,-109.65,20,-113.45,34,-117.29,13,-118.72,26,-118.85,39,-123.16,7788.41,3900.00,1.50,2,60,0.06,NLOS,117.27,3.28,-100.32,-72.54,-1.48,25.75,0,54,-100.90,59,-106.06,53,-107.05,52,-112.37,47,-115.99,66,-116.59,3505.40,2900.00,1.50,0,20,0.05,NLOS,119.87,-5.30,-94.35,-66.56,5.76,38.58,1,26,-103.35,19,-104.57,13,-110.23,21,-112.42,32,-119.81,28,-120.60
179,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3048.61,5100.00,1.50,2,14,0.01,LOS,115.13,-3.41,-91.50,-63.72,17.04,52.93,0,22,-101.43,15,-109.66,9,-111.19,16,-111.96,24,-113.05,30,-114.27,3918.17,2500.00,1.50,0,26,0.04,NLOS,124.06,-3.49,-100.36,-72.57,2.98,55.68,1,19,-104.06,20,-113.10,28,-116.60,13,-120.03,35,-120.75,27,-121.23,7781.26,3900.00,1.50,2,60,0.06,NLOS,117.52,3.28,-100.58,-72.80,-1.81,25.75,0,54,-100.81,59,-106.11,53,-106.86,52,-112.33,47,-115.90,66,-116.71,3516.12,2900.00,1.50,0,20,0.05,NLOS,119.88,-5.30,-94.36,-66.58,5.65,38.58,0,26,-103.10,19,-104.58,13,-110.46,21,-112.42,32,-119.70,28,-120.56
180,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3033.90,5100.00,1.50,2,14,0.01,LOS,115.09,-7.44,-87.44,-59.66,11.28,52.93,0,16,-98.04,15,-98.89,22,-106.54,9,-113.04,21,-114.50,11,-118.41,3933.64,2500.00,1.50,0,26,0.04,NLOS,123.67,-3.49,-99.97,-72.18,3.87,55.68,0,19,-104.64,20,-113.24,28,-116.58,13,-120.24,35,-120.72,32,-121.12,7774.10,3900.00,1.50,2,60,0.06,NLOS,117.78,-1.78,-95.78,-68.00,-0.09,25.75,0,53,-95.96,54,-110.76,67,-114.75,68,-116.96,59,-117.55,61,-119.47,3526.84,2900.00,1.50,0,20,0.05,NLOS,119.91,-5.30,-94.39,-66.61,5.53,38.58,0,26,-102.86,19,-104.59,13,-110.70,21,-112.43,32,-119.59,28,-120.52
181,2800.00,2900.00,1.50,1,13,0.43,LOS,76.51,3.49,-59.78,-32.00,48.62,0.00,0,19,-112.18,20,-115.09,7,-116.08,21,-118.65,8,-119.01,1,-120.72,3019.20,5100.00,1.50,2,14,0.01,LOS,115.06,-7.44,-87.40,-59.62,11.13,52.93,0,16,-97.67,15,-98.70,22,-107.04,9,-112.80,21,-114.60,11,-118.34,3949.11,2500.00,1.50,0,26,0.04,NLOS,123.28,1.62,-104.68,-76.90,-0.93,55.68,0,19,-104.26,13,-110.96,6,-113.53,32,-118.70,20,-119.06,8,-119.57,7766.95,3900.00,1.50,2,60,0.06,NLOS,118.04,-1.78,-96.04,-68.26,-0.54,25.75,0,53,-95.75,54,-110.67,67,-114.83,68,-116.99,59,-117.61,61,-119.49,3537.55,2900.00,1.50,0,20,0.05,NLOS,119.95,-6.00,-93.73,-65.95,8.41,38.58,0,19,-105.32,13,-107.24,14,-111.51,27,-115.56,21,-117.11,0,-118.93
182,2800.00,2907.88,1.50,1,13,0.40,LOS,77.17,3.49,-60.44,-32.66,47.96,28.37,0,19,-112.27,20,-115.01,7,-116.02,21,-118.57,8,-118.94,1,-120.69,3004.50,5100.00,1.50,2,14,0.01,LOS,115.03,4.66,-99.47,-71.68,0.75,52.93,0,15,-100.42,16,-102.37,22,-109.14,17,-110.09,9,-114.62,28,-115.69,3964.57,2500.00,1.50,0,26,0.04,NLOS,122.89,1.62,-104.30,-76.52,-0.07,55.68,0,19,-104.80,13,-111.16,6,-113.67,32,-118.45,20,-119.21,8,-119.65,7759.80,3900.00,1.50,2,60,0.06,NLOS,118.30,-1.78,-96.30,-68.52,-0.99,25.75,0,53,-95.55,54,-110.58,67,-114.92,68,-117.03,59,-117.67,61,-119.51,3548.27,2900.00,1.50,0,20,0.05,NLOS,120.01,-6.00,-93.79,-66.01,8.45,38.58,0,19,-105.35,13,-107.47,14,-111.63,27,-115.45,21,-117.11,0,-119.01
183,2800.00,2923.64,1.50,1,13,0.34,LOS,78.44,-3.43,-54.79,-27.01,47.35,56.75,0,20,-105.12,6,-107.99,19,-112.03,14,-113.38,7,-115.39,1,-119.16,3010.21,5100.00,1.50,0,14,0.01,LOS,115.04,4.66,-99.48,-71.70,0.80,52.93,0,15,-100.50,16,-102.51,22,-108.95,17,-110.11,9,-114.71,28,-115.63,3980.04,2500.00,1.50,0,19,0.04,NLOS,124.71,-10.41,-94.08,-66.30,8.78,55.68,1,26,-103.39,32,-113.22,20,-114.17,15,-115.26,33,-116.95,28,-117.68,7752.64,3900.00,1.50,2,60,0.06,NLOS,118.56,-1.78,-96.56,-68.78,-1.44,25.75,0,53,-95.34,54,-110.50,67,-115.00,68,-117.07,59,-117.74,61,-119.53,3558.98,2900.00,1.50,0,20,0.05,NLOS,120.08,-6.00,-93.86,-66.08,8.47,38.58,0,19,-105.39,13,-107.70,14,-111.74,27,-115.33,21,-117.12,0,-119.08
