Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
71,2465.07,2900.00,1.50,2,13,0.07,LOS,88.30,-1.98,-66.10,-38.32,39.18,56.75,0,6,-109.05,7,-112.36,14,-112.59,8,-113.28,21,-117.21,20,-123.22,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4163.49,2900.00,1.50,0,26,0.32,NLOS,99.46,-11.95,-67.29,-39.51,40.91,55.68,0,32,-113.21,27,-113.59,19,-114.28,39,-114.96,15,-117.46,34,-117.47,7600.00,3984.98,1.50,3,60,0.04,NLOS,122.38,-9.81,-92.35,-64.57,5.48,25.75,0,53,-98.24,54,-111.90,47,-113.06,59,-113.37,61,-115.72,55,-116.83,3069.65,2700.00,1.50,0,13,0.06,NLOS,118.87,-0.16,-98.50,-70.72,-2.15,38.58,0,19,-97.74,6,-105.92,20,-106.56,14,-110.06,7,-112.49,21,-113.84
72,2449.31,2900.00,1.50,2,13,0.07,LOS,88.79,-1.98,-66.59,-38.81,38.52,56.75,0,6,-108.78,7,-112.01,14,-112.70,8,-113.21,21,-117.32,20,-123.45,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4178.96,2900.00,1.50,0,26,0.36,NLOS,97.58,4.01,-81.36,-53.58,22.03,55.68,0,20,-107.04,27,-109.60,32,-109.84,40,-117.39,19,-117.55,14,-117.94,7600.00,3977.82,1.50,3,60,0.04,NLOS,122.48,-5.34,-96.92,-69.14,2.42,25.75,0,53,-100.50,59,-108.07,54,-110.38,47,-114.49,46,-116.65,52,-117.74,3080.37,2700.00,1.50,0,13,0.05,NLOS,119.35,1.54,-100.67,-72.88,0.36,38.58,0,20,-105.68,19,-105.90,14,-109.19,7,-109.35,6,-117.21,27,-118.94
73,2433.55,2900.00,1.50,2,13,0.06,LOS,89.32,-2.38,-66.73,-38.94,32.25,56.75,0,7,-100.72,6,-106.27,20,-108.77,27,-114.68,14,-116.44,19,-118.46,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4194.43,2900.00,1.50,0,26,0.41,NLOS,95.69,4.01,-79.48,-51.70,23.98,55.68,0,20,-107.34,27,-109.58,32,-109.61,40,-117.26,19,-117.80,14,-118.08,7600.00,3970.67,1.50,3,60,0.04,NLOS,122.58,-5.34,-97.02,-69.24,2.18,25.75,0,53,-100.33,59,-107.94,54,-110.53,47,-114.50,46,-116.60,52,-117.64,3091.09,2700.00,1.50,0,13,0.05,NLOS,119.81,1.54,-101.13,-73.35,-0.22,38.58,0,20,-105.53,19,-105.61,14,-109.25,7,-109.48,6,-117.36,27,-118.85
74,2417.79,2900.00,1.50,2,13,0.06,LOS,90.13,-2.38,-67.53,-39.75,31.18,56.75,0,7,-100.36,6,-106.01,20,-108.99,27,-114.80,14,-116.56,19,-118.66,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4200.00,2890.10,1.50,3,26,0.47,NLOS,93.52,10.32,-83.62,-55.84,21.54,55.68,0,27,-107.78,33,-112.48,20,-114.88,21,-116.24,39,-116.37,32,-117.04,7600.00,3963.52,1.50,3,60,0.04,NLOS,122.69,-5.34,-97.13,-69.35,1.94,25.75,0,53,-100.17,59,-107.81,54,-110.68,47,-114.52,46,-116.55,52,-117.54,3101.80,2700.00,1.50,0,13,0.05,NLOS,120.27,1.54,-101.58,-73.80,-0.80,38.58,0,19,-105.32,20,-105.38,14,-109.30,7,-109.61,6,-117.52,27,-118.76
75,2402.02,2900.00,1.50,2,13,0.05,LOS,90.91,0.08,-70.77,-42.99,31.89,56.75,0,7,-105.92,6,-107.50,14,-111.92,15,-114.17,2,-115.49,20,-116.01,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4200.00,2874.64,1.50,3,26,0.54,NLOS,91.18,10.32,-81.28,-53.50,24.09,55.68,0,27,-108.10,33,-112.60,20,-115.04,39,-116.36,21,-116.40,32,-116.90,7600.00,3956.36,1.50,3,60,0.04,NLOS,122.80,-5.34,-97.24,-69.46,1.69,25.75,0,53,-100.00,59,-107.68,54,-110.83,47,-114.54,46,-116.50,52,-117.44,3112.52,2700.00,1.50,0,13,0.05,NLOS,120.71,8.97,-109.46,-81.68,-1.64,38.58,0,19,-109.58,26,-112.28,14,-116.04,7,-117.94,21,-118.09,20,-121.61
76,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4200.00,2859.17,1.50,3,26,0.60,NLOS,89.14,5.52,-74.44,-46.66,21.64,55.68,0,19,-96.51,20,-109.24,34,-110.58,33,-112.23,32,-115.68,27,-117.86,7600.00,3949.21,1.50,3,53,0.04,NLOS,122.47,-5.07,-97.18,-69.40,2.67,25.75,1,54,-102.57,47,-104.84,60,-108.93,66,-111.37,62,-113.73,41,-117.85,3123.23,2700.00,1.50,0,13,0.05,NLOS,121.15,8.97,-109.90,-82.11,-2.26,38.58,0,19,-109.29,26,-112.12,14,-116.10,21,-118.05,7,-118.07,20,-121.46
77,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5100.00,1.50,3,15,0.03,NLOS,130.70,-13.59,-96.88,-69.10,0.86,0.00,0,14,-100.47,22,-102.23,16,-108.97,23,-111.79,9,-114.17,30,-117.27,4200.00,2843.70,1.50,3,26,0.64,NLOS,87.86,5.52,-73.16,-45.38,22.78,55.68,0,19,-96.34,20,-109.40,34,-110.73,33,-112.37,32,-115.54,27,-118.17,7600.00,3942.06,1.50,3,53,0.04,NLOS,122.30,-5.07,-97.02,-69.24,2.93,25.75,0,54,-102.72,47,-104.85,60,-109.05,66,-111.35,62,-113.79,41,-117.87,3133.95,2700.00,1.50,0,13,0.05,NLOS,121.57,8.97,-110.32,-82.54,-2.87,38.58,0,19,-108.99,26,-111.96,14,-116.16,21,-118.02,7,-118.19,20,-121.31
78,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5092.65,1.50,3,15,0.03,NLOS,130.56,-13.59,-96.75,-68.97,0.92,26.47,0,14,-100.39,22,-102.11,16,-109.10,23,-111.93,9,-114.16,30,-117.33,4200.00,2828.23,1.50,3,26,0.65,NLOS,87.77,-4.00,-63.56,-35.78,41.55,55.68,0,19,-107.58,33,-112.15,32,-112.59,14,-115.45,39,-119.56,13,-119.59,7600.00,3934.90,1.50,3,53,0.04,NLOS,122.14,-5.07,-96.86,-69.07,3.19,25.75,0,54,-102.86,47,-104.87,60,-109.17,66,-111.33,62,-113.85,41,-117.89,3144.67,2700.00,1.50,0,13,0.04,NLOS,121.99,-3.14,-98.63,-70.85,-2.42,38.58,0,19,-96.73,20,-106.11,28,-116.17,21,-118.54,26,-119.27,14,-119.85
79,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5077.94,1.50,3,14,0.01,LOS,115.35,0.02,-95.15,-67.37,10.46,52.93,1,22,-103.68,15,-106.81,16,-108.60,28,-112.61,23,-113.87,8,-114.22,4200.00,2812.76,1.50,3,26,0.61,NLOS,88.92,-4.00,-64.70,-36.92,40.32,55.68,0,19,-107.41,33,-112.29,32,-112.46,14,-115.53,39,-119.56,13,-119.60,7600.00,3927.75,1.50,3,53,0.04,NLOS,121.98,-5.07,-96.70,-68.92,3.44,25.75,0,54,-103.01,47,-104.89,60,-109.29,66,-111.31,62,-113.91,41,-117.91,3155.38,2700.00,1.50,0,13,0.04,NLOS,122.39,-3.14,-99.03,-71.25,-3.11,38.58,0,19,-96.43,20,-105.97,28,-116.13,21,-118.51,26,-119.11,14,-119.91
80,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5063.24,1.50,3,14,0.01,LOS,115.18,0.02,-94.98,-67.20,10.39,52.93,0,22,-103.50,15,-106.53,16,-108.87,28,-112.52,8,-114.12,23,-114.15,4200.00,2797.30,1.50,3,26,0.55,NLOS,90.89,-6.44,-64.22,-36.44,41.76,55.68,0,33,-107.68,20,-114.73,27,-114.76,45,-116.19,13,-120.06,14,-120.52,7600.00,3920.60,1.50,3,53,0.04,NLOS,121.83,-6.29,-95.32,-67.54,8.57,25.75,0,60,-107.36,54,-109.75,61,-110.16,47,-111.60,65,-114.81,46,-115.04,3166.10,2700.00,1.50,0,19,0.04,NLOS,123.18,-6.83,-96.13,-68.35,2.30,38.58,1,13,-99.43,20,-105.82,28,-116.08,21,-118.49,26,-118.95,14,-119.98
81,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5048.54,1.50,3,14,0.01,LOS,115.01,-1.20,-93.59,-65.81,16.70,52.93,0,22,-99.23,23,-107.04,16,-111.30,28,-111.58,21,-112.88,11,-115.58,4200.00,2781.83,1.50,3,26,0.48,NLOS,93.20,-6.44,-66.54,-38.76,39.60,55.68,0,33,-107.82,20,-114.91,27,-115.05,45,-116.17,13,-120.07,14,-120.60,7600.00,3913.45,1.50,3,53,0.05,NLOS,121.67,-6.29,-95.17,-67.39,8.82,25.75,0,60,-107.49,54,-109.89,61,-110.26,47,-111.62,65,-114.76,46,-114.99,3176.81,2700.00,1.50,0,19,0.04,NLOS,122.88,-4.16,-98.50,-70.72,3.10,38.58,0,20,-103.20,13,-110.76,26,-110.98,15,-115.89,14,-116.39,7,-117.21
82,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5033.83,1.50,3,14,0.01,LOS,114.84,-1.20,-93.42,-65.64,16.66,52.93,0,22,-99.11,23,-107.30,28,-111.49,16,-111.58,21,-112.63,11,-115.68,4200.00,2766.36,1.50,3,26,0.42,NLOS,95.56,3.90,-79.24,-51.46,25.70,55.68,0,33,-106.75,14,-110.59,27,-113.94,19,-114.11,20,-117.65,39,-117.83,7600.00,3906.29,1.50,3,53,0.05,NLOS,121.52,-6.29,-95.01,-67.23,9.06,25.75,0,60,-107.62,54,-110.04,61,-110.36,47,-111.65,65,-114.71,46,-114.95,3187.53,2700.00,1.50,0,19,0.04,NLOS,122.57,-4.16,-98.20,-70.42,3.34,38.58,0,20,-103.07,26,-110.81,13,-111.15,15,-115.91,14,-116.45,7,-117.33
83,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5019.13,1.50,3,14,0.01,LOS,114.67,-2.16,-92.28,-64.50,16.86,52.93,0,22,-100.63,9,-110.48,10,-111.07,16,-111.86,15,-112.05,29,-112.75,4200.00,2750.89,1.50,3,26,0.36,NLOS,97.82,3.90,-81.50,-53.72,23.57,55.68,0,33,-106.90,14,-110.67,19,-113.96,27,-114.22,20,-117.83,39,-117.83,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3198.25,2700.00,1.50,0,19,0.04,NLOS,122.27,-4.16,-97.89,-70.11,3.57,38.58,0,20,-102.93,26,-110.64,13,-111.52,15,-115.93,14,-116.52,7,-117.46
84,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,5004.43,1.50,3,14,0.01,LOS,114.49,-2.16,-92.11,-64.33,16.79,52.93,0,22,-100.59,9,-110.48,10,-111.16,15,-111.78,16,-112.13,29,-112.84,4200.00,2735.43,1.50,3,26,0.30,NLOS,99.92,-1.58,-78.12,-50.34,21.94,55.68,0,32,-102.27,20,-107.40,27,-107.94,19,-115.50,33,-118.72,46,-121.92,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2708.96,1.50,1,19,0.04,NLOS,122.47,-2.63,-99.62,-71.84,7.02,38.58,0,21,-107.73,13,-109.91,20,-111.20,14,-118.68,0,-119.54,27,-120.15
85,2400.00,2900.00,1.50,0,13,0.05,LOS,91.00,0.08,-70.87,-43.09,31.76,0.00,0,7,-105.88,6,-107.46,14,-111.94,15,-114.18,2,-115.48,20,-116.04,3200.00,4989.72,1.50,3,14,0.01,LOS,114.32,1.21,-95.31,-67.52,12.33,52.93,0,22,-95.93,16,-103.86,15,-109.76,21,-113.47,28,-114.23,29,-114.33,4200.00,2719.96,1.50,3,26,0.26,NLOS,101.85,-1.58,-80.06,-52.28,20.01,55.68,0,32,-102.16,20,-107.58,27,-108.20,19,-115.36,33,-118.87,46,-121.95,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2719.68,1.50,1,19,0.04,NLOS,122.78,-2.63,-99.92,-72.14,6.56,38.58,0,21,-107.61,13,-109.81,20,-110.95,14,-118.53,0,-119.53,27,-120.06
86,2407.88,2900.00,1.50,0,13,0.06,LOS,90.62,0.08,-70.49,-42.70,32.26,28.37,0,7,-106.06,6,-107.59,14,-111.88,15,-114.16,2,-115.51,20,-115.93,3200.00,4975.02,1.50,3,14,0.01,LOS,114.14,1.21,-95.13,-67.35,12.26,52.93,0,22,-95.98,16,-104.14,15,-109.49,21,-113.21,28,-114.15,29,-114.42,4200.00,2704.49,1.50,3,26,0.22,NLOS,103.63,-1.41,-82.00,-54.22,23.67,55.68,0,19,-107.61,20,-113.40,33,-115.52,28,-118.61,34,-120.39,27,-120.80,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2730.39,1.50,1,19,0.04,NLOS,123.08,-2.63,-100.23,-72.44,6.11,38.58,0,21,-107.49,13,-109.72,20,-110.69,14,-118.37,0,-119.53,27,-119.98
87,2423.64,2900.00,1.50,0,13,0.06,LOS,89.84,8.30,-77.92,-50.14,30.02,56.75,0,7,-111.54,15,-112.38,14,-114.36,6,-115.45,21,-116.27,2,-118.74,3200.00,4960.31,1.50,3,14,0.01,LOS,113.96,-0.03,-93.71,-65.93,11.96,52.93,0,22,-101.80,15,-106.90,21,-112.67,10,-115.29,23,-116.65,16,-118.08,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2741.11,1.50,1,20,0.03,NLOS,128.32,-1.17,-106.93,-79.15,-0.12,38.58,1,13,-109.36,19,-112.86,26,-116.73,33,-118.84,34,-119.68,14,-120.78
88,2439.41,2900.00,1.50,0,13,0.06,LOS,89.08,8.30,-77.17,-49.38,30.93,56.75,0,7,-111.90,15,-112.35,14,-114.25,6,-115.72,21,-116.16,2,-118.82,3200.00,4945.61,1.50,3,14,0.01,LOS,113.78,-0.03,-93.53,-65.75,11.88,52.93,0,22,-101.92,15,-106.63,21,-112.41,10,-115.39,23,-116.89,16,-118.36,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2751.82,1.50,1,20,0.03,NLOS,128.06,-1.17,-106.67,-78.89,0.16,38.58,0,13,-109.28,19,-113.16,26,-116.72,33,-118.81,34,-119.64,14,-120.62
89,2455.17,2900.00,1.50,0,13,0.07,LOS,88.61,2.17,-70.56,-42.77,30.98,56.75,0,14,-104.95,6,-107.09,7,-109.18,19,-114.02,9,-114.97,26,-115.66,3200.00,4930.91,1.50,3,14,0.01,LOS,113.60,5.15,-98.53,-70.75,8.85,52.93,0,22,-103.36,21,-110.50,8,-112.18,28,-113.19,27,-118.39,17,-118.44,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2762.54,1.50,1,20,0.03,NLOS,127.79,-1.17,-106.40,-78.62,0.44,38.58,0,13,-109.22,19,-113.46,26,-116.70,33,-118.79,34,-119.59,14,-120.46
90,2470.93,2900.00,1.50,0,13,0.07,LOS,88.11,2.17,-70.06,-42.28,31.54,56.75,0,14,-104.85,6,-107.36,7,-109.54,19,-113.81,9,-115.00,26,-115.51,3200.00,4916.20,1.50,3,14,0.01,LOS,113.41,5.15,-98.34,-70.56,8.84,52.93,0,22,-103.56,21,-110.22,8,-112.09,28,-113.12,27,-118.27,7,-118.60,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2773.26,1.50,1,13,0.04,NLOS,123.43,-0.68,-102.53,-74.75,3.57,38.58,1,19,-107.56,26,-113.23,6,-115.58,14,-116.42,33,-121.94,27,-121.97
91,2486.70,2900.00,1.50,0,13,0.08,LOS,87.59,5.38,-72.75,-44.97,32.35,56.75,0,6,-108.14,7,-109.42,15,-115.59,21,-116.08,20,-117.36,19,-118.57,3200.00,4901.50,1.50,3,14,0.01,LOS,113.23,-0.94,-92.07,-64.28,13.89,52.93,0,22,-100.85,21,-108.32,15,-110.51,16,-110.79,23,-111.61,29,-112.53,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2783.97,1.50,1,13,0.04,NLOS,123.38,-0.68,-102.48,-74.70,3.81,38.58,0,19,-107.86,26,-113.22,6,-115.62,14,-116.26,27,-121.88,33,-121.91
92,2502.46,2900.00,1.50,0,13,0.09,LOS,87.04,5.38,-72.20,-44.42,33.13,56.75,0,6,-108.41,7,-109.77,15,-115.57,21,-115.98,20,-117.13,19,-118.36,3186.80,4900.00,1.50,2,14,0.01,LOS,113.15,-0.94,-91.98,-64.20,13.88,52.93,0,22,-101.53,21,-108.39,15,-110.16,16,-110.61,23,-111.70,29,-112.71,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7600.00,3900.00,1.50,2,53,0.05,NLOS,121.39,-6.29,-94.88,-67.10,9.27,0.00,0,60,-107.73,54,-110.16,61,-110.44,47,-111.67,65,-114.66,46,-114.90,3200.00,2794.69,1.50,1,13,0.04,NLOS,123.34,-0.68,-102.44,-74.66,4.03,38.58,0,19,-108.15,26,-113.21,6,-115.67,14,-116.10,27,-121.80,33,-121.89
93,2518.22,2900.00,1.50,0,13,0.10,LOS,86.46,1.31,-67.55,-39.77,32.32,56.75,0,20,-102.93,7,-106.06,6,-108.14,19,-112.05,14,-113.09,21,-113.68,3172.09,4900.00,1.50,2,14,0.01,LOS,113.08,-4.09,-88.77,-60.99,9.61,52.93,0,22,-88.48,15,-98.46,29,-105.51,16,-106.22,23,-107.87,10,-116.68,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7596.42,3900.00,1.50,2,53,0.05,NLOS,121.26,-6.29,-94.75,-66.97,9.43,12.88,0,60,-107.84,54,-110.13,61,-110.46,47,-111.61,65,-114.69,46,-114.86,3200.00,2805.40,1.50,1,13,0.04,NLOS,123.31,-11.34,-91.74,-63.96,6.39,38.58,0,19,-102.14,14,-102.82,20,-104.23,28,-117.29,26,-117.72,6,-119.19
94,2533.98,2900.00,1.50,0,13,0.11,LOS,85.85,1.31,-66.94,-39.16,32.91,56.75,0,20,-102.69,7,-106.41,6,-108.41,19,-111.84,14,-113.01,21,-113.57,3157.39,4900.00,1.50,2,14,0.01,LOS,113.01,-4.09,-88.71,-60.93,9.31,52.93,0,22,-89.16,15,-98.10,29,-105.70,16,-106.00,23,-107.95,10,-116.55,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7589.27,3900.00,1.50,2,60,0.04,NLOS,124.10,-10.72,-93.16,-65.38,6.62,25.75,1,53,-102.80,59,-103.98,54,-112.38,67,-113.81,48,-116.68,65,-117.30,3200.00,2816.12,1.50,1,13,0.04,NLOS,123.29,-11.34,-91.72,-63.94,6.40,38.58,0,19,-102.43,14,-102.66,20,-103.95,28,-117.21,26,-117.72,6,-119.24
95,2549.75,2900.00,1.50,0,13,0.12,LOS,85.19,-3.20,-61.77,-33.99,41.61,56.75,0,14,-106.49,7,-107.41,0,-115.70,6,-116.52,26,-116.80,20,-119.15,3142.68,4900.00,1.50,2,22,0.05,NLOS,120.01,-3.21,-96.58,-68.80,9.56,52.93,1,14,-99.77,15,-107.35,9,-108.87,17,-113.39,20,-114.33,29,-116.94,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7582.12,3900.00,1.50,2,60,0.04,NLOS,124.33,-10.72,-93.38,-65.60,6.30,25.75,0,53,-102.54,59,-104.07,54,-112.31,67,-113.89,48,-116.62,65,-117.36,3200.00,2826.84,1.50,1,13,0.04,NLOS,123.27,-11.34,-91.71,-63.93,6.38,38.58,0,14,-102.49,19,-102.71,20,-103.67,28,-117.14,26,-117.72,6,-119.29
96,2565.51,2900.00,1.50,0,13,0.13,LOS,84.50,-3.20,-61.08,-33.30,42.39,56.75,0,14,-106.42,7,-107.75,0,-115.90,26,-116.64,6,-116.79,20,-118.90,3127.98,4900.00,1.50,2,22,0.05,NLOS,120.64,-3.21,-97.21,-69.43,8.64,52.93,0,14,-99.70,15,-106.98,9,-108.66,17,-113.35,20,-114.36,16,-116.93,4200.00,2700.00,1.50,2,26,0.21,NLOS,104.12,-1.41,-82.49,-54.71,23.17,0.00,0,19,-107.57,20,-113.45,33,-115.57,28,-118.65,34,-120.43,27,-120.88,7574.96,3900.00,1.50,2,60,0.04,NLOS,124.55,-10.72,-93.60,-65.82,5.97,25.75,0,53,-102.27,59,-104.16,54,-112.24,67,-113.97,48,-116.57,65,-117.42,3200.00,2837.55,1.50,1,13,0.04,NLOS,123.27,3.58,-106.63,-78.85,-2.12,38.58,0,20,-106.64,19,-110.98,26,-111.43,14,-114.29,27,-114.39,7,-121.14
