Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
23,5200.00,2900.00,20.00,0,39,0.13,NLOS,115.67,-5.71,-59.96,2.31,0.00,0,33,-65.37,32,-67.58,40,-76.14,26,-82.20,27,-87.64
24,5200.00,2900.00,20.00,0,39,0.13,NLOS,115.67,-5.71,-59.96,2.31,0.00,0,33,-65.37,32,-67.58,40,-76.14,26,-82.20,27,-87.64
25,5200.00,2900.00,20.00,0,39,0.13,NLOS,115.67,-5.71,-59.96,2.31,0.00,0,33,-65.37,32,-67.58,40,-76.14,26,-82.20,27,-87.64
26,5224.80,2900.00,20.00,0,32,0.14,NLOS,115.44,-2.63,-62.82,-1.03,29.76,1,33,-66.26,39,-66.53,34,-79.01,40,-79.77,26,-84.37
27,5274.39,2900.00,20.00,0,33,0.17,NLOS,112.49,-2.34,-60.15,3.47,59.52,1,39,-67.81,32,-71.48,40,-72.79,34,-80.82,26,-82.23
28,5323.99,2900.00,20.00,0,39,0.18,NLOS,111.42,-8.20,-53.21,2.98,59.52,1,33,-56.95,32,-70.89,26,-71.30,40,-72.16,46,-72.58
29,5373.59,2900.00,20.00,0,39,0.21,NLOS,109.37,-5.88,-53.49,11.90,59.52,0,33,-70.58,40,-72.27,32,-74.80,26,-77.38,46,-80.56
30,5400.00,2923.18,20.00,1,39,0.22,NLOS,108.41,0.09,-58.50,-3.77,59.52,0,33,-56.23,32,-61.99,40,-71.07,46,-71.86,26,-79.87
31,5400.00,2972.78,20.00,1,40,0.06,NLOS,122.08,-17.85,-54.23,-0.49,59.52,1,33,-54.82,32,-63.86,39,-66.36,26,-69.38,46,-81.37
32,5400.00,3022.38,20.00,1,39,0.20,NLOS,110.02,-9.06,-50.96,11.31,59.52,1,46,-65.38,40,-70.68,32,-72.52,33,-73.39,26,-77.29
33,5400.00,3071.97,20.00,1,39,0.19,NLOS,111.09,4.54,-65.62,-2.99,59.52,0,33,-65.72,32,-72.46,46,-73.31,40,-75.02,34,-80.00
34,5378.43,3100.00,20.00,2,39,0.17,NLOS,112.39,-5.10,-57.29,5.95,59.52,0,40,-68.44,33,-69.58,46,-77.09,34,-78.11,32,-78.84
35,5328.83,3100.00,20.00,2,39,0.16,NLOS,113.86,-4.95,-58.91,2.64,59.52,0,32,-65.72,33,-69.55,26,-71.58,40,-71.92,34,-79.36
36,5279.24,3100.00,20.00,2,33,0.24,NLOS,106.67,-9.31,-47.36,10.95,59.52,1,40,-62.02,32,-63.90,39,-65.92,34,-74.38,26,-77.34
37,5229.64,3100.00,20.00,2,33,0.26,NLOS,104.37,-1.21,-53.16,-3.05,59.52,0,39,-50.33,26,-67.64,32,-74.85,40,-75.85,34,-76.77
38,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
39,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
40,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
41,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
42,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
43,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
44,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
45,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
46,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
47,5200.00,3100.00,20.00,3,33,0.27,NLOS,102.92,2.36,-55.28,6.09,0.00,0,39,-65.49,32,-68.12,34,-70.46,40,-73.14,26,-75.85
48,5200.00,3075.20,20.00,3,33,0.26,NLOS,103.96,2.36,-56.33,4.87,29.76,0,39,-65.20,32,-67.55,34,-70.85,40,-73.52,26,-75.74
49,5200.00,3025.61,20.00,3,33,0.24,NLOS,106.05,5.92,-61.97,-3.48,59.52,0,39,-60.90,34,-66.27,32,-70.84,40,-71.90,26,-74.38
50,5200.00,2976.01,20.00,3,32,0.11,NLOS,117.25,-14.45,-52.80,8.77,59.52,1,33,-64.64,34,-69.49,39,-71.75,26,-77.13,40,-79.73
51,5200.00,2926.41,20.00,3,32,0.13,NLOS,115.90,-6.83,-59.07,4.97,59.52,0,39,-68.75,33,-69.53,40,-72.90,26,-76.02,34,-79.41
52,5200.00,2923.18,20.00,1,32,0.13,NLOS,115.81,-6.83,-58.98,5.09,59.52,0,39,-68.73,33,-69.65,40,-72.94,26,-76.02,34,-79.45
53,5200.00,2972.78,20.00,1,32,0.12,NLOS,117.17,-6.47,-60.70,2.20,59.52,0,33,-64.69,34,-74.32,39,-74.60,26,-75.20,40,-78.20
54,5200.00,3022.38,20.00,1,33,0.24,NLOS,106.19,-3.99,-52.20,7.46,59.52,1,39,-60.82,32,-71.64,26,-71.84,34,-76.78,40,-78.61
55,5200.00,3071.97,20.00,1,33,0.26,NLOS,104.10,-4.94,-49.16,6.52,59.52,0,39,-56.18,40,-68.52,26,-72.82,32,-79.74,34,-83.44
56,5178.43,3100.00,20.00,2,33,0.29,NLOS,101.84,-2.77,-49.06,12.27,59.52,0,40,-66.26,39,-67.52,26,-69.52,34,-75.48,32,-76.35
57,5128.83,3100.00,20.00,2,33,0.31,NLOS,99.35,1.79,-51.15,10.03,59.52,0,26,-64.77,40,-67.91,32,-72.94,39,-76.66,34,-82.99
58,5079.24,3100.00,20.00,2,33,0.34,NLOS,97.13,5.31,-52.45,7.04,59.52,0,32,-60.43,26,-76.48,27,-78.22,40,-78.92,39,-79.28
59,5029.64,3100.00,20.00,2,33,0.36,NLOS,95.69,-4.79,-40.90,22.49,59.52,0,32,-67.50,40,-73.28,26,-74.40,39,-77.90,27,-87.23
60,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
61,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
62,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
63,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
64,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
65,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
66,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
67,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
68,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
69,5000.00,3100.00,20.00,3,33,0.36,NLOS,95.43,4.55,-49.98,13.63,0.00,0,39,-68.63,26,-72.35,32,-73.20,27,-73.23,40,-77.94
70,5000.00,3075.20,20.00,3,33,0.33,NLOS,97.76,4.55,-52.32,11.22,29.76,0,39,-68.46,26,-72.18,32,-72.59,27,-73.51,40,-78.22
71,5000.00,3025.61,20.00,3,33,0.29,NLOS,101.65,7.67,-59.32,1.47,59.52,0,26,-65.10,32,-67.07,27,-68.75,40,-71.37,39,-72.46
72,5000.00,2976.01,20.00,3,33,0.25,NLOS,104.81,-2.29,-52.51,9.36,59.52,0,26,-67.24,32,-67.63,40,-69.99,39,-71.56,27,-78.77
73,5000.00,2926.41,20.00,3,33,0.23,NLOS,107.47,0.58,-58.05,1.99,59.52,0,32,-61.82,26,-67.47,39,-72.06,27,-77.36,40,-87.22
74,4976.82,2900.00,20.00,2,33,0.21,NLOS,108.77,-5.64,-53.12,4.32,59.52,0,26,-61.14,32,-62.68,27,-66.45,39,-68.13,40,-77.00
75,4927.22,2900.00,20.00,2,26,0.09,NLOS,119.16,-5.61,-63.56,-0.85,59.52,1,33,-66.76,32,-68.95,39,-72.28,27,-76.75,40,-79.75
76,4877.62,2900.00,20.00,2,32,0.15,NLOS,114.37,-3.94,-60.43,0.04,59.52,1,33,-62.99,27,-66.20,40,-73.63,26,-79.41,39,-80.20
77,4828.03,2900.00,20.00,2,33,0.20,NLOS,110.41,-2.19,-58.22,-0.45,59.52,1,26,-60.28,32,-70.44,39,-72.92,27,-80.52,40,-81.90
78,4800.00,2878.43,20.00,3,33,0.18,NLOS,111.69,4.59,-66.28,-4.73,59.52,0,32,-63.44,27,-72.76,26,-74.57,40,-76.97,39,-78.94
79,4800.00,2828.83,20.00,3,32,0.17,NLOS,112.94,-4.12,-58.82,1.98,59.52,1,40,-65.63,33,-65.83,26,-70.24,39,-75.24,27,-80.20
80,4800.00,2779.24,20.00,3,32,0.19,NLOS,111.26,-8.88,-52.38,2.15,59.52,0,33,-54.99,39,-68.08,26,-70.66,27,-85.72,40,-86.39
81,4800.00,2729.64,20.00,3,32,0.21,NLOS,109.45,0.94,-60.39,0.33,59.52,0,33,-62.07,26,-71.71,39,-71.83,27,-81.98,19,-86.19
82,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
83,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
84,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
85,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
86,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
87,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
88,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
89,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
90,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
91,4800.00,2700.00,20.00,1,32,0.22,NLOS,108.31,-8.47,-49.84,14.33,0.00,0,27,-70.29,33,-70.79,26,-72.50,19,-80.60,39,-89.07
92,4800.00,2724.80,20.00,1,32,0.21,NLOS,109.27,-8.47,-50.80,13.05,29.76,0,27,-69.96,33,-70.11,26,-72.34,19,-80.67,39,-89.01
93,4800.00,2774.39,20.00,1,26,0.13,NLOS,115.66,-9.71,-55.95,5.94,59.52,1,33,-64.23,27,-71.83,32,-71.86,39,-74.90,40,-79.29
94,4800.00,2823.99,20.00,1,33,0.16,NLOS,113.49,-13.11,-50.37,7.53,59.52,1,26,-58.79,32,-69.12,39,-71.53,40,-77.39,27,-85.83
95,4800.00,2873.59,20.00,1,33,0.18,NLOS,111.85,-8.18,-53.67,4.25,59.52,0,32,-61.49,26,-62.15,27,-74.49,39,-76.21,40,-87.68
96,4800.00,2876.82,20.00,3,33,0.18,NLOS,111.74,-8.18,-53.56,4.40,59.52,0,32,-61.58,26,-62.16,27,-74.45,39,-76.21,40,-87.65
97,4800.00,2827.22,20.00,3,33,0.16,NLOS,113.38,-2.93,-60.46,1.12,59.52,0,32,-64.42,26,-66.78,39,-74.44,27,-76.86,40,-81.97
98,4800.00,2777.62,20.00,3,32,0.19,NLOS,111.20,-6.90,-54.31,8.00,59.52,1,33,-66.15,39,-70.71,26,-77.32,27,-82.87,40,-83.43
99,4800.00,2728.03,20.00,3,32,0.21,NLOS,109.39,-7.79,-51.60,9.14,59.52,0,26,-62.13,33,-69.39,39,-76.31,19,-79.36,27,-81.16
100,4778.43,2700.00,20.00,2,33,0.11,NLOS,117.30,-10.24,-57.06,3.64,59.52,1,32,-63.88,26,-68.33,27,-76.95,19,-79.34,39,-81.14
