Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
23,5100.00,4400.00,0,2,-104.61,-6.86,0.00,0,,,,,,,,
24,5100.00,4400.00,0,2,-104.61,-6.86,0.00,0,,,,,,,,
25,5100.00,4400.00,0,2,-104.61,-6.86,0.00,0,,,,,,,,
26,5100.00,4400.00,0,2,-104.61,-6.86,0.00,0,,,,,,,,
27,5100.00,4400.00,0,2,-104.61,-6.86,0.00,0,,,,,,,,
28,5115.83,4400.00,0,2,-104.94,-8.52,19.00,0,,,,,,,,
29,5147.49,4400.00,0,2,-97.27,-4.18,37.99,0,,,,,,,,
30,5179.15,4400.00,0,5,-92.66,-3.36,37.99,1,2.00,-99.90,,,,,,
31,5210.81,4400.00,0,5,-90.77,4.45,37.99,0,2.00,-103.25,,,,,,
32,5242.47,4400.00,0,5,-102.22,-3.48,37.99,0,2.00,-115.41,,,,,,
33,5274.13,4400.00,0,2,-105.86,-5.86,37.99,1,5.00,-123.73,,,,,,
34,5294.21,4400.00,2,5,-116.45,-16.45,37.99,1,2.00,-118.68,,,,,,
35,5262.55,4400.00,2,2,-110.70,-10.70,37.99,1,5.00,-118.37,,,,,,
36,5230.89,4400.00,2,2,-82.08,17.92,37.99,0,5.00,-129.16,,,,,,
37,5199.23,4400.00,2,2,-99.01,0.99,37.99,0,5.00,-119.65,,,,,,
38,5167.57,4400.00,2,2,-97.73,2.27,37.99,0,,,,,,,,
39,5135.91,4400.00,2,2,-90.45,9.55,37.99,0,,,,,,,,
40,5104.25,4400.00,2,2,-93.10,6.49,37.99,0,,,,,,,,
41,5072.60,4400.00,2,2,-104.96,-5.99,37.99,0,,,,,,,,
42,5040.94,4400.00,2,2,-105.59,-6.35,37.99,0,,,,,,,,
43,5009.28,4400.00,2,2,-110.82,-10.82,37.99,0,,,,,,,,
44,4977.62,4400.00,2,2,-92.14,6.69,37.99,0,,,,,,,,
45,4945.96,4400.00,2,2,-98.37,1.63,37.99,0,,,,,,,,
46,4914.30,4400.00,2,2,-101.76,-1.76,37.99,0,,,,,,,,
47,4900.00,4417.36,1,2,-97.02,2.98,37.99,0,3.00,-128.50,,,,,,
48,4900.00,4449.02,1,2,-96.27,3.73,37.99,0,3.00,-122.56,,,,,,
49,4900.00,4480.68,1,2,-95.05,3.71,37.99,0,3.00,-126.86,,,,,,
50,4900.00,4512.34,1,2,-97.89,2.11,37.99,0,3.00,-110.46,,,,,,
51,4900.00,4544.00,1,2,-102.72,-6.22,37.99,0,3.00,-99.74,,,,,,
52,4900.00,4575.66,1,2,-93.52,4.14,37.99,0,3.00,-108.42,,,,,,
53,4900.00,4600.00,3,2,-108.36,-9.83,0.00,0,3.00,-125.69,,,,,,
54,4900.00,4600.00,3,3,-103.95,-4.54,0.00,1,2.00,-108.36,,,,,,
55,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
56,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
57,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
58,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
59,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
60,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
61,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
62,4900.00,4600.00,3,3,-103.95,-4.54,0.00,0,2.00,-108.36,,,,,,
63,4900.00,4584.17,3,3,-104.19,-4.76,19.00,0,2.00,-108.51,,,,,,
64,4900.00,4552.51,3,3,-97.43,2.57,37.99,0,2.00,-128.00,,,,,,
65,4900.00,4520.85,3,3,-110.18,-11.28,37.99,0,2.00,-131.25,,,,,,
66,4900.00,4489.19,3,3,-125.83,-26.90,37.99,0,2.00,-125.12,,,,,,
67,4900.00,4457.53,3,3,-112.32,-12.32,37.99,0,2.00,-119.54,,,,,,
68,4900.00,4425.87,3,3,-117.56,-17.56,37.99,0,2.00,-123.86,,,,,,
69,4905.79,4400.00,0,2,-86.25,13.75,37.99,1,3.00,-122.73,,,,,,
70,4937.45,4400.00,0,2,-91.84,8.16,37.99,0,,,,,,,,
71,4969.11,4400.00,0,2,-96.43,3.57,37.99,0,,,,,,,,
72,5000.77,4400.00,0,2,-97.67,1.71,37.99,0,,,,,,,,
73,5032.43,4400.00,0,2,-105.10,-5.98,37.99,0,,,,,,,,
74,5064.09,4400.00,0,2,-100.61,-0.61,37.99,0,,,,,,,,
75,5095.75,4400.00,0,2,-96.74,2.10,37.99,0,,,,,,,,
76,5100.00,4427.40,1,2,-91.62,7.94,37.99,0,3.00,-122.45,,,,,,
77,5100.00,4459.06,1,2,-112.57,-12.57,37.99,0,3.00,-124.02,,,,,,
78,5100.00,4490.72,1,2,-117.34,-17.34,37.99,0,3.00,-117.05,,,,,,
79,5100.00,4522.38,1,2,-116.22,-16.22,37.99,0,3.00,-119.75,,,,,,
80,5100.00,4554.04,1,2,-108.50,-8.50,37.99,0,3.00,-119.76,,,,,,
81,5100.00,4585.70,1,3,-99.54,0.46,37.99,1,2.00,-116.81,,,,,,
82,5100.00,4600.00,2,3,-142.69,-43.58,0.00,0,2.00,-126.65,,,,,,
83,5100.00,4600.00,2,2,-130.91,-31.80,0.00,1,3.00,-142.69,,,,,,
84,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
85,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
86,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
87,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
88,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
89,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
90,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
91,5100.00,4600.00,2,2,-130.91,-31.80,0.00,0,3.00,-142.69,,,,,,
92,5084.17,4600.00,2,2,-119.95,-20.95,19.00,0,3.00,-138.75,,,,,,
93,5052.51,4600.00,2,3,-109.76,-9.76,37.99,1,2.00,-117.41,,,,,,
94,5020.85,4600.00,2,3,-117.24,-17.24,37.99,0,2.00,-123.75,,,,,,
95,4989.19,4600.00,2,3,-123.02,-23.02,37.99,0,2.00,-127.79,,,,,,
96,4957.53,4600.00,2,3,-115.55,-15.55,37.99,0,2.00,-125.90,,,,,,
97,4925.87,4600.00,2,3,-116.56,-16.56,37.99,0,2.00,-121.74,,,,,,
98,4894.21,4600.00,2,3,-113.14,-13.14,37.99,0,2.00,-114.12,,,,,,
99,4862.55,4600.00,2,3,-110.21,-10.96,37.99,0,2.00,-132.72,,,,,,
100,4830.89,4600.00,2,3,-100.19,-0.85,37.99,0,0.00,-118.34,2.00,-124.48,,,,
