Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
0,5358.86,6000.00,2,42,-118.98,-19.65,49.37,0,50.00,-130.93,,,,,,
1,5317.72,6000.00,2,50,-107.40,-7.90,49.37,1,42.00,-110.82,,,,,,
2,5276.58,6000.00,2,42,-114.84,-14.84,49.37,1,50.00,-124.51,,,,,,
3,5235.44,6000.00,2,42,-101.40,-1.40,49.37,0,50.00,-112.86,,,,,,
4,5200.00,5994.31,3,42,-109.97,-9.97,49.37,0,,,,,,,,
5,5200.00,5953.17,3,42,-118.47,-18.47,49.37,0,,,,,,,,
6,5200.00,5912.03,3,42,-101.93,-2.37,49.37,0,,,,,,,,
7,5200.00,5870.89,3,42,-89.28,10.72,49.37,0,,,,,,,,
8,5200.00,5829.75,3,42,-101.42,-1.42,49.37,0,,,,,,,,
9,5200.00,5811.39,1,42,-101.93,-1.93,49.37,0,,,,,,,,
10,5200.00,5852.53,1,42,-95.51,4.49,49.37,0,,,,,,,,
11,5200.00,5893.67,1,42,-105.62,-5.62,49.37,0,,,,,,,,
12,5200.00,5934.81,1,42,-106.05,-6.05,49.37,0,,,,,,,,
13,5200.00,5975.95,1,42,-98.71,1.29,49.37,0,,,,,,,,
14,5200.00,6017.08,1,42,-117.82,-17.82,49.37,0,,,,,,,,
15,5200.00,6058.22,1,42,-106.25,-6.25,49.37,0,,,,,,,,
16,5200.00,6099.36,1,42,-116.40,-16.96,49.37,0,50.00,-123.95,,,,,,
17,5200.00,6140.50,1,42,-102.58,-2.58,49.37,0,50.00,-118.78,,,,,,
18,5200.00,6181.64,1,42,-109.41,-9.41,49.37,0,50.00,-115.62,43.00,-122.08,,,,
19,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-130.81,50.00,-140.10,,,,
20,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
21,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
22,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
23,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
24,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
25,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
26,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
27,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
28,5200.00,6200.00,2,42,-109.10,-9.10,0.00,0,43.00,-120.98,50.00,-126.35,,,,
29,5179.43,6200.00,2,42,-113.08,-13.08,24.68,0,50.00,-117.92,43.00,-119.67,,,,
30,5138.29,6200.00,2,42,-110.55,-10.55,49.37,0,43.00,-121.24,,,,,,
31,5097.15,6200.00,2,42,-98.16,1.07,49.37,0,43.00,-107.11,,,,,,
32,5056.01,6200.00,2,42,-113.10,-13.10,49.37,0,43.00,-129.28,,,,,,
33,5014.87,6200.00,2,42,-116.11,-16.11,49.37,0,43.00,-121.26,,,,,,
34,5000.00,6173.74,3,43,-125.48,-25.90,49.37,1,42.00,-125.21,,,,,,
35,5000.00,6132.60,3,42,-101.52,-2.03,49.37,1,43.00,-109.05,,,,,,
36,5000.00,6091.46,3,42,-107.96,-12.69,49.37,0,,,,,,,,
37,5000.00,6050.32,3,42,-109.23,-10.12,49.37,0,,,,,,,,
38,5000.00,6009.18,3,42,-99.23,0.77,49.37,0,,,,,,,,
39,5000.00,5968.04,3,42,-93.37,6.63,49.37,0,,,,,,,,
40,5000.00,5926.90,3,42,-94.23,5.01,49.37,0,,,,,,,,
41,5000.00,5885.76,3,42,-75.24,24.19,49.37,0,,,,,,,,
42,5000.00,5844.62,3,42,-74.45,25.55,49.37,0,,,,,,,,
43,5000.00,5803.49,3,42,-81.59,18.41,49.37,0,,,,,,,,
44,5000.00,5762.35,3,42,-92.60,7.40,49.37,0,,,,,,,,
45,5000.00,5721.21,3,42,-92.04,7.96,49.37,0,,,,,,,,
46,5000.00,5680.07,3,42,-84.31,15.03,49.37,0,,,,,,,,
47,5000.00,5638.93,3,42,-102.61,-2.61,49.37,0,,,,,,,,
48,5002.21,5600.00,0,42,-116.93,-16.93,49.37,0,,,,,,,,
49,5043.35,5600.00,0,42,-108.74,-12.13,49.37,0,,,,,,,,
50,5084.49,5600.00,0,42,-85.95,13.62,49.37,0,,,,,,,,
51,5125.63,5600.00,0,42,-102.28,-2.28,49.37,0,,,,,,,,
52,5166.77,5600.00,0,42,-101.38,-2.63,49.37,0,,,,,,,,
53,5207.90,5600.00,0,42,-115.80,-17.40,49.37,0,49.00,-119.27,,,,,,
54,5249.04,5600.00,0,42,-121.75,-21.75,49.37,0,49.00,-118.81,,,,,,
55,5290.18,5600.00,0,49,-116.63,-16.63,49.37,1,42.00,-125.82,,,,,,
56,5331.32,5600.00,0,49,-95.98,2.96,49.37,0,42.00,-126.67,,,,,,
57,5372.46,5600.00,0,49,-107.65,-10.42,49.37,0,42.00,-111.52,,,,,,
