Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
58,5400.00,5600.00,1,49,-118.04,-18.49,0.00,0,42.00,-112.98,,,,,,
59,5400.00,5600.00,1,42,-109.64,-9.64,0.00,1,49.00,-118.04,,,,,,
60,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
61,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
62,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
63,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
64,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
65,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
66,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
67,5400.00,5600.00,1,42,-109.64,-9.64,0.00,0,49.00,-118.04,,,,,,
68,5400.00,5620.57,1,42,-107.04,-7.04,24.68,0,49.00,-114.91,,,,,,
69,5400.00,5661.71,1,42,-119.18,-19.18,49.37,0,49.00,-118.06,,,,,,
70,5400.00,5702.85,1,42,-103.67,-4.09,49.37,0,49.00,-112.41,,,,,,
71,5400.00,5743.99,1,42,-102.41,-4.83,49.37,0,49.00,-106.54,,,,,,
72,5400.00,5785.13,1,42,-107.27,-7.84,49.37,0,49.00,-108.56,,,,,,
73,5400.00,5826.26,1,49,-106.71,-6.71,49.37,1,42.00,-121.49,50.00,-128.56,,,,
74,5400.00,5867.40,1,49,-106.29,-7.78,49.37,0,42.00,-103.87,50.00,-116.86,,,,
75,5400.00,5908.54,1,49,-93.72,1.63,49.37,0,42.00,-98.74,50.00,-116.94,,,,
76,5400.00,5949.68,1,49,-107.44,-10.10,49.37,0,42.00,-105.34,50.00,-124.69,,,,
77,5400.00,5990.82,1,42,-106.32,-6.32,49.37,1,50.00,-114.11,49.00,-119.47,,,,
78,5400.00,5968.04,3,42,-96.15,3.85,49.37,0,50.00,-104.89,,,,,,
79,5400.00,5926.90,3,42,-107.03,-10.63,49.37,0,50.00,-123.76,,,,,,
80,5400.00,5885.76,3,42,-96.94,2.40,49.37,0,50.00,-107.86,49.00,-121.21,,,,
81,5400.00,5844.62,3,42,-95.97,3.35,49.37,0,50.00,-112.33,49.00,-132.04,,,,
82,5400.00,5803.49,3,42,-99.72,-0.47,49.37,0,49.00,-134.77,,,,,,
83,5437.65,5800.00,0,49,-102.99,-2.99,49.37,1,50.00,-113.79,42.00,-118.99,,,,
84,5478.79,5800.00,0,49,-117.00,-17.00,49.37,0,50.00,-117.60,42.00,-121.45,,,,
85,5519.93,5800.00,0,49,-105.29,-5.29,49.37,0,42.00,-113.05,50.00,-113.50,,,,
86,5561.07,5800.00,0,49,-96.46,2.77,49.37,0,50.00,-107.12,42.00,-122.75,,,,
87,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-131.69,,,,,,
88,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
89,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
90,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
91,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
92,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
93,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
94,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
95,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
96,5600.00,5800.00,1,49,-103.84,-4.31,0.00,0,50.00,-138.94,,,,,,
97,5600.00,5820.57,1,49,-121.21,-21.77,24.68,0,50.00,-133.98,,,,,,
98,5600.00,5861.71,1,49,-113.65,-13.65,49.37,0,50.00,-125.60,,,,,,
99,5600.00,5902.85,1,49,-126.04,-26.04,49.37,0,50.00,-124.76,,,,,,
100,5600.00,5943.99,1,50,-107.73,-7.73,49.37,1,49.00,-119.68,,,,,,
