Step,UE_ID,x,y,direction,connected_bs,current_prx,sinr,speed,handover
22,24,5600.00,6823.71,1,108,-98.70,-23.50,28.45,0
22,25,1000.00,6800.00,1,5,-108.90,-27.34,0.00,0
22,26,1733.88,5800.00,2,12,-101.35,-37.19,24.32,0
22,27,1485.39,2200.00,2,83,-71.14,-11.26,37.28,0
22,28,4800.00,6200.00,0,102,-84.42,-17.22,0.00,0
22,29,5600.00,6400.00,2,102,-84.23,-22.66,0.00,0
22,30,1600.00,7743.42,1,105,-98.49,-26.85,28.35,0
22,31,1600.00,2600.00,2,83,-70.97,-6.12,0.00,0
22,32,7800.00,7517.41,1,110,-91.62,-24.11,37.43,0
22,33,8509.88,2400.00,2,88,-75.23,-5.86,36.01,0
22,34,7000.00,4824.12,1,98,-82.54,-19.32,28.94,0
22,35,3305.02,7600.00,2,106,-80.92,-25.08,36.26,0
22,36,7200.00,5400.00,3,64,-85.94,-11.11,0.00,1
22,37,3600.00,3983.56,3,90,-42.51,31.54,21.73,0
22,38,2800.00,8000.00,2,22,-93.93,-27.64,0.00,0
22,39,1200.00,7000.00,3,6,-100.05,-33.48,0.00,0
22,40,1600.00,4800.00,1,94,-69.18,-2.73,0.00,0
22,41,2929.00,3800.00,2,89,-94.21,-36.47,24.57,1
22,42,2398.04,7200.00,0,105,-85.48,-27.11,31.20,0
22,43,2600.00,4600.00,3,95,-49.10,15.17,0.00,0
22,44,3623.44,7800.00,0,29,-122.41,-48.26,28.13,0
22,45,7365.98,6400.00,2,104,-83.33,-7.69,33.08,0
22,46,6800.00,7000.00,0,109,-75.72,-1.27,0.00,0
22,47,1600.00,6422.85,1,5,-112.51,-51.18,32.50,0
22,48,8520.93,4200.00,2,77,-100.89,-34.31,24.99,1
22,49,5400.00,6862.59,3,108,-64.27,-5.51,38.47,0
22,50,8097.63,7600.00,2,110,-61.94,10.14,26.21,0
22,51,3400.00,7200.00,0,106,-71.14,-2.33,0.00,0
22,52,3199.23,3600.00,0,90,-80.80,-11.23,41.70,0
22,53,3200.00,4600.00,3,95,-83.20,-19.30,0.00,0
22,54,6268.46,3800.00,2,92,-64.23,15.53,38.17,0
22,55,3800.00,2400.00,3,85,-64.59,-1.75,0.00,0
22,56,2200.00,4331.29,1,89,-59.35,10.32,38.15,0
22,57,3213.20,4600.00,0,95,-62.36,9.73,21.56,0
22,58,1400.00,3000.00,2,83,-60.24,8.50,0.00,0
22,59,4894.29,5200.00,0,96,-100.24,-44.61,25.79,0
22,60,1000.00,6000.00,3,5,-114.60,-50.36,0.00,0
22,61,8600.00,4285.96,1,77,-103.85,-37.77,35.79,0
22,62,6000.00,5775.56,3,103,-86.35,-22.55,29.33,0
22,63,7200.00,7823.56,1,67,-98.11,-29.50,28.28,0
22,64,1200.00,2400.00,3,1,-96.73,-30.10,0.00,0
22,65,4099.71,5400.00,0,96,-71.74,-11.26,26.07,0
22,66,5000.00,7600.00,1,44,-49.71,23.07,0.00,0
22,67,1600.00,3000.00,3,83,-72.83,-7.58,0.00,0
22,68,5836.98,3400.00,2,92,-87.06,-19.93,29.38,0
22,69,8116.94,7800.00,2,110,-85.69,-28.90,25.20,0
22,70,7600.00,5874.90,1,104,-80.09,-18.74,24.78,0
22,71,2600.00,5098.80,3,95,-84.95,-25.34,36.58,0
22,72,5400.00,6800.00,3,108,-72.33,-6.24,0.00,0
22,73,5800.00,2083.65,1,45,-101.59,-45.10,25.23,0
22,74,2400.00,4505.42,3,18,-113.19,-46.95,25.80,0
22,75,2800.00,6400.00,1,100,-41.24,28.68,0.00,0
22,76,6200.00,6017.72,1,103,-59.25,9.10,21.79,0
22,77,8749.04,4800.00,0,99,-65.99,4.03,39.08,0
22,78,5400.00,5400.00,1,97,-67.02,-3.59,0.00,0
22,79,8800.00,3249.12,1,76,-110.66,-36.59,23.43,0
22,80,5191.88,5400.00,2,97,-88.57,-19.20,31.73,0
22,81,4400.00,5879.25,3,102,-77.79,-14.03,27.17,0
22,82,7000.00,7200.00,0,109,-73.77,-14.78,0.00,0
22,83,8600.00,5800.00,1,79,-99.73,-41.19,0.00,0
22,84,5581.37,6000.00,2,102,-104.44,-41.25,21.84,1
22,85,7036.15,7600.00,2,109,-85.49,-21.57,39.85,0
22,86,6086.25,8000.00,2,52,-108.98,-42.09,26.80,0
22,87,6000.00,2600.00,1,86,-76.51,-5.36,0.00,0
22,88,7200.00,6375.69,3,104,-73.73,-7.30,29.17,0
22,89,4200.00,2271.30,1,85,-81.43,-17.86,35.02,0
22,90,6843.21,8000.00,2,67,-105.78,-47.42,39.48,0
22,91,6600.00,4800.00,0,98,-61.92,13.05,0.00,0
22,92,4583.80,8000.00,0,44,-109.45,-54.49,20.02,1
22,93,3000.00,5166.65,3,95,-41.32,26.69,43.48,0
22,94,6800.00,6600.00,2,109,-43.89,23.28,0.00,0
22,95,4011.70,3000.00,2,85,-62.93,0.07,30.69,0
22,96,2421.29,7200.00,2,106,-93.23,-37.07,30.19,0
22,97,2400.00,3108.52,1,84,-95.81,-41.47,36.97,0
22,98,2400.00,4079.74,3,89,-68.85,5.18,37.58,0
22,99,8800.00,2200.00,1,75,-102.03,-25.13,0.00,0
23,0,2000.00,7801.64,3,14,-88.68,-32.81,39.92,0
23,1,2600.00,5200.00,1,95,-85.40,-8.43,0.00,0
23,2,7400.00,5000.00,3,98,-85.87,-25.07,0.00,0
23,3,6400.00,3000.00,1,87,-69.80,-8.99,0.00,0
23,4,8577.21,4400.00,2,99,-79.81,-16.42,27.35,0
23,5,8200.00,3400.00,2,69,-83.54,-28.15,0.00,0
23,6,4039.28,3400.00,2,90,-94.87,-40.76,48.04,0
23,7,5000.00,3574.81,3,91,-81.76,-23.81,21.26,0
23,8,4400.00,6400.00,3,102,-83.03,-22.74,0.00,0
23,9,1400.00,3400.00,1,2,-103.90,-38.30,0.00,0
23,10,3200.00,6200.00,0,101,-85.72,-36.24,0.00,0
23,11,4136.80,2200.00,2,85,-85.78,-24.33,43.16,0
23,12,7344.49,5600.00,2,104,-69.85,-7.48,22.78,0
23,13,1800.00,5800.00,0,12,-97.86,-24.51,0.00,0
23,14,7000.00,4962.18,3,98,-49.44,15.66,21.89,0
23,15,8400.00,5072.17,1,99,-66.17,-8.78,57.73,0
23,16,4400.00,2021.25,3,85,-104.27,-33.62,38.94,0
23,17,3545.54,4400.00,2,90,-73.93,-11.07,22.72,0
23,18,7600.00,2988.04,1,87,-86.14,-19.22,39.40,0
23,19,4980.41,6600.00,2,102,-79.95,-9.08,20.98,0
23,20,6200.00,7600.00,3,108,-75.03,0.71,0.00,0
23,21,4849.86,3600.00,2,91,-85.43,-14.61,37.51,0
23,22,1200.00,5857.50,1,5,-95.68,-26.19,22.87,0
23,23,6000.00,2022.65,3,45,-84.98,-12.02,28.87,0
23,24,5600.00,6871.13,1,108,-95.84,-40.01,56.90,0
23,25,1000.00,6800.00,1,5,-108.90,-27.34,0.00,0
23,26,1713.62,5800.00,2,12,-97.59,-26.66,24.32,0
23,27,1454.32,2200.00,2,83,-64.76,3.65,37.28,0
23,28,4800.00,6200.00,0,102,-84.42,-17.22,0.00,0
23,29,5600.00,6400.00,2,102,-84.23,-22.66,0.00,0
23,30,1600.00,7767.05,1,105,-91.97,-16.18,28.35,0
23,31,1600.00,2600.00,2,83,-70.97,-6.12,0.00,0
23,32,7800.00,7548.60,1,74,-81.53,-15.23,37.43,1
23,33,8479.88,2400.00,2,88,-76.18,-15.78,36.01,0
23,34,7000.00,4872.36,1,98,-67.73,-14.60,57.89,0
23,35,3274.81,7600.00,2,106,-71.17,-4.14,36.26,0
23,36,7200.00,5400.00,3,64,-85.94,-11.11,0.00,0
23,37,3600.00,3965.45,3,90,-54.71,12.59,21.73,0
23,38,2778.06,8000.00,2,22,-93.64,-27.57,26.33,0
23,39,1200.00,6978.53,3,6,-99.15,-22.44,25.77,0
23,40,1600.00,4800.00,1,94,-69.18,-2.73,0.00,0
23,41,2908.52,3800.00,2,89,-99.61,-41.70,24.57,0
23,42,2400.00,7200.00,3,105,-76.47,-14.04,0.00,0
23,43,2600.00,4600.00,3,95,-49.10,15.17,0.00,0
23,44,3670.33,7800.00,0,29,-115.81,-55.91,56.26,0
23,45,7338.41,6400.00,2,104,-69.56,2.51,33.08,0
23,46,6800.00,7000.00,0,109,-75.72,-1.27,0.00,0
23,47,1600.00,6449.93,1,5,-122.02,-54.00,32.50,0
23,48,8500.11,4200.00,2,77,-102.45,-38.34,24.99,0
23,49,5400.00,6830.52,3,108,-60.98,1.88,38.47,0
23,50,8075.79,7600.00,2,110,-54.86,16.39,26.21,0
23,51,3400.00,7200.00,0,106,-71.14,-2.33,0.00,0
23,52,3200.00,3600.00,3,90,-58.61,1.33,0.00,0
23,53,3200.00,4600.00,3,95,-83.20,-19.30,0.00,0
23,54,6236.66,3800.00,2,92,-56.06,20.24,38.17,0
23,55,3800.00,2400.00,3,85,-64.59,-1.75,0.00,0
23,56,2200.00,4363.09,1,89,-68.86,-2.96,38.15,0
23,57,3231.16,4600.00,0,95,-54.69,14.00,21.56,0
23,58,1400.00,3000.00,2,83,-60.24,8.50,0.00,0
23,59,4915.78,5200.00,0,41,-91.11,-33.66,25.79,1
23,60,1000.00,6000.00,3,5,-114.60,-50.36,0.00,0
23,61,8600.00,4315.78,1,77,-108.96,-41.35,35.79,0
23,62,6000.00,5726.68,3,103,-72.24,-13.62,58.66,0
23,63,7200.00,7870.69,1,67,-118.67,-50.46,56.55,0
23,64,1200.00,2400.00,3,1,-96.73,-30.10,0.00,0
23,65,4121.44,5400.00,0,34,-85.66,-34.72,26.07,1
23,66,5000.00,7600.00,1,44,-49.71,23.07,0.00,0
23,67,1600.00,3000.00,3,83,-72.83,-7.58,0.00,0
23,68,5812.50,3400.00,2,92,-85.30,-16.63,29.38,0
23,69,8095.93,7800.00,2,110,-75.64,-10.66,25.20,0
23,70,7600.00,5895.54,1,104,-65.86,10.35,24.78,0
23,71,2600.00,5068.32,3,95,-80.59,-15.95,36.58,0
23,72,5400.00,6800.00,3,108,-72.33,-6.24,0.00,0
23,73,5800.00,2104.68,1,45,-105.28,-35.59,25.23,0
23,74,2400.00,4483.92,3,18,-114.29,-54.15,25.80,0
23,75,2800.00,6400.00,1,100,-41.24,28.68,0.00,0
23,76,6200.00,6035.88,1,103,-53.41,15.14,21.79,0
23,77,8781.60,4800.00,0,99,-68.83,-8.29,39.08,0
23,78,5400.00,5400.00,1,97,-67.02,-3.59,0.00,0
23,79,8800.00,3268.65,1,76,-115.74,-50.76,23.43,0
23,80,5165.44,5400.00,2,97,-89.77,-20.66,31.73,0
23,81,4400.00,5856.61,3,102,-93.10,-30.21,27.17,0
23,82,7000.00,7200.00,0,109,-73.77,-14.78,0.00,0
23,83,8600.00,5800.00,1,79,-99.73,-41.19,0.00,0
23,84,5563.17,6000.00,2,102,-96.10,-23.18,21.84,0
23,85,7002.94,7600.00,2,109,-71.10,-4.05,39.85,0
23,86,6063.92,8000.00,2,59,-111.30,-43.42,26.80,1
23,87,6000.00,2600.00,1,86,-76.51,-5.36,0.00,0
23,88,7200.00,6327.08,3,65,-73.02,-10.19,58.34,1
23,89,4200.00,2300.48,1,85,-49.83,17.34,35.02,0
23,90,6810.31,8000.00,2,67,-108.06,-45.16,39.48,0
23,91,6600.00,4800.00,0,98,-61.92,13.05,0.00,0
23,92,4600.00,7999.51,3,37,-107.73,-58.97,20.02,1
23,93,3000.00,5130.42,3,95,-51.12,14.19,43.48,0
23,94,6800.00,6600.00,2,109,-43.89,23.28,0.00,0
23,95,4000.00,3013.88,1,85,-76.93,-11.66,30.69,0
23,96,2400.00,7196.13,3,106,-93.16,-29.99,30.19,0
23,97,2400.00,3139.33,1,84,-95.89,-20.62,36.97,0
23,98,2400.00,4048.42,3,89,-67.60,-9.66,37.58,0
23,99,8800.00,2222.41,1,75,-106.10,-29.85,26.89,0
24,0,2000.00,7768.37,3,105,-56.19,-2.78,39.92,1
24,1,2600.00,5200.00,1,95,-85.40,-8.43,0.00,0
24,2,7400.00,4979.16,3,98,-71.37,-3.83,25.01,0
24,3,6400.00,3021.22,1,87,-64.81,-0.43,25.46,0
24,4,8531.63,4400.00,2,99,-67.79,0.07,54.70,0
24,5,8200.00,3400.00,2,69,-83.54,-28.15,0.00,0
24,6,4000.00,3400.00,3,90,-74.10,-7.19,0.00,0
24,7,5000.00,3557.10,3,91,-92.14,-30.77,21.26,0
24,8,4400.00,6400.00,3,102,-83.03,-22.74,0.00,0
24,9,1400.00,3400.00,1,2,-103.90,-38.30,0.00,0
24,10,3200.00,6200.00,0,101,-85.72,-36.24,0.00,0
24,11,4100.84,2200.00,2,85,-81.46,-15.87,43.16,0
24,12,7325.51,5600.00,2,104,-53.74,12.67,22.78,0
24,13,1800.00,5800.00,0,12,-97.86,-24.51,0.00,0
24,14,7000.00,4943.93,3,98,-55.08,14.23,21.89,0
24,15,8400.00,5120.28,1,99,-47.08,13.28,57.73,0
24,16,4400.00,2000.00,2,30,-91.89,-19.91,0.00,1
24,17,3526.60,4400.00,2,90,-66.28,-6.67,22.72,0
24,18,7600.00,3000.00,0,87,-78.23,-4.72,0.00,0
24,19,4962.92,6600.00,2,102,-78.65,-7.08,20.98,0
24,20,6200.00,7600.00,3,108,-75.03,0.71,0.00,0
24,21,4818.60,3600.00,2,91,-71.42,-17.06,37.51,0
24,22,1200.00,5876.56,1,5,-97.68,-30.03,22.87,0
24,23,6000.00,2000.00,2,45,-107.99,-46.95,0.00,0
24,24,5600.00,6918.55,1,108,-94.30,-28.19,56.90,0
24,25,1000.00,6800.00,1,5,-108.90,-27.34,0.00,0
24,26,1693.35,5800.00,2,12,-100.35,-35.94,24.32,0
24,27,1423.25,2200.00,2,83,-87.87,-12.00,37.28,0
24,28,4800.00,6200.00,0,102,-84.42,-17.22,0.00,0
24,29,5600.00,6400.00,2,102,-84.23,-22.66,0.00,0
24,30,1600.00,7790.68,1,105,-89.79,-35.04,28.35,0
24,31,1600.00,2600.00,2,83,-70.97,-6.12,0.00,0
24,32,7800.00,7579.79,1,110,-83.22,-11.33,37.43,1
24,33,8449.87,2400.00,2,88,-65.97,-14.60,36.01,0
24,34,7000.00,4920.60,1,98,-58.87,5.83,57.89,0
24,35,3244.59,7600.00,2,106,-80.42,-16.03,36.26,0
24,36,7200.00,5400.00,3,64,-85.94,-11.11,0.00,0
24,37,3600.00,3947.34,3,90,-53.98,7.03,21.73,0
24,38,2734.19,8000.00,2,22,-79.80,-9.46,52.65,0
24,39,1200.00,6935.58,3,6,-94.90,-30.76,51.54,0
24,40,1600.00,4800.00,1,94,-69.18,-2.73,0.00,0
24,41,2888.04,3800.00,2,89,-99.57,-44.84,24.57,0
24,42,2400.00,7200.00,3,105,-76.47,-14.04,0.00,0
24,43,2600.00,4600.00,3,95,-49.10,15.17,0.00,0
24,44,3717.21,7800.00,0,29,-105.76,-63.40,56.26,0
24,45,7310.85,6400.00,2,104,-73.60,0.65,33.08,0
24,46,6800.00,7000.00,0,109,-75.72,-1.27,0.00,0
24,47,1600.00,6477.01,1,13,-113.26,-45.17,32.50,1
24,48,8479.28,4200.00,2,77,-110.65,-39.37,24.99,0
24,49,5400.00,6800.00,0,108,-61.54,3.43,0.00,0
24,50,8053.95,7600.00,2,110,-59.72,17.21,26.21,0
24,51,3421.17,7200.00,0,106,-65.48,2.03,25.40,0
24,52,3200.00,3600.00,3,90,-58.61,1.33,0.00,0
24,53,3200.00,4600.00,3,95,-83.20,-19.30,0.00,0
24,54,6204.85,3800.00,2,92,-71.68,-6.14,38.17,0
24,55,3800.00,2400.00,3,85,-64.59,-1.75,0.00,0
24,56,2200.00,4394.89,1,89,-64.69,-0.43,38.15,0
24,57,3249.13,4600.00,0,95,-52.55,14.06,21.56,0
24,58,1400.00,3000.00,2,83,-60.24,8.50,0.00,0
24,59,4937.27,5200.00,0,41,-91.81,-26.86,25.79,0
24,60,1000.00,6000.00,3,5,-114.60,-50.36,0.00,0
24,61,8600.00,4345.60,1,78,-107.04,-41.68,35.79,1
24,62,6000.00,5677.80,3,103,-69.63,-1.06,58.66,0
24,63,7200.00,7917.82,1,67,-107.52,-41.09,56.55,0
24,64,1200.00,2400.00,3,1,-96.73,-30.10,0.00,0
24,65,4143.16,5400.00,0,34,-78.58,-14.97,26.07,0
24,66,5000.00,7600.00,1,44,-49.71,23.07,0.00,0
24,67,1600.00,3000.00,3,83,-72.83,-7.58,0.00,0
24,68,5788.02,3400.00,2,92,-97.04,-23.22,29.38,0
24,69,8074.93,7800.00,2,110,-68.86,3.19,25.20,0
24,70,7600.00,5916.19,1,104,-85.70,-16.86,24.78,0
24,71,2600.00,5037.83,3,95,-86.12,-16.92,36.58,0
24,72,5400.00,6800.00,3,108,-72.33,-6.24,0.00,0
24,73,5800.00,2125.71,1,45,-85.45,-22.43,25.23,0
24,74,2400.00,4462.42,3,89,-79.60,-22.51,25.80,1
24,75,2800.00,6400.00,1,100,-41.24,28.68,0.00,0
24,76,6200.00,6054.04,1,103,-56.57,13.04,21.79,0
24,77,8800.00,4800.00,1,99,-62.08,4.08,0.00,0
24,78,5400.00,5400.00,1,97,-67.02,-3.59,0.00,0
24,79,8800.00,3288.18,1,77,-109.66,-39.64,23.43,1
24,80,5139.00,5400.00,2,41,-101.01,-41.28,31.73,1
24,81,4400.00,5833.96,3,102,-75.99,-13.97,27.17,0
24,82,7000.00,7200.00,0,109,-73.77,-14.78,0.00,0
24,83,8600.00,5800.00,1,79,-99.73,-41.19,0.00,0
24,84,5544.97,6000.00,2,102,-79.85,-8.45,21.84,0
24,85,6969.72,7600.00,2,109,-74.43,4.21,39.85,0
24,86,6041.58,8000.00,2,52,-104.03,-35.45,26.80,1
24,87,6000.00,2600.00,1,86,-76.51,-5.36,0.00,0
24,88,7200.00,6278.46,3,65,-68.95,-2.04,58.34,0
24,89,4200.00,2329.67,1,85,-75.40,-12.89,35.02,0
24,90,6822.60,8000.00,0,67,-124.99,-61.97,39.48,0
24,91,6600.00,4800.00,0,98,-61.92,13.05,0.00,0
24,92,4600.00,7982.83,3,37,-113.74,-49.09,20.02,0
24,93,3000.00,5094.19,3,95,-56.50,2.04,43.48,0
24,94,6800.00,6600.00,2,109,-43.89,23.28,0.00,0
24,95,4000.00,3039.46,1,85,-94.23,-21.36,30.69,0
24,96,2400.00,7170.97,3,106,-65.17,-5.85,30.19,0
24,97,2400.00,3170.13,1,84,-113.13,-45.67,36.97,0
24,98,2400.00,4017.11,3,89,-71.52,-3.92,37.58,0
24,99,8800.00,2267.23,1,75,-104.48,-29.29,53.78,0
25,0,2000.00,7735.10,3,105,-56.58,4.19,39.92,0
25,1,2600.00,5200.00,1,95,-85.40,-8.43,0.00,0
25,2,7400.00,4937.47,3,98,-92.70,-28.95,50.03,0
25,3,6400.00,3063.66,1,87,-67.96,1.58,50.93,0
25,4,8486.05,4400.00,2,99,-76.35,-6.01,54.70,0
25,5,8200.00,3400.00,2,69,-83.54,-28.15,0.00,0
25,6,4000.00,3400.00,3,90,-74.10,-7.19,0.00,0
25,7,5000.00,3539.38,3,91,-86.58,-27.66,21.26,0
25,8,4400.00,6400.00,3,102,-83.03,-22.74,0.00,0
25,9,1400.00,3400.00,1,2,-103.90,-38.30,0.00,0
25,10,3200.00,6200.00,0,101,-85.72,-36.24,0.00,0
25,11,4064.87,2200.00,2,85,-86.49,-19.64,43.16,0
25,12,7306.53,5600.00,2,104,-55.12,15.53,22.78,0
25,13,1800.00,5800.00,0,12,-97.86,-24.51,0.00,0
25,14,7000.00,4925.69,3,98,-51.68,27.16,21.89,0
25,15,8400.00,5168.39,1,99,-81.83,-21.91,57.73,0
25,16,4400.00,2000.00,2,30,-91.89,-19.91,0.00,0
25,17,3507.66,4400.00,2,90,-75.19,-15.70,22.72,0
25,18,7600.00,3000.00,0,87,-78.23,-4.72,0.00,0
25,19,4945.44,6600.00,2,43,-80.76,-8.69,20.98,1
25,20,6200.00,7600.00,3,108,-75.03,0.71,0.00,0
25,21,4800.00,3600.00,1,91,-79.44,-20.30,0.00,0
25,22,1200.00,5895.62,1,5,-102.76,-32.03,22.87,0
25,23,6000.00,2000.00,2,45,-107.99,-46.95,0.00,0
25,24,5600.00,6965.97,1,108,-70.67,-1.95,56.90,0
25,25,1000.00,6819.55,1,5,-111.19,-38.54,23.46,0
25,26,1673.08,5800.00,2,12,-110.32,-43.47,24.32,0
25,27,1400.00,2200.00,0,83,-92.19,-8.02,0.00,0
25,28,4800.00,6200.00,0,102,-84.42,-17.22,0.00,0
25,29,5600.00,6400.00,2,102,-84.23,-22.66,0.00,0
25,30,1600.00,7800.00,2,105,-73.40,-6.86,0.00,0
25,31,1600.00,2600.00,2,83,-70.97,-6.12,0.00,0
25,32,7800.00,7589.02,3,74,-102.71,-42.94,37.43,1
25,33,8419.87,2400.00,2,88,-59.64,9.97,36.01,0
25,34,7000.00,4968.84,1,98,-74.19,-10.74,57.89,0
25,35,3214.37,7600.00,2,106,-99.29,-42.44,36.26,0
25,36,7200.00,5400.00,3,64,-85.94,-11.11,0.00,0
25,37,3600.00,3929.24,3,90,-51.98,10.23,21.73,0
25,38,2690.31,8000.00,2,22,-74.56,-6.85,52.65,0
25,39,1200.00,6892.63,3,6,-114.55,-51.04,51.54,0
25,40,1600.00,4800.00,1,94,-69.18,-2.73,0.00,0
25,41,2867.56,3800.00,2,17,-91.47,-32.81,24.57,1
25,42,2400.00,7200.00,3,105,-76.47,-14.04,0.00,0
25,43,2600.00,4600.00,3,95,-49.10,15.17,0.00,0
25,44,3764.09,7800.00,0,29,-103.26,-39.73,56.26,0
25,45,7283.28,6400.00,2,104,-76.80,-3.55,33.08,0
25,46,6800.00,7000.00,0,109,-75.72,-1.27,0.00,0
25,47,1600.00,6504.09,1,13,-100.44,-29.20,32.50,0
25,48,8458.45,4200.00,2,77,-111.72,-37.88,24.99,0
25,49,5400.00,6800.00,0,108,-61.54,3.43,0.00,0
25,50,8032.10,7600.00,2,110,-48.52,10.70,26.21,0
25,51,3463.50,7200.00,0,106,-68.91,-3.87,50.80,0
25,52,3200.00,3600.00,3,90,-58.61,1.33,0.00,0
25,53,3200.00,4600.00,3,95,-83.20,-19.30,0.00,0
25,54,6173.04,3800.00,2,92,-80.97,-13.66,38.17,0
25,55,3800.00,2400.00,3,85,-64.59,-1.75,0.00,0
25,56,2173.32,4400.00,2,89,-67.14,-0.64,38.15,0
25,57,3267.09,4600.00,0,95,-56.20,14.18,21.56,0
25,58,1400.00,3000.00,2,83,-60.24,8.50,0.00,0
25,59,4958.76,5200.00,0,41,-110.69,-47.17,25.79,0
25,60,1000.00,6000.00,3,5,-114.60,-50.36,0.00,0
25,61,8600.00,4375.43,1,78,-104.92,-33.78,35.79,0
25,62,6000.00,5628.91,3,103,-75.12,-14.27,58.66,0
25,63,7200.00,7964.95,1,67,-108.71,-38.86,56.55,0
25,64,1200.00,2400.00,3,1,-96.73,-30.10,0.00,0
25,65,4164.89,5400.00,0,96,-85.57,-23.68,26.07,1
25,66,5000.00,7600.00,1,44,-49.71,23.07,0.00,0
25,67,1600.00,3000.00,3,83,-72.83,-7.58,0.00,0
25,68,5763.54,3400.00,2,92,-98.29,-33.41,29.38,0
25,69,8053.93,7800.00,2,110,-60.49,3.13,25.20,0
25,70,7600.00,5936.84,1,104,-91.07,-22.17,24.78,0
25,71,2600.00,5007.34,3,95,-88.22,-19.62,36.58,0
25,72,5400.00,6800.00,3,108,-72.33,-6.24,0.00,0
25,73,5800.00,2146.74,1,45,-102.28,-56.01,25.23,0
25,74,2400.00,4440.91,3,89,-63.76,-2.24,25.80,0
25,75,2800.00,6400.00,1,100,-41.24,28.68,0.00,0
25,76,6200.00,6072.20,1,103,-55.95,9.67,21.79,0
25,77,8800.00,4800.00,1,99,-62.08,4.08,0.00,0
25,78,5400.00,5400.00,1,97,-67.02,-3.59,0.00,0
25,79,8800.00,3307.71,1,77,-110.89,-49.77,23.43,0
25,80,5112.56,5400.00,2,41,-97.48,-38.88,31.73,0
25,81,4400.00,5811.32,3,102,-67.12,-1.20,27.17,0
25,82,7000.00,7200.00,0,109,-73.77,-14.78,0.00,0
25,83,8600.00,5819.73,1,79,-99.01,-32.24,23.67,0
25,84,5526.77,6000.00,2,102,-75.69,-5.21,21.84,0
25,85,6936.51,7600.00,2,109,-71.37,-12.84,39.85,0
25,86,6019.24,8000.00,2,52,-102.05,-35.77,26.80,0
25,87,6000.00,2600.00,1,86,-76.51,-5.36,0.00,0
25,88,7200.00,6229.84,3,65,-75.76,-17.96,58.34,0
25,89,4200.00,2358.86,1,85,-85.32,-19.98,35.02,0
25,90,6855.50,8000.00,0,67,-110.36,-46.04,39.48,0
25,91,6600.00,4800.00,0,98,-61.92,13.05,0.00,0
25,92,4600.00,7966.14,3,37,-111.59,-51.88,20.02,0
25,93,3000.00,5057.96,3,95,-51.47,16.91,43.48,0
25,94,6800.00,6600.00,2,109,-43.89,23.28,0.00,0
25,95,4000.00,3065.04,1,85,-65.99,5.31,30.69,0
25,96,2400.00,7145.81,3,106,-63.67,7.64,30.19,0
25,97,2400.00,3200.00,0,84,-72.17,1.58,0.00,0
25,98,2385.79,4000.00,2,89,-72.77,7.62,37.58,0
25,99,8800.00,2312.05,1,75,-94.30,-31.68,53.78,0
26,0,2000.00,7701.84,3,105,-79.11,-25.16,39.92,0
26,1,2600.00,5200.00,1,95,-85.40,-8.43,0.00,0
26,2,7400.00,4895.78,3,98,-82.09,-19.24,50.03,0
26,3,6400.00,3106.10,1,87,-41.22,31.45,50.93,0
26,4,8440.47,4400.00,2,99,-89.18,-28.11,54.70,0
26,5,8200.00,3400.00,2,69,-83.54,-28.15,0.00,0
26,6,4000.00,3400.00,3,90,-74.10,-7.19,0.00,0
26,7,5000.00,3521.67,3,91,-98.20,-41.92,21.26,0
26,8,4400.00,6381.88,3,102,-86.30,-27.19,21.74,0
26,9,1400.00,3400.00,1,2,-103.90,-38.30,0.00,0
26,10,3200.00,6200.00,0,101,-85.72,-36.24,0.00,0
26,11,4028.90,2200.00,2,85,-90.97,-42.40,43.16,0
26,12,7287.55,5600.00,2,64,-79.56,-10.18,22.78,1
26,13,1800.00,5800.00,0,12,-97.86,-24.51,0.00,0
26,14,7000.00,4907.45,3,98,-43.98,30.62,21.89,0
26,15,8400.00,5216.51,1,99,-81.94,-2.00,57.73,0
26,16,4400.00,2000.00,2,30,-91.89,-19.91,0.00,0
26,17,3488.73,4400.00,2,90,-75.48,-13.29,22.72,0
26,18,7600.00,3000.00,0,87,-78.23,-4.72,0.00,0
26,19,4927.96,6600.00,2,43,-81.57,-10.87,20.98,0
26,20,6200.00,7600.00,3,108,-75.03,0.71,0.00,0
26,21,4800.00,3600.00,1,91,-79.44,-20.30,0.00,0
26,22,1200.00,5914.69,1,5,-106.71,-34.94,22.87,0
26,23,6000.00,2000.00,2,45,-107.99,-46.95,0.00,0
26,24,5586.61,7000.00,2,108,-66.94,-6.22,56.90,0
26,25,1000.00,6858.64,1,5,-107.85,-33.49,46.91,0
26,26,1652.82,5800.00,2,4,-90.31,-31.59,24.32,1
26,27,1400.00,2200.00,0,83,-92.19,-8.02,0.00,0
26,28,4800.00,6200.00,0,102,-84.42,-17.22,0.00,0
26,29,5582.09,6400.00,2,102,-79.44,-16.19,21.49,0
26,30,1600.00,7800.00,2,105,-73.40,-6.86,0.00,0
26,31,1600.00,2600.00,2,83,-70.97,-6.12,0.00,0
26,32,7800.00,7557.83,3,110,-70.70,-9.21,37.43,1
26,33,8400.00,2400.00,0,88,-72.82,-11.59,0.00,0
26,34,7000.00,5017.08,1,98,-57.58,6.23,57.89,0
26,35,3200.00,7600.00,3,106,-69.60,-7.44,0.00,0
26,36,7200.00,5400.00,3,64,-85.94,-11.11,0.00,0
