Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue1_x,ue1_y,ue1_direction,ue1_connected_bs,ue1_current_prx,ue1_sinr,ue1_speed,ue1_handover,ue2_x,ue2_y,ue2_direction,ue2_connected_bs,ue2_current_prx,ue2_sinr,ue2_speed,ue2_handover,ue3_x,ue3_y,ue3_direction,ue3_connected_bs,ue3_current_prx,ue3_sinr,ue3_speed,ue3_handover,ue4_x,ue4_y,ue4_direction,ue4_connected_bs,ue4_current_prx,ue4_sinr,ue4_speed,ue4_handover,ue5_x,ue5_y,ue5_direction,ue5_connected_bs,ue5_current_prx,ue5_sinr,ue5_speed,ue5_handover,ue6_x,ue6_y,ue6_direction,ue6_connected_bs,ue6_current_prx,ue6_sinr,ue6_speed,ue6_handover,ue7_x,ue7_y,ue7_direction,ue7_connected_bs,ue7_current_prx,ue7_sinr,ue7_speed,ue7_handover,ue8_x,ue8_y,ue8_direction,ue8_connected_bs,ue8_current_prx,ue8_sinr,ue8_speed,ue8_handover,ue9_x,ue9_y,ue9_direction,ue9_connected_bs,ue9_current_prx,ue9_sinr,ue9_speed,ue9_handover,ue10_x,ue10_y,ue10_direction,ue10_connected_bs,ue10_current_prx,ue10_sinr,ue10_speed,ue10_handover,ue11_x,ue11_y,ue11_direction,ue11_connected_bs,ue11_current_prx,ue11_sinr,ue11_speed,ue11_handover,ue12_x,ue12_y,ue12_direction,ue12_connected_bs,ue12_current_prx,ue12_sinr,ue12_speed,ue12_handover,ue13_x,ue13_y,ue13_direction,ue13_connected_bs,ue13_current_prx,ue13_sinr,ue13_speed,ue13_handover,ue14_x,ue14_y,ue14_direction,ue14_connected_bs,ue14_current_prx,ue14_sinr,ue14_speed,ue14_handover,ue15_x,ue15_y,ue15_direction,ue15_connected_bs,ue15_current_prx,ue15_sinr,ue15_speed,ue15_handover,ue16_x,ue16_y,ue16_direction,ue16_connected_bs,ue16_current_prx,ue16_sinr,ue16_speed,ue16_handover,ue17_x,ue17_y,ue17_direction,ue17_connected_bs,ue17_current_prx,ue17_sinr,ue17_speed,ue17_handover,ue18_x,ue18_y,ue18_direction,ue18_connected_bs,ue18_current_prx,ue18_sinr,ue18_speed,ue18_handover,ue19_x,ue19_y,ue19_direction,ue19_connected_bs,ue19_current_prx,ue19_sinr,ue19_speed,ue19_handover,ue20_x,ue20_y,ue20_direction,ue20_connected_bs,ue20_current_prx,ue20_sinr,ue20_speed,ue20_handover,ue21_x,ue21_y,ue21_direction,ue21_connected_bs,ue21_current_prx,ue21_sinr,ue21_speed,ue21_handover,ue22_x,ue22_y,ue22_direction,ue22_connected_bs,ue22_current_prx,ue22_sinr,ue22_speed,ue22_handover,ue23_x,ue23_y,ue23_direction,ue23_connected_bs,ue23_current_prx,ue23_sinr,ue23_speed,ue23_handover,ue24_x,ue24_y,ue24_direction,ue24_connected_bs,ue24_current_prx,ue24_sinr,ue24_speed,ue24_handover,ue25_x,ue25_y,ue25_direction,ue25_connected_bs,ue25_current_prx,ue25_sinr,ue25_speed,ue25_handover,ue26_x,ue26_y,ue26_direction,ue26_connected_bs,ue26_current_prx,ue26_sinr,ue26_speed,ue26_handover,ue27_x,ue27_y,ue27_direction,ue27_connected_bs,ue27_current_prx,ue27_sinr,ue27_speed,ue27_handover,ue28_x,ue28_y,ue28_direction,ue28_connected_bs,ue28_current_prx,ue28_sinr,ue28_speed,ue28_handover,ue29_x,ue29_y,ue29_direction,ue29_connected_bs,ue29_current_prx,ue29_sinr,ue29_speed,ue29_handover,ue30_x,ue30_y,ue30_direction,ue30_connected_bs,ue30_current_prx,ue30_sinr,ue30_speed,ue30_handover,ue31_x,ue31_y,ue31_direction,ue31_connected_bs,ue31_current_prx,ue31_sinr,ue31_speed,ue31_handover,ue32_x,ue32_y,ue32_direction,ue32_connected_bs,ue32_current_prx,ue32_sinr,ue32_speed,ue32_handover,ue33_x,ue33_y,ue33_direction,ue33_connected_bs,ue33_current_prx,ue33_sinr,ue33_speed,ue33_handover,ue34_x,ue34_y,ue34_direction,ue34_connected_bs,ue34_current_prx,ue34_sinr,ue34_speed,ue34_handover,ue35_x,ue35_y,ue35_direction,ue35_connected_bs,ue35_current_prx,ue35_sinr,ue35_speed,ue35_handover,ue36_x,ue36_y,ue36_direction,ue36_connected_bs,ue36_current_prx,ue36_sinr,ue36_speed,ue36_handover,ue37_x,ue37_y,ue37_direction,ue37_connected_bs,ue37_current_prx,ue37_sinr,ue37_speed,ue37_handover,ue38_x,ue38_y,ue38_direction,ue38_connected_bs,ue38_current_prx,ue38_sinr,ue38_speed,ue38_handover,ue39_x,ue39_y,ue39_direction,ue39_connected_bs,ue39_current_prx,ue39_sinr,ue39_speed,ue39_handover,ue40_x,ue40_y,ue40_direction,ue40_connected_bs,ue40_current_prx,ue40_sinr,ue40_speed,ue40_handover,ue41_x,ue41_y,ue41_direction,ue41_connected_bs,ue41_current_prx,ue41_sinr,ue41_speed,ue41_handover,ue42_x,ue42_y,ue42_direction,ue42_connected_bs,ue42_current_prx,ue42_sinr,ue42_speed,ue42_handover,ue43_x,ue43_y,ue43_direction,ue43_connected_bs,ue43_current_prx,ue43_sinr,ue43_speed,ue43_handover,ue44_x,ue44_y,ue44_direction,ue44_connected_bs,ue44_current_prx,ue44_sinr,ue44_speed,ue44_handover,ue45_x,ue45_y,ue45_direction,ue45_connected_bs,ue45_current_prx,ue45_sinr,ue45_speed,ue45_handover,ue46_x,ue46_y,ue46_direction,ue46_connected_bs,ue46_current_prx,ue46_sinr,ue46_speed,ue46_handover,ue47_x,ue47_y,ue47_direction,ue47_connected_bs,ue47_current_prx,ue47_sinr,ue47_speed,ue47_handover,ue48_x,ue48_y,ue48_direction,ue48_connected_bs,ue48_current_prx,ue48_sinr,ue48_speed,ue48_handover,ue49_x,ue49_y,ue49_direction,ue49_connected_bs,ue49_current_prx,ue49_sinr,ue49_speed,ue49_handover,ue50_x,ue50_y,ue50_direction,ue50_connected_bs,ue50_current_prx,ue50_sinr,ue50_speed,ue50_handover,ue51_x,ue51_y,ue51_direction,ue51_connected_bs,ue51_current_prx,ue51_sinr,ue51_speed,ue51_handover,ue52_x,ue52_y,ue52_direction,ue52_connected_bs,ue52_current_prx,ue52_sinr,ue52_speed,ue52_handover,ue53_x,ue53_y,ue53_direction,ue53_connected_bs,ue53_current_prx,ue53_sinr,ue53_speed,ue53_handover,ue54_x,ue54_y,ue54_direction,ue54_connected_bs,ue54_current_prx,ue54_sinr,ue54_speed,ue54_handover,ue55_x,ue55_y,ue55_direction,ue55_connected_bs,ue55_current_prx,ue55_sinr,ue55_speed,ue55_handover,ue56_x,ue56_y,ue56_direction,ue56_connected_bs,ue56_current_prx,ue56_sinr,ue56_speed,ue56_handover,ue57_x,ue57_y,ue57_direction,ue57_connected_bs,ue57_current_prx,ue57_sinr,ue57_speed,ue57_handover,ue58_x,ue58_y,ue58_direction,ue58_connected_bs,ue58_current_prx,ue58_sinr,ue58_speed,ue58_handover,ue59_x,ue59_y,ue59_direction,ue59_connected_bs,ue59_current_prx,ue59_sinr,ue59_speed,ue59_handover,ue60_x,ue60_y,ue60_direction,ue60_connected_bs,ue60_current_prx,ue60_sinr,ue60_speed,ue60_handover,ue61_x,ue61_y,ue61_direction,ue61_connected_bs,ue61_current_prx,ue61_sinr,ue61_speed,ue61_handover,ue62_x,ue62_y,ue62_direction,ue62_connected_bs,ue62_current_prx,ue62_sinr,ue62_speed,ue62_handover,ue63_x,ue63_y,ue63_direction,ue63_connected_bs,ue63_current_prx,ue63_sinr,ue63_speed,ue63_handover,ue64_x,ue64_y,ue64_direction,ue64_connected_bs,ue64_current_prx,ue64_sinr,ue64_speed,ue64_handover,ue65_x,ue65_y,ue65_direction,ue65_connected_bs,ue65_current_prx,ue65_sinr,ue65_speed,ue65_handover,ue66_x,ue66_y,ue66_direction,ue66_connected_bs,ue66_current_prx,ue66_sinr,ue66_speed,ue66_handover,ue67_x,ue67_y,ue67_direction,ue67_connected_bs,ue67_current_prx,ue67_sinr,ue67_speed,ue67_handover,ue68_x,ue68_y,ue68_direction,ue68_connected_bs,ue68_current_prx,ue68_sinr,ue68_speed,ue68_handover,ue69_x,ue69_y,ue69_direction,ue69_connected_bs,ue69_current_prx,ue69_sinr,ue69_speed,ue69_handover,ue70_x,ue70_y,ue70_direction,ue70_connected_bs,ue70_current_prx,ue70_sinr,ue70_speed,ue70_handover,ue71_x,ue71_y,ue71_direction,ue71_connected_bs,ue71_current_prx,ue71_sinr,ue71_speed,ue71_handover,ue72_x,ue72_y,ue72_direction,ue72_connected_bs,ue72_current_prx,ue72_sinr,ue72_speed,ue72_handover,ue73_x,ue73_y,ue73_direction,ue73_connected_bs,ue73_current_prx,ue73_sinr,ue73_speed,ue73_handover,ue74_x,ue74_y,ue74_direction,ue74_connected_bs,ue74_current_prx,ue74_sinr,ue74_speed,ue74_handover,ue75_x,ue75_y,ue75_direction,ue75_connected_bs,ue75_current_prx,ue75_sinr,ue75_speed,ue75_handover,ue76_x,ue76_y,ue76_direction,ue76_connected_bs,ue76_current_prx,ue76_sinr,ue76_speed,ue76_handover,ue77_x,ue77_y,ue77_direction,ue77_connected_bs,ue77_current_prx,ue77_sinr,ue77_speed,ue77_handover,ue78_x,ue78_y,ue78_direction,ue78_connected_bs,ue78_current_prx,ue78_sinr,ue78_speed,ue78_handover,ue79_x,ue79_y,ue79_direction,ue79_connected_bs,ue79_current_prx,ue79_sinr,ue79_speed,ue79_handover,ue80_x,ue80_y,ue80_direction,ue80_connected_bs,ue80_current_prx,ue80_sinr,ue80_speed,ue80_handover,ue81_x,ue81_y,ue81_direction,ue81_connected_bs,ue81_current_prx,ue81_sinr,ue81_speed,ue81_handover,ue82_x,ue82_y,ue82_direction,ue82_connected_bs,ue82_current_prx,ue82_sinr,ue82_speed,ue82_handover,ue83_x,ue83_y,ue83_direction,ue83_connected_bs,ue83_current_prx,ue83_sinr,ue83_speed,ue83_handover,ue84_x,ue84_y,ue84_direction,ue84_connected_bs,ue84_current_prx,ue84_sinr,ue84_speed,ue84_handover,ue85_x,ue85_y,ue85_direction,ue85_connected_bs,ue85_current_prx,ue85_sinr,ue85_speed,ue85_handover,ue86_x,ue86_y,ue86_direction,ue86_connected_bs,ue86_current_prx,ue86_sinr,ue86_speed,ue86_handover,ue87_x,ue87_y,ue87_direction,ue87_connected_bs,ue87_current_prx,ue87_sinr,ue87_speed,ue87_handover,ue88_x,ue88_y,ue88_direction,ue88_connected_bs,ue88_current_prx,ue88_sinr,ue88_speed,ue88_handover,ue89_x,ue89_y,ue89_direction,ue89_connected_bs,ue89_current_prx,ue89_sinr,ue89_speed,ue89_handover,ue90_x,ue90_y,ue90_direction,ue90_connected_bs,ue90_current_prx,ue90_sinr,ue90_speed,ue90_handover,ue91_x,ue91_y,ue91_direction,ue91_connected_bs,ue91_current_prx,ue91_sinr,ue91_speed,ue91_handover,ue92_x,ue92_y,ue92_direction,ue92_connected_bs,ue92_current_prx,ue92_sinr,ue92_speed,ue92_handover,ue93_x,ue93_y,ue93_direction,ue93_connected_bs,ue93_current_prx,ue93_sinr,ue93_speed,ue93_handover,ue94_x,ue94_y,ue94_direction,ue94_connected_bs,ue94_current_prx,ue94_sinr,ue94_speed,ue94_handover,ue95_x,ue95_y,ue95_direction,ue95_connected_bs,ue95_current_prx,ue95_sinr,ue95_speed,ue95_handover,ue96_x,ue96_y,ue96_direction,ue96_connected_bs,ue96_current_prx,ue96_sinr,ue96_speed,ue96_handover,ue97_x,ue97_y,ue97_direction,ue97_connected_bs,ue97_current_prx,ue97_sinr,ue97_speed,ue97_handover,ue98_x,ue98_y,ue98_direction,ue98_connected_bs,ue98_current_prx,ue98_sinr,ue98_speed,ue98_handover,ue99_x,ue99_y,ue99_direction,ue99_connected_bs,ue99_current_prx,ue99_sinr,ue99_speed,ue99_handover
0,2645.72,6600.00,0,100,-56.67,13.53,54.87,0,2760.55,5000.00,2,95,-81.57,-17.57,47.34,0,7965.61,4800.00,2,99,-75.73,-2.23,41.27,0,4434.73,7000.00,0,107,-63.59,1.36,41.68,0,8000.00,3153.97,3,88,-64.25,4.71,55.23,0,8400.00,5022.87,1,99,-68.84,-0.59,27.45,0,4635.52,2800.00,0,85,-66.45,0.65,42.63,0,2440.57,5400.00,0,11,-114.83,-53.26,48.69,0,4019.39,2000.00,0,30,-118.46,-43.44,23.27,0,6982.76,2800.00,2,87,-89.16,-34.23,20.69,0,7617.99,6200.00,0,104,-30.09,35.92,21.59,0,3622.61,4000.00,0,90,-75.38,-10.94,27.13,0,2800.00,5170.43,3,95,-63.96,4.42,35.49,0,7442.32,6000.00,0,104,-41.79,23.99,50.79,0,3625.19,5600.00,0,101,-60.57,2.61,30.23,0,6800.00,6561.64,3,65,-94.47,-22.00,46.03,0,8427.66,3400.00,0,69,-101.01,-27.66,33.20,0,4224.57,3800.00,0,90,-65.33,0.52,29.48,0,5783.25,7200.00,2,51,-65.26,-6.78,20.10,0,5200.00,3578.47,3,91,-84.51,-20.41,25.83,0,4600.00,3753.85,3,91,-81.26,-21.90,55.38,0,4019.44,4800.00,0,96,-56.93,4.44,23.33,0,6629.49,6400.00,0,103,-66.16,-0.89,35.39,0,7173.99,8000.00,2,67,-71.97,-9.76,31.21,0,3779.42,2600.00,2,85,-47.41,16.40,24.69,0,2600.00,5433.91,1,19,-118.38,-47.35,40.69,0,1400.00,5848.12,1,4,-103.24,-45.88,57.74,0,8600.00,7952.38,3,82,-100.09,-27.15,57.14,0,8000.00,2161.12,3,68,-129.49,-62.87,46.66,0,2800.00,4380.25,3,18,-113.59,-51.69,23.70,0,3800.00,4623.89,1,25,-109.84,-47.60,28.66,0,5800.00,5642.57,1,49,-107.41,-39.84,51.08,0,5170.82,4800.00,2,97,-61.99,4.87,35.01,0,3800.00,2645.19,1,85,-45.02,24.13,54.22,0,4200.00,4972.07,3,96,-81.87,-8.73,33.52,0,7370.02,5200.00,2,98,-69.51,-5.99,35.98,0,5432.51,5200.00,0,97,-80.34,-14.15,39.02,0,1831.37,3000.00,0,83,-78.02,-6.85,37.64,0,9000.00,4576.17,3,78,-109.57,-36.17,28.60,0,8400.00,4970.42,3,99,-61.50,16.86,35.50,0,7955.69,3800.00,2,93,-50.15,11.13,53.17,0,1200.00,5233.12,1,94,-77.06,-17.94,39.74,0,7844.67,2000.00,0,68,-97.86,-30.16,53.60,0,3600.00,2768.04,3,84,-93.88,-33.39,38.35,0,3800.00,3158.08,3,24,-109.88,-51.84,50.30,0,1000.00,4357.09,3,3,-100.30,-24.91,51.50,0,6237.30,4200.00,0,92,-77.93,-15.50,44.76,0,6200.00,6442.17,1,103,-67.57,-10.26,50.61,0,6953.56,4400.00,2,63,-106.97,-46.48,55.73,0,1833.98,5000.00,0,94,-45.00,10.06,40.78,0,6374.31,7000.00,2,58,-99.46,-32.96,30.83,0,4200.00,3963.25,3,90,-54.17,7.13,44.10,0,1951.43,4000.00,2,89,-93.01,-22.24,58.29,0,8770.88,3800.00,2,77,-85.59,-31.30,34.94,0,4000.00,4350.60,3,90,-53.90,7.02,59.28,0,8419.71,7400.00,0,110,-64.31,-7.74,23.65,0,7628.47,2000.00,0,68,-121.31,-42.71,34.16,0,4400.00,3421.12,1,32,-95.62,-33.04,25.35,0,8020.32,7800.00,0,110,-78.94,-6.96,24.39,0,7773.48,7200.00,2,73,-100.64,-29.31,31.83,0,7200.00,6635.63,1,65,-109.56,-45.11,42.76,0,1961.87,2400.00,2,83,-58.59,1.53,45.76,0,6800.00,4752.34,3,98,-83.16,-30.37,57.20,0,6424.97,4000.00,0,55,-83.59,-12.46,29.96,0,3000.00,3178.14,3,84,-89.51,-30.68,26.24,0,3223.67,4200.00,0,90,-77.21,-13.66,28.40,0,6800.00,3629.08,1,92,-94.98,-33.64,34.90,0,3776.93,6400.00,2,101,-74.77,-4.64,27.69,0,5437.77,8000.00,0,52,-93.82,-20.44,45.33,0,5639.65,4200.00,0,48,-103.78,-47.45,47.59,0,3165.54,2800.00,2,84,-76.37,-9.77,41.35,0,1600.00,7151.87,3,105,-81.40,-18.26,57.76,0,6200.00,4166.91,3,92,-85.74,-24.46,39.71,0,8354.60,5400.00,2,99,-56.00,1.55,54.49,0,3000.00,2571.76,3,84,-60.50,1.96,33.88,0,1380.00,2800.00,2,83,-70.26,-10.74,24.00,0,4354.15,3600.00,2,32,-96.73,-24.89,55.02,0,2178.90,4200.00,2,89,-91.45,-33.92,25.32,0,6034.33,4800.00,0,97,-85.80,-32.73,41.19,0,4579.82,5600.00,2,34,-126.21,-67.91,24.22,0,6235.17,7800.00,0,59,-110.27,-42.75,42.20,0,1600.00,5183.07,3,94,-59.47,3.97,20.32,0,4021.22,4400.00,0,33,-104.54,-43.58,25.47,0,2176.70,6800.00,2,13,-98.49,-30.23,27.96,0,3800.00,2445.81,1,23,-102.80,-35.63,54.97,0,7200.00,7172.39,3,66,-50.22,23.12,33.13,0,8800.00,7569.70,3,82,-111.45,-34.85,36.35,0,4200.00,4830.01,1,96,-52.01,12.68,36.01,0,2800.00,6566.87,3,100,-58.63,-10.79,39.76,0,7000.00,4367.89,3,63,-101.45,-32.46,38.53,0,5380.89,6200.00,2,102,-82.34,-24.49,22.93,0,3800.00,6766.41,3,28,-114.94,-59.59,40.30,0,4351.77,2400.00,2,85,-68.19,-13.61,57.87,0,8400.00,7835.48,1,82,-99.28,-26.66,42.58,0,7000.00,7960.46,3,67,-97.94,-27.62,47.45,0,4600.00,2165.46,3,30,-104.64,-48.73,41.45,0,6200.00,4167.34,3,92,-66.73,-1.18,39.19,0,1165.82,5800.00,2,4,-117.85,-55.41,41.02,0,5824.90,2200.00,0,86,-84.70,-15.06,29.88,0,6363.83,5200.00,2,56,-100.27,-42.57,43.40,0
1,2691.45,6600.00,0,100,-64.02,2.58,54.87,0,2721.10,5000.00,2,95,-77.67,-20.87,47.34,0,7931.22,4800.00,2,99,-99.58,-30.55,41.27,0,4469.47,7000.00,0,107,-42.62,16.62,41.68,0,8000.00,3107.95,3,88,-52.67,13.51,55.23,0,8400.00,5045.75,1,99,-70.08,1.62,27.45,0,4671.05,2800.00,0,85,-70.93,-15.25,42.63,0,2481.15,5400.00,0,19,-108.38,-46.05,48.69,1,4038.78,2000.00,0,30,-119.13,-49.22,23.27,0,6965.52,2800.00,2,87,-81.88,-13.10,20.69,0,7635.98,6200.00,0,104,-49.41,11.67,21.59,0,3645.22,4000.00,0,90,-59.60,-5.86,27.13,0,2800.00,5140.86,3,95,-73.36,-11.81,35.49,0,7484.65,6000.00,0,104,-52.60,14.85,50.79,0,3650.38,5600.00,0,101,-58.19,6.03,30.23,0,6800.00,6523.28,3,58,-98.40,-36.39,46.03,1,8455.33,3400.00,0,69,-103.46,-32.84,33.20,0,4249.14,3800.00,0,90,-70.60,-2.09,29.48,0,5766.51,7200.00,2,108,-51.99,5.78,20.10,1,5200.00,3556.94,3,91,-90.25,-26.34,25.83,0,4600.00,3707.70,3,91,-62.29,-2.12,55.38,0,4038.88,4800.00,0,96,-51.27,19.34,23.33,0,6658.99,6400.00,0,103,-83.92,-17.13,35.39,0,7147.98,8000.00,2,67,-88.45,-16.03,31.21,0,3758.84,2600.00,2,85,-57.86,-2.09,24.69,0,2600.00,5467.82,1,19,-105.93,-30.48,40.69,0,1400.00,5896.24,1,4,-124.17,-57.85,57.74,0,8600.00,7904.76,3,82,-106.33,-28.98,57.14,0,8000.00,2122.23,3,68,-107.61,-44.24,46.66,0,2800.00,4360.50,3,18,-114.40,-51.83,23.70,0,3800.00,4647.77,1,25,-107.72,-44.88,28.66,0,5800.00,5685.13,1,49,-115.41,-54.47,51.08,0,5141.65,4800.00,2,97,-66.05,-2.59,35.01,0,3800.00,2690.37,1,85,-64.53,1.94,54.22,0,4200.00,4944.14,3,96,-67.95,-3.62,33.52,0,7340.03,5200.00,2,98,-76.83,-20.02,35.98,0,5465.03,5200.00,0,97,-87.32,-20.75,39.02,0,1862.73,3000.00,0,83,-69.86,0.14,37.64,0,9000.00,4552.34,3,78,-113.39,-37.35,28.60,0,8400.00,4940.83,3,99,-63.37,8.84,35.50,0,7911.39,3800.00,2,93,-53.18,15.34,53.17,0,1200.00,5266.23,1,94,-70.99,-2.04,39.74,0,7889.34,2000.00,0,68,-99.47,-42.90,53.60,0,3600.00,2736.09,3,84,-101.88,-36.15,38.35,0,3800.00,3116.17,3,24,-96.33,-27.31,50.30,0,1000.00,4314.17,3,3,-112.04,-40.02,51.50,0,6274.60,4200.00,0,92,-70.59,-8.34,44.76,0,6200.00,6484.35,1,103,-68.61,-4.67,50.61,0,6907.11,4400.00,2,63,-113.67,-46.15,55.73,0,1867.96,5000.00,0,94,-42.07,25.17,40.78,0,6348.61,7000.00,2,58,-93.41,-27.34,30.83,0,4200.00,3926.49,3,90,-76.66,-27.06,44.10,0,1902.86,4000.00,2,89,-74.66,-6.96,58.29,0,8741.77,3800.00,2,77,-82.68,-17.42,34.94,0,4000.00,4301.21,3,90,-81.42,-22.55,59.28,0,8439.42,7400.00,0,110,-65.94,-0.03,23.65,0,7656.93,2000.00,0,68,-112.48,-36.96,34.16,0,4400.00,3442.24,1,32,-82.75,-21.88,25.35,0,8040.64,7800.00,0,110,-94.66,-24.11,24.39,0,7746.95,7200.00,2,110,-107.73,-35.67,31.83,1,7200.00,6671.27,1,66,-108.62,-41.71,42.76,1,1923.73,2400.00,2,83,-87.81,-21.79,45.76,0,6800.00,4704.67,3,98,-55.28,6.32,57.20,0,6449.94,4000.00,0,92,-83.22,-12.53,29.96,1,3000.00,3156.27,3,84,-75.90,-24.43,26.24,0,3247.34,4200.00,0,90,-61.87,-1.92,28.40,0,6800.00,3658.16,1,92,-80.31,-16.80,34.90,0,3753.86,6400.00,2,101,-65.81,0.43,27.69,0,5475.55,8000.00,0,52,-90.44,-17.81,45.33,0,5679.31,4200.00,0,48,-114.10,-48.42,47.59,0,3131.08,2800.00,2,84,-79.60,-32.58,41.35,0,1600.00,7103.74,3,105,-77.55,-6.75,57.76,0,6200.00,4133.82,3,92,-77.15,-1.47,39.71,0,8309.19,5400.00,2,99,-83.14,-15.46,54.49,0,3000.00,2543.53,3,84,-64.36,5.48,33.88,0,1360.01,2800.00,2,83,-76.67,-12.95,24.00,0,4308.31,3600.00,2,32,-82.60,-10.81,55.02,0,2157.81,4200.00,2,89,-69.33,-4.25,25.32,0,6068.65,4800.00,0,97,-66.65,-6.74,41.19,0,4559.63,5600.00,2,34,-132.98,-71.90,24.22,0,6270.34,7800.00,0,59,-99.51,-26.19,42.20,0,1600.00,5166.14,3,94,-70.35,-5.12,20.32,0,4042.44,4400.00,0,33,-108.88,-47.32,25.47,0,2153.39,6800.00,2,13,-101.35,-33.33,27.96,0,3800.00,2491.62,1,23,-107.52,-35.80,54.97,0,7200.00,7144.78,3,66,-50.27,21.91,33.13,0,8800.00,7539.41,3,82,-100.29,-29.30,36.35,0,4200.00,4860.02,1,96,-64.51,-4.02,36.01,0,2800.00,6533.74,3,100,-81.82,-14.31,39.76,0,7000.00,4335.78,3,63,-107.49,-45.01,38.53,0,5361.78,6200.00,2,102,-63.09,4.10,22.93,0,3800.00,6732.83,3,28,-104.62,-43.74,40.30,0,4303.54,2400.00,2,85,-57.22,8.45,57.87,0,8400.00,7870.97,1,82,-99.45,-32.25,42.58,0,7000.00,7920.91,3,67,-96.34,-26.00,47.45,0,4600.00,2130.92,3,30,-116.85,-59.63,41.45,0,6200.00,4134.68,3,92,-65.91,3.45,39.19,0,1131.63,5800.00,2,4,-113.83,-55.20,41.02,0,5849.80,2200.00,0,86,-78.25,-6.16,29.88,0,6327.67,5200.00,2,56,-97.94,-42.79,43.40,0
