Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
31,4700.00,5598.23,3,4,-103.73,-3.73,40.28,0,1.00,-120.18,,,,,,
32,4700.00,5564.66,3,1,-109.49,-9.49,40.28,1,4.00,-117.83,,,,,,
33,4700.00,5531.09,3,4,-107.90,-8.56,40.28,1,1.00,-124.33,,,,,,
34,4700.00,5497.52,3,4,-104.08,-4.08,40.28,0,1.00,-121.03,3.00,-121.37,,,,
35,4700.00,5463.95,3,3,-110.82,-10.82,40.28,1,1.00,-120.97,4.00,-124.51,,,,
36,4719.61,5450.00,0,3,-113.95,-16.86,40.28,0,1.00,-111.50,4.00,-120.48,,,,
37,4753.18,5450.00,0,3,-110.05,-10.05,40.28,0,1.00,-113.25,4.00,-116.72,,,,
38,4786.75,5450.00,0,4,-109.14,-9.14,40.28,1,3.00,-122.40,1.00,-129.33,,,,
39,4820.32,5450.00,0,4,-116.21,-16.21,40.28,0,3.00,-118.38,1.00,-120.03,,,,
40,4853.89,5450.00,0,3,-116.60,-16.60,40.28,1,4.00,-138.19,,,,,,
41,4887.46,5450.00,0,3,-109.26,-9.26,40.28,0,4.00,-118.82,,,,,,
42,4900.00,5450.00,3,3,-111.08,-11.76,0.00,0,4.00,-110.73,,,,,,
43,4900.00,5450.00,3,4,-107.70,-7.70,0.00,1,3.00,-111.08,,,,,,
44,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
45,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
46,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
47,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
48,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
49,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
50,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
51,4900.00,5450.00,3,4,-107.70,-7.70,0.00,0,3.00,-111.08,,,,,,
52,4900.00,5433.22,3,3,-99.94,0.06,20.14,1,4.00,-113.59,,,,,,
53,4900.00,5399.65,3,4,-108.17,-8.17,40.28,1,3.00,-117.09,,,,,,
54,4900.00,5366.08,3,4,-113.32,-13.32,40.28,0,3.00,-117.88,,,,,,
55,4900.00,5332.51,3,4,-124.96,-24.96,40.28,0,3.00,-122.67,,,,,,
56,4900.00,5298.94,3,3,-129.15,-30.57,40.28,1,4.00,-137.22,,,,,,
57,4900.00,5265.37,3,3,-110.17,-10.74,40.28,0,,,,,,,,
58,4900.00,5231.80,3,3,-89.53,10.47,40.28,0,,,,,,,,
59,4900.00,5198.23,3,3,-109.20,-9.20,40.28,0,,,,,,,,
60,4900.00,5164.66,3,3,-108.31,-9.17,40.28,0,,,,,,,,
61,4900.00,5131.09,3,3,-124.34,-24.34,40.28,0,,,,,,,,
62,4900.00,5097.52,3,3,-103.25,-3.25,40.28,0,,,,,,,,
63,4900.00,5063.95,3,3,-114.61,-14.61,40.28,0,,,,,,,,
64,4919.61,5050.00,0,3,-92.70,7.30,40.28,0,,,,,,,,
65,4953.18,5050.00,0,3,-89.09,10.91,40.28,0,,,,,,,,
66,4986.75,5050.00,0,3,-94.25,5.75,40.28,0,,,,,,,,
67,5020.32,5050.00,0,3,-96.84,3.16,40.28,0,,,,,,,,
68,5053.89,5050.00,0,3,-81.99,17.39,40.28,0,,,,,,,,
69,5087.46,5050.00,0,3,-86.77,12.34,40.28,0,,,,,,,,
70,5100.00,5071.03,1,3,-99.71,-1.67,40.28,0,,,,,,,,
71,5100.00,5104.60,1,3,-91.92,8.08,40.28,0,,,,,,,,
72,5100.00,5138.17,1,3,-108.30,-8.30,40.28,0,,,,,,,,
73,5100.00,5171.74,1,3,-97.82,2.18,40.28,0,,,,,,,,
74,5100.00,5205.31,1,3,-90.49,9.51,40.28,0,,,,,,,,
75,5100.00,5238.88,1,3,-98.76,1.24,40.28,0,,,,,,,,
76,5100.00,5272.45,1,3,-114.54,-14.54,40.28,0,,,,,,,,
77,5100.00,5306.01,1,3,-104.38,-5.69,40.28,0,4.00,-119.15,,,,,,
78,5100.00,5339.58,1,3,-114.63,-14.63,40.28,0,4.00,-114.59,,,,,,
79,5100.00,5373.15,1,4,-114.74,-14.74,40.28,1,3.00,-122.28,,,,,,
80,5100.00,5406.72,1,4,-105.66,-6.99,40.28,0,3.00,-104.45,,,,,,
81,5100.00,5440.29,1,3,-108.10,-8.10,40.28,1,4.00,-121.94,,,,,,
82,5100.00,5450.00,0,4,-112.46,-13.09,0.00,1,3.00,-126.23,,,,,,
83,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
84,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
85,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
86,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
87,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
88,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
89,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
90,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
91,5100.00,5450.00,0,4,-112.46,-13.09,0.00,0,3.00,-118.60,,,,,,
92,5116.78,5450.00,0,4,-110.59,-10.59,20.14,0,3.00,-110.74,,,,,,
93,5150.35,5450.00,0,4,-106.13,-6.13,40.28,0,3.00,-121.67,6.00,-130.58,,,,
94,5183.92,5450.00,0,4,-109.74,-9.74,40.28,0,3.00,-117.25,6.00,-125.37,,,,
95,5217.49,5450.00,0,4,-115.94,-15.94,40.28,0,6.00,-118.66,3.00,-124.31,,,,
96,5251.06,5450.00,0,3,-108.51,-8.51,40.28,1,4.00,-115.90,6.00,-123.55,,,,
97,5284.63,5450.00,0,6,-112.19,-12.19,40.28,1,3.00,-116.55,4.00,-124.14,,,,
98,5318.20,5450.00,0,4,-114.59,-14.59,40.28,1,6.00,-117.75,3.00,-127.54,,,,
99,5351.77,5450.00,0,4,-108.21,-8.77,40.28,0,6.00,-108.63,3.00,-120.82,,,,
100,5385.34,5450.00,0,6,-102.76,-3.34,40.28,1,4.00,-108.43,3.00,-126.71,,,,
