Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
27,3200.00,7118.84,3,21,-98.40,-1.06,29.19,0,28.00,-100.74,29.00,-136.47,,,,
28,3200.00,7094.51,3,21,-110.82,-11.29,29.19,0,28.00,-109.46,29.00,-124.68,,,,
29,3200.00,7070.19,3,28,-112.78,-12.78,29.19,1,21.00,-128.57,,,,,,
30,3200.00,7045.86,3,21,-108.25,-8.25,29.19,1,28.00,-117.37,,,,,,
31,3200.00,7021.53,3,28,-108.52,-8.52,29.19,1,21.00,-122.23,,,,,,
32,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-109.75,,,,,,
33,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
34,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
35,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
36,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
37,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
38,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
39,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
40,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
41,3200.00,7000.00,1,28,-114.07,-14.07,0.00,0,21.00,-116.83,,,,,,
42,3200.00,7012.16,1,28,-105.72,-5.72,14.60,0,21.00,-124.29,,,,,,
43,3200.00,7036.49,1,28,-98.72,1.28,29.19,0,21.00,-122.10,,,,,,
44,3200.00,7060.82,1,28,-95.66,4.34,29.19,0,21.00,-114.14,,,,,,
45,3200.00,7085.14,1,28,-96.73,3.27,29.19,0,21.00,-113.53,29.00,-125.71,,,,
46,3200.00,7109.47,1,28,-108.08,-8.08,29.19,0,21.00,-111.35,29.00,-136.57,,,,
47,3200.00,7133.80,1,28,-111.58,-11.58,29.19,0,21.00,-119.12,29.00,-131.17,,,,
48,3200.00,7158.13,1,21,-113.63,-13.63,29.19,1,29.00,-129.44,28.00,-133.35,,,,
49,3200.00,7182.45,1,28,-118.27,-18.27,29.19,1,21.00,-121.48,29.00,-126.05,,,,
50,3193.22,7200.00,2,28,-117.79,-20.62,29.19,0,21.00,-112.32,29.00,-114.01,,,,
51,3168.89,7200.00,2,29,-99.31,0.69,29.19,1,21.00,-110.31,28.00,-113.93,,,,
52,3144.57,7200.00,2,29,-102.36,-2.36,29.19,0,21.00,-118.02,28.00,-121.36,,,,
53,3120.24,7200.00,2,29,-108.90,-9.64,29.19,0,21.00,-107.31,,,,,,
54,3095.91,7200.00,2,21,-113.20,-13.20,29.19,1,29.00,-118.08,,,,,,
55,3071.58,7200.00,2,21,-98.25,1.29,29.19,0,29.00,-123.36,,,,,,
56,3047.26,7200.00,2,21,-93.38,6.62,29.19,0,,,,,,,,
57,3022.93,7200.00,2,21,-103.26,-3.96,29.19,0,,,,,,,,
58,3000.00,7198.60,3,21,-110.34,-10.34,29.19,0,,,,,,,,
59,3000.00,7174.28,3,21,-120.18,-20.18,29.19,0,,,,,,,,
60,3000.00,7149.95,3,21,-110.90,-11.43,29.19,0,,,,,,,,
61,3000.00,7125.62,3,21,-121.41,-22.07,29.19,0,,,,,,,,
62,3000.00,7101.29,3,21,-103.89,-3.89,29.19,0,,,,,,,,
63,3000.00,7076.97,3,21,-102.57,-4.62,29.19,0,,,,,,,,
64,3000.00,7052.64,3,21,-95.92,4.08,29.19,0,28.00,-114.83,,,,,,
65,3000.00,7028.31,3,21,-98.10,1.45,29.19,0,28.00,-127.06,,,,,,
66,3000.00,7003.99,3,21,-97.12,2.88,29.19,0,28.00,-133.24,,,,,,
67,3000.00,6979.66,3,28,-109.19,-9.86,29.19,1,21.00,-114.53,,,,,,
68,3000.00,6955.33,3,28,-104.29,-5.02,29.19,0,21.00,-107.43,,,,,,
69,3000.00,6931.01,3,28,-100.93,-1.45,29.19,0,21.00,-108.89,,,,,,
70,3000.00,6906.68,3,28,-100.74,-2.82,29.19,0,21.00,-102.10,,,,,,
71,3000.00,6882.35,3,28,-107.50,-7.50,29.19,0,21.00,-113.27,,,,,,
72,3000.00,6858.02,3,28,-114.13,-14.13,29.19,0,21.00,-115.15,,,,,,
73,3000.00,6833.70,3,28,-101.79,-1.79,29.19,0,21.00,-112.61,20.00,-122.57,,,,
74,3000.00,6809.37,3,28,-111.04,-11.04,29.19,0,21.00,-111.81,20.00,-124.05,,,,
75,3000.00,6800.00,2,21,-103.22,-3.22,0.00,1,28.00,-107.30,20.00,-127.29,,,,
76,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
77,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
78,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
79,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
80,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
81,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
82,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
83,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
84,3000.00,6800.00,2,21,-103.22,-3.22,0.00,0,28.00,-110.85,20.00,-132.41,,,,
85,2987.84,6800.00,2,21,-100.35,-0.35,14.60,0,28.00,-112.25,20.00,-134.04,,,,
86,2963.51,6800.00,2,21,-98.56,0.46,29.19,0,28.00,-105.95,20.00,-124.98,,,,
87,2939.18,6800.00,2,21,-88.44,9.67,29.19,0,28.00,-102.65,20.00,-127.09,,,,
88,2914.86,6800.00,2,21,-102.49,-5.74,29.19,0,28.00,-99.53,20.00,-116.54,,,,
89,2890.53,6800.00,2,21,-101.63,-1.63,29.19,0,20.00,-115.78,,,,,,
90,2866.20,6800.00,2,20,-99.38,0.62,29.19,1,21.00,-110.25,,,,,,
91,2841.87,6800.00,2,21,-104.88,-4.88,29.19,1,20.00,-113.34,,,,,,
92,2817.55,6800.00,2,21,-100.87,-1.53,29.19,0,20.00,-107.83,,,,,,
93,2800.00,6793.22,3,20,-98.90,-6.75,29.19,1,21.00,-112.77,,,,,,
94,2800.00,6768.89,3,20,-99.35,0.65,29.19,0,21.00,-113.74,,,,,,
95,2800.00,6744.57,3,20,-107.23,-7.73,29.19,0,21.00,-109.12,,,,,,
96,2800.00,6720.24,3,20,-109.77,-10.54,29.19,0,21.00,-119.58,,,,,,
97,2800.00,6695.91,3,20,-113.33,-14.46,29.19,0,21.00,-115.03,,,,,,
98,2800.00,6671.58,3,20,-103.60,-4.68,29.19,0,21.00,-108.18,,,,,,
99,2800.00,6647.26,3,20,-113.54,-13.54,29.19,0,21.00,-112.76,,,,,,
100,2800.00,6622.93,3,21,-102.52,-2.52,29.19,1,20.00,-122.69,,,,,,
