Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
0,4977.40,8000.00,36.00,2,44,0.88,LOS,91.33,4.83,-75.94,-48.16,3.21,81.35,0,52,-79.58,42,-82.82,74,-85.28,28,-85.51,58,-85.87,73,-88.05
1,4954.81,8000.00,36.00,2,44,0.88,LOS,91.38,4.83,-75.99,-48.21,3.41,81.35,0,52,-79.85,42,-82.82,74,-85.35,28,-85.43,58,-85.95,73,-88.11
2,4932.21,8000.00,36.00,2,44,0.87,LOS,91.45,1.39,-72.62,-44.84,3.49,81.35,0,52,-76.31,28,-84.26,57,-84.86,58,-87.08,13,-87.35,42,-88.99
3,4909.61,8000.00,36.00,2,44,0.87,LOS,91.55,1.39,-72.72,-44.94,3.63,81.35,0,52,-76.57,28,-84.18,57,-84.90,58,-87.16,13,-87.29,42,-88.99
4,4887.02,8000.00,36.00,2,44,0.87,LOS,91.68,-2.17,-69.29,-41.51,6.19,81.35,0,52,-75.77,58,-82.04,6,-84.20,28,-86.91,42,-86.94,43,-87.87
5,4864.42,8000.00,36.00,2,44,0.87,LOS,91.83,-2.17,-69.44,-41.66,6.26,81.35,0,52,-76.02,58,-82.12,6,-84.15,28,-86.82,42,-86.94,43,-87.89
6,4841.83,8000.00,36.00,2,44,0.87,LOS,92.00,-4.45,-67.34,-39.56,10.84,81.35,0,52,-79.37,43,-84.65,49,-85.38,57,-88.95,64,-88.99,81,-89.20
7,4819.23,8000.00,36.00,2,44,0.86,LOS,92.19,-4.45,-67.53,-39.75,10.82,81.35,0,52,-79.60,43,-84.67,49,-85.41,57,-88.99,64,-89.03,81,-89.25
8,4796.63,8000.00,36.00,2,44,0.86,LOS,92.40,3.05,-75.24,-47.45,-1.08,81.35,0,52,-75.09,43,-81.39,57,-84.19,49,-84.19,26,-84.84,42,-85.34
9,4774.04,8000.00,36.00,2,44,0.86,LOS,92.63,3.05,-75.46,-47.68,-1.11,81.35,0,52,-75.31,43,-81.42,49,-84.22,57,-84.24,26,-84.81,42,-85.35
10,4751.44,8000.00,36.00,2,44,0.85,LOS,92.86,3.02,-75.66,-47.88,3.49,81.35,0,52,-82.46,43,-82.53,13,-85.78,74,-87.44,42,-87.44,58,-87.94
11,4728.84,8000.00,36.00,2,44,0.85,LOS,93.11,3.02,-75.91,-48.13,3.30,81.35,0,43,-82.56,52,-82.67,13,-85.72,42,-87.45,74,-87.50,58,-88.02
12,4706.25,8000.00,36.00,2,44,0.85,LOS,93.36,1.95,-75.09,-47.31,1.40,81.35,0,52,-78.52,43,-81.14,28,-84.58,72,-84.85,12,-85.77,13,-86.24
13,4683.65,8000.00,36.00,2,44,0.84,LOS,93.62,1.95,-75.35,-47.57,1.26,81.35,0,52,-78.73,43,-81.18,28,-84.49,72,-84.89,12,-85.72,13,-86.18
14,4661.06,8000.00,36.00,2,44,0.84,LOS,93.88,-4.24,-69.42,-41.64,3.51,81.35,0,52,-73.48,43,-82.57,73,-84.94,28,-87.20,26,-87.27,58,-87.78
15,4638.46,8000.00,36.00,2,44,0.84,LOS,94.15,-4.24,-69.69,-41.91,3.41,81.35,0,52,-73.68,43,-82.61,73,-85.00,28,-87.12,26,-87.25,58,-87.86
16,4615.86,8000.00,36.00,2,44,0.83,LOS,94.41,1.63,-75.82,-48.04,2.95,81.35,0,52,-79.12,28,-84.51,58,-85.03,13,-86.97,26,-88.90,6,-89.13
17,4600.00,7993.27,36.00,3,44,0.83,LOS,94.52,1.63,-75.93,-48.15,2.95,81.35,0,52,-79.25,28,-84.42,58,-85.07,13,-86.91,26,-88.87,6,-89.08
18,4600.00,7970.67,36.00,3,44,0.83,LOS,94.25,-0.47,-73.57,-45.78,2.59,81.35,0,37,-78.03,52,-81.23,58,-83.56,26,-85.20,57,-87.44,28,-87.57
19,4600.00,7948.07,36.00,3,44,0.84,LOS,93.98,-0.47,-73.30,-45.52,2.98,81.35,0,37,-78.23,52,-81.24,58,-83.50,26,-85.14,57,-87.38,28,-87.48
20,4600.00,7925.48,36.00,3,44,0.84,LOS,93.72,2.05,-75.55,-47.76,4.16,81.35,0,43,-80.42,49,-83.42,42,-84.82,12,-85.38,26,-86.37,28,-87.05
21,4600.00,7902.88,36.00,3,44,0.85,LOS,93.46,2.05,-75.28,-47.50,4.29,81.35,0,43,-80.26,49,-83.34,42,-84.72,12,-85.33,26,-86.30,28,-86.95
22,4600.00,7880.29,36.00,3,44,0.85,LOS,93.20,0.55,-73.53,-45.74,0.40,81.35,0,52,-74.38,42,-80.32,58,-83.16,43,-84.74,12,-86.48,57,-87.51
23,4600.00,7857.69,36.00,3,44,0.85,LOS,92.95,0.55,-73.28,-45.49,0.67,81.35,0,52,-74.41,42,-80.22,58,-83.11,43,-84.57,12,-86.44,57,-87.46
24,4600.00,7835.09,36.00,3,44,0.86,LOS,92.71,3.60,-76.09,-48.30,2.32,81.35,0,43,-80.00,57,-82.58,42,-83.65,52,-84.18,28,-84.61,49,-86.52
25,4600.00,7812.50,36.00,3,44,0.86,LOS,92.48,3.60,-75.86,-48.07,2.44,81.35,0,43,-79.83,57,-82.53,42,-83.54,52,-84.21,28,-84.51,49,-86.45
26,4589.90,7800.00,36.00,2,44,0.86,LOS,92.54,0.62,-72.95,-45.17,0.93,81.35,0,52,-75.47,28,-77.72,43,-79.21,42,-85.40,74,-88.32,13,-88.54
27,4567.30,7800.00,36.00,2,44,0.85,LOS,92.96,0.62,-73.37,-45.58,0.65,81.35,0,52,-75.65,28,-77.62,43,-79.28,42,-85.42,74,-88.38,13,-88.47
28,4544.71,7800.00,36.00,2,44,0.85,LOS,93.36,-6.19,-66.95,-39.17,10.27,81.35,0,43,-78.45,58,-81.46,28,-82.34,42,-82.36,52,-84.43,49,-87.59
29,4522.11,7800.00,36.00,2,44,0.84,LOS,93.75,-6.19,-67.34,-39.56,9.93,81.35,0,43,-78.52,58,-81.55,28,-82.24,42,-82.38,52,-84.60,49,-87.63
30,4499.52,7800.00,36.00,2,44,0.84,LOS,94.13,5.98,-79.89,-52.11,-1.22,81.35,0,28,-80.49,43,-81.56,52,-82.85,58,-85.55,42,-87.98,49,-88.39
31,4476.92,7800.00,36.00,2,44,0.83,LOS,94.49,5.98,-80.26,-52.48,-1.57,81.35,0,28,-80.39,43,-81.64,52,-83.01,58,-85.63,37,-87.98,42,-88.00
32,4454.32,7800.00,36.00,2,44,0.82,LOS,94.85,-3.74,-70.89,-43.11,6.72,81.35,0,43,-80.43,49,-83.73,37,-83.77,52,-83.95,42,-85.74,64,-85.76
33,4431.73,7800.00,36.00,2,44,0.82,LOS,95.19,-3.74,-71.23,-43.45,6.26,81.35,0,43,-80.51,37,-83.04,49,-83.76,52,-84.11,28,-85.76,42,-85.77
34,4409.13,7800.00,36.00,2,44,0.81,LOS,95.52,-2.06,-73.24,-45.46,1.58,81.35,0,43,-75.41,57,-81.95,42,-84.38,49,-86.20,52,-86.94,37,-87.14
35,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
36,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
37,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
38,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
39,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
40,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
41,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
42,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
43,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
44,4400.00,7800.00,36.00,1,44,0.81,LOS,95.65,-2.06,-73.37,-45.59,1.46,0.00,0,43,-75.44,57,-81.98,42,-84.39,49,-86.22,37,-86.87,52,-87.00
45,4400.00,7811.30,36.00,1,44,0.81,LOS,95.71,-2.06,-73.43,-45.65,1.44,40.67,0,43,-75.52,57,-82.00,42,-84.44,49,-86.25,37,-86.34,52,-86.99
46,4400.00,7833.89,36.00,1,44,0.81,LOS,95.83,-5.62,-69.99,-42.21,-1.67,81.35,0,37,-68.62,52,-82.64,43,-84.37,28,-85.25,49,-85.91,74,-86.09
47,4400.00,7856.49,36.00,1,44,0.80,LOS,95.95,-5.62,-70.11,-42.33,-2.84,81.35,0,37,-67.50,52,-82.62,43,-84.52,28,-85.37,49,-85.98,74,-86.09
48,4400.00,7879.09,36.00,1,44,0.80,LOS,96.09,-2.93,-72.94,-45.16,5.12,81.35,0,37,-82.35,57,-82.59,52,-82.60,43,-83.77,13,-84.32,28,-84.97
49,4400.00,7901.68,36.00,1,44,0.80,LOS,96.23,-2.93,-73.08,-45.30,4.55,81.35,0,37,-81.21,52,-82.58,57,-82.64,43,-83.92,13,-84.36,28,-85.09
50,4400.00,7924.28,36.00,1,44,0.80,LOS,96.38,-4.93,-71.23,-43.45,8.43,81.35,0,43,-82.59,28,-85.37,52,-85.49,37,-86.17,13,-87.01,58,-87.80
51,4400.00,7946.88,36.00,1,44,0.79,LOS,96.53,-4.93,-71.39,-43.60,8.09,81.35,0,43,-82.73,37,-85.14,52,-85.47,28,-85.48,13,-87.05,58,-87.84
52,4400.00,7969.47,36.00,1,44,0.79,LOS,96.69,4.91,-81.38,-53.60,-0.59,81.35,0,43,-83.69,26,-84.80,37,-84.88,49,-85.42,28,-87.84,64,-88.54
53,4400.00,7992.07,36.00,1,44,0.79,LOS,96.85,4.91,-81.54,-53.76,-0.96,81.35,0,43,-83.83,37,-84.20,26,-84.86,49,-85.49,28,-87.95,64,-88.57
54,4414.66,8000.00,36.00,0,28,0.59,LOS,104.29,-8.77,-75.30,-47.52,21.69,81.35,1,44,-81.46,43,-84.70,57,-86.67,52,-86.83,42,-87.07,37,-87.18
55,4437.26,8000.00,36.00,0,28,0.58,LOS,104.37,-8.77,-75.39,-47.60,21.71,81.35,0,44,-81.21,43,-84.64,57,-86.62,52,-86.66,42,-87.04,49,-88.55
56,4459.86,8000.00,36.00,0,44,0.80,LOS,96.24,-4.71,-71.32,-43.53,1.09,81.35,1,52,-73.96,37,-80.47,43,-80.85,13,-85.29,28,-86.14,42,-86.62
57,4482.45,8000.00,36.00,0,44,0.80,LOS,95.98,-4.71,-71.06,-43.28,1.42,81.35,0,52,-73.80,43,-80.79,37,-81.99,13,-85.36,28,-86.22,42,-86.59
58,4505.05,8000.00,36.00,0,44,0.81,LOS,95.72,-3.42,-72.08,-44.30,4.61,81.35,0,43,-79.52,37,-80.50,58,-82.71,6,-83.97,28,-84.99,42,-87.80
59,4527.65,8000.00,36.00,0,44,0.81,LOS,95.46,-3.42,-71.82,-44.04,5.31,81.35,0,43,-79.47,37,-81.77,58,-82.63,6,-84.03,28,-85.07,42,-87.78
60,4550.24,8000.00,36.00,0,44,0.82,LOS,95.19,1.28,-76.26,-48.48,-0.74,81.35,0,52,-78.60,37,-81.46,43,-81.48,42,-82.62,28,-84.36,13,-84.54
61,4572.84,8000.00,36.00,0,44,0.82,LOS,94.92,1.28,-75.99,-48.21,-0.33,81.35,0,52,-78.42,43,-81.43,37,-82.55,42,-82.60,28,-84.45,13,-84.61
62,4595.43,8000.00,36.00,0,44,0.83,LOS,94.66,-3.18,-71.26,-43.47,7.24,81.35,0,43,-82.58,52,-83.07,28,-84.26,37,-84.45,72,-86.70,58,-86.81
63,4581.97,8000.00,36.00,2,44,0.82,LOS,94.82,-3.18,-71.42,-43.63,6.97,81.35,0,43,-82.61,52,-83.18,37,-83.85,28,-84.21,72,-86.72,58,-86.86
64,4559.37,8000.00,36.00,2,37,0.90,NLOS,108.48,-17.96,-70.30,-42.52,6.12,81.35,1,44,-77.72,43,-80.20,28,-83.67,42,-84.93,52,-88.20,26,-88.20
65,4536.78,8000.00,36.00,2,37,0.91,NLOS,107.34,-17.96,-69.16,-41.38,7.46,81.35,0,44,-77.99,43,-80.26,28,-83.59,42,-84.95,26,-88.18,52,-88.38
