Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
52,3600.00,6989.11,1,28,-118.37,-20.02,50.43,0,,,,,,,,
53,3568.87,7000.00,2,28,-99.77,-0.46,50.43,0,,,,,,,,
54,3526.84,7000.00,2,28,-107.34,-7.34,50.43,0,29.00,-110.36,,,,,,
55,3484.82,7000.00,2,28,-105.95,-6.56,50.43,0,29.00,-108.26,,,,,,
56,3442.79,7000.00,2,28,-110.82,-10.82,50.43,0,,,,,,,,
57,3400.77,7000.00,2,28,-108.62,-8.62,50.43,0,,,,,,,,
58,3441.26,7000.00,0,28,-124.89,-24.89,50.43,0,,,,,,,,
59,3483.28,7000.00,0,28,-105.32,-5.32,50.43,0,29.00,-137.48,,,,,,
60,3525.30,7000.00,0,28,-114.61,-14.61,50.43,0,29.00,-140.60,,,,,,
61,3567.33,7000.00,0,28,-124.44,-24.44,50.43,0,,,,,,,,
62,3609.35,7000.00,0,28,-119.71,-19.71,50.43,0,,,,,,,,
63,3651.38,7000.00,0,28,-102.03,-2.03,50.43,0,,,,,,,,
64,3693.40,7000.00,0,28,-104.48,-4.97,50.43,0,36.00,-116.65,,,,,,
65,3735.43,7000.00,0,28,-120.59,-21.40,50.43,0,36.00,-119.07,,,,,,
66,3777.45,7000.00,0,28,-113.71,-13.71,50.43,0,36.00,-133.41,,,,,,
67,3819.48,7000.00,0,28,-108.47,-9.22,50.43,0,36.00,-107.27,,,,,,
68,3861.50,7000.00,0,28,-92.41,6.13,50.43,0,36.00,-107.33,,,,,,
69,3903.52,7000.00,0,28,-102.32,-2.89,50.43,0,36.00,-124.71,,,,,,
70,3945.55,7000.00,0,36,-110.24,-10.24,50.43,1,28.00,-116.03,,,,,,
71,3987.57,7000.00,0,36,-102.38,-3.03,50.43,0,28.00,-107.89,,,,,,
72,4000.00,7000.00,2,28,-106.82,-6.82,0.00,1,36.00,-113.09,,,,,,
73,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
74,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
75,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
76,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
77,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
78,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
79,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
80,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
81,4000.00,7000.00,2,28,-106.82,-6.82,0.00,0,36.00,-123.73,,,,,,
82,3978.99,7000.00,2,28,-111.03,-11.03,25.21,0,36.00,-111.60,,,,,,
83,3936.96,7000.00,2,36,-88.47,11.08,50.43,1,28.00,-115.83,,,,,,
84,3894.94,7000.00,2,36,-95.45,4.08,50.43,0,28.00,-126.53,,,,,,
85,3852.91,7000.00,2,36,-114.93,-14.93,50.43,0,28.00,-124.95,,,,,,
86,3810.89,7000.00,2,36,-118.60,-18.60,50.43,0,28.00,-124.00,,,,,,
87,3768.87,7000.00,2,28,-116.13,-16.13,50.43,1,36.00,-125.19,,,,,,
88,3726.84,7000.00,2,28,-114.66,-14.66,50.43,0,36.00,-128.49,,,,,,
89,3684.82,7000.00,2,28,-106.43,-6.43,50.43,0,36.00,-129.48,,,,,,
90,3642.79,7000.00,2,28,-110.03,-10.03,50.43,0,,,,,,,,
91,3600.77,7000.00,2,28,-115.25,-15.25,50.43,0,,,,,,,,
92,3600.00,7041.26,1,28,-101.46,-1.46,50.43,0,29.00,-124.86,,,,,,
93,3600.00,7083.28,1,28,-111.46,-11.46,50.43,0,29.00,-118.74,,,,,,
94,3600.00,7125.30,1,28,-98.49,-0.64,50.43,0,29.00,-101.94,,,,,,
95,3600.00,7167.33,1,28,-89.01,7.81,50.43,0,29.00,-101.05,,,,,,
96,3590.65,7200.00,2,29,-102.64,-3.57,50.43,1,28.00,-119.25,,,,,,
97,3548.62,7200.00,2,29,-114.60,-14.60,50.43,0,28.00,-120.37,,,,,,
98,3506.60,7200.00,2,29,-117.63,-17.63,50.43,0,28.00,-119.34,,,,,,
99,3464.57,7200.00,2,28,-107.22,-7.22,50.43,1,29.00,-126.63,,,,,,
100,3422.55,7200.00,2,29,-105.17,-5.17,50.43,1,28.00,-110.66,,,,,,
