Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
10,4698.33,3672.00,45.00,2,19,0.86,LOS,94.35,-2.76,-41.58,-0.66,50.47,0,23,-46.03,18,-46.81,14,-60.19,15,-64.24,10,-70.09
11,4656.27,3672.00,45.00,2,18,0.87,LOS,93.97,-2.00,-41.97,-0.97,50.47,1,19,-48.03,14,-51.39,23,-54.16,15,-57.24,10,-61.32
12,4614.21,3672.00,45.00,2,19,0.85,LOS,95.18,-6.45,-38.72,2.35,50.47,1,14,-47.56,23,-47.63,18,-52.34,15,-70.77,9,-78.70
13,4572.15,3672.00,45.00,2,19,0.84,LOS,95.61,3.14,-48.75,-8.56,50.47,0,23,-47.52,18,-50.35,14,-52.75,15,-71.58,10,-74.94
14,4530.09,3672.00,45.00,2,19,0.84,LOS,96.04,-1.29,-44.75,-4.91,50.47,0,18,-44.65,23,-46.25,14,-49.95,15,-66.60,9,-72.05
15,4488.02,3672.00,45.00,2,19,0.83,LOS,96.47,-2.36,-44.11,-2.96,50.47,0,18,-45.50,14,-48.90,23,-53.43,10,-74.21,15,-74.86
16,4445.96,3672.00,45.00,2,19,0.82,LOS,96.90,-2.85,-44.06,-2.71,50.47,0,18,-47.17,23,-47.28,14,-68.88,10,-81.01,15,-81.74
17,4403.90,3672.00,45.00,2,14,0.97,NLOS,96.64,-2.15,-44.49,-2.57,50.47,1,18,-49.23,19,-51.80,23,-57.04,15,-70.12,10,-77.35
18,4361.84,3672.00,45.00,2,14,0.98,NLOS,92.20,-10.20,-31.99,5.78,50.47,0,19,-41.15,18,-46.99,23,-54.60,9,-68.05,10,-70.19
19,4361.00,3630.78,45.00,3,14,0.98,NLOS,94.06,-6.55,-37.51,3.85,50.47,0,18,-46.69,19,-47.83,23,-48.46,9,-60.60,15,-76.58
20,4361.00,3588.72,45.00,3,14,0.97,NLOS,96.76,0.63,-47.40,-5.83,50.47,0,18,-48.09,19,-48.11,23,-57.06,9,-71.53,15,-74.11
21,4361.00,3546.66,45.00,3,14,0.96,NLOS,99.50,-9.15,-40.35,-0.62,50.47,0,18,-43.19,19,-45.79,23,-55.89,15,-70.31,10,-74.16
22,4361.00,3504.60,45.00,3,14,0.95,NLOS,102.04,-7.24,-44.80,-3.28,50.47,0,19,-49.10,18,-49.58,23,-52.10,9,-66.86,15,-74.72
23,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,1,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
24,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
25,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
26,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
27,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
28,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
29,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
30,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
31,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
32,4361.00,3472.00,45.00,2,18,0.83,LOS,96.21,-4.32,-41.89,1.35,0.00,0,19,-47.71,14,-53.12,23,-56.35,9,-75.02,10,-78.47
33,4339.97,3472.00,45.00,2,18,0.83,LOS,96.49,-4.32,-42.17,1.07,25.24,0,19,-47.86,14,-52.62,23,-56.49,9,-74.67,10,-78.24
34,4297.91,3472.00,45.00,2,14,0.95,NLOS,102.58,-16.28,-36.30,3.83,50.47,1,18,-44.25,19,-45.25,23,-59.71,9,-66.90,15,-72.64
35,4255.85,3472.00,45.00,2,14,0.95,NLOS,102.26,-6.92,-45.35,-3.00,50.47,0,23,-48.75,19,-50.39,18,-52.39,9,-73.20,15,-78.08
36,4213.79,3472.00,45.00,2,18,0.80,LOS,98.04,-1.64,-46.40,-5.85,50.47,1,19,-47.88,14,-53.95,9,-61.21,15,-72.00,10,-75.78
37,4171.73,3472.00,45.00,2,18,0.79,LOS,98.50,1.61,-50.12,-7.48,50.47,0,19,-48.60,14,-51.69,9,-64.96,10,-69.21,5,-73.94
38,4129.66,3472.00,45.00,2,19,0.73,LOS,100.88,-10.39,-40.49,3.35,50.47,1,18,-51.96,14,-56.90,9,-64.79,10,-71.22,15,-77.90
39,4087.60,3472.00,45.00,2,19,0.73,LOS,101.17,-2.05,-49.11,-5.37,50.47,0,18,-48.58,14,-60.58,10,-61.52,9,-61.67,15,-74.32
40,4045.54,3472.00,45.00,2,19,0.72,LOS,101.45,1.68,-53.13,-8.77,50.47,0,18,-54.85,14,-57.56,9,-66.38,10,-69.89,5,-70.38
41,4003.48,3472.00,45.00,2,19,0.71,LOS,101.73,1.52,-53.25,-10.18,50.47,0,18,-53.23,14,-55.11,5,-69.48,9,-72.33,10,-72.68
42,3961.42,3472.00,45.00,2,18,0.74,LOS,100.56,1.21,-51.78,-8.05,50.47,1,19,-55.44,14,-65.93,10,-67.54,9,-69.93,15,-73.02
43,3919.36,3472.00,45.00,2,18,0.73,LOS,100.93,-0.08,-50.85,-6.12,50.47,0,19,-56.82,9,-61.00,10,-63.99,14,-66.36,15,-71.96
44,3877.30,3472.00,45.00,2,18,0.72,LOS,101.28,-2.63,-48.66,-4.18,50.47,0,9,-56.51,19,-57.05,14,-66.84,5,-68.45,10,-75.16
45,3835.24,3472.00,45.00,2,18,0.71,LOS,101.62,-0.40,-51.23,-6.92,50.47,0,9,-52.48,19,-55.82,14,-62.93,10,-74.46,15,-75.28
46,3793.18,3472.00,45.00,2,19,0.67,LOS,103.07,-6.20,-46.87,-4.08,50.47,1,9,-47.87,18,-52.63,10,-64.96,14,-71.16,5,-71.65
47,3761.00,3481.88,45.00,1,19,0.67,LOS,103.24,-3.63,-49.61,-7.20,50.47,0,18,-50.73,9,-54.35,10,-62.76,14,-63.94,5,-75.53
48,3761.00,3523.94,45.00,1,19,0.67,LOS,103.11,-3.63,-49.48,-6.40,50.47,0,18,-50.62,9,-52.00,14,-58.19,10,-60.95,15,-78.91
49,3761.00,3566.01,45.00,1,18,0.70,LOS,102.34,-6.88,-45.46,-0.89,50.47,1,19,-54.90,9,-56.08,10,-61.62,5,-64.69,14,-68.48
50,3761.00,3608.07,45.00,1,19,0.68,LOS,102.86,-4.51,-48.36,-4.74,50.47,1,14,-51.37,18,-51.70,10,-54.60,5,-62.26,9,-62.66
51,3761.00,3650.13,45.00,1,18,0.69,LOS,102.50,-4.91,-47.60,-3.03,50.47,1,19,-54.05,9,-57.90,5,-63.39,14,-65.78,10,-74.57
52,3761.00,3651.81,45.00,3,18,0.69,LOS,102.51,-4.91,-47.60,-3.04,50.47,0,19,-54.05,9,-57.95,5,-63.39,14,-65.78,10,-74.53
53,3761.00,3609.75,45.00,3,19,0.68,LOS,102.86,-5.84,-47.01,-3.74,50.47,1,18,-57.48,14,-59.26,9,-65.38,15,-70.20,5,-75.65
54,3761.00,3567.69,45.00,3,19,0.68,LOS,102.98,0.63,-53.60,-9.48,50.47,0,9,-53.50,18,-53.94,14,-61.90,10,-63.10,5,-74.81
55,3761.00,3525.63,45.00,3,19,0.67,LOS,103.10,1.13,-54.23,-10.05,50.47,0,18,-51.30,9,-63.55,10,-77.33,14,-77.77,5,-80.88
56,3761.00,3483.57,45.00,3,19,0.67,LOS,103.23,-5.37,-47.86,-4.21,50.47,0,18,-51.88,9,-57.20,5,-69.33,14,-71.09,15,-74.22
57,3761.00,3441.51,45.00,3,19,0.67,LOS,103.37,0.98,-54.35,-9.40,50.47,0,18,-52.62,9,-58.49,14,-62.94,10,-72.50,15,-77.40
58,3761.00,3399.45,45.00,3,19,0.66,LOS,103.51,0.10,-53.61,-8.57,50.47,0,18,-57.10,9,-62.54,5,-69.02,14,-70.90,10,-74.09
59,3761.00,3357.39,45.00,3,19,0.66,LOS,103.65,-3.13,-50.53,-5.90,50.47,0,18,-50.06,9,-57.23,10,-68.52,14,-69.92,15,-76.62
60,3761.00,3315.32,45.00,3,19,0.65,LOS,103.80,-6.26,-47.54,-4.67,50.47,0,18,-48.07,9,-57.37,14,-62.95,10,-68.68,5,-73.47
61,3761.00,3273.26,45.00,3,19,0.65,LOS,103.95,3.26,-57.21,-11.62,50.47,0,18,-57.93,9,-58.16,14,-62.40,5,-72.10,15,-75.89
62,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
63,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
64,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
65,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
66,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
67,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
68,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
69,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
70,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
71,3761.00,3272.00,45.00,2,19,0.65,LOS,103.95,3.26,-57.22,-11.62,0.00,0,18,-57.93,9,-58.16,14,-62.42,5,-72.10,15,-75.91
72,3739.97,3272.00,45.00,2,19,0.65,LOS,104.06,3.26,-57.33,-11.78,25.24,0,9,-56.91,18,-58.09,14,-62.79,5,-71.84,15,-75.99
73,3697.91,3272.00,45.00,2,9,0.96,NLOS,100.10,0.10,-50.20,-6.18,50.47,1,18,-50.65,19,-56.24,5,-72.24,14,-72.71,10,-82.21
74,3655.85,3272.00,45.00,2,9,0.97,NLOS,96.58,-1.26,-45.32,-1.47,50.47,0,18,-52.27,6,-58.30,10,-66.73,5,-69.10,14,-71.08
75,3613.79,3272.00,45.00,2,9,0.98,NLOS,91.99,-1.82,-40.17,1.73,50.47,0,6,-49.23,18,-51.46,10,-71.63,15,-71.95,14,-72.34
76,3571.73,3272.00,45.00,2,9,1.00,NLOS,85.43,12.11,-47.55,-3.81,50.47,0,18,-48.20,6,-53.57,5,-68.18,10,-69.43,15,-69.61
77,3592.34,3272.00,45.00,0,18,0.67,LOS,103.29,-5.23,-48.06,-3.51,50.47,1,9,-51.10,6,-53.64,5,-68.47,14,-69.33,10,-69.47
78,3634.40,3272.00,45.00,0,9,0.98,NLOS,94.41,-3.87,-40.54,4.25,50.47,1,18,-52.67,6,-55.51,10,-68.57,5,-70.79,14,-75.22
79,3676.46,3272.00,45.00,0,9,0.97,NLOS,98.41,-1.40,-47.01,-3.08,50.47,0,19,-51.53,18,-53.51,10,-69.12,15,-70.34,5,-73.33
80,3718.52,3272.00,45.00,0,9,0.95,NLOS,101.57,-6.41,-45.16,-0.13,50.47,0,19,-54.11,18,-59.69,10,-73.23,14,-74.44,5,-80.89
81,3760.58,3272.00,45.00,0,19,0.65,LOS,103.96,-7.93,-46.03,-2.12,50.47,1,18,-47.36,9,-54.76,5,-63.99,15,-71.24,14,-78.87
82,3802.64,3272.00,45.00,0,18,0.71,LOS,101.74,-6.68,-45.06,-1.15,50.47,1,19,-54.56,9,-56.45,14,-67.68,15,-72.14,10,-73.76
83,3844.70,3272.00,45.00,0,18,0.72,LOS,101.40,-3.27,-48.13,-3.91,50.47,0,19,-55.13,9,-58.70,14,-66.32,5,-66.33,15,-68.00
84,3886.76,3272.00,45.00,0,19,0.67,LOS,103.29,-5.37,-47.92,-3.36,50.47,1,18,-53.37,9,-58.67,5,-69.72,10,-72.54,14,-73.42
85,3928.82,3272.00,45.00,0,18,0.74,LOS,100.68,-0.96,-49.72,-4.78,50.47,1,19,-54.07,9,-62.04,5,-70.28,14,-73.79,10,-74.84
86,3970.88,3272.00,45.00,0,18,0.75,LOS,100.30,1.38,-51.68,-7.77,50.47,0,19,-50.86,9,-57.38,10,-62.94,14,-65.82,5,-78.58
87,4012.94,3272.00,45.00,0,18,0.76,LOS,99.90,2.84,-52.74,-10.98,50.47,0,19,-54.49,14,-57.62,9,-65.92,10,-66.30,15,-76.53
88,4055.01,3272.00,45.00,0,18,0.77,LOS,99.48,-1.72,-47.76,-3.00,50.47,0,19,-55.47,14,-58.91,9,-64.22,5,-74.02,10,-75.65
89,4097.07,3272.00,45.00,0,18,0.78,LOS,99.05,4.49,-53.54,-9.07,50.47,0,19,-52.68,14,-61.29,9,-66.94,10,-71.56,5,-75.09
90,4139.13,3272.00,45.00,0,18,0.79,LOS,98.59,1.79,-50.38,-6.10,50.47,0,19,-50.67,14,-69.24,9,-76.25,5,-77.56,15,-78.18
91,4181.19,3272.00,45.00,0,18,0.80,LOS,98.11,0.59,-48.71,-4.92,50.47,0,19,-50.95,14,-59.65,9,-67.06,10,-72.69,15,-77.70
92,4223.25,3272.00,45.00,0,18,0.81,LOS,97.61,5.05,-52.66,-8.60,50.47,0,19,-54.92,9,-68.10,14,-70.09,5,-81.72,10,-81.81
93,4265.31,3272.00,45.00,0,18,0.82,LOS,97.08,0.93,-48.01,-4.52,50.47,0,19,-49.40,14,-56.82,23,-58.44,9,-66.04,10,-68.96
94,4307.37,3272.00,45.00,0,18,0.83,LOS,96.52,6.03,-52.55,-8.16,50.47,0,19,-50.01,23,-52.31,14,-69.30,9,-79.15,15,-82.57
95,4349.43,3272.00,45.00,0,18,0.84,LOS,95.92,5.78,-51.70,-8.83,50.47,0,14,-49.41,19,-50.15,23,-57.42,10,-73.32,9,-75.80
96,4361.00,3302.49,45.00,1,18,0.84,LOS,95.76,-6.32,-39.44,4.29,50.47,0,23,-54.21,19,-55.31,14,-60.95,9,-68.73,10,-68.81
97,4361.00,3344.55,45.00,1,18,0.84,LOS,95.81,-0.28,-45.53,-2.91,50.47,0,23,-52.13,19,-53.49,9,-67.18,14,-69.59,15,-75.32
98,4361.00,3386.61,45.00,1,19,0.76,LOS,99.86,-2.61,-47.25,-4.93,50.47,1,18,-52.95,23,-60.73,14,-63.29,10,-70.08,9,-74.09
99,4361.00,3428.68,45.00,1,18,0.84,LOS,96.04,-3.37,-42.67,-0.40,50.47,1,19,-46.44,23,-52.32,14,-60.52,9,-68.56,15,-69.09
100,4361.00,3470.74,45.00,1,18,0.83,LOS,96.20,-0.18,-46.02,-3.44,50.47,0,14,-48.04,19,-49.27,23,-58.65,10,-73.91,15,-75.54
