Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
20,5055.00,2736.10,23.00,3,38,0.86,LOS,89.68,1.00,-40.67,0.13,38.55,0,39,-44.89,46,-49.55,45,-50.31,47,-51.80,31,-70.42
21,5055.00,2725.39,23.00,3,38,0.86,LOS,89.37,6.05,-45.42,-3.22,38.55,0,39,-49.36,47,-50.12,45,-50.28,46,-51.15,31,-78.12
22,5055.00,2714.68,23.00,3,38,0.86,LOS,89.06,6.05,-45.11,-2.86,38.55,0,39,-49.54,47,-50.19,45,-50.21,46,-51.18,31,-78.15
23,5055.00,2703.97,23.00,3,38,0.87,LOS,88.74,6.05,-44.79,-2.49,38.55,0,39,-49.73,45,-50.14,47,-50.26,46,-51.20,31,-78.18
24,5055.00,2693.26,23.00,3,38,0.87,LOS,88.40,2.05,-40.45,-2.73,38.55,0,39,-39.70,46,-50.34,45,-51.22,47,-53.06,31,-78.51
25,5055.00,2682.56,23.00,3,38,0.88,LOS,88.06,2.05,-40.11,-2.27,38.55,0,39,-39.87,46,-50.37,45,-51.15,47,-53.13,31,-78.55
26,5055.00,2671.85,23.00,3,38,0.88,LOS,87.70,2.05,-39.75,-1.79,38.55,0,39,-40.04,46,-50.40,45,-51.07,47,-53.20,31,-78.59
27,5055.00,2661.14,23.00,3,38,0.89,LOS,87.33,0.96,-38.29,4.08,38.55,0,39,-49.04,46,-50.33,47,-55.69,45,-56.56,31,-83.16
28,5055.00,2650.43,23.00,3,38,0.89,LOS,86.95,0.96,-37.90,4.53,38.55,0,39,-49.20,46,-50.37,47,-55.76,45,-56.48,31,-83.20
29,5055.00,2639.72,23.00,3,38,0.90,LOS,86.55,0.96,-37.50,4.99,38.55,0,39,-49.36,46,-50.40,47,-55.82,45,-56.41,31,-83.25
30,5055.00,2629.01,23.00,3,38,0.90,LOS,86.13,2.74,-38.87,-1.95,38.55,0,46,-39.10,39,-42.87,47,-55.80,45,-56.42,30,-77.01
31,5055.00,2618.30,23.00,3,38,0.91,LOS,85.69,2.74,-38.44,-1.45,38.55,0,46,-39.14,39,-43.03,47,-55.87,45,-56.35,30,-76.91
32,5055.00,2607.59,23.00,3,38,0.91,LOS,85.24,2.74,-37.98,-0.93,38.55,0,46,-39.18,39,-43.18,47,-55.93,45,-56.28,30,-76.81
33,5055.00,2596.88,23.00,3,38,0.91,LOS,84.77,2.46,-37.23,2.51,38.55,0,46,-42.73,39,-49.04,47,-49.69,45,-54.69,31,-74.96
34,5055.00,2586.17,23.00,3,38,0.92,LOS,84.27,2.46,-36.73,3.06,38.55,0,46,-42.78,39,-49.19,47,-49.75,45,-54.62,31,-75.01
35,5055.00,2575.46,23.00,3,38,0.92,LOS,83.75,2.46,-36.20,3.64,38.55,0,46,-42.83,39,-49.34,47,-49.82,45,-54.55,31,-75.07
36,5055.00,2564.75,23.00,3,38,0.93,LOS,83.20,4.84,-38.03,3.08,38.55,0,39,-45.25,47,-51.36,46,-52.88,45,-54.96,31,-71.51
37,5055.00,2554.04,23.00,3,38,0.93,LOS,82.62,4.84,-37.45,3.74,38.55,0,39,-45.39,47,-51.42,46,-52.93,45,-54.89,31,-71.57
38,5055.00,2543.33,23.00,3,38,0.94,LOS,82.00,4.84,-36.84,4.42,38.55,0,39,-45.54,47,-51.49,46,-52.98,45,-54.82,31,-71.64
39,5055.00,2532.62,23.00,3,38,0.94,LOS,81.36,-8.85,-22.51,17.07,38.55,0,45,-43.36,39,-45.71,46,-47.60,47,-54.31,31,-80.34
40,5055.00,2521.91,23.00,3,38,0.95,LOS,80.67,-8.85,-21.82,17.77,38.55,0,45,-43.29,39,-45.85,46,-47.65,47,-54.38,31,-80.41
41,5055.00,2511.20,23.00,3,38,0.95,LOS,79.95,-8.85,-21.10,18.51,38.55,0,45,-43.22,39,-45.98,46,-47.71,47,-54.44,31,-80.48
42,5055.00,2500.50,23.00,3,38,0.96,LOS,79.18,-3.28,-25.90,13.61,38.55,0,39,-43.74,45,-45.19,46,-55.70,47,-55.95,31,-66.42
43,5055.00,2489.79,23.00,3,38,0.96,LOS,78.37,-3.28,-25.08,14.47,38.55,0,39,-43.87,45,-45.12,46,-55.76,47,-56.01,31,-66.50
44,5055.00,2479.08,23.00,3,38,0.96,LOS,77.51,-3.28,-24.22,15.37,38.55,0,39,-44.00,45,-45.05,46,-55.82,47,-56.08,31,-66.58
45,5055.00,2468.37,23.00,3,38,0.97,LOS,76.61,-0.97,-25.64,9.59,38.55,0,39,-38.98,46,-39.49,45,-51.63,47,-54.93,30,-77.69
46,5055.00,2457.66,23.00,3,38,0.97,LOS,75.69,-0.97,-24.72,10.60,38.55,0,39,-39.11,46,-39.56,45,-51.56,47,-54.99,30,-77.59
47,5055.00,2446.95,23.00,3,38,0.97,LOS,74.76,-0.97,-23.79,11.60,38.55,0,39,-39.24,46,-39.62,45,-51.49,47,-55.05,30,-77.50
48,5055.00,2436.24,23.00,3,38,0.98,LOS,73.88,-11.31,-12.57,27.40,38.55,0,39,-45.19,46,-47.97,45,-47.98,47,-55.24,31,-69.46
49,5055.00,2425.53,23.00,3,38,0.98,LOS,73.12,-11.31,-11.81,28.22,38.55,0,39,-45.31,45,-47.91,46,-48.04,31,-69.54,30,-78.35
50,5055.00,2414.82,23.00,3,38,0.98,LOS,72.57,-11.31,-11.26,28.81,38.55,0,39,-45.43,45,-47.85,46,-48.10,31,-69.63,30,-78.26
51,5055.00,2404.11,23.00,3,38,0.98,LOS,72.32,0.81,-23.13,16.72,38.55,0,39,-45.32,45,-46.94,46,-49.25,30,-77.27,31,-88.01
52,5055.00,2393.40,23.00,3,38,0.98,LOS,72.43,0.81,-23.23,16.66,38.55,0,39,-45.43,45,-46.88,46,-49.31,30,-77.18,31,-88.10
53,5055.00,2382.69,23.00,3,38,0.98,LOS,72.87,0.81,-23.67,16.26,38.55,0,39,-45.55,45,-46.81,46,-49.38,30,-77.10,31,-88.19
54,5055.00,2371.98,23.00,3,38,0.98,LOS,73.55,3.73,-27.29,10.73,38.55,0,45,-42.23,46,-42.60,39,-46.56,31,-69.47,30,-72.34
55,5055.00,2361.27,23.00,3,38,0.98,LOS,74.39,3.73,-28.13,9.91,38.55,0,45,-42.17,46,-42.67,39,-46.67,31,-69.56,30,-72.26
56,5055.00,2350.56,23.00,3,38,0.97,LOS,75.31,3.73,-29.04,9.02,38.55,0,45,-42.11,46,-42.74,39,-46.78,31,-69.65,30,-72.18
57,5055.00,2339.85,23.00,3,38,0.97,LOS,76.24,-2.13,-24.11,16.91,38.55,0,39,-47.58,45,-48.37,46,-48.60,31,-77.62,30,-81.32
58,5055.00,2329.14,23.00,3,38,0.97,LOS,77.15,-2.13,-25.02,16.04,38.55,0,39,-47.69,45,-48.31,46,-48.67,31,-77.72,30,-81.24
59,5055.00,2318.44,23.00,3,38,0.96,LOS,78.02,-2.13,-25.89,15.20,38.55,0,39,-47.80,45,-48.25,46,-48.74,31,-77.81,30,-81.16
60,5055.00,2307.73,23.00,3,38,0.96,LOS,78.85,7.71,-36.57,3.02,38.55,0,45,-46.88,46,-47.79,39,-48.39,31,-68.63,30,-82.05
61,5055.00,2297.02,23.00,3,38,0.95,LOS,79.64,7.71,-37.35,2.27,38.55,0,45,-46.82,46,-47.86,39,-48.50,31,-68.73,30,-81.97
62,5055.00,2286.31,23.00,3,38,0.95,LOS,80.38,7.71,-38.10,1.57,38.55,0,45,-46.76,46,-47.93,39,-48.60,31,-68.83,30,-81.90
63,5055.00,2275.60,23.00,3,38,0.94,LOS,81.08,-0.38,-30.71,10.22,38.55,0,45,-44.36,46,-50.14,39,-56.28,30,-76.73,53,-80.75
64,5055.00,2264.89,23.00,3,38,0.94,LOS,81.75,-0.38,-31.37,9.57,38.55,0,45,-44.30,46,-50.21,39,-56.38,30,-76.67,53,-80.76
65,5055.00,2254.18,23.00,3,38,0.93,LOS,82.37,-0.38,-31.99,8.94,38.55,0,45,-44.25,46,-50.28,39,-56.48,30,-76.60,53,-80.77
66,5055.00,2243.47,23.00,3,38,0.93,LOS,82.96,6.15,-39.11,2.17,38.55,0,46,-48.38,39,-50.28,45,-53.30,30,-69.07,31,-78.37
67,5055.00,2232.76,23.00,3,38,0.93,LOS,83.52,6.15,-39.67,1.66,38.55,0,46,-48.45,39,-50.38,45,-53.25,30,-69.00,31,-78.47
68,5055.00,2222.05,23.00,3,38,0.92,LOS,84.06,6.15,-40.21,1.18,38.55,0,46,-48.52,39,-50.47,45,-53.21,30,-68.94,31,-78.58
69,5055.00,2211.34,23.00,3,38,0.92,LOS,84.57,-2.37,-32.19,10.59,38.55,0,45,-46.77,39,-49.86,46,-55.03,30,-84.78,31,-85.34
70,5055.00,2200.63,23.00,3,38,0.91,LOS,85.05,-2.37,-32.68,10.12,38.55,0,45,-46.72,39,-49.95,46,-55.11,30,-84.73,31,-85.44
71,5055.00,2189.92,23.00,3,38,0.91,LOS,85.51,-2.37,-33.14,9.68,38.55,0,45,-46.68,39,-50.05,46,-55.18,30,-84.67,31,-85.54
72,5055.00,2179.21,23.00,3,38,0.90,LOS,85.95,-2.17,-33.79,7.79,38.55,0,45,-45.90,46,-48.81,39,-50.23,30,-73.80,31,-78.29
73,5055.00,2168.50,23.00,3,38,0.90,LOS,86.38,-2.17,-34.21,7.38,38.55,0,45,-45.86,46,-48.89,39,-50.33,30,-73.75,31,-78.39
74,5055.00,2164.21,23.00,1,38,0.90,LOS,86.54,-2.17,-34.38,7.23,38.55,0,45,-45.84,46,-48.92,39,-50.36,30,-73.73,31,-78.43
75,5055.00,2174.92,23.00,1,38,0.90,LOS,86.13,3.60,-39.73,-2.88,38.55,0,45,-38.84,46,-48.23,39,-50.15,31,-79.39,30,-84.26
76,5055.00,2185.62,23.00,1,38,0.91,LOS,85.69,3.60,-39.29,-2.43,38.55,0,45,-38.88,46,-48.16,39,-50.06,31,-79.29,30,-84.31
77,5055.00,2196.33,23.00,1,38,0.91,LOS,85.24,3.60,-38.84,-1.97,38.55,0,45,-38.92,46,-48.09,39,-49.97,31,-79.18,30,-84.37
78,5055.00,2207.04,23.00,1,38,0.91,LOS,84.76,-1.75,-33.02,7.36,38.55,0,46,-44.68,45,-46.88,39,-49.29,53,-74.42,30,-76.72
79,5055.00,2217.75,23.00,1,38,0.92,LOS,84.26,-1.75,-32.52,7.82,38.55,0,46,-44.61,45,-46.92,39,-49.20,53,-74.41,30,-76.78
80,5055.00,2228.46,23.00,1,38,0.92,LOS,83.74,-1.75,-31.99,8.31,38.55,0,46,-44.53,45,-46.97,39,-49.10,53,-74.40,30,-76.84
81,5055.00,2239.17,23.00,1,38,0.93,LOS,83.19,-2.67,-30.52,11.40,38.55,0,39,-46.32,45,-50.57,46,-52.06,31,-72.26,30,-78.03
82,5055.00,2249.88,23.00,1,38,0.93,LOS,82.61,-2.67,-29.94,11.93,38.55,0,39,-46.22,45,-50.62,46,-51.99,31,-72.16,30,-78.09
83,5055.00,2260.59,23.00,1,38,0.94,LOS,82.00,-2.67,-29.33,12.49,38.55,0,39,-46.12,45,-50.68,46,-51.92,31,-72.06,30,-78.16
84,5055.00,2271.30,23.00,1,38,0.94,LOS,81.35,-1.59,-29.77,8.80,38.55,0,45,-41.68,39,-43.85,46,-52.94,53,-76.53,30,-80.27
85,5055.00,2282.01,23.00,1,38,0.95,LOS,80.67,-1.59,-29.08,9.47,38.55,0,45,-41.73,39,-43.75,46,-52.87,53,-76.52,30,-80.34
86,5055.00,2292.72,23.00,1,38,0.95,LOS,79.94,-1.59,-28.35,10.18,38.55,0,45,-41.79,39,-43.65,46,-52.80,53,-76.51,30,-80.41
87,5055.00,2303.43,23.00,1,38,0.96,LOS,79.17,-1.95,-27.23,16.18,38.55,0,39,-50.83,45,-53.56,46,-53.57,30,-72.31,31,-79.77
88,5055.00,2314.14,23.00,1,38,0.96,LOS,78.36,-1.95,-26.41,16.96,38.55,0,39,-50.72,46,-53.50,45,-53.61,30,-72.38,31,-79.67
89,5055.00,2324.85,23.00,1,38,0.96,LOS,77.50,-1.95,-25.56,17.78,38.55,0,39,-50.61,46,-53.43,45,-53.67,30,-72.46,31,-79.58
90,5055.00,2335.56,23.00,1,38,0.97,LOS,76.60,5.35,-31.96,9.56,38.55,0,45,-47.69,46,-51.98,39,-54.19,30,-74.65,53,-77.06
91,5055.00,2346.27,23.00,1,38,0.97,LOS,75.68,5.35,-31.03,10.47,38.55,0,45,-47.75,46,-51.91,39,-54.08,30,-74.73,53,-77.05
92,5055.00,2356.97,23.00,1,38,0.97,LOS,74.76,5.35,-30.11,11.37,38.55,0,45,-47.81,46,-51.84,39,-53.96,30,-74.81,53,-77.05
93,5055.00,2354.32,23.00,3,38,0.97,LOS,74.98,5.35,-30.34,11.15,38.55,0,45,-47.80,46,-51.85,39,-53.99,30,-74.79,53,-77.05
94,5055.00,2343.61,23.00,3,38,0.97,LOS,75.91,-0.75,-25.16,15.19,38.55,0,46,-45.97,45,-47.55,39,-50.13,30,-77.63,53,-85.15
95,5055.00,2332.90,23.00,3,38,0.97,LOS,76.83,-0.75,-26.08,14.31,38.55,0,46,-46.04,45,-47.49,39,-50.24,30,-77.55,53,-85.16
96,5055.00,2322.19,23.00,3,38,0.96,LOS,77.72,-0.75,-26.97,13.46,38.55,0,46,-46.11,45,-47.43,39,-50.35,30,-77.47,53,-85.16
97,5055.00,2311.48,23.00,3,38,0.96,LOS,78.57,-2.19,-26.38,15.55,38.55,0,46,-45.72,39,-48.71,45,-53.18,30,-79.18,53,-79.79
98,5055.00,2300.77,23.00,3,38,0.95,LOS,79.37,-2.19,-27.18,14.80,38.55,0,46,-45.79,39,-48.81,45,-53.12,30,-79.10,53,-79.80
99,5055.00,2290.06,23.00,3,38,0.95,LOS,80.13,-2.19,-27.94,14.10,38.55,0,46,-45.86,39,-48.92,45,-53.06,30,-79.03,53,-79.81
100,5055.00,2279.35,23.00,3,38,0.95,LOS,80.84,1.01,-31.85,4.60,38.55,0,45,-39.71,46,-42.68,39,-50.90,30,-70.92,31,-72.48
101,5055.00,2268.64,23.00,3,38,0.94,LOS,81.52,1.01,-32.52,3.93,38.55,0,45,-39.65,46,-42.75,39,-51.01,30,-70.85,31,-72.57
102,5055.00,2257.93,23.00,3,38,0.94,LOS,82.16,1.01,-33.16,3.29,38.55,0,45,-39.60,46,-42.83,39,-51.11,30,-70.78,31,-72.67
103,5055.00,2247.22,23.00,3,38,0.93,LOS,82.76,-2.26,-30.49,11.37,38.55,0,45,-45.47,39,-48.74,46,-57.84,30,-69.65,53,-82.74
104,5055.00,2236.51,23.00,3,38,0.93,LOS,83.33,-2.26,-31.07,10.81,38.55,0,45,-45.42,39,-48.84,46,-57.91,30,-69.59,53,-82.75
105,5055.00,2225.80,23.00,3,38,0.92,LOS,83.87,-2.26,-31.61,10.27,38.55,0,45,-45.38,39,-48.94,46,-57.98,30,-69.52,53,-82.76
106,5055.00,2215.09,23.00,3,38,0.92,LOS,84.39,2.52,-36.91,3.38,38.55,0,45,-43.07,46,-47.60,39,-60.55,31,-79.43,30,-82.83
107,5055.00,2204.38,23.00,3,38,0.91,LOS,84.88,2.52,-37.41,2.88,38.55,0,45,-43.02,46,-47.67,39,-60.65,31,-79.53,30,-82.78
108,5055.00,2193.67,23.00,3,38,0.91,LOS,85.35,2.52,-37.88,2.42,38.55,0,45,-42.98,46,-47.74,39,-60.74,31,-79.63,30,-82.72
109,5055.00,2182.97,23.00,3,38,0.90,LOS,85.80,3.85,-39.65,2.20,38.55,0,45,-45.23,46,-49.60,39,-56.17,31,-77.43,53,-78.34
110,5055.00,2172.26,23.00,3,38,0.90,LOS,86.23,3.85,-40.08,1.78,38.55,0,45,-45.19,46,-49.68,39,-56.27,31,-77.54,53,-78.36
111,5055.00,2161.55,23.00,3,38,0.90,LOS,86.64,3.85,-40.50,1.37,38.55,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.37
112,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
113,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
114,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
115,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
116,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
117,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
118,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
119,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
120,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
121,5055.00,2161.00,23.00,1,38,0.89,LOS,86.66,3.85,-40.52,1.35,0.00,0,45,-45.15,46,-49.75,39,-56.36,31,-77.64,53,-78.38
122,5055.00,2166.35,23.00,1,38,0.90,LOS,86.46,4.06,-40.52,2.25,19.28,0,45,-48.08,46,-52.34,39,-53.69,30,-72.07,53,-90.83
123,5055.00,2177.06,23.00,1,38,0.90,LOS,86.04,4.06,-40.10,2.65,38.55,0,45,-48.12,46,-52.26,39,-53.60,30,-72.12,53,-90.81
124,5055.00,2187.77,23.00,1,38,0.91,LOS,85.60,4.06,-39.66,3.07,38.55,0,45,-48.16,46,-52.19,39,-53.51,30,-72.18,53,-90.79
125,5055.00,2198.48,23.00,1,38,0.91,LOS,85.14,-4.16,-30.98,10.62,38.55,0,45,-44.53,46,-50.67,39,-51.27,30,-69.34,53,-83.28
126,5055.00,2209.19,23.00,1,38,0.92,LOS,84.66,-4.16,-30.50,11.09,38.55,0,45,-44.57,46,-50.59,39,-51.18,30,-69.39,53,-83.27
127,5055.00,2219.90,23.00,1,38,0.92,LOS,84.16,-4.16,-30.00,11.59,38.55,0,45,-44.62,46,-50.52,39,-51.08,30,-69.45,53,-83.25
128,5055.00,2230.61,23.00,1,38,0.92,LOS,83.63,-2.93,-30.70,6.34,38.55,0,46,-39.93,45,-43.35,39,-46.79,30,-72.28,31,-85.64
129,5055.00,2241.32,23.00,1,38,0.93,LOS,83.08,-2.93,-30.15,6.86,38.55,0,46,-39.86,45,-43.40,39,-46.69,30,-72.34,31,-85.54
130,5055.00,2252.03,23.00,1,38,0.93,LOS,82.49,-2.93,-29.56,7.40,38.55,0,46,-39.79,45,-43.45,39,-46.59,30,-72.41,31,-85.44
131,5055.00,2262.74,23.00,1,38,0.94,LOS,81.87,0.78,-32.65,9.35,38.55,0,45,-50.17,46,-51.41,39,-51.46,31,-73.13,30,-80.26
132,5055.00,2273.45,23.00,1,38,0.94,LOS,81.22,0.78,-32.00,9.98,38.55,0,45,-50.22,46,-51.34,39,-51.36,31,-73.03,30,-80.33
133,5055.00,2284.16,23.00,1,38,0.95,LOS,80.53,0.78,-31.31,10.64,38.55,0,45,-50.28,39,-51.25,46,-51.27,31,-72.93,30,-80.40
134,5055.00,2294.87,23.00,1,38,0.95,LOS,79.79,5.41,-35.20,3.03,38.55,0,46,-41.92,39,-43.88,45,-46.02,31,-80.31,30,-85.98
135,5055.00,2305.58,23.00,1,38,0.96,LOS,79.01,5.41,-34.42,3.75,38.55,0,46,-41.85,39,-43.78,45,-46.08,31,-80.21,30,-86.06
136,5055.00,2316.29,23.00,1,38,0.96,LOS,78.19,5.41,-33.60,4.52,38.55,0,46,-41.77,39,-43.67,45,-46.14,31,-80.12,30,-86.13
137,5055.00,2327.00,23.00,1,38,0.96,LOS,77.32,1.07,-28.40,14.29,38.55,0,46,-48.81,45,-49.64,39,-50.90,31,-73.52,30,-78.29
138,5055.00,2337.71,23.00,1,38,0.97,LOS,76.42,1.07,-27.49,15.16,38.55,0,46,-48.74,45,-49.70,39,-50.79,31,-73.43,30,-78.36
139,5055.00,2348.41,23.00,1,38,0.97,LOS,75.49,1.07,-26.56,16.06,38.55,0,46,-48.67,45,-49.76,39,-50.68,31,-73.33,30,-78.45
140,5055.00,2359.12,23.00,1,38,0.98,LOS,74.57,5.26,-29.83,10.73,38.55,0,45,-45.63,39,-46.14,46,-49.34,30,-77.00,31,-79.86
141,5055.00,2369.83,23.00,1,38,0.98,LOS,73.71,5.26,-28.97,11.56,38.55,0,45,-45.69,39,-46.03,46,-49.27,30,-77.09,31,-79.77
142,5055.00,2380.54,23.00,1,38,0.98,LOS,72.99,5.26,-28.25,12.25,38.55,0,45,-45.76,39,-45.92,46,-49.20,30,-77.17,31,-79.68
143,5055.00,2391.25,23.00,1,38,0.98,LOS,72.49,-1.03,-21.46,19.62,38.55,0,39,-48.27,46,-51.01,45,-51.18,30,-77.42,53,-79.98
144,5055.00,2401.96,23.00,1,38,0.98,LOS,72.31,-1.03,-21.29,19.75,38.55,0,39,-48.15,46,-50.94,45,-51.25,30,-77.51,53,-79.97
145,5055.00,2412.67,23.00,1,38,0.98,LOS,72.49,-1.03,-21.46,19.53,38.55,0,39,-48.03,46,-50.88,45,-51.32,30,-77.59,53,-79.98
146,5055.00,2423.38,23.00,1,38,0.98,LOS,72.99,-3.88,-19.12,22.15,38.55,0,39,-47.95,46,-49.16,45,-50.11,30,-65.69,53,-79.52
147,5055.00,2434.09,23.00,1,38,0.98,LOS,73.72,-3.88,-19.84,21.38,38.55,0,39,-47.83,47,-48.69,46,-49.10,45,-50.18,30,-65.78
148,5055.00,2444.80,23.00,1,38,0.98,LOS,74.58,-3.88,-20.71,20.47,38.55,0,39,-47.70,47,-48.63,46,-49.04,45,-50.25,30,-65.88
149,5055.00,2455.51,23.00,1,38,0.97,LOS,75.50,-1.20,-24.30,14.66,38.55,0,39,-43.29,46,-46.08,45,-48.15,47,-50.45,31,-72.06
150,5055.00,2466.22,23.00,1,38,0.97,LOS,76.43,-1.20,-25.22,13.68,38.55,0,39,-43.17,46,-46.02,45,-48.22,47,-50.39,31,-71.98
151,5055.00,2476.93,23.00,1,38,0.96,LOS,77.33,-1.20,-26.13,12.71,38.55,0,39,-43.04,46,-45.96,45,-48.29,47,-50.32,31,-71.90
152,5055.00,2487.64,23.00,1,38,0.96,LOS,78.20,4.44,-32.64,7.64,38.55,0,46,-45.16,45,-47.19,39,-49.32,47,-50.32,31,-70.72
153,5055.00,2498.35,23.00,1,38,0.96,LOS,79.02,4.44,-33.46,6.78,38.55,0,46,-45.11,45,-47.27,39,-49.19,47,-50.26,31,-70.64
154,5055.00,2509.06,23.00,1,38,0.95,LOS,79.80,4.44,-34.24,5.96,38.55,0,46,-45.05,45,-47.34,39,-49.06,47,-50.20,31,-70.57
155,5055.00,2519.77,23.00,1,38,0.95,LOS,80.53,0.85,-31.38,7.68,38.55,0,46,-44.11,45,-46.33,39,-47.82,47,-49.55,31,-70.58
