Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
79,5800.00,2384.31,69.00,3,46,0.93,LOS,92.51,4.84,-77.13,-49.35,-4.06,72.67,0,53,-76.62,38,-80.00,39,-80.09,30,-80.40,31,-81.16,32,-82.18
80,5800.00,2364.13,69.00,3,46,0.92,LOS,92.92,-5.29,-67.41,-39.63,2.67,72.67,0,38,-71.46,53,-78.37,48,-81.97,45,-82.37,39,-82.99,75,-83.06
81,5800.00,2343.94,69.00,3,46,0.92,LOS,93.31,-5.29,-67.80,-40.02,2.25,72.67,0,38,-71.48,53,-78.39,45,-81.63,48,-82.05,75,-83.05,39,-83.11
82,5800.00,2323.75,69.00,3,46,0.92,LOS,93.69,1.10,-74.57,-46.79,-2.16,72.67,0,53,-76.29,47,-77.90,38,-81.62,45,-81.79,61,-82.44,31,-83.14
83,5800.00,2303.57,69.00,3,46,0.91,LOS,94.05,1.10,-74.94,-47.16,-2.57,72.67,0,53,-76.32,47,-78.04,45,-80.98,38,-81.65,61,-82.48,31,-83.18
84,5800.00,2283.38,69.00,3,46,0.91,LOS,94.40,-1.58,-72.61,-44.83,-0.66,72.67,0,53,-75.84,38,-77.74,47,-80.44,45,-81.24,31,-82.91,39,-83.61
85,5800.00,2263.19,69.00,3,46,0.90,LOS,94.74,-1.58,-72.95,-45.17,-1.06,72.67,0,53,-75.89,38,-77.77,45,-80.33,47,-80.57,31,-82.95,39,-83.72
86,5800.00,2243.01,69.00,3,46,0.90,LOS,95.07,-3.69,-71.16,-43.38,-1.10,72.67,0,53,-73.43,38,-73.96,47,-80.59,31,-80.91,30,-82.82,68,-85.06
87,5800.00,2222.82,69.00,3,46,0.89,LOS,95.39,-3.69,-71.48,-43.70,-1.36,72.67,0,53,-73.49,38,-74.01,47,-80.72,31,-80.95,30,-82.80,68,-85.06
88,5800.00,2202.63,69.00,3,45,0.98,NLOS,99.99,-12.78,-67.00,-39.22,4.38,72.67,1,39,-73.97,53,-74.23,46,-75.80,47,-78.11,38,-82.17,48,-84.04
89,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
90,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
91,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
92,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
93,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
94,5800.00,2200.00,69.00,2,45,0.98,NLOS,99.84,-12.78,-66.85,-39.07,4.55,0.00,0,39,-73.98,53,-74.24,46,-75.83,47,-78.13,38,-82.17,48,-84.05
