Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
46,6700.00,3723.84,55.00,1,47,0.91,LOS,92.54,-3.79,-38.76,-3.24,26.19,0,46,-41.62,53,-42.54,52,-45.35,40,-53.32,54,-53.55
47,6700.00,3745.67,55.00,1,47,0.91,LOS,92.13,-3.79,-38.34,-2.72,26.19,0,46,-41.99,53,-42.57,52,-45.52,40,-53.33,54,-53.37
48,6700.00,3767.49,55.00,1,47,0.92,LOS,91.70,-1.49,-40.21,-0.75,26.19,0,53,-46.63,46,-48.70,54,-48.92,40,-51.80,52,-52.05
49,6700.00,3789.32,55.00,1,47,0.92,LOS,91.26,-1.49,-39.76,-0.29,26.19,0,53,-46.68,54,-48.74,46,-49.05,40,-51.81,48,-52.15
50,6700.00,3811.14,55.00,1,47,0.93,LOS,90.80,0.03,-40.83,-3.55,26.19,0,46,-44.14,52,-44.65,53,-47.82,54,-48.42,40,-49.54
51,6700.00,3832.97,55.00,1,47,0.93,LOS,90.33,0.03,-40.36,-2.99,26.19,0,46,-44.48,52,-44.82,53,-47.89,54,-48.23,40,-49.57
52,6700.00,3854.79,55.00,1,46,0.87,LOS,95.46,-7.88,-37.59,0.44,26.19,1,47,-45.12,48,-45.63,52,-50.62,40,-51.51,54,-51.94
53,6700.00,3876.62,55.00,1,46,0.87,LOS,95.78,-7.88,-37.90,-0.02,26.19,0,47,-44.62,48,-45.46,40,-51.55,54,-51.76,53,-53.54
54,6700.00,3898.44,55.00,1,47,0.95,LOS,88.84,-3.44,-35.40,2.82,26.19,1,53,-43.75,46,-47.36,40,-48.08,54,-49.19,48,-50.85
55,6700.00,3912.73,55.00,3,47,0.95,LOS,88.51,-3.44,-35.07,3.19,26.19,0,53,-43.83,46,-47.56,40,-48.11,54,-49.07,48,-50.73
56,6700.00,3890.91,55.00,3,47,0.94,LOS,89.02,-1.31,-37.71,1.46,26.19,0,53,-44.47,40,-51.28,54,-53.08,46,-53.60,48,-53.82
57,6700.00,3869.08,55.00,3,47,0.94,LOS,89.52,-1.31,-38.21,0.93,26.19,0,53,-44.36,40,-51.24,52,-52.66,54,-53.27,46,-53.29
58,6700.00,3847.25,55.00,3,47,0.94,LOS,90.01,-0.26,-39.76,-2.74,26.19,0,53,-42.48,54,-43.74,46,-45.18,40,-49.13,48,-55.21
59,6700.00,3825.43,55.00,3,47,0.93,LOS,90.49,-0.26,-40.24,-3.26,26.19,0,53,-42.39,54,-43.93,46,-44.86,40,-49.10,48,-55.39
60,6700.00,3803.60,55.00,3,47,0.93,LOS,90.96,-3.27,-37.69,-2.35,26.19,0,53,-40.21,52,-43.40,54,-44.84,40,-47.24,46,-47.82
61,6700.00,3781.78,55.00,3,47,0.92,LOS,91.41,-3.27,-38.14,-2.84,26.19,0,53,-40.15,52,-43.24,54,-45.02,40,-47.22,46,-47.48
62,6700.00,3759.95,55.00,3,47,0.92,LOS,91.85,0.94,-42.79,-5.73,26.19,0,52,-43.14,46,-43.84,53,-46.73,40,-48.47,54,-53.43
63,6700.00,3738.13,55.00,3,47,0.91,LOS,92.27,0.94,-43.22,-6.26,26.19,0,52,-42.97,46,-43.48,53,-46.69,40,-48.46,54,-53.60
64,6700.00,3716.30,55.00,3,47,0.91,LOS,92.69,-1.73,-40.95,-2.43,26.19,0,46,-47.76,54,-48.14,52,-48.88,53,-49.36,40,-50.74
65,6700.00,3694.48,55.00,3,47,0.90,LOS,93.08,-1.73,-41.35,-2.86,26.19,0,46,-47.37,54,-48.31,52,-48.71,53,-49.36,40,-50.74
66,6700.00,3672.65,55.00,3,47,0.90,LOS,93.47,3.10,-46.57,-8.73,26.19,0,46,-44.08,53,-44.73,40,-47.28,52,-53.21,54,-56.47
67,6700.00,3650.83,55.00,3,46,0.92,LOS,92.02,1.64,-43.66,-5.29,26.19,1,53,-44.75,47,-46.95,40,-47.29,52,-53.03,54,-56.64
68,6700.00,3629.00,55.00,3,46,0.92,LOS,91.59,-1.79,-39.80,-2.40,26.19,0,53,-44.30,47,-46.17,40,-47.27,52,-50.32,54,-51.71
69,6700.00,3607.18,55.00,3,46,0.92,LOS,91.14,-1.79,-39.35,-1.88,26.19,0,53,-44.36,47,-46.52,40,-47.29,52,-50.14,54,-51.88
70,6700.00,3585.35,55.00,3,46,0.93,LOS,90.68,2.01,-42.69,-5.45,26.19,0,53,-41.96,47,-45.03,52,-45.50,40,-49.86,45,-51.44
71,6700.00,3563.53,55.00,3,46,0.93,LOS,90.21,2.01,-42.22,-4.92,26.19,0,53,-42.05,52,-45.32,47,-45.36,40,-49.89,45,-51.26
72,6700.00,3541.70,55.00,3,46,0.94,LOS,89.72,-1.26,-38.47,-0.01,26.19,0,54,-45.14,53,-47.47,47,-48.90,40,-51.22,52,-53.75
73,6700.00,3519.87,55.00,3,46,0.94,LOS,89.22,-1.26,-37.97,0.58,26.19,0,53,-47.58,47,-49.21,40,-51.26,52,-53.57,45,-56.75
74,6681.55,3516.50,55.00,2,46,0.95,LOS,88.81,0.99,-39.80,-3.13,26.19,0,40,-43.54,53,-43.90,47,-46.49,45,-47.17,52,-47.63
75,6659.72,3516.50,55.00,2,46,0.95,LOS,88.42,0.99,-39.41,-2.72,26.19,0,40,-43.32,53,-44.23,47,-46.41,45,-47.15,52,-47.78
76,6637.90,3516.50,55.00,2,46,0.95,LOS,88.05,-4.40,-33.66,3.32,26.19,0,47,-42.99,53,-47.09,52,-51.04,45,-51.19,40,-51.68
77,6616.07,3516.50,55.00,2,46,0.95,LOS,87.72,-4.40,-33.32,3.68,26.19,0,47,-42.92,53,-47.40,45,-51.17,52,-51.19,40,-51.45
78,6594.25,3516.50,55.00,2,46,0.96,LOS,87.42,-0.57,-36.85,1.98,26.19,0,40,-45.13,47,-47.15,53,-49.66,52,-55.22,45,-56.41
79,6572.42,3516.50,55.00,2,46,0.96,LOS,87.17,-0.57,-36.60,2.19,26.19,0,40,-44.89,47,-47.11,53,-49.95,52,-55.38,45,-56.40
80,6550.60,3516.50,55.00,2,46,0.96,LOS,86.98,2.77,-39.75,-2.85,26.19,0,53,-42.10,47,-46.12,40,-46.92,45,-48.81,52,-48.94
81,6528.77,3516.50,55.00,2,46,0.96,LOS,86.85,2.77,-39.62,-2.66,26.19,0,53,-42.38,47,-46.10,40,-46.67,45,-48.80,52,-49.09
82,6506.95,3516.50,55.00,2,46,0.96,LOS,86.79,1.97,-38.76,-0.67,26.19,0,52,-44.52,40,-48.11,53,-49.22,47,-49.42,45,-50.91
83,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
84,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
85,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
86,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
87,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
88,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
89,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
90,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
91,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
92,6500.00,3516.50,55.00,1,46,0.96,LOS,86.79,1.97,-38.76,-0.66,0.00,0,52,-44.57,40,-48.03,53,-49.30,47,-49.42,45,-50.91
93,6500.00,3527.41,55.00,1,46,0.96,LOS,87.19,1.97,-39.16,-1.07,13.10,0,52,-44.63,40,-48.00,47,-49.25,53,-49.27,45,-51.00
94,6500.00,3549.24,55.00,1,46,0.95,LOS,87.96,5.15,-43.11,-5.06,26.19,0,47,-46.87,52,-48.14,53,-49.08,40,-51.87,45,-52.01
95,6500.00,3571.06,55.00,1,46,0.95,LOS,88.66,5.15,-43.81,-5.82,26.19,0,47,-46.51,52,-48.28,53,-49.03,40,-51.82,45,-52.19
96,6500.00,3592.89,55.00,1,46,0.94,LOS,89.32,-6.53,-32.79,4.89,26.19,0,53,-43.70,40,-45.50,52,-48.26,47,-48.74,45,-52.34
97,6500.00,3614.71,55.00,1,46,0.94,LOS,89.94,-6.53,-33.41,4.23,26.19,0,53,-43.67,40,-45.47,47,-48.35,52,-48.40,41,-70.17
98,6500.00,3636.54,55.00,1,46,0.93,LOS,90.52,5.67,-46.19,-8.15,26.19,0,40,-44.20,47,-46.67,53,-48.75,52,-49.66,41,-70.03
99,6500.00,3658.36,55.00,1,46,0.93,LOS,91.06,5.67,-46.73,-8.77,26.19,0,40,-44.18,47,-46.25,53,-48.73,52,-49.80,41,-69.82
100,6500.00,3680.19,55.00,1,46,0.92,LOS,91.58,-4.03,-37.55,-1.00,26.19,0,47,-42.87,53,-45.60,40,-46.38,52,-48.71,41,-72.42
