Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
155,7330.19,4900.00,1.50,2,54,0.06,NLOS,118.66,11.83,-110.27,-82.48,-6.05,33.51,0,48,-107.83,55,-107.89,49,-112.02,60,-115.38,63,-116.12,62,-117.82,7800.00,3343.91,1.50,3,60,0.02,LOS,105.36,-10.00,-75.14,-47.36,17.26,52.00,0,59,-92.58,53,-106.87,52,-117.27,47,-118.56,66,-121.59,41,-121.91,3800.00,6038.99,1.50,1,23,0.06,NLOS,118.84,-12.91,-85.72,-57.94,19.13,28.05,0,30,-108.13,17,-111.34,31,-112.93,27,-113.31,24,-113.43,28,-115.15,5988.76,6100.00,1.50,0,43,0.06,NLOS,117.02,-1.92,-94.87,-67.09,0.99,36.73,0,49,-98.19,42,-102.56,44,-104.76,50,-107.78,55,-115.07,29,-115.99,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
156,7320.88,4900.00,1.50,2,54,0.06,NLOS,118.55,-6.27,-92.06,-64.28,12.64,33.51,0,48,-107.79,55,-110.73,42,-112.80,61,-115.73,47,-116.91,60,-117.04,7800.00,3329.47,1.50,3,60,0.02,LOS,105.66,-10.00,-75.44,-47.66,16.62,52.00,0,59,-92.21,53,-107.07,52,-117.05,47,-118.64,66,-121.68,41,-121.97,3800.00,6046.79,1.50,1,23,0.06,NLOS,119.03,-12.91,-85.91,-58.13,18.87,28.05,0,30,-108.01,17,-111.31,31,-112.83,24,-113.27,27,-113.36,28,-115.23,5998.96,6100.00,1.50,0,43,0.06,NLOS,117.44,2.46,-99.68,-71.90,-0.33,36.73,0,49,-100.60,50,-108.70,37,-110.63,55,-114.38,57,-114.39,44,-114.77,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
157,7311.57,4900.00,1.50,2,54,0.06,NLOS,118.46,-6.27,-91.97,-64.19,12.64,33.51,0,48,-107.60,55,-110.70,42,-112.71,61,-115.96,47,-116.81,60,-117.15,7800.00,3315.02,1.50,3,60,0.02,LOS,105.95,-1.63,-84.10,-56.32,5.21,52.00,0,59,-89.34,58,-107.75,65,-110.21,45,-111.99,53,-113.11,47,-114.44,3800.00,6054.58,1.50,1,23,0.05,NLOS,119.23,-12.91,-86.10,-58.32,18.60,28.05,0,30,-107.88,17,-111.28,31,-112.73,24,-113.10,27,-113.42,28,-115.31,6009.16,6100.00,1.50,0,43,0.06,NLOS,117.86,2.46,-100.10,-72.32,-0.97,36.73,0,49,-100.31,50,-108.57,37,-110.75,55,-114.27,57,-114.31,44,-114.81,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
158,7302.27,4900.00,1.50,2,54,0.06,NLOS,118.39,-6.27,-91.89,-64.11,12.63,33.51,0,48,-107.41,55,-110.66,42,-112.62,61,-116.18,47,-116.71,60,-117.25,7800.00,3300.58,1.50,3,60,0.02,LOS,106.23,-1.63,-84.38,-56.60,4.69,52.00,0,59,-89.11,58,-107.49,65,-110.11,45,-111.90,53,-113.32,47,-114.52,3800.00,6062.37,1.50,1,23,0.05,NLOS,119.43,-2.06,-97.15,-69.37,6.67,28.05,0,30,-105.96,24,-109.47,25,-109.57,8,-117.35,29,-117.77,17,-118.67,6019.36,6100.00,1.50,0,43,0.06,NLOS,118.28,2.46,-100.52,-72.74,-1.61,36.73,0,49,-100.02,50,-108.43,37,-110.87,55,-114.17,57,-114.23,44,-114.85,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
159,7292.96,4900.00,1.50,2,54,0.06,NLOS,118.32,-3.35,-94.75,-66.97,8.51,33.51,0,55,-105.69,61,-110.83,49,-111.98,48,-113.30,53,-113.96,68,-114.35,7800.00,3313.87,1.50,1,60,0.02,LOS,105.97,3.17,-88.92,-61.14,1.37,52.00,0,59,-90.43,54,-106.21,58,-109.62,52,-109.91,53,-114.77,40,-119.36,3800.00,6070.16,1.50,1,23,0.05,NLOS,119.63,-2.06,-97.35,-69.57,6.35,28.05,0,30,-105.84,24,-109.30,25,-109.49,8,-117.39,29,-117.91,17,-118.64,6029.57,6100.00,1.50,0,43,0.06,NLOS,118.69,-7.18,-91.29,-63.51,10.73,36.73,0,49,-102.72,42,-114.37,50,-114.43,62,-117.83,27,-120.56,44,-121.49,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
160,7283.65,4900.00,1.50,2,54,0.06,NLOS,118.27,-3.35,-94.70,-66.91,8.57,33.51,0,55,-105.67,61,-111.05,49,-111.90,48,-113.10,53,-113.95,68,-114.44,7800.00,3328.31,1.50,1,60,0.02,LOS,105.68,3.17,-88.63,-60.85,1.95,52.00,0,59,-90.73,54,-106.04,58,-109.88,52,-110.13,53,-114.56,40,-119.34,3800.00,6077.96,1.50,1,23,0.05,NLOS,119.84,-2.06,-97.56,-69.78,6.04,28.05,0,30,-105.72,24,-109.14,25,-109.40,8,-117.43,29,-118.05,17,-118.61,6039.77,6100.00,1.50,0,43,0.05,NLOS,119.10,-7.18,-91.70,-63.92,10.07,36.73,0,49,-102.42,50,-114.30,42,-114.46,62,-117.75,27,-120.59,44,-121.53,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
161,7274.34,4900.00,1.50,2,54,0.06,NLOS,118.23,-3.35,-94.66,-66.87,8.62,33.51,0,55,-105.65,61,-111.26,49,-111.82,48,-112.90,53,-113.95,68,-114.54,7800.00,3342.75,1.50,1,59,0.12,NLOS,110.70,-3.99,-86.49,-58.71,5.61,52.00,1,60,-92.35,52,-106.36,54,-110.68,66,-112.74,53,-113.32,41,-120.10,3800.00,6085.75,1.50,1,23,0.05,NLOS,120.04,-2.06,-97.77,-69.98,5.72,28.05,0,30,-105.61,24,-108.97,25,-109.32,8,-117.46,29,-118.18,17,-118.59,6049.97,6100.00,1.50,0,43,0.05,NLOS,119.50,-7.18,-92.10,-64.32,9.41,36.73,0,49,-102.12,50,-114.17,42,-114.56,62,-117.66,27,-120.63,44,-121.57,4400.00,3900.00,1.50,0,34,0.03,LOS,101.27,-2.26,-78.79,-51.01,12.29,0.00,0,27,-91.26,33,-105.27,20,-112.53,21,-116.86,26,-119.48,22,-119.61
162,7265.03,4900.00,1.50,2,54,0.06,NLOS,118.20,-8.13,-89.85,-62.07,11.44,33.51,0,60,-104.02,47,-107.95,48,-110.65,42,-112.73,55,-113.57,61,-115.40,7800.00,3357.20,1.50,1,59,0.11,NLOS,111.12,-3.99,-86.92,-59.14,4.91,52.00,0,60,-92.05,52,-106.58,54,-110.51,66,-112.66,53,-113.12,41,-120.05,3800.00,6093.54,1.50,1,23,0.05,NLOS,120.26,2.63,-102.67,-74.89,0.22,28.05,0,36,-104.40,30,-104.58,24,-110.10,29,-113.77,31,-116.18,37,-116.74,6060.18,6100.00,1.50,0,43,0.05,NLOS,119.89,1.38,-101.05,-73.27,2.25,36.73,0,42,-106.76,49,-109.00,36,-110.87,56,-112.77,57,-114.09,50,-114.82,4407.02,3900.00,1.50,0,34,0.03,LOS,101.10,-2.26,-78.62,-50.83,12.74,25.27,0,27,-91.55,33,-105.17,20,-112.61,21,-116.99,26,-119.50,22,-119.66
163,7255.73,4900.00,1.50,2,54,0.06,NLOS,118.18,-8.13,-89.84,-62.05,11.47,33.51,0,60,-104.13,47,-107.85,48,-110.44,42,-112.64,55,-113.56,61,-115.61,7800.00,3371.64,1.50,1,60,0.02,LOS,104.78,3.27,-87.83,-60.05,5.91,52.00,1,59,-94.42,53,-103.22,66,-108.99,52,-109.19,65,-114.68,58,-114.92,3800.00,6101.34,1.50,1,23,0.05,NLOS,120.47,2.63,-102.88,-75.10,-0.09,28.05,0,36,-104.42,30,-104.47,24,-109.93,29,-113.90,31,-116.07,37,-116.70,6070.38,6100.00,1.50,0,43,0.05,NLOS,120.28,1.38,-101.44,-73.66,1.83,36.73,0,42,-106.86,49,-108.69,36,-111.02,56,-112.62,57,-114.01,50,-114.69,4421.06,3900.00,1.50,0,34,0.03,LOS,100.74,4.54,-85.06,-57.27,5.84,50.53,0,27,-91.03,28,-106.58,26,-111.80,35,-116.14,20,-117.28,21,-117.42
164,7246.42,4900.00,1.50,2,54,0.06,NLOS,118.18,-8.13,-89.83,-62.05,11.49,33.51,0,60,-104.23,47,-107.74,48,-110.24,42,-112.54,55,-113.56,61,-115.82,7800.00,3386.09,1.50,1,60,0.02,LOS,104.47,3.27,-87.52,-59.74,6.63,52.00,0,59,-94.94,53,-103.02,66,-108.91,52,-109.41,65,-114.79,58,-115.16,3800.00,6109.13,1.50,1,23,0.05,NLOS,120.68,2.63,-103.10,-75.32,-0.40,28.05,0,30,-104.37,36,-104.44,24,-109.76,29,-114.04,31,-115.96,37,-116.65,6080.58,6100.00,1.50,0,43,0.05,NLOS,120.67,1.38,-101.83,-74.05,1.42,36.73,0,42,-106.97,49,-108.38,36,-111.18,56,-112.48,57,-113.93,50,-114.56,4435.09,3900.00,1.50,0,34,0.03,LOS,100.37,4.54,-84.69,-56.91,6.78,50.53,0,27,-91.62,28,-106.67,26,-111.84,35,-116.05,20,-117.46,21,-117.66
165,7237.11,4900.00,1.50,2,54,0.06,NLOS,118.19,-6.64,-91.34,-63.56,10.76,33.51,0,48,-105.11,55,-106.52,66,-109.75,62,-111.01,61,-113.25,47,-118.08,7800.00,3400.53,1.50,1,60,0.02,LOS,104.15,-5.12,-78.81,-51.03,20.12,52.00,0,59,-102.26,66,-102.75,54,-109.12,52,-113.24,58,-114.78,53,-117.06,3800.00,6116.92,1.50,1,23,0.05,NLOS,120.90,2.63,-103.31,-75.53,-0.71,28.05,0,30,-104.26,36,-104.46,24,-109.58,29,-114.17,31,-115.86,37,-116.61,6090.78,6100.00,1.50,0,43,0.05,NLOS,121.05,1.96,-102.79,-75.01,-2.63,36.73,0,49,-100.60,36,-115.53,50,-116.35,37,-116.92,47,-117.74,21,-118.60,4449.13,3900.00,1.50,0,34,0.03,LOS,100.00,0.36,-80.15,-52.37,15.46,50.53,0,27,-96.27,26,-101.63,28,-106.06,33,-109.83,21,-111.87,41,-116.79
166,7227.80,4900.00,1.50,2,54,0.06,NLOS,118.22,-6.64,-91.36,-63.58,10.65,33.51,0,48,-104.90,55,-106.53,66,-109.81,62,-111.09,61,-113.45,47,-117.97,7800.00,3414.97,1.50,1,60,0.02,LOS,103.83,-5.12,-78.49,-50.71,20.64,52.00,0,66,-102.68,59,-102.83,54,-108.95,52,-113.46,58,-115.02,53,-116.87,3800.00,6124.72,1.50,1,23,0.05,NLOS,121.11,1.94,-102.83,-75.05,0.09,28.05,0,30,-104.27,29,-109.77,37,-114.48,36,-115.92,43,-118.15,17,-118.97,6100.99,6100.00,1.50,0,43,0.05,NLOS,121.43,1.96,-103.17,-75.39,-3.29,36.73,0,49,-100.28,36,-115.68,50,-116.23,37,-117.04,47,-117.72,21,-118.64,4463.17,3900.00,1.50,0,34,0.03,LOS,99.63,0.36,-79.77,-51.99,16.34,50.53,0,27,-96.86,26,-101.67,28,-106.16,33,-109.65,21,-112.10,41,-116.65
167,7218.49,4900.00,1.50,2,54,0.06,NLOS,118.26,-6.64,-91.40,-63.62,10.51,33.51,0,48,-104.69,55,-106.55,66,-109.87,62,-111.17,61,-113.65,47,-117.87,7800.00,3429.42,1.50,1,60,0.02,LOS,103.51,0.09,-83.38,-55.60,12.67,52.00,0,59,-96.39,53,-109.68,58,-113.53,65,-114.21,52,-114.84,66,-114.99,3800.00,6132.51,1.50,1,23,0.05,NLOS,121.33,1.94,-103.05,-75.27,-0.17,28.05,0,30,-104.17,29,-109.91,37,-114.43,36,-115.94,43,-118.15,17,-118.95,6111.19,6100.00,1.50,0,49,0.04,NLOS,123.41,-3.24,-99.95,-72.17,3.10,36.73,1,43,-103.54,36,-115.83,50,-116.11,37,-117.16,47,-117.70,21,-118.68,4477.20,3900.00,1.50,0,34,0.03,LOS,99.24,9.49,-88.51,-60.73,2.07,50.53,0,27,-90.61,26,-114.23,33,-115.29,19,-116.31,22,-116.38,35,-119.87
168,7209.19,4900.00,1.50,2,54,0.06,NLOS,118.31,3.66,-101.74,-73.96,-2.84,33.51,0,55,-99.50,47,-109.27,56,-113.29,61,-115.03,49,-119.40,62,-121.69,7800.00,3443.86,1.50,1,60,0.03,LOS,103.17,0.09,-83.05,-55.27,13.54,52.00,0,59,-96.99,53,-109.51,58,-113.75,65,-114.33,54,-114.86,66,-114.92,3800.00,6140.30,1.50,1,23,0.05,NLOS,121.55,1.94,-103.27,-75.49,-0.44,28.05,0,30,-104.08,29,-110.04,37,-114.39,36,-115.96,43,-118.14,17,-118.93,6121.39,6100.00,1.50,0,43,0.04,NLOS,122.16,-3.74,-98.20,-70.42,4.25,36.73,1,49,-105.55,50,-107.57,42,-111.38,62,-113.64,37,-114.93,51,-116.92,4491.24,3900.00,1.50,0,34,0.03,LOS,98.85,9.49,-88.12,-60.34,3.04,50.53,0,27,-91.20,26,-114.28,33,-115.10,19,-116.39,22,-116.48,35,-119.78
169,7200.00,4899.88,1.50,3,54,0.06,NLOS,118.36,3.66,-101.80,-74.02,-2.87,33.51,0,55,-99.52,47,-109.16,56,-113.29,61,-115.22,49,-119.33,62,-121.77,7800.00,3458.31,1.50,1,60,0.03,LOS,102.84,7.79,-90.41,-62.63,7.76,52.00,0,59,-99.24,53,-106.63,52,-107.38,67,-110.83,65,-113.76,46,-118.39,3800.00,6148.09,1.50,1,23,0.05,NLOS,121.77,1.94,-103.49,-75.71,-0.70,28.05,0,30,-103.99,29,-110.17,37,-114.35,36,-115.99,43,-118.13,17,-118.91,6131.60,6100.00,1.50,0,43,0.04,NLOS,122.52,-3.74,-98.56,-70.77,3.71,36.73,0,49,-105.22,50,-107.45,42,-111.49,62,-113.55,37,-115.05,51,-116.90,4505.28,3900.00,1.50,0,34,0.03,LOS,98.45,-5.28,-72.95,-45.17,27.09,50.53,0,27,-100.63,26,-112.34,33,-112.37,21,-113.84,28,-114.65,41,-117.48
170,7200.00,4890.57,1.50,3,54,0.06,NLOS,117.89,3.66,-101.33,-73.55,-2.16,33.51,0,55,-99.81,47,-109.05,56,-113.41,61,-115.25,49,-119.43,62,-121.87,7800.00,3472.75,1.50,1,60,0.03,LOS,102.49,7.79,-90.06,-62.28,8.54,52.00,0,59,-99.84,53,-106.47,52,-107.60,67,-110.70,65,-113.88,46,-118.42,3800.00,6155.89,1.50,1,30,0.04,NLOS,124.09,-0.07,-103.79,-76.01,-1.67,28.05,1,24,-104.33,23,-108.52,16,-109.87,17,-110.60,31,-113.14,29,-114.64,6141.80,6100.00,1.50,0,43,0.04,NLOS,122.87,-3.74,-98.91,-71.13,3.17,36.73,0,49,-104.89,50,-107.33,42,-111.60,62,-113.45,37,-115.17,51,-116.87,4519.31,3900.00,1.50,0,34,0.03,LOS,98.05,-5.28,-72.54,-44.76,27.98,50.53,0,27,-101.20,33,-112.18,26,-112.40,21,-114.07,28,-114.77,41,-117.33
171,7200.00,4881.26,1.50,3,54,0.06,NLOS,117.41,-0.94,-96.26,-68.48,9.16,33.51,0,60,-109.74,55,-111.52,41,-112.18,61,-112.20,48,-114.71,56,-115.69,7800.00,3487.19,1.50,1,60,0.03,LOS,102.14,1.99,-83.92,-56.14,15.09,52.00,0,59,-99.25,52,-111.60,47,-115.36,61,-115.92,53,-117.29,48,-117.85,3800.00,6163.68,1.50,1,30,0.04,NLOS,124.00,-0.07,-103.71,-75.93,-1.65,28.05,0,24,-104.15,23,-108.74,16,-109.93,17,-110.58,31,-113.03,29,-114.77,6152.00,6100.00,1.50,0,43,0.04,NLOS,123.22,0.15,-103.15,-75.37,-2.65,36.73,0,42,-103.77,49,-104.17,48,-104.56,55,-109.91,44,-113.25,50,-116.93,4533.35,3900.00,1.50,0,34,0.03,LOS,97.63,5.30,-82.72,-54.94,12.69,50.53,0,27,-96.45,28,-103.92,33,-107.64,20,-112.88,22,-117.52,15,-117.82
172,7200.00,4871.95,1.50,3,54,0.07,NLOS,116.92,-0.94,-95.76,-67.98,9.69,33.51,0,60,-109.65,55,-111.80,41,-112.16,61,-112.23,48,-114.75,56,-115.81,7800.00,3498.36,1.50,3,60,0.03,LOS,101.87,1.99,-83.64,-55.86,15.80,52.00,0,59,-99.71,52,-111.77,47,-115.30,61,-115.79,53,-117.17,48,-117.77,3800.00,6171.47,1.50,1,30,0.04,NLOS,123.93,-0.07,-103.63,-75.85,-1.64,28.05,0,24,-103.97,23,-108.96,16,-109.99,17,-110.56,31,-112.92,29,-114.90,6162.21,6100.00,1.50,0,43,0.04,NLOS,123.56,0.15,-103.49,-75.71,-3.08,36.73,0,49,-103.83,42,-103.89,48,-104.51,55,-109.80,44,-113.31,50,-116.82,4547.39,3900.00,1.50,0,34,0.04,LOS,97.21,5.30,-82.30,-54.52,13.55,50.53,0,27,-97.01,28,-104.05,33,-107.46,20,-113.05,22,-117.63,41,-117.83
173,7200.00,4862.65,1.50,3,54,0.07,NLOS,116.41,-0.94,-95.26,-67.47,10.23,33.51,0,60,-109.55,55,-112.08,41,-112.13,61,-112.26,48,-114.79,56,-115.92,7800.00,3483.92,1.50,3,60,0.03,LOS,102.22,-0.14,-81.87,-54.08,16.67,52.00,0,59,-99.30,53,-107.97,65,-109.45,52,-110.43,47,-117.00,54,-117.28,3800.00,6179.27,1.50,1,30,0.04,NLOS,123.85,-0.07,-103.56,-75.78,-1.64,28.05,0,24,-103.78,23,-109.18,16,-110.05,17,-110.55,31,-112.81,29,-115.03,6172.41,6100.00,1.50,0,43,0.04,NLOS,123.90,0.15,-103.83,-76.05,-3.53,36.73,0,49,-103.48,42,-104.00,48,-104.47,55,-109.68,44,-113.36,50,-116.71,4561.42,3900.00,1.50,0,34,0.04,LOS,96.78,-6.23,-70.34,-42.56,35.94,50.53,0,35,-111.16,19,-111.47,27,-112.73,33,-113.80,41,-114.61,21,-115.05
174,7200.00,4853.34,1.50,3,54,0.07,NLOS,115.89,-6.43,-89.23,-61.45,13.47,33.51,0,61,-106.92,48,-108.73,47,-109.08,68,-113.66,55,-114.40,53,-117.11,7800.00,3469.47,1.50,3,60,0.03,LOS,102.57,-0.14,-82.21,-54.43,15.82,52.00,0,59,-98.69,53,-108.12,65,-109.33,52,-110.21,47,-117.08,54,-117.46,3800.00,6187.06,1.50,1,23,0.04,NLOS,122.87,-2.27,-100.38,-72.60,1.49,28.05,1,24,-104.27,30,-108.14,22,-110.88,37,-111.69,10,-112.50,31,-113.88,6182.61,6100.00,1.50,0,49,0.05,NLOS,121.04,-7.95,-92.86,-65.08,9.56,36.73,1,43,-103.52,50,-110.24,42,-117.84,38,-122.16,55,-123.43,56,-123.59,4575.46,3900.00,1.50,0,34,0.04,LOS,96.35,-6.23,-69.90,-42.12,36.41,50.53,0,35,-111.09,19,-111.55,27,-113.26,33,-113.62,41,-114.45,21,-115.26
175,7200.00,4844.03,1.50,3,54,0.07,NLOS,115.35,-6.43,-88.69,-60.91,14.02,33.51,0,61,-106.96,48,-108.78,47,-108.97,68,-113.70,55,-114.67,53,-116.97,7800.00,3455.03,1.50,3,60,0.03,LOS,102.91,6.37,-89.06,-61.28,6.94,52.00,0,59,-96.56,66,-107.50,52,-108.75,61,-111.94,54,-113.28,39,-116.61,3800.00,6194.85,1.50,1,23,0.04,NLOS,123.09,-2.27,-100.60,-72.82,1.17,28.05,0,24,-104.08,30,-108.07,22,-110.98,37,-111.64,10,-112.52,31,-113.76,6192.81,6100.00,1.50,0,49,0.05,NLOS,120.68,-7.95,-92.51,-64.73,10.15,36.73,0,43,-103.85,50,-110.13,42,-117.96,38,-122.22,55,-123.32,56,-123.43,4589.50,3900.00,1.50,0,34,0.04,LOS,95.90,0.59,-76.28,-48.50,26.10,50.53,0,27,-104.74,33,-108.83,26,-110.92,28,-112.13,32,-114.71,36,-115.89
176,7200.00,4834.72,1.50,3,54,0.08,NLOS,114.79,-6.43,-88.14,-60.35,14.59,33.51,0,61,-107.00,48,-108.82,47,-108.85,68,-113.73,55,-114.93,53,-116.83,7800.00,3440.59,1.50,3,60,0.02,LOS,103.25,6.37,-89.40,-61.62,6.08,52.00,0,59,-95.95,66,-107.56,52,-108.53,61,-112.10,54,-113.46,39,-116.57,3800.00,6202.65,1.50,1,23,0.04,NLOS,123.31,-2.27,-100.82,-73.04,0.84,28.05,0,24,-103.89,30,-108.01,22,-111.08,37,-111.60,10,-112.53,31,-113.65,6200.00,6103.02,1.50,1,49,0.05,NLOS,120.51,-7.95,-92.34,-64.56,10.43,36.73,0,43,-104.03,50,-109.99,42,-118.10,38,-122.24,55,-123.26,56,-123.31,4600.00,3896.47,1.50,3,34,0.04,LOS,95.63,0.59,-76.01,-48.23,26.51,50.53,0,27,-105.05,33,-108.63,26,-110.92,28,-112.31,32,-114.65,36,-115.90
177,7200.00,4825.41,1.50,3,54,0.08,NLOS,114.21,2.62,-96.61,-68.83,3.31,33.51,0,55,-103.67,48,-104.63,61,-106.59,49,-115.37,53,-119.01,52,-120.70,7800.00,3426.14,1.50,3,60,0.02,LOS,103.58,-3.42,-79.95,-52.16,5.82,52.00,0,59,-85.97,53,-99.28,66,-111.71,52,-111.80,58,-112.92,65,-116.67,3800.00,6210.44,1.50,1,23,0.04,NLOS,123.52,-2.27,-101.04,-73.25,0.51,28.05,0,24,-103.70,30,-107.95,22,-111.19,37,-111.56,10,-112.54,31,-113.54,6200.00,6113.22,1.50,1,49,0.05,NLOS,120.79,-2.14,-98.44,-70.66,0.39,36.73,0,43,-101.26,50,-103.23,55,-111.96,28,-117.17,51,-118.75,30,-118.82,4600.00,3882.43,1.50,3,34,0.04,LOS,95.91,-0.98,-74.70,-46.92,24.40,50.53,0,33,-102.41,27,-102.57,39,-111.62,13,-112.06,19,-112.34,41,-113.65
178,7200.00,4816.11,1.50,3,54,0.09,NLOS,113.62,2.62,-96.02,-68.24,4.04,33.51,0,55,-103.92,48,-104.69,61,-106.63,49,-115.48,53,-118.87,52,-120.62,7800.00,3411.70,1.50,3,60,0.02,LOS,103.91,-3.42,-80.27,-52.49,4.94,52.00,0,59,-85.39,53,-99.46,52,-111.58,66,-111.78,58,-112.69,65,-116.56,3800.00,6218.23,1.50,1,22,0.01,NLOS,140.65,-15.28,-105.16,-77.37,2.90,28.05,1,23,-109.17,30,-110.30,31,-111.31,24,-111.67,42,-113.36,37,-114.62,6200.00,6123.42,1.50,1,49,0.05,NLOS,121.08,-2.14,-98.72,-70.94,-0.05,36.73,0,43,-101.12,50,-103.00,55,-112.03,28,-117.21,51,-118.64,30,-118.81,4600.00,3868.39,1.50,3,34,0.04,LOS,96.18,-0.98,-74.98,-47.20,23.88,50.53,0,33,-102.14,27,-102.29,39,-111.52,13,-112.00,19,-112.24,41,-113.74
179,7200.00,4806.80,1.50,3,54,0.09,NLOS,113.00,2.62,-95.40,-67.62,4.78,33.51,0,55,-104.17,48,-104.74,61,-106.67,49,-115.58,53,-118.73,52,-120.54,7800.00,3397.25,1.50,3,60,0.02,LOS,104.22,5.42,-89.43,-61.65,6.99,52.00,0,59,-97.78,53,-102.56,52,-109.80,46,-113.06,66,-113.98,55,-117.20,3800.00,6226.02,1.50,1,22,0.01,NLOS,140.76,-15.28,-105.26,-77.48,2.98,28.05,0,23,-109.39,30,-110.25,31,-111.20,24,-111.48,42,-113.39,37,-114.58,6200.00,6133.63,1.50,1,49,0.05,NLOS,121.36,-2.14,-99.01,-71.23,-0.49,36.73,0,43,-101.00,50,-102.77,55,-112.11,28,-117.25,51,-118.53,30,-118.80,4600.00,3854.35,1.50,3,34,0.04,LOS,96.47,2.95,-79.20,-51.42,18.81,50.53,0,33,-101.06,27,-102.07,28,-108.20,21,-113.69,30,-113.93,20,-115.85
180,7200.00,4797.49,1.50,3,54,0.10,NLOS,112.37,12.12,-104.27,-76.49,3.46,33.51,0,60,-108.86,62,-109.92,42,-112.42,41,-117.51,56,-119.88,55,-119.89,7800.00,3382.81,1.50,3,60,0.02,LOS,104.54,5.42,-89.74,-61.96,6.32,52.00,0,59,-97.24,53,-102.75,52,-109.58,46,-113.04,66,-114.06,55,-117.31,3800.00,6233.82,1.50,1,22,0.01,NLOS,140.86,-15.28,-105.36,-77.58,3.06,28.05,0,23,-109.60,30,-110.21,31,-111.08,24,-111.29,42,-113.41,37,-114.54,6200.00,6143.83,1.50,1,49,0.05,NLOS,121.65,1.14,-102.57,-74.79,0.65,36.73,0,48,-108.39,50,-109.23,42,-109.83,43,-111.18,51,-117.69,56,-117.94,4600.00,3840.32,1.50,3,34,0.04,LOS,96.75,2.95,-79.49,-51.71,18.32,50.53,0,33,-100.78,27,-101.83,28,-108.47,21,-113.75,30,-114.02,20,-115.76
