Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
0,5600.00,4361.13,3,8,-108.49,-8.49,46.64,0,,,,,,,,
1,5600.00,4322.27,3,8,-103.08,-3.08,46.64,0,,,,,,,,
2,5600.00,4283.40,3,8,-110.42,-12.85,46.64,0,,,,,,,,
3,5600.00,4244.53,3,8,-120.56,-20.56,46.64,0,7.00,-128.98,,,,,,
4,5600.00,4205.66,3,7,-113.83,-13.83,46.64,1,8.00,-129.94,,,,,,
5,5633.20,4200.00,0,8,-98.75,1.25,46.64,1,7.00,-117.75,,,,,,
6,5672.07,4200.00,0,8,-94.93,5.07,46.64,0,7.00,-115.76,,,,,,
7,5710.94,4200.00,0,8,-98.50,1.50,46.64,0,7.00,-121.43,,,,,,
8,5749.80,4200.00,0,8,-111.79,-11.79,46.64,0,7.00,-114.48,,,,,,
9,5788.67,4200.00,0,7,-114.96,-14.96,46.64,1,8.00,-119.19,,,,,,
10,5800.00,4227.54,1,7,-116.07,-16.82,46.64,0,8.00,-111.27,,,,,,
11,5800.00,4266.41,1,8,-119.55,-19.55,46.64,1,7.00,-124.39,,,,,,
12,5800.00,4305.27,1,8,-112.67,-12.67,46.64,0,,,,,,,,
13,5800.00,4344.14,1,8,-113.85,-14.62,46.64,0,,,,,,,,
14,5800.00,4383.01,1,8,-100.34,-0.34,46.64,0,,,,,,,,
15,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
16,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
17,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
18,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
19,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
20,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
21,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
22,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
23,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
24,5800.00,4400.00,0,8,-106.47,-7.60,0.00,0,,,,,,,,
25,5819.43,4400.00,0,8,-99.01,0.99,23.32,0,,,,,,,,
26,5858.30,4400.00,0,8,-96.65,3.35,46.64,0,,,,,,,,
27,5897.17,4400.00,0,8,-102.38,-2.38,46.64,0,,,,,,,,
28,5936.04,4400.00,0,8,-99.45,0.55,46.64,0,,,,,,,,
29,5974.90,4400.00,0,8,-101.39,-1.39,46.64,0,,,,,,,,
30,5986.23,4400.00,2,8,-108.16,-8.16,46.64,0,,,,,,,,
31,5947.36,4400.00,2,8,-106.55,-7.07,46.64,0,,,,,,,,
32,5908.50,4400.00,2,8,-114.66,-14.66,46.64,0,,,,,,,,
33,5869.63,4400.00,2,8,-95.68,4.32,46.64,0,,,,,,,,
34,5830.76,4400.00,2,8,-103.33,-3.33,46.64,0,,,,,,,,
35,5808.11,4400.00,0,8,-99.85,-0.35,46.64,0,,,,,,,,
36,5846.97,4400.00,0,8,-105.33,-5.33,46.64,0,,,,,,,,
37,5885.84,4400.00,0,8,-111.41,-11.41,46.64,0,,,,,,,,
38,5924.71,4400.00,0,8,-115.78,-15.78,46.64,0,,,,,,,,
39,5963.57,4400.00,0,8,-126.73,-26.73,46.64,0,,,,,,,,
40,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
41,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
42,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
43,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
44,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
45,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
46,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
47,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
48,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
49,6000.00,4400.00,2,8,-107.02,-7.02,0.00,0,,,,,,,,
50,5980.57,4400.00,2,8,-102.39,-2.39,23.32,0,,,,,,,,
51,5941.70,4400.00,2,8,-108.77,-8.77,46.64,0,,,,,,,,
52,5902.83,4400.00,2,8,-108.45,-8.45,46.64,0,,,,,,,,
53,5863.96,4400.00,2,8,-87.94,12.06,46.64,0,,,,,,,,
54,5825.10,4400.00,2,8,-88.35,11.65,46.64,0,,,,,,,,
55,5800.00,4386.23,3,8,-104.92,-4.92,46.64,0,,,,,,,,
56,5800.00,4347.36,3,8,-97.01,2.99,46.64,0,,,,,,,,
57,5800.00,4308.50,3,8,-124.99,-24.99,46.64,0,,,,,,,,
58,5800.00,4269.63,3,8,-116.06,-16.06,46.64,0,7.00,-121.17,,,,,,
59,5800.00,4230.76,3,8,-109.24,-9.90,46.64,0,7.00,-107.84,,,,,,
60,5791.89,4200.00,2,8,-101.30,-1.77,46.64,0,7.00,-109.75,,,,,,
61,5753.03,4200.00,2,8,-94.45,5.55,46.64,0,7.00,-119.76,,,,,,
62,5714.16,4200.00,2,8,-95.56,4.44,46.64,0,7.00,-124.56,,,,,,
