Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
0,6999.86,7400.00,43.00,2,66,0.91,LOS,89.82,-2.60,-67.00,-39.22,-1.08,52.02,0,67,-70.08,74,-71.51,58,-72.64,59,-76.37,52,-80.86,65,-80.90
1,6999.71,7400.00,43.00,2,66,0.91,LOS,89.82,-2.60,-67.00,-39.22,-1.08,52.02,0,67,-70.08,74,-71.51,58,-72.64,59,-76.37,52,-80.85,65,-80.90
2,6999.57,7400.00,43.00,2,66,0.91,LOS,89.82,-2.60,-67.01,-39.22,-1.08,52.02,0,67,-70.08,74,-71.51,58,-72.64,59,-76.37,52,-80.85,65,-80.90
3,6999.42,7400.00,43.00,2,66,0.91,LOS,89.82,-2.60,-67.01,-39.23,-1.09,52.02,0,67,-70.08,74,-71.51,58,-72.64,59,-76.37,52,-80.85,65,-80.90
4,6999.28,7400.00,43.00,2,66,0.91,LOS,89.83,-2.60,-67.01,-39.23,-1.09,52.02,0,67,-70.08,74,-71.52,58,-72.64,59,-76.36,52,-80.85,65,-80.90
5,6999.13,7400.00,43.00,2,66,0.91,LOS,89.83,-2.60,-67.01,-39.23,-1.09,52.02,0,67,-70.08,74,-71.52,58,-72.64,59,-76.36,52,-80.85,65,-80.90
6,6998.99,7400.00,43.00,2,66,0.91,LOS,89.83,-2.60,-67.02,-39.24,-1.09,52.02,0,67,-70.08,74,-71.52,58,-72.64,59,-76.36,52,-80.85,65,-80.90
7,6998.84,7400.00,43.00,2,66,0.91,LOS,89.84,-2.60,-67.02,-39.24,-1.10,52.02,0,67,-70.08,74,-71.52,58,-72.64,59,-76.36,52,-80.85,65,-80.90
8,6998.70,7400.00,43.00,2,66,0.91,LOS,89.84,-2.60,-67.02,-39.24,-1.10,52.02,0,67,-70.08,74,-71.52,58,-72.64,59,-76.35,52,-80.85,65,-80.90
9,6998.56,7400.00,43.00,2,66,0.91,LOS,89.84,-2.60,-67.03,-39.24,-1.10,52.02,0,67,-70.09,74,-71.52,58,-72.64,59,-76.35,52,-80.85,65,-80.90
10,6998.41,7400.00,43.00,2,66,0.91,LOS,89.84,-2.60,-67.03,-39.25,-1.10,52.02,0,67,-70.09,74,-71.52,58,-72.63,59,-76.35,52,-80.85,65,-80.90
11,6998.27,7400.00,43.00,2,66,0.91,LOS,89.85,-2.60,-67.03,-39.25,-1.11,52.02,0,67,-70.09,74,-71.52,58,-72.63,59,-76.35,52,-80.85,65,-80.90
