Step,x,y,direction,connected_bs,current_prx,sinr,speed,handover
0,4632.93,4700.00,0,79,-70.31,-7.58,39.51,0
1,4665.85,4700.00,0,79,-62.07,10.27,39.51,0
2,4698.78,4700.00,0,79,-76.27,-11.65,39.51,0
3,4731.70,4700.00,0,79,-58.07,16.57,39.51,0
4,4764.63,4700.00,0,79,-54.36,6.92,39.51,0
5,4797.55,4700.00,0,79,-56.40,14.32,39.51,0
6,4800.00,4669.52,3,79,-56.58,9.14,39.51,0
7,4800.00,4636.60,3,79,-63.27,-4.84,39.51,0
8,4800.00,4603.67,3,79,-64.97,-8.38,39.51,0
9,4800.00,4570.75,3,79,-63.61,-4.18,39.51,0
10,4800.00,4537.82,3,79,-64.25,0.87,39.51,0
11,4800.00,4504.90,3,79,-65.82,-2.14,39.51,0
12,4771.97,4500.00,2,79,-77.33,-7.44,39.51,0
13,4739.05,4500.00,2,79,-86.67,-19.01,39.51,0
14,4706.12,4500.00,2,79,-77.08,-10.59,39.51,0
15,4673.20,4500.00,2,79,-69.26,-9.21,39.51,0
16,4640.27,4500.00,2,79,-67.77,-2.95,39.51,0
17,4607.35,4500.00,2,79,-75.79,-15.92,39.51,0
18,4574.42,4500.00,2,79,-85.51,-17.65,39.51,0
19,4541.50,4500.00,2,79,-110.73,-40.48,39.51,0
20,4508.57,4500.00,2,28,-92.74,-32.37,39.51,1
21,4475.65,4500.00,2,28,-98.28,-32.39,39.51,0
22,4442.72,4500.00,2,79,-92.41,-14.75,39.51,1
23,4409.79,4500.00,2,79,-93.70,-18.84,39.51,0
24,4376.87,4500.00,2,28,-83.57,-17.48,39.51,1
25,4343.94,4500.00,2,28,-89.17,-35.20,39.51,0
26,4311.02,4500.00,2,28,-82.07,-23.98,39.51,0
27,4278.09,4500.00,2,28,-70.85,-3.78,39.51,0
28,4245.17,4500.00,2,28,-66.43,2.65,39.51,0
29,4212.24,4500.00,2,28,-79.21,-4.53,39.51,0
30,4200.00,4500.00,0,78,-56.18,9.41,0.00,1
31,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
32,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
33,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
34,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
35,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
36,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
37,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
38,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
39,4200.00,4500.00,0,78,-56.18,9.41,0.00,0
40,4216.46,4500.00,0,78,-60.20,3.00,19.76,0
41,4249.39,4500.00,0,78,-64.96,-2.78,39.51,0
42,4282.31,4500.00,0,78,-69.89,-12.93,39.51,0
43,4315.24,4500.00,0,78,-65.49,-12.76,39.51,0
44,4348.16,4500.00,0,78,-80.69,-14.67,39.51,0
45,4381.09,4500.00,0,28,-86.63,-17.87,39.51,1
46,4400.00,4485.99,3,28,-89.15,-20.62,39.51,0
47,4400.00,4453.06,3,28,-93.40,-25.03,39.51,0
48,4400.00,4420.14,3,79,-82.84,-16.10,39.51,1
49,4400.00,4387.21,3,79,-95.48,-31.72,39.51,0
50,4400.00,4354.29,3,79,-85.07,-30.32,39.51,0
51,4400.00,4321.36,3,79,-83.24,-24.17,39.51,0
52,4411.57,4300.00,0,79,-79.21,-12.94,39.51,0
53,4444.49,4300.00,0,79,-68.15,-1.48,39.51,0
54,4477.42,4300.00,0,79,-67.32,-4.04,39.51,0
55,4510.34,4300.00,0,79,-71.06,-6.48,39.51,0
56,4543.27,4300.00,0,79,-69.42,-0.58,39.51,0
57,4576.19,4300.00,0,79,-73.88,-13.79,39.51,0
58,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
59,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
60,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
61,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
62,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
63,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
64,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
65,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
66,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
67,4600.00,4300.00,2,79,-57.94,5.39,0.00,0
68,4583.54,4300.00,2,79,-47.33,10.42,19.76,0
69,4550.61,4300.00,2,79,-49.96,3.25,39.51,0
70,4517.69,4300.00,2,79,-54.59,-3.69,39.51,0
71,4484.76,4300.00,2,79,-61.67,-0.21,39.51,0
72,4451.84,4300.00,2,79,-64.22,8.37,39.51,0
73,4418.91,4300.00,2,79,-53.34,19.24,39.51,0
74,4414.01,4300.00,0,79,-49.62,20.12,39.51,0
75,4446.94,4300.00,0,79,-48.72,16.94,39.51,0
76,4479.86,4300.00,0,79,-59.56,4.13,39.51,0
77,4512.79,4300.00,0,79,-63.46,-5.17,39.51,0
78,4545.71,4300.00,0,79,-68.44,-7.50,39.51,0
79,4578.64,4300.00,0,79,-70.79,-9.60,39.51,0
80,4588.43,4300.00,2,79,-58.53,4.95,39.51,0
81,4555.51,4300.00,2,79,-64.51,11.30,39.51,0
82,4522.58,4300.00,2,79,-68.45,-1.54,39.51,0
83,4489.66,4300.00,2,79,-78.19,-7.61,39.51,0
84,4456.73,4300.00,2,79,-94.22,-24.82,39.51,0
85,4423.81,4300.00,2,79,-88.76,-29.47,39.51,0
86,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
87,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
88,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
89,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
90,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
91,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
92,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
93,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
94,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
95,4400.00,4300.00,1,79,-96.31,-37.22,0.00,0
96,4400.00,4316.46,1,79,-106.80,-50.43,19.76,0
97,4400.00,4349.39,1,79,-75.59,-19.89,39.51,0
98,4400.00,4382.31,1,79,-98.26,-39.68,39.51,0
99,4400.00,4415.24,1,79,-81.73,-18.72,39.51,0
100,4400.00,4448.16,1,79,-69.60,-10.10,39.51,0
