Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx,ue0_bs5_idx,ue0_bs5_prx
20,7200.00,4200.00,50.00,1,40,0.92,LOS,90.55,-0.72,-39.83,-0.98,0.00,0,34,-44.21,45,-49.06,39,-52.17,35,-52.18,46,-54.78
21,7200.00,4200.00,50.00,1,40,0.92,LOS,90.55,-0.72,-39.83,-0.98,0.00,0,34,-44.21,45,-49.06,39,-52.17,35,-52.18,46,-54.78
22,7200.00,4200.00,50.00,1,40,0.92,LOS,90.55,-0.72,-39.83,-0.98,0.00,0,34,-44.21,45,-49.06,39,-52.17,35,-52.18,46,-54.78
23,7200.00,4200.00,50.00,1,40,0.92,LOS,90.55,-0.72,-39.83,-0.98,0.00,0,34,-44.21,45,-49.06,39,-52.17,35,-52.18,46,-54.78
24,7200.00,4200.00,50.00,1,40,0.92,LOS,90.55,-0.72,-39.83,-0.98,0.00,0,34,-44.21,45,-49.06,39,-52.17,35,-52.18,46,-54.78
25,7200.00,4200.00,50.00,1,40,0.92,LOS,90.55,-0.72,-39.83,-0.98,0.00,0,34,-44.21,45,-49.06,39,-52.17,35,-52.18,46,-54.78
26,7200.00,4218.71,50.00,1,40,0.93,LOS,90.06,-0.72,-39.35,-0.47,22.45,0,34,-44.24,45,-49.08,35,-52.06,39,-52.52,46,-54.67
27,7200.00,4256.14,50.00,1,40,0.94,LOS,89.01,-1.29,-37.72,1.12,44.91,0,39,-45.30,45,-46.69,34,-48.74,35,-51.89,46,-53.29
28,7200.00,4293.56,50.00,1,40,0.95,LOS,87.83,-1.04,-36.79,0.95,44.91,0,39,-43.78,46,-46.72,45,-47.65,34,-48.45,35,-50.30
29,7200.00,4330.98,50.00,1,40,0.96,LOS,86.49,4.00,-40.49,-4.62,44.91,0,35,-38.55,39,-43.87,34,-46.09,46,-53.26,45,-54.73
30,7200.00,4368.41,50.00,1,40,0.97,LOS,84.94,2.26,-37.19,1.11,44.91,0,39,-45.19,34,-46.06,45,-48.06,35,-50.13,46,-55.54
31,7200.00,4394.17,50.00,3,40,0.97,LOS,83.72,0.50,-34.22,2.83,44.91,0,39,-40.79,46,-45.50,35,-49.12,34,-51.54,45,-51.79
32,7200.00,4356.75,50.00,3,40,0.96,LOS,85.45,0.91,-36.36,1.53,44.91,0,45,-44.84,35,-45.23,34,-48.43,39,-52.31,46,-58.56
33,7200.00,4319.32,50.00,3,40,0.95,LOS,86.92,2.73,-39.65,-2.68,44.91,0,46,-46.86,45,-47.87,34,-49.61,39,-51.51,35,-51.67
34,7200.00,4281.90,50.00,3,40,0.94,LOS,88.21,0.79,-39.00,-0.38,44.91,0,45,-45.50,34,-47.81,39,-47.88,46,-48.39,35,-49.19
35,7200.00,4244.48,50.00,3,45,0.82,LOS,97.98,-9.79,-38.19,-1.82,44.91,1,39,-40.72,40,-41.76,35,-47.98,46,-48.93,34,-52.16
36,7200.00,4207.05,50.00,3,40,0.92,LOS,90.37,-2.04,-38.33,-0.07,44.91,1,34,-42.00,45,-48.50,39,-49.50,46,-51.59,35,-53.28
37,7169.63,4200.00,50.00,2,40,0.92,LOS,90.69,-0.13,-40.56,-2.83,44.91,0,34,-41.81,39,-46.57,35,-48.18,45,-48.42,33,-53.37
38,7132.20,4200.00,50.00,2,40,0.92,LOS,90.93,-3.81,-37.13,-1.71,44.91,0,39,-39.86,45,-41.62,34,-42.65,35,-49.43,33,-50.21
39,7094.78,4200.00,50.00,2,40,0.91,LOS,91.25,0.21,-41.46,-5.44,44.91,0,39,-41.47,45,-43.51,34,-45.87,35,-48.29,33,-48.96
40,7057.36,4200.00,50.00,2,34,0.87,LOS,94.51,-7.44,-37.07,0.98,44.91,1,40,-41.75,39,-46.80,45,-48.80,35,-49.18,33,-52.92
41,7019.93,4200.00,50.00,2,34,0.88,LOS,93.86,-3.08,-40.78,-6.27,44.91,0,39,-38.57,40,-40.49,33,-45.46,35,-51.40,45,-52.97
42,6982.51,4200.00,50.00,2,40,0.90,LOS,92.49,-2.94,-39.55,-2.59,44.91,1,34,-42.86,35,-43.90,39,-44.74,45,-49.64,33,-56.64
43,6945.09,4200.00,50.00,2,40,0.89,LOS,92.96,0.65,-43.62,-6.18,44.91,0,39,-40.82,35,-47.94,45,-49.57,34,-49.69,33,-53.67
44,6907.66,4200.00,50.00,2,40,0.89,LOS,93.45,-2.90,-40.55,-3.46,44.91,0,39,-41.50,34,-44.88,35,-45.93,33,-52.64,45,-54.08
45,6870.24,4200.00,50.00,2,40,0.88,LOS,93.93,-3.24,-40.69,-4.06,44.91,0,34,-42.06,39,-46.69,33,-47.69,45,-54.12,35,-54.43
46,6832.82,4200.00,50.00,2,34,0.93,LOS,89.72,3.04,-42.76,-3.94,44.91,1,40,-45.98,33,-46.09,39,-50.83,35,-52.52,29,-55.46
47,6795.39,4200.00,50.00,2,34,0.94,LOS,88.63,3.44,-42.07,-4.06,44.91,0,39,-43.75,29,-46.83,35,-47.67,40,-49.31,33,-51.60
48,6757.97,4200.00,50.00,2,34,0.95,LOS,87.42,-6.37,-31.05,6.03,44.91,0,39,-40.96,40,-46.97,29,-51.26,33,-52.84,35,-58.21
49,6720.54,4200.00,50.00,2,34,0.96,LOS,86.04,2.34,-38.38,-3.69,44.91,0,40,-37.74,39,-45.96,35,-46.35,29,-47.22,33,-48.29
50,6683.12,4200.00,50.00,2,34,0.97,LOS,84.46,2.33,-36.80,1.39,44.91,0,29,-44.88,35,-46.99,39,-48.97,40,-49.42,33,-51.29
51,6645.70,4200.00,50.00,2,34,0.98,LOS,82.62,2.30,-34.92,2.89,44.91,0,35,-44.70,29,-48.10,33,-49.22,39,-52.95,40,-53.75
52,6608.27,4200.00,50.00,2,34,0.99,LOS,80.47,6.32,-36.79,1.80,44.91,0,35,-43.48,39,-49.16,29,-50.10,40,-51.08,33,-51.57
53,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
54,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
55,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
56,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
57,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
58,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
59,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
60,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
61,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
62,6600.00,4200.00,50.00,3,34,0.99,LOS,79.95,6.32,-36.27,2.32,0.00,0,35,-43.47,39,-49.24,29,-50.02,40,-51.17,33,-51.57
63,6600.00,4181.29,50.00,3,34,0.99,LOS,79.22,-0.07,-29.16,9.88,22.45,0,40,-46.04,39,-46.87,35,-50.78,33,-52.40,29,-52.60
64,6600.00,4143.86,50.00,3,34,0.99,LOS,78.35,-0.10,-28.25,9.63,44.91,0,39,-42.21,40,-47.29,35,-48.51,33,-48.80,29,-52.61
65,6600.00,4106.44,50.00,3,34,0.99,LOS,78.64,-2.52,-26.12,12.42,44.91,0,33,-44.94,28,-47.98,39,-48.44,40,-51.36,35,-52.48
66,6600.00,4069.02,50.00,3,34,0.99,LOS,79.91,0.07,-29.98,8.23,44.91,0,40,-44.43,28,-47.56,39,-48.26,33,-50.66,35,-52.06
67,6600.00,4031.59,50.00,3,34,0.98,LOS,81.59,-0.47,-31.12,4.11,44.91,0,35,-38.23,39,-43.60,40,-47.05,33,-51.81,28,-51.94
68,6600.00,3994.17,50.00,3,34,0.97,LOS,83.30,0.27,-33.57,4.04,44.91,0,39,-42.21,40,-47.08,33,-49.28,35,-50.50,28,-52.08
69,6600.00,3956.75,50.00,3,34,0.97,LOS,84.88,-2.96,-31.92,6.56,44.91,0,39,-44.18,33,-46.85,28,-50.06,29,-52.74,40,-54.64
70,6600.00,3919.32,50.00,3,34,0.96,LOS,86.31,-4.37,-31.94,6.37,44.91,0,39,-47.26,33,-47.46,28,-49.84,29,-50.18,40,-52.90
71,6600.00,3881.90,50.00,3,34,0.95,LOS,87.59,4.00,-41.59,-4.58,44.91,0,29,-44.01,28,-44.49,33,-46.45,39,-48.92,40,-48.97
72,6600.00,3844.48,50.00,3,34,0.94,LOS,88.75,1.63,-40.38,-0.74,44.91,0,28,-47.39,39,-47.97,40,-50.44,33,-51.02,29,-56.70
73,6600.00,3807.05,50.00,3,34,0.93,LOS,89.79,-2.28,-37.51,-1.27,44.91,0,39,-40.71,33,-43.30,29,-46.31,40,-50.54,28,-55.66
74,6630.37,3800.00,50.00,0,34,0.92,LOS,90.24,1.44,-41.68,-4.22,44.91,0,39,-39.97,33,-48.48,28,-49.64,38,-53.41,40,-53.89
75,6667.80,3800.00,50.00,0,34,0.92,LOS,90.64,-3.06,-37.58,-1.85,44.91,0,33,-41.09,40,-45.29,39,-45.79,38,-50.86,28,-51.35
76,6705.22,3800.00,50.00,0,34,0.92,LOS,91.09,1.49,-42.58,-7.45,44.91,0,33,-39.74,39,-41.55,28,-46.03,40,-46.69,38,-56.13
77,6742.64,3800.00,50.00,0,34,0.91,LOS,91.58,-3.46,-38.12,0.76,44.91,0,39,-45.57,33,-47.44,28,-49.96,40,-51.75,38,-54.81
78,6780.07,3800.00,50.00,0,34,0.90,LOS,92.10,2.27,-44.38,-8.86,44.91,0,39,-41.88,33,-42.62,40,-42.81,38,-50.42,28,-51.28
79,6817.49,3800.00,50.00,0,39,0.90,LOS,92.27,-6.24,-36.03,0.60,44.91,1,38,-43.93,34,-44.35,40,-44.74,33,-46.68,28,-55.18
80,6854.91,3800.00,50.00,0,39,0.91,LOS,91.46,-5.33,-36.13,3.19,44.91,0,34,-48.07,40,-52.04,33,-53.50,28,-54.01,38,-56.73
81,6892.34,3800.00,50.00,0,39,0.92,LOS,90.57,3.22,-43.79,-5.56,44.91,0,34,-42.86,38,-47.14,33,-48.38,40,-49.29,28,-53.93
82,6929.76,3800.00,50.00,0,39,0.93,LOS,89.60,4.59,-44.19,-5.28,44.91,0,33,-46.13,45,-47.29,34,-47.30,38,-50.26,40,-54.44
83,6967.18,3800.00,50.00,0,39,0.94,LOS,88.54,1.98,-40.51,-3.08,44.91,0,34,-42.61,33,-45.50,38,-47.40,40,-50.30,45,-54.94
84,7004.61,3800.00,50.00,0,39,0.95,LOS,87.36,-1.22,-36.14,0.42,44.91,0,34,-42.39,33,-42.69,45,-46.13,40,-47.33,38,-51.49
85,7042.03,3800.00,50.00,0,39,0.96,LOS,86.05,-2.85,-33.20,4.28,44.91,0,33,-41.51,34,-45.73,38,-47.43,40,-48.35,45,-51.21
86,7079.46,3800.00,50.00,0,39,0.97,LOS,84.59,1.65,-36.23,1.84,44.91,0,34,-43.46,45,-46.02,33,-48.34,38,-50.42,40,-54.43
87,7116.88,3800.00,50.00,0,39,0.98,LOS,82.97,-4.44,-28.53,9.44,44.91,0,34,-46.46,33,-49.27,40,-50.44,38,-51.73,45,-51.89
88,7154.30,3800.00,50.00,0,39,0.98,LOS,81.23,-1.00,-30.23,8.02,44.91,0,34,-44.05,45,-47.16,33,-49.49,38,-50.91,40,-53.61
89,7191.73,3800.00,50.00,0,39,0.99,LOS,79.57,7.60,-37.17,0.50,44.91,0,40,-44.42,33,-45.78,34,-46.07,38,-49.38,45,-50.09
90,7200.00,3829.15,50.00,1,39,0.98,LOS,81.22,-1.32,-29.90,9.19,44.91,0,40,-46.86,45,-47.20,33,-48.64,34,-49.85,44,-52.70
91,7200.00,3866.57,50.00,1,39,0.97,LOS,83.36,-2.05,-31.30,6.25,44.91,0,34,-44.81,40,-46.13,45,-47.32,44,-49.87,33,-52.95
92,7200.00,3904.00,50.00,1,39,0.96,LOS,85.14,-1.02,-34.11,4.77,44.91,0,33,-44.45,40,-47.94,45,-50.00,34,-50.80,44,-53.19
93,7200.00,3941.42,50.00,1,39,0.95,LOS,86.65,-3.70,-32.96,5.91,44.91,0,40,-44.29,45,-45.65,34,-49.72,44,-52.46,33,-54.66
94,7200.00,3978.84,50.00,1,39,0.94,LOS,87.98,1.30,-39.27,-3.16,44.91,0,34,-40.99,45,-41.52,40,-49.09,33,-51.05,44,-51.90
95,7200.00,4000.00,50.00,2,39,0.94,LOS,88.65,1.30,-39.95,-3.87,0.00,0,34,-40.94,45,-41.48,40,-48.74,33,-51.19,44,-52.02
96,7200.00,4000.00,50.00,2,39,0.94,LOS,88.65,1.30,-39.95,-3.87,0.00,0,34,-40.94,45,-41.48,40,-48.74,33,-51.19,44,-52.02
97,7200.00,4000.00,50.00,2,39,0.94,LOS,88.65,1.30,-39.95,-3.87,0.00,0,34,-40.94,45,-41.48,40,-48.74,33,-51.19,44,-52.02
98,7200.00,4000.00,50.00,2,39,0.94,LOS,88.65,1.30,-39.95,-3.87,0.00,0,34,-40.94,45,-41.48,40,-48.74,33,-51.19,44,-52.02
99,7200.00,4000.00,50.00,2,39,0.94,LOS,88.65,1.30,-39.95,-3.87,0.00,0,34,-40.94,45,-41.48,40,-48.74,33,-51.19,44,-52.02
100,7200.00,4000.00,50.00,2,39,0.94,LOS,88.65,1.30,-39.95,-3.87,0.00,0,34,-40.94,45,-41.48,40,-48.74,33,-51.19,44,-52.02
