Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_prx,ue0_bs2_idx,ue0_bs2_prx,ue0_bs3_idx,ue0_bs3_prx,ue0_bs4_idx,ue0_bs4_prx
41,6400.00,3109.29,1,54,-89.45,10.55,48.89,0,,,,,,,,
42,6400.00,3150.03,1,54,-80.42,18.32,48.89,0,,,,,,,,
43,6400.00,3190.77,1,54,-82.96,16.32,48.89,0,,,,,,,,
44,6400.00,3168.48,3,54,-80.76,19.24,48.89,0,,,,,,,,
45,6400.00,3127.74,3,54,-88.65,11.35,48.89,0,,,,,,,,
46,6400.00,3087.00,3,54,-78.50,21.50,48.89,0,,,,,,,,
47,6400.00,3046.26,3,54,-96.07,3.93,48.89,0,,,,,,,,
48,6400.00,3005.51,3,54,-89.00,11.00,48.89,0,,,,,,,,
49,6400.00,2964.77,3,54,-92.05,7.95,48.89,0,53.00,-112.42,,,,,,
50,6400.00,2924.03,3,53,-99.17,0.83,48.89,1,54.00,-113.98,,,,,,
51,6400.00,2883.28,3,53,-111.19,-11.19,48.89,0,54.00,-119.32,,,,,,
52,6400.00,2842.54,3,53,-88.38,9.63,48.89,0,54.00,-102.36,,,,,,
53,6400.00,2801.80,3,53,-86.39,6.85,48.89,0,54.00,-94.39,,,,,,
54,6400.00,2800.00,1,53,-105.43,-10.34,0.00,0,54.00,-117.17,,,,,,
55,6400.00,2800.00,1,54,-96.78,2.12,0.00,1,53.00,-105.43,,,,,,
56,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
57,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
58,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
59,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
60,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
61,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
62,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
63,6400.00,2800.00,1,54,-96.78,2.12,0.00,0,53.00,-105.43,,,,,,
64,6400.00,2820.37,1,53,-100.73,-1.38,24.45,1,54.00,-107.95,,,,,,
65,6400.00,2861.11,1,53,-109.64,-10.44,48.89,0,54.00,-112.74,,,,,,
66,6400.00,2901.86,1,53,-106.79,-6.79,48.89,0,54.00,-115.02,,,,,,
67,6400.00,2942.60,1,53,-104.39,-4.39,48.89,0,54.00,-112.84,,,,,,
68,6400.00,2983.34,1,54,-108.38,-9.12,48.89,1,53.00,-112.41,,,,,,
69,6424.09,3000.00,0,54,-98.09,1.28,48.89,0,,,,,,,,
70,6464.83,3000.00,0,54,-110.07,-10.07,48.89,0,53.00,-132.73,,,,,,
71,6505.57,3000.00,0,54,-118.28,-21.43,48.89,0,53.00,-128.25,,,,,,
72,6546.31,3000.00,0,54,-107.24,-10.48,48.89,0,53.00,-129.31,,,,,,
73,6587.06,3000.00,0,54,-118.50,-19.23,48.89,0,,,,,,,,
74,6627.80,3000.00,0,54,-115.39,-16.43,48.89,0,,,,,,,,
75,6668.54,3000.00,0,54,-117.73,-21.29,48.89,0,,,,,,,,
76,6709.29,3000.00,0,54,-110.42,-10.92,48.89,0,61.00,-124.45,,,,,,
77,6750.03,3000.00,0,54,-101.11,-1.66,48.89,0,61.00,-127.37,,,,,,
78,6790.77,3000.00,0,54,-119.41,-19.92,48.89,0,61.00,-118.45,,,,,,
79,6800.00,2968.48,3,54,-100.77,-1.49,48.89,0,61.00,-128.57,,,,,,
80,6800.00,2927.74,3,54,-105.14,-6.42,48.89,0,61.00,-114.43,,,,,,
81,6800.00,2887.00,3,54,-111.54,-11.54,48.89,0,61.00,-119.64,53.00,-122.87,,,,
82,6800.00,2846.26,3,54,-116.47,-16.47,48.89,0,61.00,-120.06,53.00,-129.53,,,,
83,6800.00,2805.51,3,61,-106.02,-6.02,48.89,1,54.00,-130.32,53.00,-135.93,,,,
84,6800.00,2800.00,2,53,-104.66,-4.66,0.00,1,54.00,-105.56,61.00,-130.80,,,,
85,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
86,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
87,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
88,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
89,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
90,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
91,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
92,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
93,6800.00,2800.00,2,53,-104.66,-4.66,0.00,0,61.00,-113.47,54.00,-124.20,,,,
94,6779.63,2800.00,2,53,-109.76,-9.76,24.45,0,61.00,-127.51,54.00,-130.43,,,,
95,6738.89,2800.00,2,53,-122.39,-22.39,48.89,0,61.00,-127.99,54.00,-137.19,,,,
96,6698.14,2800.00,2,53,-90.48,9.52,48.89,0,54.00,-123.55,61.00,-127.09,,,,
97,6657.40,2800.00,2,53,-102.30,-4.04,48.89,0,54.00,-108.13,61.00,-115.21,,,,
98,6616.66,2800.00,2,54,-89.72,9.19,48.89,1,53.00,-120.77,,,,,,
99,6600.00,2824.09,1,54,-106.47,-13.98,48.89,0,53.00,-134.14,,,,,,
100,6600.00,2864.83,1,54,-111.42,-12.21,48.89,0,53.00,-111.72,,,,,,
