Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_rsrp_bs0,ue0_sinr_bs0,ue0_rsrp_bs1,ue0_sinr_bs1,ue0_rsrp_bs2,ue0_sinr_bs2,ue0_rsrp_bs3,ue0_sinr_bs3,ue0_rsrp_bs4,ue0_sinr_bs4,ue0_rsrp_bs5,ue0_sinr_bs5,ue0_rsrp_bs6,ue0_sinr_bs6
5612,5100.00,5765.62,3,4,-51.73,38.98,90.00,0,-102.99,-51.26,-94.69,-42.96,-110.89,-inf,-100.63,-48.90,-51.73,38.98,-105.65,-53.92,-96.10,-44.37
5613,5100.00,5765.38,3,4,-51.06,38.52,90.00,0,-104.35,-53.30,-92.48,-41.43,-110.29,-inf,-100.56,-49.51,-51.06,38.52,-105.66,-54.61,-95.45,-44.39
5614,5100.00,5765.12,3,4,-52.44,36.19,90.00,0,-103.39,-50.95,-89.98,-37.54,-110.15,-inf,-101.60,-49.16,-52.44,36.19,-106.33,-53.89,-98.93,-46.50
5615,5100.00,5764.88,3,4,-54.79,33.85,90.00,0,-103.64,-48.85,-90.12,-35.33,-110.08,-inf,-101.38,-46.59,-54.79,33.85,-105.04,-50.25,-98.34,-43.55
5616,5100.00,5764.62,3,4,-56.89,30.57,90.00,0,-104.86,-47.97,-88.54,-31.65,-110.51,-inf,-100.95,-44.07,-56.89,30.57,-107.41,-50.52,-97.82,-40.94
5617,5100.00,5764.38,3,4,-58.85,29.67,90.00,0,-104.84,-45.99,-89.89,-31.04,-110.50,-inf,-102.28,-43.43,-58.85,29.67,-107.51,-48.66,-97.74,-38.89
5618,5100.00,5764.12,3,4,-60.60,26.48,90.00,0,-105.76,-45.17,-88.25,-27.65,-109.66,-49.07,-105.07,-44.48,-60.60,26.48,-104.99,-44.40,-95.85,-35.26
5619,5100.00,5763.88,3,4,-63.14,24.26,90.00,0,-108.60,-45.47,-88.95,-25.81,-108.96,-45.83,-105.03,-41.90,-63.14,24.26,-104.60,-41.47,-94.55,-31.42
5620,5100.00,5763.62,3,4,-60.54,24.40,90.00,0,-106.65,-46.13,-85.59,-25.05,-108.69,-48.17,-102.75,-42.22,-60.54,24.40,-106.81,-46.28,-96.33,-35.81
5621,5100.00,5763.38,3,4,-60.46,25.33,90.00,0,-107.63,-47.17,-86.67,-26.20,-106.57,-46.12,-100.72,-40.27,-60.46,25.33,-106.11,-45.66,-96.38,-35.92
5622,5100.00,5763.12,3,4,-58.03,27.58,90.00,0,-107.33,-49.30,-86.45,-28.42,-106.40,-48.37,-101.11,-43.09,-58.03,27.58,-106.17,-48.14,-96.19,-38.17
5623,5100.00,5762.88,3,4,-56.44,31.52,90.00,0,-106.22,-49.78,-89.35,-32.92,-108.01,-51.57,-100.67,-44.24,-56.44,31.52,-104.19,-47.76,-97.49,-41.05
5624,5100.00,5762.62,3,4,-55.83,31.45,90.00,0,-106.17,-50.34,-89.24,-33.41,-107.38,-51.55,-98.10,-42.27,-55.83,31.45,-104.16,-48.33,-94.65,-38.82
5625,5100.00,5762.38,3,4,-55.56,30.59,90.00,0,-105.08,-49.53,-87.56,-32.00,-106.21,-50.65,-96.71,-41.15,-55.56,30.59,-104.14,-48.59,-95.76,-40.20
5626,5100.00,5762.12,3,4,-54.34,32.66,90.00,0,-105.36,-51.03,-88.65,-34.31,-104.25,-49.91,-96.74,-42.40,-54.34,32.66,-103.97,-49.64,-96.77,-42.43
5627,5100.00,5761.88,3,4,-52.29,35.55,90.00,0,-105.82,-53.54,-89.64,-37.35,-101.98,-49.69,-96.67,-44.38,-52.29,35.55,-102.65,-50.36,-100.08,-47.79
5628,5100.00,5761.62,3,4,-51.26,38.69,90.00,0,-106.37,-55.11,-93.35,-42.09,-103.68,-52.42,-96.01,-44.75,-51.26,38.69,-102.99,-51.72,-100.93,-49.66
5629,5100.00,5761.38,3,4,-50.10,39.69,90.00,0,-107.66,-57.56,-93.67,-43.57,-100.80,-50.70,-95.61,-45.51,-50.10,39.69,-101.80,-51.70,-101.01,-50.92
5630,5100.00,5761.12,3,4,-50.54,39.29,90.00,0,-105.90,-55.36,-95.24,-44.70,-98.84,-48.30,-94.92,-44.38,-50.54,39.29,-101.31,-50.77,-100.58,-50.04
5631,5100.00,5760.88,3,4,-50.71,38.79,90.00,0,-105.28,-54.57,-95.52,-44.80,-96.03,-45.32,-95.33,-44.62,-50.71,38.79,-105.61,-54.90,-98.52,-47.80
5632,5100.00,5760.62,3,4,-51.04,37.31,90.00,0,-102.31,-51.27,-93.97,-42.93,-94.15,-43.11,-95.54,-44.51,-51.04,37.31,-105.74,-54.70,-96.69,-45.66
5633,5100.00,5760.38,3,4,-52.13,36.57,90.00,0,-103.58,-51.44,-93.80,-41.67,-95.80,-43.67,-95.01,-42.88,-52.13,36.57,-105.68,-53.54,-97.44,-45.30
5634,5100.00,5760.12,3,4,-52.01,36.77,90.00,0,-100.84,-48.83,-93.15,-41.15,-97.14,-45.14,-95.62,-43.61,-52.01,36.77,-105.11,-53.10,-97.92,-45.92
5635,5100.00,5759.88,3,4,-51.62,37.89,90.00,0,-102.80,-51.19,-94.23,-42.62,-100.93,-49.31,-99.01,-47.40,-51.62,37.89,-102.97,-51.35,-94.77,-43.15
5636,5100.00,5759.62,3,4,-50.99,38.51,90.00,0,-101.10,-50.11,-95.66,-44.66,-100.69,-49.70,-96.28,-45.29,-50.99,38.51,-102.75,-51.76,-95.25,-44.26
5637,5100.00,5759.38,3,4,-52.03,35.78,90.00,0,-98.95,-46.93,-93.87,-41.85,-102.14,-50.12,-92.92,-40.89,-52.03,35.78,-102.80,-50.78,-94.03,-42.00
5638,5100.00,5759.12,3,4,-53.04,33.62,90.00,0,-98.91,-45.87,-90.51,-37.47,-101.27,-48.23,-92.78,-39.74,-53.04,33.62,-103.11,-50.06,-94.11,-41.07
5639,5100.00,5758.88,3,4,-53.80,30.43,90.00,0,-100.55,-46.76,-86.32,-32.52,-99.98,-46.19,-93.24,-39.44,-53.80,30.43,-103.43,-49.64,-91.98,-38.19
5640,5100.00,5758.62,3,4,-54.70,28.97,90.00,0,-100.77,-46.07,-85.26,-30.56,-99.61,-44.91,-92.83,-38.13,-54.70,28.97,-100.59,-45.89,-93.86,-39.16
5641,5100.00,5758.38,3,4,-51.25,33.15,90.00,0,-101.98,-50.73,-86.41,-35.15,-98.56,-47.31,-91.75,-40.49,-51.25,33.15,-101.27,-50.02,-95.30,-44.04
5642,5100.00,5758.12,3,4,-50.58,33.20,90.00,0,-103.47,-52.90,-85.73,-35.15,-97.25,-46.67,-91.85,-41.27,-50.58,33.20,-100.74,-50.17,-93.56,-42.98
5643,5100.00,5757.88,3,4,-49.84,35.24,90.00,0,-106.07,-56.23,-88.12,-38.28,-95.80,-45.96,-91.98,-42.14,-49.84,35.24,-98.16,-48.32,-94.09,-44.25
5644,5100.00,5757.62,3,4,-53.09,29.69,90.00,0,-105.04,-51.96,-84.18,-31.10,-95.82,-42.74,-92.86,-39.78,-53.09,29.69,-96.90,-43.82,-94.72,-41.63
5645,5100.00,5757.38,3,4,-53.15,29.35,90.00,0,-105.48,-52.33,-84.27,-31.12,-96.48,-43.33,-90.45,-37.30,-53.15,29.35,-95.61,-42.47,-94.60,-41.45
5646,5100.00,5757.12,3,4,-51.92,31.09,90.00,0,-103.56,-51.64,-84.90,-32.98,-95.64,-43.72,-91.55,-39.63,-51.92,31.09,-97.15,-45.22,-93.47,-41.55
5647,5100.00,5756.88,3,4,-52.07,31.37,90.00,0,-102.93,-50.87,-85.28,-33.22,-96.08,-44.02,-91.52,-39.45,-52.07,31.37,-98.88,-46.81,-94.73,-42.66
5648,5100.00,5756.62,3,4,-50.69,32.70,90.00,0,-101.09,-50.40,-85.18,-34.49,-98.01,-47.32,-91.77,-41.08,-50.69,32.70,-98.05,-47.36,-94.12,-43.44
5649,5100.00,5756.38,3,4,-53.14,30.40,90.00,0,-98.64,-45.51,-85.91,-32.78,-97.12,-43.98,-90.19,-37.06,-53.14,30.40,-97.61,-44.47,-95.19,-42.05
5650,5100.00,5756.12,3,4,-54.39,26.30,90.00,0,-98.45,-44.07,-82.11,-27.72,-96.88,-42.50,-87.99,-33.61,-54.39,26.30,-98.26,-43.88,-97.03,-42.65
5651,5100.00,5755.88,3,4,-55.17,26.35,90.00,0,-98.03,-42.87,-83.19,-28.02,-97.32,-42.16,-88.41,-33.24,-55.17,26.35,-97.41,-42.25,-97.38,-42.22
5652,5100.00,5755.62,3,4,-54.77,27.78,90.00,0,-95.58,-40.81,-85.75,-30.98,-96.83,-42.07,-87.86,-33.10,-54.77,27.78,-94.28,-39.51,-95.26,-40.49
5653,5100.00,5755.38,3,4,-57.93,24.99,90.00,0,-97.58,-39.66,-86.20,-28.28,-99.14,-41.23,-89.04,-31.12,-57.93,24.99,-90.90,-32.99,-95.90,-37.98
5654,5100.00,5755.12,3,4,-58.55,25.11,90.00,0,-98.79,-40.26,-88.55,-30.01,-98.98,-40.44,-87.95,-29.41,-58.55,25.11,-90.81,-32.27,-99.20,-40.66
5655,5100.00,5754.88,3,4,-58.32,25.10,90.00,0,-98.81,-40.50,-88.51,-30.20,-99.57,-41.26,-87.95,-29.64,-58.32,25.10,-89.50,-31.19,-101.69,-43.38
5656,5100.00,5754.62,3,4,-58.60,24.32,90.00,0,-101.32,-42.74,-89.14,-30.56,-100.68,-42.10,-87.13,-28.55,-58.60,24.32,-87.88,-29.30,-101.85,-43.27
5657,5100.00,5754.38,3,4,-61.36,21.27,90.00,0,-99.43,-38.10,-87.43,-26.09,-98.55,-37.22,-86.39,-25.05,-61.36,21.27,-90.28,-28.94,-102.54,-41.21
5658,5100.00,5754.12,3,4,-63.62,19.48,90.00,0,-104.25,-40.68,-86.49,-22.90,-98.88,-35.31,-87.86,-24.27,-63.62,19.48,-91.65,-28.07,-101.66,-38.09
5659,5100.00,5753.88,3,4,-61.93,21.91,90.00,0,-102.72,-40.82,-87.05,-25.13,-100.38,-38.48,-89.70,-27.79,-61.93,21.91,-91.10,-29.19,-102.22,-40.32
5660,5100.00,5753.62,3,4,-61.70,21.77,90.00,0,-102.84,-41.17,-85.21,-23.53,-100.00,-38.33,-91.58,-29.91,-61.70,21.77,-93.48,-31.81,-100.32,-38.65
5661,5100.00,5753.38,3,4,-61.65,21.52,90.00,0,-104.87,-43.24,-85.52,-23.88,-102.23,-40.61,-89.06,-27.43,-61.65,21.52,-92.97,-31.35,-101.41,-39.79
5662,5100.00,5753.12,3,4,-62.65,21.56,90.00,0,-104.61,-41.99,-87.82,-25.19,-103.63,-41.01,-88.89,-26.26,-62.65,21.56,-92.40,-29.78,-100.10,-37.48
5663,5100.00,5752.88,3,4,-62.22,22.29,90.00,0,-104.13,-41.94,-88.19,-25.99,-104.53,-42.34,-88.84,-26.64,-62.22,22.29,-93.27,-31.08,-101.04,-38.85
5664,5100.00,5752.62,3,4,-61.01,22.11,90.00,0,-104.69,-43.71,-86.50,-25.50,-104.18,-43.19,-87.15,-26.15,-61.01,22.11,-93.59,-32.60,-100.39,-39.41
5665,5100.00,5752.38,3,4,-61.24,20.73,90.00,0,-107.42,-46.22,-84.67,-23.45,-104.21,-43.00,-86.80,-25.58,-61.24,20.73,-92.61,-31.40,-98.23,-37.02
5666,5100.00,5752.12,3,4,-59.95,22.90,90.00,0,-106.68,-46.76,-85.64,-25.71,-107.26,-47.33,-87.99,-28.05,-59.95,22.90,-92.66,-32.73,-97.24,-37.32
5667,5100.00,5751.88,3,4,-60.81,21.63,90.00,0,-105.50,-44.72,-85.60,-24.81,-106.09,-45.31,-87.75,-26.97,-60.81,21.63,-90.39,-29.61,-96.97,-36.19
5668,5100.00,5751.62,3,4,-61.80,19.20,90.00,0,-106.79,-45.05,-83.16,-21.39,-107.96,-46.22,-86.52,-24.76,-61.80,19.20,-92.54,-30.79,-97.28,-35.53
5669,5100.00,5751.38,3,4,-62.38,19.19,90.00,0,-103.33,-41.01,-84.61,-22.26,-106.65,-44.32,-85.83,-23.48,-62.38,19.19,-92.49,-30.16,-97.59,-35.26
5670,5100.00,5751.12,3,4,-60.27,20.24,90.00,0,-103.05,-42.82,-84.99,-24.74,-107.18,-46.95,-83.48,-23.23,-60.27,20.24,-90.49,-30.26,-97.89,-37.66
5671,5100.00,5750.88,3,4,-59.60,22.64,90.00,0,-104.27,-44.70,-86.20,-26.61,-108.92,-49.35,-85.85,-26.26,-59.60,22.64,-91.32,-31.74,-100.84,-41.27
5672,5100.00,5750.62,3,4,-58.43,23.68,90.00,0,-105.17,-46.76,-85.07,-26.65,-105.90,-47.49,-87.09,-28.67,-58.43,23.68,-90.51,-32.09,-103.73,-45.32
5673,5100.00,5750.38,3,4,-58.74,22.40,90.00,0,-106.07,-47.36,-84.03,-25.30,-104.21,-45.50,-85.93,-27.21,-58.74,22.40,-90.11,-31.39,-103.23,-44.51
5674,5100.00,5750.12,3,4,-56.92,24.34,90.00,0,-102.28,-45.37,-83.82,-26.90,-103.90,-47.00,-86.70,-29.79,-56.92,24.34,-90.16,-33.25,-105.50,-48.59
5675,5100.00,5749.88,3,4,-57.50,24.86,90.00,0,-101.93,-44.44,-86.89,-29.40,-102.81,-45.33,-85.99,-28.49,-57.50,24.86,-89.99,-32.50,-105.69,-48.20
5676,5100.00,5749.62,3,4,-58.04,23.97,90.00,0,-101.77,-43.75,-85.12,-27.09,-102.77,-44.75,-87.36,-29.33,-58.04,23.97,-89.46,-31.43,-105.14,-47.12
5677,5100.00,5749.38,3,4,-57.20,25.58,90.00,0,-97.73,-40.54,-86.24,-29.05,-102.91,-45.72,-87.62,-30.43,-57.20,25.58,-90.85,-33.66,-106.80,-49.61
5678,5100.00,5749.12,3,4,-56.28,26.93,90.00,0,-98.78,-42.51,-86.72,-30.45,-103.91,-47.64,-87.74,-31.47,-56.28,26.93,-91.74,-35.47,-107.05,-50.77
5679,5100.00,5748.88,3,4,-54.89,27.07,90.00,0,-99.78,-44.90,-86.99,-32.11,-104.79,-49.91,-87.37,-32.49,-54.89,27.07,-86.46,-31.57,-105.26,-50.38
5680,5100.00,5748.62,3,4,-56.64,26.55,90.00,0,-100.85,-44.22,-87.34,-30.71,-105.04,-48.41,-89.19,-32.56,-56.64,26.55,-88.25,-31.62,-104.06,-47.43
5681,5100.00,5748.38,3,4,-56.23,28.09,90.00,0,-101.02,-44.79,-89.05,-32.82,-105.53,-49.31,-89.14,-32.91,-56.23,28.09,-90.07,-33.84,-104.41,-48.18
5682,5100.00,5748.12,3,4,-58.48,25.80,90.00,0,-104.91,-46.44,-89.19,-30.72,-103.95,-45.48,-87.68,-29.20,-58.48,25.80,-92.08,-33.61,-105.12,-46.65
5683,5100.00,5747.88,3,4,-60.03,24.61,90.00,0,-101.03,-41.01,-88.94,-28.91,-103.29,-43.27,-91.23,-31.20,-60.03,24.61,-89.60,-29.57,-101.17,-41.15
5684,5100.00,5747.62,3,4,-62.94,22.80,90.00,0,-101.25,-38.34,-89.26,-26.33,-103.16,-40.24,-92.58,-29.65,-62.94,22.80,-91.82,-28.90,-103.30,-40.38
5685,5100.00,5747.38,3,4,-64.68,19.99,90.00,0,-102.31,-37.67,-86.88,-22.21,-104.06,-39.42,-92.99,-28.34,-64.68,19.99,-92.13,-27.48,-103.67,-39.03
5686,5100.00,5747.12,3,4,-63.67,18.62,90.00,0,-102.03,-38.42,-83.47,-19.81,-107.14,-43.52,-93.83,-30.22,-63.67,18.62,-91.06,-27.44,-106.28,-42.67
5687,5100.00,5746.88,3,4,-61.38,21.04,90.00,0,-104.14,-42.79,-85.15,-23.79,-106.72,-45.37,-88.18,-26.83,-61.38,21.04,-90.05,-28.70,-108.10,-46.76
5688,5100.00,5746.62,3,4,-60.78,21.37,90.00,0,-104.50,-43.75,-83.95,-23.18,-106.64,-45.89,-89.99,-29.23,-60.78,21.37,-90.51,-29.76,-109.10,-48.35
5689,5100.00,5746.38,3,4,-61.49,19.69,90.00,0,-104.82,-43.37,-82.21,-20.73,-109.18,-47.73,-90.09,-28.64,-61.49,19.69,-93.22,-31.77,-108.09,-46.65
5690,5100.00,5746.12,3,4,-62.15,19.67,90.00,0,-106.50,-44.39,-83.42,-21.28,-107.99,-45.89,-88.37,-26.25,-62.15,19.67,-93.81,-31.70,-107.47,-45.36
5691,5100.00,5745.88,3,4,-59.20,22.87,90.00,0,-106.87,-47.70,-84.15,-24.96,-106.90,-47.72,-87.15,-27.96,-59.20,22.87,-95.79,-36.61,-104.75,-45.58
5692,5100.00,5745.62,3,4,-58.17,22.18,90.00,0,-105.39,-47.24,-81.49,-23.32,-106.01,-47.86,-87.54,-29.39,-58.17,22.18,-97.43,-39.28,-107.84,-49.70
5693,5100.00,5745.38,3,4,-57.81,22.32,90.00,0,-104.40,-46.61,-83.13,-25.34,-105.82,-48.04,-83.67,-25.87,-57.81,22.32,-94.34,-36.55,-105.83,-48.05
5694,5100.00,5745.12,3,4,-56.99,22.09,90.00,0,-104.24,-47.27,-80.76,-23.78,-104.75,-47.79,-84.54,-27.57,-56.99,22.09,-96.17,-39.20,-103.24,-46.28
5695,5100.00,5744.88,3,4,-56.59,21.33,90.00,0,-102.20,-45.64,-79.59,-23.01,-105.36,-48.80,-83.21,-26.64,-56.59,21.33,-98.06,-41.50,-104.17,-47.61
5696,5100.00,5744.62,3,4,-56.08,22.05,90.00,0,-102.43,-46.38,-80.07,-24.00,-108.10,-52.05,-82.86,-26.80,-56.08,22.05,-97.98,-41.92,-104.95,-48.90
5697,5100.00,5744.38,3,4,-55.90,22.11,90.00,0,-101.72,-45.85,-79.99,-24.10,-107.22,-51.35,-82.71,-26.83,-55.90,22.11,-96.74,-40.87,-103.55,-47.68
5698,5100.00,5744.12,3,4,-57.53,20.95,90.00,0,-103.95,-46.46,-80.36,-22.84,-107.65,-50.15,-83.38,-25.87,-57.53,20.95,-97.66,-40.17,-103.80,-46.31
5699,5100.00,5743.88,3,4,-57.53,19.40,90.00,0,-101.50,-44.02,-78.01,-20.50,-105.94,-48.47,-83.82,-26.34,-57.53,19.40,-99.51,-42.03,-104.28,-46.80
5700,5100.00,5743.62,3,4,-58.19,18.07,90.00,0,-101.19,-43.06,-77.13,-18.95,-106.26,-48.13,-84.03,-25.89,-58.19,18.07,-101.92,-43.80,-104.58,-46.45
5701,5100.00,5743.38,3,4,-57.49,20.62,90.00,0,-99.43,-41.97,-79.15,-21.66,-108.39,-50.93,-85.32,-27.85,-57.49,20.62,-100.84,-43.38,-104.81,-47.36
5702,5100.00,5743.12,3,4,-58.30,17.78,90.00,0,-101.30,-43.07,-76.57,-18.27,-106.75,-48.53,-86.40,-28.17,-58.30,17.78,-102.92,-44.69,-102.85,-44.62
5703,5100.00,5742.88,3,4,-61.05,12.58,90.00,0,-100.92,-40.11,-74.23,-13.21,-107.30,-46.48,-82.78,-21.93,-61.05,12.58,-100.12,-39.31,-105.70,-44.88
5704,5100.00,5742.62,3,4,-62.67,10.47,90.00,0,-103.19,-40.90,-74.12,-11.53,-106.94,-44.65,-80.24,-17.88,-62.67,10.47,-98.54,-36.24,-103.18,-40.89
5705,5100.00,5742.38,3,4,-63.18,11.73,90.00,0,-99.40,-36.49,-77.17,-14.10,-105.46,-42.55,-78.95,-15.94,-63.18,11.73,-100.71,-37.81,-103.72,-40.82
5706,5100.00,5742.12,3,4,-62.93,11.84,90.00,0,-101.45,-38.80,-76.79,-13.97,-105.53,-42.88,-79.20,-16.45,-62.93,11.84,-98.87,-36.22,-102.27,-39.62
5707,5100.00,5741.88,3,4,-63.88,10.73,90.00,0,-102.57,-39.04,-76.65,-12.90,-105.55,-42.02,-78.99,-15.33,-63.88,10.73,-99.01,-35.48,-104.17,-40.63
5708,5100.00,5741.62,3,4,-67.10,8.88,90.00,0,-100.82,-34.24,-79.19,-12.37,-107.11,-40.53,-78.95,-12.12,-67.10,8.88,-96.81,-30.24,-103.93,-37.36
5709,5100.00,5741.38,3,4,-65.75,10.79,90.00,0,-102.40,-36.99,-79.58,-14.01,-106.60,-41.20,-79.67,-14.09,-65.75,10.79,-98.85,-33.44,-105.39,-39.98
5710,5100.00,5741.12,3,4,-65.48,10.30,90.00,0,-100.48,-35.39,-80.86,-15.66,-105.40,-40.31,-77.50,-12.15,-65.48,10.30,-96.59,-31.50,-106.33,-41.24
5711,5100.00,5740.88,3,4,-65.74,10.61,90.00,0,-99.24,-33.86,-80.85,-15.35,-107.26,-41.89,-78.39,-12.79,-65.74,10.61,-97.42,-32.04,-102.94,-37.57
5712,5100.00,5740.62,3,4,-66.23,10.62,90.00,0,-99.94,-34.07,-80.84,-14.84,-107.60,-41.74,-79.23,-13.17,-66.23,10.62,-96.61,-30.75,-100.92,-35.05
5713,5100.00,5740.38,3,4,-66.73,10.51,90.00,0,-96.06,-29.70,-81.28,-14.78,-105.68,-39.33,-79.68,-13.12,-66.73,10.51,-96.04,-29.68,-101.69,-35.33
5714,5100.00,5740.12,3,4,-68.07,8.75,90.00,0,-94.93,-27.40,-79.62,-11.82,-106.46,-38.94,-80.33,-12.58,-68.07,8.75,-98.15,-30.63,-102.41,-34.89
5715,5100.00,5739.88,3,4,-68.32,9.32,90.00,0,-95.98,-28.13,-79.86,-11.74,-105.30,-37.46,-81.99,-13.98,-68.32,9.32,-98.23,-30.38,-102.40,-34.56
5716,5100.00,5739.62,3,4,-69.33,10.01,90.00,0,-94.49,-25.56,-81.64,-12.49,-104.27,-35.35,-83.89,-14.83,-69.33,10.01,-98.43,-29.51,-102.07,-33.15
5717,5100.00,5739.38,3,4,-67.17,11.83,90.00,0,-93.05,-26.14,-81.72,-14.68,-103.23,-36.33,-83.00,-16.00,-67.17,11.83,-98.09,-31.19,-102.92,-36.03
5718,5100.00,5739.12,3,4,-66.24,12.95,90.00,0,-91.27,-25.23,-83.20,-17.10,-102.60,-36.57,-82.11,-15.98,-66.24,12.95,-98.20,-32.18,-100.88,-34.85
5719,5100.00,5738.88,3,4,-65.06,13.38,90.00,0,-93.76,-28.89,-83.75,-18.82,-103.76,-38.89,-80.28,-15.29,-65.06,13.38,-99.23,-34.36,-102.57,-37.70
5720,5100.00,5738.62,3,4,-67.39,10.62,90.00,0,-94.90,-27.87,-84.27,-17.16,-105.28,-38.25,-79.42,-12.14,-67.39,10.62,-98.22,-31.19,-103.62,-36.59
5721,5100.00,5738.38,3,4,-66.37,13.66,90.00,0,-93.89,-27.70,-87.81,-21.60,-105.53,-39.35,-81.23,-14.91,-66.37,13.66,-97.85,-31.67,-102.95,-36.77
5722,5100.00,5738.12,3,4,-63.56,16.71,90.00,0,-90.83,-27.35,-90.71,-27.24,-105.17,-41.70,-81.31,-17.77,-63.56,16.71,-100.21,-36.75,-99.82,-36.36
5723,5100.00,5737.88,3,4,-63.59,13.47,90.00,0,-89.36,-25.95,-91.63,-28.22,-104.92,-41.52,-77.57,-13.99,-63.59,13.47,-100.91,-37.51,-100.86,-37.46
5724,5100.00,5737.62,3,4,-64.82,14.91,90.00,0,-90.17,-25.48,-91.32,-26.63,-102.89,-38.21,-80.64,-15.85,-64.82,14.91,-102.66,-37.98,-99.83,-35.15
5725,5100.00,5737.38,3,4,-64.34,16.36,90.00,0,-92.43,-28.18,-90.12,-25.87,-101.76,-37.52,-81.85,-17.53,-64.34,16.36,-103.11,-38.87,-96.67,-32.43
5726,5100.00,5737.12,3,4,-62.20,20.22,90.00,0,-94.30,-32.14,-89.49,-27.32,-102.35,-40.19,-84.25,-22.06,-62.20,20.22,-102.43,-40.27,-96.00,-33.83
5727,5100.00,5736.88,3,4,-62.77,20.77,90.00,0,-95.24,-32.51,-90.60,-27.86,-100.30,-37.57,-85.48,-22.73,-62.77,20.77,-102.21,-39.48,-97.54,-34.81
5728,5100.00,5736.62,3,4,-64.85,18.63,90.00,0,-93.09,-28.29,-91.58,-26.78,-101.17,-36.38,-85.42,-20.60,-64.85,18.63,-100.78,-36.00,-97.53,-32.74
5729,5100.00,5736.38,3,4,-64.30,17.72,90.00,0,-95.88,-31.65,-88.96,-24.72,-103.02,-38.79,-83.76,-19.49,-64.30,17.72,-99.63,-35.41,-95.37,-31.15
5730,5100.00,5736.12,3,4,-64.29,18.79,90.00,0,-97.33,-33.10,-92.06,-27.83,-103.82,-39.59,-84.36,-20.09,-64.29,18.79,-100.40,-36.17,-96.52,-32.29
5731,5100.00,5735.88,3,4,-63.55,18.73,90.00,0,-98.86,-35.37,-92.25,-28.75,-101.06,-37.57,-83.27,-19.73,-63.55,18.73,-100.89,-37.40,-96.57,-33.08
5732,5100.00,5735.62,3,4,-63.06,20.52,90.00,0,-100.89,-37.86,-91.13,-28.10,-100.02,-37.00,-85.21,-22.16,-63.06,20.52,-96.65,-33.63,-99.79,-36.77
5733,5100.00,5735.38,3,4,-65.33,19.98,90.00,0,-96.63,-31.34,-94.17,-28.87,-100.96,-35.67,-87.52,-22.20,-65.33,19.98,-99.12,-33.83,-95.71,-30.41
5734,5100.00,5735.12,3,4,-64.65,18.28,90.00,0,-98.85,-34.26,-92.27,-27.68,-99.84,-35.25,-84.59,-19.96,-64.65,18.28,-98.67,-34.08,-92.56,-27.97
5735,5100.00,5734.88,3,4,-63.95,18.13,90.00,0,-98.18,-34.30,-92.98,-29.09,-99.02,-35.14,-83.18,-19.25,-63.95,18.13,-97.19,-33.31,-94.89,-31.01
5736,5100.00,5734.62,3,4,-63.54,18.23,90.00,0,-99.16,-35.68,-92.32,-28.84,-100.51,-37.03,-82.80,-19.28,-63.54,18.23,-97.42,-33.94,-94.78,-31.30
5737,5100.00,5734.38,3,4,-61.51,18.61,90.00,0,-101.27,-39.82,-93.33,-31.88,-102.61,-41.15,-80.69,-19.18,-61.51,18.61,-95.33,-33.88,-96.94,-35.49
5738,5100.00,5734.12,3,4,-59.89,18.76,90.00,0,-101.87,-42.03,-94.91,-35.07,-101.47,-41.64,-79.03,-19.14,-59.89,18.76,-93.88,-34.04,-98.28,-38.44
5739,5100.00,5733.88,3,4,-58.91,19.74,90.00,0,-101.78,-42.91,-93.24,-34.37,-104.61,-45.75,-79.05,-20.14,-58.91,19.74,-93.97,-35.11,-99.30,-40.43
5740,5100.00,5733.62,3,4,-57.25,20.77,90.00,0,-100.67,-43.46,-91.83,-34.62,-103.76,-46.55,-78.48,-21.23,-57.25,20.77,-92.57,-35.35,-98.69,-41.47
5741,5100.00,5733.38,3,4,-59.01,19.13,90.00,0,-100.58,-41.63,-91.82,-32.86,-103.99,-45.03,-78.69,-19.69,-59.01,19.13,-90.87,-31.91,-98.34,-39.39
5742,5100.00,5733.12,3,4,-57.90,18.63,90.00,0,-101.00,-43.16,-91.42,-33.57,-106.93,-49.09,-76.87,-18.97,-57.90,18.63,-93.26,-35.42,-95.48,-37.64
5743,5100.00,5732.88,3,4,-56.99,20.94,90.00,0,-102.97,-46.02,-92.47,-35.52,-110.62,-inf,-78.33,-21.34,-56.99,20.94,-94.02,-37.06,-95.15,-38.19
5744,5100.00,5732.62,3,4,-57.92,18.33,90.00,0,-104.71,-46.86,-94.72,-36.86,-109.51,-51.66,-76.45,-18.53,-57.92,18.33,-95.51,-37.66,-95.38,-37.53
5745,5100.00,5732.38,3,4,-57.61,19.71,90.00,0,-105.75,-48.19,-92.55,-34.99,-107.37,-49.81,-77.58,-19.98,-57.61,19.71,-97.02,-39.46,-96.62,-39.06
5746,5100.00,5732.12,3,4,-58.26,17.91,90.00,0,-109.07,-50.88,-91.25,-33.06,-106.73,-48.55,-76.42,-18.17,-58.26,17.91,-97.78,-39.59,-95.23,-37.05
5747,5100.00,5731.88,3,4,-58.38,15.18,90.00,0,-108.26,-50.01,-90.35,-32.10,-106.71,-48.47,-73.72,-15.35,-58.38,15.18,-96.58,-38.34,-94.08,-35.84
