Step,ue0_x,ue0_y,ue0_direction,ue0_connected_bs,ue0_current_rsrp,ue0_sinr,ue0_speed,ue0_handover,ue0_rsrp_bs0,ue0_sinr_bs0,ue0_rsrp_bs1,ue0_sinr_bs1,ue0_rsrp_bs2,ue0_sinr_bs2,ue0_rsrp_bs3,ue0_sinr_bs3,ue0_rsrp_bs4,ue0_sinr_bs4,ue0_rsrp_bs5,ue0_sinr_bs5,ue0_rsrp_bs6,ue0_sinr_bs6
1274,5381.25,5366.50,2,6,-82.22,-2.52,90.00,0,-108.91,-31.14,-104.37,-26.59,-103.83,-26.05,-81.43,-1.22,-86.46,-8.06,-89.69,-11.63,-82.22,-2.52
1275,5381.00,5366.50,2,6,-82.88,-3.39,90.00,0,-109.07,-31.21,-104.64,-26.78,-103.95,-26.08,-81.06,-0.39,-86.61,-8.14,-89.83,-11.69,-82.88,-3.39
1276,5380.75,5366.50,2,6,-83.75,-4.13,90.00,0,-109.34,-31.14,-107.05,-28.84,-103.53,-25.31,-81.29,-0.15,-86.39,-7.47,-89.98,-11.48,-83.75,-4.13
1277,5380.50,5366.50,2,6,-83.67,-2.32,90.00,0,-111.17,-inf,-103.40,-24.03,-102.73,-23.35,-83.04,-1.26,-88.54,-8.63,-91.24,-11.60,-83.67,-2.32
1278,5380.25,5366.50,2,6,-83.17,-1.58,90.00,0,-110.77,-inf,-105.12,-25.81,-101.78,-22.46,-84.79,-4.06,-85.60,-5.15,-91.71,-12.16,-83.17,-1.58
1279,5380.00,5366.50,2,6,-83.38,-1.87,90.00,0,-109.48,-30.15,-106.15,-26.81,-102.75,-23.41,-84.83,-4.06,-85.13,-4.47,-92.78,-13.25,-83.38,-1.87
1280,5379.75,5366.50,2,6,-83.84,-2.47,90.00,0,-108.93,-29.51,-107.05,-27.63,-102.42,-22.98,-84.99,-4.16,-84.93,-4.08,-91.38,-11.68,-83.84,-2.47
1281,5379.50,5366.50,2,6,-81.16,-0.78,90.00,0,-111.62,-inf,-104.62,-26.88,-100.20,-22.44,-84.46,-5.68,-83.28,-4.13,-91.77,-13.86,-81.16,-0.78
1282,5379.25,5366.50,2,6,-80.88,-1.86,90.00,0,-111.19,-inf,-104.69,-27.84,-98.80,-21.93,-82.90,-4.82,-81.79,-3.27,-93.01,-16.06,-80.88,-1.86
1283,5379.00,5366.50,2,6,-82.77,-5.15,90.00,0,-110.70,-inf,-103.86,-27.39,-99.81,-23.32,-81.37,-3.22,-80.34,-1.58,-92.96,-16.40,-82.77,-5.15
1284,5378.75,5366.50,2,3,-81.52,-1.72,90.00,1,-108.61,-31.03,-103.64,-26.06,-99.66,-22.06,-81.52,-1.72,-81.23,-1.22,-94.45,-16.79,-86.37,-8.19
1285,5378.50,5366.50,2,3,-80.49,-0.99,90.00,0,-110.34,-inf,-102.15,-25.18,-100.09,-23.11,-80.49,-0.99,-80.95,-1.78,-97.37,-20.38,-85.63,-8.04
1286,5378.25,5366.50,2,3,-79.62,-0.16,90.00,0,-107.81,-31.28,-102.47,-25.93,-97.58,-21.02,-79.62,-0.16,-81.15,-2.79,-97.63,-21.08,-85.02,-7.83
1287,5378.00,5366.50,2,3,-78.83,2.15,90.00,0,-107.27,-30.50,-101.89,-25.11,-97.19,-20.39,-78.83,2.15,-83.53,-5.74,-99.01,-22.22,-85.17,-7.73
1288,5377.75,5366.50,2,3,-78.48,-0.09,90.00,0,-108.39,-32.96,-100.71,-25.27,-97.52,-22.06,-78.48,-0.09,-81.61,-4.98,-95.94,-20.47,-81.59,-4.96
1289,5377.50,5366.50,2,3,-78.71,-2.14,90.00,0,-107.85,-33.36,-102.19,-27.69,-98.59,-24.08,-78.71,-2.14,-82.13,-6.82,-95.87,-21.35,-78.13,-1.18
1290,5377.25,5366.50,2,3,-77.80,0.86,90.00,0,-109.78,-34.58,-103.13,-27.92,-101.60,-26.38,-77.80,0.86,-82.30,-6.16,-98.40,-23.17,-81.34,-4.93
1291,5377.00,5366.50,2,3,-79.28,-3.04,90.00,0,-109.89,-35.40,-102.38,-27.89,-103.21,-28.72,-79.28,-3.04,-78.80,-2.31,-98.53,-24.02,-79.90,-3.93
1292,5376.75,5366.50,2,3,-77.69,-2.34,90.00,0,-109.99,-36.63,-103.04,-29.67,-102.24,-28.87,-77.69,-2.34,-77.98,-2.79,-98.64,-25.27,-78.91,-4.13
1293,5376.50,5366.50,2,3,-77.83,-0.79,90.00,0,-109.21,-34.80,-102.15,-27.74,-101.43,-27.02,-77.83,-0.79,-80.10,-4.34,-100.71,-26.30,-80.13,-4.38
1294,5376.25,5366.50,2,3,-77.42,0.87,90.00,0,-106.14,-31.31,-102.81,-27.98,-101.23,-26.39,-77.42,0.87,-80.83,-4.75,-102.19,-27.35,-82.05,-6.31
1295,5376.00,5366.50,2,3,-76.38,0.84,90.00,0,-107.04,-33.27,-102.80,-29.03,-99.77,-25.99,-76.38,0.84,-80.19,-5.30,-102.89,-29.12,-80.42,-5.59
1296,5375.75,5366.50,2,3,-74.25,3.49,90.00,0,-106.40,-33.76,-99.74,-27.08,-99.20,-26.54,-74.25,3.49,-80.39,-6.94,-102.39,-29.74,-81.40,-8.13
1297,5375.50,5366.50,2,3,-71.48,6.27,90.00,0,-103.61,-33.05,-100.79,-30.23,-99.86,-29.30,-71.48,6.27,-79.92,-8.83,-102.73,-32.17,-82.06,-11.19
1298,5375.25,5366.50,2,3,-70.17,7.26,90.00,0,-106.39,-36.97,-100.92,-31.50,-99.91,-30.48,-70.17,7.26,-79.42,-9.55,-105.43,-36.00,-81.98,-12.31
1299,5375.00,5366.50,2,3,-67.69,12.85,90.00,0,-104.94,-37.46,-99.63,-32.16,-99.73,-32.25,-67.69,12.85,-83.44,-15.86,-105.63,-38.16,-84.07,-16.50
1300,5374.75,5366.50,2,3,-71.03,9.07,90.00,0,-104.17,-33.65,-96.53,-26.00,-100.21,-29.68,-71.03,9.07,-83.66,-12.93,-106.63,-36.11,-83.00,-12.23
1301,5374.50,5366.50,2,3,-70.54,8.53,90.00,0,-103.11,-33.14,-97.59,-27.61,-98.50,-28.53,-70.54,8.53,-82.18,-11.94,-105.61,-35.64,-82.33,-12.10
1302,5374.25,5366.50,2,3,-69.12,10.05,90.00,0,-103.42,-34.71,-97.41,-28.70,-100.41,-31.69,-69.12,10.05,-81.34,-12.39,-103.45,-34.74,-83.67,-14.82
1303,5374.00,5366.50,2,3,-67.42,11.35,90.00,0,-102.65,-35.53,-96.28,-29.15,-101.54,-34.42,-67.42,11.35,-80.90,-13.60,-103.41,-36.29,-83.35,-16.13
1304,5373.75,5366.50,2,3,-69.24,7.12,90.00,0,-104.47,-36.00,-96.96,-28.48,-101.94,-33.47,-69.24,7.12,-78.69,-9.79,-105.39,-36.92,-80.38,-11.61
1305,5373.50,5366.50,2,3,-68.48,8.35,90.00,0,-101.75,-33.86,-96.37,-28.47,-99.38,-31.49,-68.48,8.35,-79.48,-11.28,-104.32,-36.43,-80.49,-12.36
1306,5373.25,5366.50,2,3,-68.13,8.86,90.00,0,-98.65,-31.04,-96.38,-28.77,-102.66,-35.06,-68.13,8.86,-79.38,-11.48,-103.12,-35.52,-81.04,-13.23
1307,5373.00,5366.50,2,3,-66.85,9.57,90.00,0,-99.22,-32.81,-95.08,-28.68,-103.72,-37.31,-66.85,9.57,-78.46,-11.78,-102.48,-36.08,-81.03,-14.47
1308,5372.75,5366.50,2,3,-68.79,8.27,90.00,0,-96.81,-28.61,-95.51,-27.31,-102.12,-33.92,-68.79,8.27,-79.24,-10.70,-102.92,-34.73,-81.52,-13.12
1309,5372.50,5366.50,2,3,-64.99,12.94,90.00,0,-95.77,-30.99,-93.42,-28.63,-103.68,-38.90,-64.99,12.94,-81.27,-16.39,-101.82,-37.04,-81.15,-16.26
1310,5372.25,5366.50,2,3,-66.10,11.75,90.00,0,-93.58,-27.75,-92.53,-26.70,-103.89,-38.06,-66.10,11.75,-81.58,-15.64,-102.11,-36.29,-80.84,-14.88
1311,5372.00,5366.50,2,3,-65.42,13.23,90.00,0,-94.55,-29.33,-93.33,-28.11,-103.15,-37.94,-65.42,13.23,-82.19,-16.89,-102.00,-36.78,-81.81,-16.49
1312,5371.75,5366.50,2,3,-65.96,12.25,90.00,0,-92.31,-26.58,-93.74,-28.02,-104.66,-38.94,-65.96,12.25,-80.30,-14.43,-100.80,-35.09,-83.45,-17.67
1313,5371.50,5366.50,2,3,-65.32,13.89,90.00,0,-92.51,-27.36,-92.41,-27.25,-103.52,-38.37,-65.32,13.89,-82.34,-17.11,-102.33,-37.18,-83.17,-17.95
1314,5371.25,5366.50,2,3,-64.40,14.74,90.00,0,-92.01,-27.74,-92.40,-28.13,-102.55,-38.29,-64.40,14.74,-82.69,-18.37,-102.54,-38.28,-82.70,-18.37
1315,5371.00,5366.50,2,3,-65.57,12.95,90.00,0,-92.79,-27.43,-90.93,-25.57,-101.09,-35.74,-65.57,12.95,-80.82,-15.34,-103.86,-38.51,-83.74,-18.32
1316,5370.75,5366.50,2,3,-66.14,12.72,90.00,0,-93.02,-27.10,-88.30,-22.36,-100.22,-34.30,-66.14,12.72,-81.81,-15.79,-103.11,-37.20,-83.78,-17.79
1317,5370.50,5366.50,2,3,-69.12,9.96,90.00,0,-93.63,-24.91,-91.89,-23.17,-98.86,-30.15,-69.12,9.96,-81.97,-13.06,-101.97,-33.27,-83.33,-14.48
1318,5370.25,5366.50,2,3,-66.71,11.77,90.00,0,-95.35,-28.91,-91.59,-25.14,-99.85,-33.42,-66.71,11.77,-81.00,-14.42,-99.67,-33.23,-83.06,-16.53
1319,5370.00,5366.50,2,3,-65.93,13.67,90.00,0,-98.98,-33.23,-93.56,-27.80,-98.80,-33.05,-65.93,13.67,-81.55,-15.68,-99.64,-33.89,-85.14,-19.34
1320,5369.75,5366.50,2,3,-66.87,12.87,90.00,0,-96.98,-30.32,-93.35,-26.69,-99.49,-32.84,-66.87,12.87,-83.92,-17.18,-99.29,-32.64,-82.54,-15.77
1321,5369.50,5366.50,2,3,-68.11,10.65,90.00,0,-96.96,-29.20,-95.07,-27.32,-100.46,-32.71,-68.11,10.65,-84.43,-16.58,-99.46,-31.71,-80.51,-12.53
1322,5369.25,5366.50,2,3,-69.57,9.38,90.00,0,-97.87,-28.77,-95.16,-26.05,-100.40,-31.30,-69.57,9.38,-83.82,-14.58,-98.52,-29.41,-81.09,-11.71
1323,5369.00,5366.50,2,3,-70.16,9.02,90.00,0,-97.64,-27.99,-94.51,-24.85,-101.41,-31.75,-70.16,9.02,-83.37,-13.53,-99.67,-30.01,-81.77,-11.84
1324,5368.75,5366.50,2,3,-71.53,7.43,90.00,0,-94.75,-23.93,-95.40,-24.57,-103.37,-32.56,-71.53,7.43,-82.60,-11.50,-98.47,-27.66,-82.01,-10.86
1325,5368.50,5366.50,2,3,-69.68,9.51,90.00,0,-94.19,-24.96,-93.47,-24.24,-107.44,-38.23,-69.68,9.51,-83.34,-13.95,-97.87,-28.65,-82.00,-12.55
1326,5368.25,5366.50,2,3,-71.51,8.22,90.00,0,-92.07,-21.14,-96.61,-25.70,-109.30,-38.40,-71.51,8.22,-83.11,-11.94,-96.70,-25.79,-83.38,-12.23
1327,5368.00,5366.50,2,3,-71.16,10.01,90.00,0,-92.79,-22.02,-97.61,-26.86,-107.27,-36.53,-71.16,10.01,-84.48,-13.55,-98.98,-28.23,-85.03,-14.13
1328,5367.75,5366.50,2,3,-73.19,8.93,90.00,0,-92.99,-20.28,-95.60,-22.90,-110.77,-inf,-73.19,8.93,-85.27,-12.36,-99.81,-27.14,-86.61,-13.76
1329,5367.50,5366.50,2,3,-74.54,6.19,90.00,0,-89.83,-16.11,-93.87,-20.22,-112.86,-inf,-74.54,6.19,-85.32,-11.41,-98.34,-24.72,-84.20,-10.19
1330,5367.25,5366.50,2,3,-73.18,7.92,90.00,0,-89.95,-17.34,-95.51,-22.96,-112.65,-inf,-73.18,7.92,-86.86,-14.18,-97.45,-24.91,-83.83,-10.97
1331,5367.00,5366.50,2,3,-69.74,9.61,90.00,0,-87.77,-18.42,-95.87,-26.58,-111.13,-inf,-69.74,9.61,-83.83,-14.38,-96.38,-27.08,-82.83,-13.35
1332,5366.75,5366.50,2,3,-67.73,11.67,90.00,0,-89.62,-22.15,-93.35,-25.90,-110.55,-inf,-67.73,11.67,-83.09,-15.53,-97.32,-29.88,-83.24,-15.68
1333,5366.50,5366.50,2,3,-65.72,13.09,90.00,0,-89.76,-24.23,-93.31,-27.79,-112.52,-inf,-65.72,13.09,-81.35,-15.72,-95.79,-30.27,-84.07,-18.49
1334,5366.25,5366.50,2,3,-67.31,11.42,90.00,0,-90.67,-23.64,-90.99,-23.96,-112.62,-inf,-67.31,11.42,-81.24,-14.06,-96.84,-29.83,-84.10,-17.00
1335,5366.00,5366.50,2,3,-68.26,9.76,90.00,0,-92.67,-24.83,-93.14,-25.30,-110.91,-inf,-68.26,9.76,-80.28,-12.20,-93.14,-25.30,-83.21,-15.25
1336,5365.75,5366.50,2,3,-68.58,9.57,90.00,0,-94.58,-26.44,-95.59,-27.46,-113.52,-inf,-68.58,9.57,-79.67,-11.22,-93.63,-25.50,-84.75,-16.53
1337,5365.50,5366.50,2,3,-68.03,8.84,90.00,0,-96.15,-28.65,-96.74,-29.25,-112.87,-inf,-68.03,8.84,-78.15,-10.27,-91.70,-24.19,-83.93,-16.33
1338,5365.25,5366.50,2,3,-69.45,6.99,90.00,0,-96.06,-27.40,-97.95,-29.29,-113.13,-inf,-69.45,6.99,-77.48,-8.21,-93.23,-24.56,-84.14,-15.36
1339,5365.00,5366.50,2,3,-68.00,9.97,90.00,0,-97.63,-30.04,-97.48,-29.89,-115.56,-inf,-68.00,9.97,-79.50,-11.63,-91.61,-24.01,-84.44,-16.76
1340,5364.75,5366.50,2,3,-69.03,8.46,90.00,0,-97.06,-28.60,-95.93,-27.48,-117.09,-inf,-69.03,8.46,-78.18,-9.25,-90.79,-22.31,-89.00,-20.51
1341,5364.50,5366.50,2,3,-69.46,6.72,90.00,0,-94.44,-25.80,-96.40,-27.77,-117.82,-inf,-69.46,6.72,-76.70,-7.34,-90.86,-22.21,-89.30,-20.64
1342,5364.25,5366.50,2,3,-71.03,5.83,90.00,0,-95.27,-25.23,-95.99,-25.96,-117.75,-inf,-71.03,5.83,-77.34,-6.42,-91.82,-21.77,-90.73,-20.67
1343,5364.00,5366.50,2,3,-70.83,7.03,90.00,0,-96.73,-26.67,-97.17,-27.11,-117.95,-inf,-70.83,7.03,-78.48,-7.76,-91.41,-21.33,-90.39,-20.30
1344,5363.75,5366.50,2,3,-72.00,7.47,90.00,0,-95.98,-24.68,-97.16,-25.86,-120.43,-inf,-72.00,7.47,-80.27,-8.40,-92.76,-21.44,-90.78,-19.45
1345,5363.50,5366.50,2,3,-73.04,7.46,90.00,0,-97.48,-25.14,-97.38,-25.04,-121.31,-inf,-73.04,7.46,-81.52,-8.64,-93.82,-21.47,-90.06,-17.66
1346,5363.25,5366.50,2,3,-73.82,8.08,90.00,0,-96.12,-22.91,-96.56,-23.35,-119.29,-inf,-73.82,8.08,-83.27,-9.63,-93.43,-20.20,-91.36,-18.10
1347,5363.00,5366.50,2,3,-76.46,4.62,90.00,0,-96.34,-21.13,-94.34,-19.11,-120.47,-inf,-76.46,4.62,-82.57,-6.52,-93.66,-18.42,-89.47,-14.14
1348,5362.75,5366.50,2,3,-74.19,5.27,90.00,0,-94.23,-21.14,-94.00,-20.91,-119.44,-inf,-74.19,5.27,-80.58,-6.67,-93.37,-20.27,-89.06,-15.89
1349,5362.50,5366.50,2,3,-70.75,8.69,90.00,0,-94.32,-24.10,-95.12,-24.91,-118.40,-inf,-70.75,8.69,-80.70,-10.10,-91.54,-21.31,-88.59,-18.33
1350,5362.25,5366.50,2,3,-70.98,8.29,90.00,0,-92.65,-22.25,-96.44,-26.06,-118.26,-inf,-70.98,8.29,-80.39,-9.56,-91.02,-20.60,-89.85,-19.43
1351,5362.00,5366.50,2,3,-69.67,10.53,90.00,0,-93.36,-24.04,-95.06,-25.75,-116.99,-inf,-69.67,10.53,-81.74,-12.18,-90.26,-20.92,-89.84,-20.50
1352,5361.75,5366.50,2,3,-71.43,9.39,90.00,0,-89.85,-18.84,-95.76,-24.79,-118.24,-inf,-71.43,9.39,-83.38,-12.17,-90.45,-19.45,-88.55,-17.52
1353,5361.50,5366.50,2,3,-72.92,6.61,90.00,0,-89.80,-17.67,-97.58,-25.51,-114.93,-inf,-72.92,6.61,-81.18,-8.56,-91.42,-19.31,-88.28,-16.11
1354,5361.25,5366.50,2,3,-72.60,7.58,90.00,0,-91.27,-19.32,-97.27,-25.36,-115.24,-inf,-72.60,7.58,-82.28,-9.96,-89.44,-17.46,-88.21,-16.21
1355,5361.00,5366.50,2,3,-73.89,7.47,90.00,0,-89.19,-15.91,-97.56,-24.36,-112.57,-inf,-73.89,7.47,-84.25,-10.72,-90.90,-17.64,-89.00,-15.71
1356,5360.75,5366.50,2,3,-71.58,10.41,90.00,0,-89.43,-18.16,-97.04,-25.83,-111.95,-inf,-71.58,10.41,-85.52,-14.16,-92.76,-21.53,-88.07,-16.78
1357,5360.50,5366.50,2,3,-71.58,11.39,90.00,0,-88.44,-17.08,-96.21,-24.92,-111.12,-inf,-71.58,11.39,-88.27,-16.90,-94.84,-23.55,-88.36,-17.00
1358,5360.25,5366.50,2,3,-72.30,9.71,90.00,0,-89.89,-17.96,-95.25,-23.37,-110.24,-inf,-72.30,9.71,-87.41,-15.42,-92.98,-21.08,-85.95,-13.92
1359,5360.00,5366.50,2,3,-76.50,6.26,90.00,0,-91.54,-15.84,-94.20,-18.56,-111.36,-inf,-76.50,6.26,-88.44,-12.63,-93.46,-17.81,-86.52,-10.58
1360,5359.75,5366.50,2,3,-76.12,8.19,90.00,0,-91.36,-15.73,-93.73,-18.16,-109.64,-34.13,-76.12,8.19,-90.00,-14.33,-96.42,-20.87,-89.17,-13.47
1361,5359.50,5366.50,2,3,-76.48,8.36,90.00,0,-91.66,-15.66,-96.36,-20.43,-110.77,-inf,-76.48,8.36,-90.09,-14.03,-95.56,-19.62,-89.94,-13.89
1362,5359.25,5366.50,2,3,-76.60,8.60,90.00,0,-94.95,-18.86,-96.31,-20.24,-112.65,-inf,-76.60,8.60,-91.12,-14.94,-96.52,-20.44,-88.62,-12.34
1363,5359.00,5366.50,2,3,-80.33,5.49,90.00,0,-95.04,-15.68,-94.03,-14.64,-111.12,-inf,-80.33,5.49,-90.80,-11.24,-96.30,-16.97,-91.26,-11.73
1364,5358.75,5366.50,2,3,-79.01,6.65,90.00,0,-95.23,-16.99,-95.89,-17.66,-109.72,-31.56,-79.01,6.65,-90.67,-12.25,-96.30,-18.07,-90.19,-11.74
1365,5358.50,5366.50,2,3,-79.51,5.52,90.00,0,-95.64,-17.12,-97.32,-18.83,-108.65,-30.20,-79.51,5.52,-89.37,-10.56,-98.79,-20.31,-88.95,-10.10
1366,5358.25,5366.50,2,3,-80.72,3.68,90.00,0,-94.77,-15.48,-96.22,-16.96,-108.59,-29.41,-80.72,3.68,-87.57,-7.72,-100.79,-21.59,-89.55,-9.95
1367,5358.00,5366.50,2,3,-79.73,6.20,90.00,0,-94.76,-15.85,-94.36,-15.44,-106.04,-27.23,-79.73,6.20,-90.79,-11.70,-102.06,-23.24,-90.82,-11.74
1368,5357.75,5366.50,2,3,-80.19,3.42,90.00,0,-93.26,-14.55,-94.92,-16.25,-105.23,-26.65,-80.19,3.42,-91.85,-13.08,-102.15,-23.56,-85.66,-6.15
1369,5357.50,5366.50,2,3,-80.11,4.62,90.00,0,-91.97,-12.92,-93.40,-14.42,-104.02,-25.18,-80.11,4.62,-92.52,-13.50,-105.88,-27.05,-88.11,-8.74
1370,5357.25,5366.50,2,3,-81.91,2.94,90.00,0,-93.50,-13.17,-94.06,-13.76,-102.70,-22.55,-81.91,2.94,-91.98,-11.56,-106.57,-26.44,-87.89,-6.97
1371,5357.00,5366.50,2,3,-81.69,3.59,90.00,0,-94.50,-14.22,-93.95,-13.65,-104.30,-24.17,-81.69,3.59,-92.74,-12.38,-106.64,-26.52,-88.20,-7.35
1372,5356.75,5366.50,2,3,-84.07,0.89,90.00,0,-94.89,-13.20,-95.78,-14.13,-104.87,-23.37,-84.07,0.89,-90.59,-8.54,-108.00,-26.50,-88.02,-5.44
1373,5356.50,5366.50,2,3,-82.53,1.69,90.00,0,-95.26,-14.84,-92.42,-11.86,-104.89,-24.59,-82.53,1.69,-89.24,-8.36,-105.75,-25.46,-88.05,-6.98
1374,5356.25,5366.50,2,3,-85.56,-1.84,90.00,0,-96.37,-14.70,-91.96,-10.02,-104.53,-22.98,-85.56,-1.84,-88.79,-6.36,-110.03,-inf,-87.15,-4.23
1375,5356.00,5366.50,2,3,-85.70,-2.53,90.00,0,-96.35,-14.97,-91.73,-10.08,-103.43,-22.16,-85.70,-2.53,-89.47,-7.52,-109.16,-27.91,-85.81,-2.69
1376,5355.75,5366.50,2,6,-84.61,-0.17,90.00,1,-96.75,-15.11,-93.21,-11.39,-103.28,-21.74,-87.86,-5.20,-89.52,-7.27,-109.38,-27.86,-84.61,-0.17
1377,5355.50,5366.50,2,6,-84.12,0.19,90.00,0,-96.75,-15.43,-90.67,-8.95,-100.63,-19.37,-87.78,-5.50,-91.12,-9.44,-109.35,-28.14,-84.12,0.19
1378,5355.25,5366.50,2,6,-85.28,-1.75,90.00,0,-98.51,-17.12,-92.18,-10.50,-99.37,-18.00,-86.37,-3.45,-89.37,-7.33,-107.82,-26.51,-85.28,-1.75
1379,5355.00,5366.50,2,6,-83.92,-1.94,90.00,0,-101.46,-21.59,-94.02,-14.02,-99.24,-19.35,-83.19,-0.65,-90.84,-10.64,-107.46,-27.61,-83.92,-1.94
1380,5354.75,5366.50,2,6,-84.68,-1.28,90.00,0,-102.61,-21.60,-97.43,-16.36,-101.17,-20.15,-84.63,-1.20,-91.61,-10.24,-105.41,-24.42,-84.68,-1.28
1381,5354.50,5366.50,2,6,-85.02,-2.53,90.00,0,-102.99,-22.40,-95.71,-15.01,-101.62,-21.02,-84.21,-1.19,-88.84,-7.57,-103.43,-22.84,-85.02,-2.53
1382,5354.25,5366.50,2,6,-83.87,-2.49,90.00,0,-102.01,-22.55,-93.86,-14.26,-104.05,-24.59,-82.36,0.17,-91.07,-11.32,-101.02,-21.56,-83.87,-2.49
1383,5354.00,5366.50,2,6,-84.16,-2.26,90.00,0,-102.77,-22.88,-94.09,-14.04,-103.81,-23.92,-82.91,-0.06,-91.92,-11.77,-99.25,-19.32,-84.16,-2.26
1384,5353.75,5366.50,2,3,-81.05,1.51,90.00,1,-102.67,-23.92,-93.87,-15.01,-103.24,-24.50,-81.05,1.51,-89.57,-10.47,-97.91,-19.13,-84.35,-4.23
1385,5353.50,5366.50,2,3,-79.12,2.43,90.00,0,-102.84,-25.66,-94.35,-17.11,-105.05,-27.88,-79.12,2.43,-90.41,-13.04,-96.95,-19.74,-82.74,-4.17
1386,5353.25,5366.50,2,3,-78.20,4.78,90.00,0,-101.30,-24.33,-91.49,-14.38,-105.30,-28.34,-78.20,4.78,-90.99,-13.86,-96.86,-19.86,-85.06,-7.38
1387,5353.00,5366.50,2,3,-79.20,4.42,90.00,0,-101.78,-23.90,-90.37,-12.26,-102.67,-24.80,-79.20,4.42,-91.54,-13.49,-96.65,-18.73,-86.40,-7.88
1388,5352.75,5366.50,2,3,-81.34,0.85,90.00,0,-101.94,-23.19,-87.94,-8.65,-102.16,-23.41,-81.34,0.85,-90.00,-10.93,-96.53,-17.72,-85.24,-5.41
1389,5352.50,5366.50,2,3,-80.28,1.13,90.00,0,-103.42,-25.60,-85.30,-6.65,-99.86,-22.03,-80.28,1.13,-90.98,-12.96,-96.24,-18.38,-85.26,-6.59
1390,5352.25,5366.50,2,3,-81.87,-1.17,90.00,0,-104.60,-26.35,-82.96,-2.94,-101.50,-23.24,-81.87,-1.17,-90.16,-11.64,-95.78,-17.47,-86.94,-8.07
1391,5352.00,5366.50,2,3,-81.52,-0.03,90.00,0,-103.71,-25.20,-83.52,-3.39,-101.52,-23.01,-81.52,-0.03,-90.62,-11.85,-95.39,-16.81,-88.91,-10.00
1392,5351.75,5366.50,2,3,-82.51,-1.40,90.00,0,-103.29,-24.53,-83.49,-2.97,-98.63,-19.84,-82.51,-1.40,-89.88,-10.79,-95.27,-16.43,-87.82,-8.50
1393,5351.50,5366.50,2,3,-84.25,-2.96,90.00,0,-101.74,-22.20,-84.03,-2.63,-97.23,-17.64,-84.25,-2.96,-92.04,-12.28,-95.75,-16.13,-86.50,-6.02
1394,5351.25,5366.50,2,3,-86.75,-6.05,90.00,0,-104.06,-24.31,-83.48,-1.37,-97.52,-17.71,-86.75,-6.05,-91.30,-11.25,-96.19,-16.35,-85.64,-4.61
1395,5351.00,5366.50,2,3,-89.38,-9.47,90.00,0,-103.79,-24.33,-82.02,0.92,-96.08,-16.54,-89.38,-9.47,-88.55,-8.53,-96.25,-16.72,-87.19,-6.95
1396,5350.75,5366.50,2,6,-85.78,-4.87,90.00,1,-103.40,-23.69,-82.86,-0.31,-97.58,-17.83,-89.26,-9.07,-89.72,-9.58,-94.51,-14.68,-85.78,-4.87
1397,5350.50,5366.50,2,6,-87.53,-6.45,90.00,0,-102.52,-22.29,-82.64,1.22,-96.82,-16.53,-90.33,-9.69,-91.18,-10.62,-95.32,-14.98,-87.53,-6.45
1398,5350.25,5366.50,2,6,-83.44,-3.28,90.00,0,-103.64,-25.13,-82.00,-0.93,-96.68,-18.12,-89.56,-10.71,-88.99,-10.09,-92.38,-13.71,-83.44,-3.28
1399,5350.00,5366.50,2,6,-80.92,0.03,90.00,0,-104.06,-26.12,-82.72,-3.05,-98.68,-20.71,-90.56,-12.39,-91.31,-13.18,-90.98,-12.83,-80.92,0.03
1400,5349.75,5366.50,2,6,-82.60,-1.61,90.00,0,-105.18,-26.46,-82.65,-1.70,-99.93,-21.19,-90.73,-11.74,-90.16,-11.13,-93.07,-14.19,-82.60,-1.61
1401,5349.50,5366.50,2,6,-83.02,-1.04,90.00,0,-103.12,-23.64,-84.22,-3.00,-101.00,-21.51,-90.30,-10.46,-91.28,-11.53,-91.89,-12.18,-83.02,-1.04
1402,5349.25,5366.50,2,6,-83.72,-2.78,90.00,0,-105.08,-25.97,-83.53,-2.48,-100.63,-21.50,-88.40,-8.76,-89.59,-10.08,-90.69,-11.28,-83.72,-2.78
1403,5349.00,5366.50,2,6,-82.45,-2.29,90.00,0,-108.67,-30.52,-82.54,-2.43,-99.48,-21.30,-87.20,-8.48,-90.42,-12.01,-89.90,-11.46,-82.45,-2.29
1404,5348.75,5366.50,2,6,-80.34,1.37,90.00,0,-110.52,-inf,-85.31,-6.46,-100.28,-22.29,-88.08,-9.66,-91.32,-13.15,-88.86,-10.52,-80.34,1.37
1405,5348.50,5366.50,2,6,-78.36,3.21,90.00,0,-110.74,-inf,-84.71,-7.30,-101.54,-24.86,-87.59,-10.56,-92.24,-15.45,-89.72,-12.84,-78.36,3.21
1406,5348.25,5366.50,2,6,-78.18,3.97,90.00,0,-110.72,-inf,-87.28,-10.16,-100.87,-24.13,-86.95,-9.80,-92.38,-15.55,-88.40,-11.37,-78.18,3.97
1407,5348.00,5366.50,2,6,-76.69,4.16,90.00,0,-112.35,-inf,-86.95,-11.37,-100.00,-24.71,-83.99,-8.08,-91.22,-15.82,-89.03,-13.56,-76.69,4.16
1408,5347.75,5366.50,2,6,-76.98,4.31,90.00,0,-111.63,-inf,-85.57,-9.49,-100.49,-24.86,-85.70,-9.64,-91.25,-15.51,-89.92,-14.14,-76.98,4.31
